"","Sp.id","phos","temp","id","r.exp"
"288","Chlorella sp.",1.5,35,2,-0.0906546669717456
"289","Chlorella sp.",5,15,2,0.129525683092371
"290","Chlorella sp.",5,15,2,0.156192490264443
"291","Chlorella sp.",5,15,2,0.112903066419722
"292","Chlorella sp.",5,15,2,0.187048470499376
"293","Chlorella sp.",5,20,2,0.330734217845527
"294","Chlorella sp.",5,20,2,0.235027492911681
"295","Chlorella sp.",5,20,2,0.303595975348525
"296","Chlorella sp.",5,20,2,0.29920470127243
"297","Chlorella sp.",5,24,2,0.130296806315613
"298","Chlorella sp.",5,24,2,0.145693851299625
"299","Chlorella sp.",5,24,2,0.397442063697021
"300","Chlorella sp.",5,24,2,0.292192820769606
"301","Chlorella sp.",5,28,2,-0.163007453447535
"302","Chlorella sp.",5,28,2,-0.217560869036935
"303","Chlorella sp.",5,28,2,-0.195322002628953
"304","Chlorella sp.",5,28,2,-0.456756531412262
"305","Chlorella sp.",5,32,2,0.131859485096994
"306","Chlorella sp.",5,32,2,-0.0463912088436777
"307","Chlorella sp.",5,32,2,-0.0425082105637441
"308","Chlorella sp.",5,32,2,-0.0286094123296117
"309","Chlorella sp.",5,35,2,0.034289124857145
"310","Chlorella sp.",5,35,2,-0.0633269224407729
"311","Chlorella sp.",5,35,2,-0.0486535753242069
"312","Chlorella sp.",5,35,2,-0.177423366074632
"313","Chlorella sp.",10,15,2,0.299171037281229
"314","Chlorella sp.",10,15,2,0.343358128811349
"315","Chlorella sp.",10,15,2,0.260488841679036
"316","Chlorella sp.",10,15,2,0.422547994627009
"317","Chlorella sp.",10,20,2,0.405632831164755
"318","Chlorella sp.",10,20,2,0.415926826377167
"319","Chlorella sp.",10,20,2,0.413083367176747
"320","Chlorella sp.",10,20,2,0.530570475552422
"321","Chlorella sp.",10,24,2,0.723792407180111
"322","Chlorella sp.",10,24,2,0.358939158098693
"323","Chlorella sp.",10,24,2,0.41214827281987
"324","Chlorella sp.",10,24,2,0.449444567384548
"325","Chlorella sp.",10,28,2,-0.0869527127587357
"326","Chlorella sp.",10,28,2,-0.373931870508691
"327","Chlorella sp.",10,28,2,-0.328417921835912
"328","Chlorella sp.",10,28,2,-0.568675007922914
"329","Chlorella sp.",10,32,2,-0.0924039417270281
"330","Chlorella sp.",10,32,2,-0.169835229605093
"331","Chlorella sp.",10,32,2,0.0388972542031927
"332","Chlorella sp.",10,32,2,-0.0792050128096492
"333","Chlorella sp.",10,35,2,-0.142082018137625
"334","Chlorella sp.",10,35,2,0.0244087206413198
"335","Chlorella sp.",10,35,2,-0.217331637420335
"336","Chlorella sp.",10,35,2,0.415377096186702
"337","Chlorella sp.",35,15,2,0.72580087384132
"338","Chlorella sp.",35,15,2,0.768903080284476
"339","Chlorella sp.",35,15,2,0.81327086683282
"340","Chlorella sp.",35,15,2,0.86272505204893
"341","Chlorella sp.",35,20,2,0.943374978191076
"342","Chlorella sp.",35,20,2,0.965971828594069
"343","Chlorella sp.",35,20,2,0.894994441591004
"344","Chlorella sp.",35,20,2,0.928844406859053
"345","Chlorella sp.",35,24,2,1.00669257317759
"346","Chlorella sp.",35,24,2,1.00391040466301
"347","Chlorella sp.",35,24,2,0.989552299904983
"348","Chlorella sp.",35,24,2,0.888961275043971
"349","Chlorella sp.",35,28,2,0.164761999152752
"350","Chlorella sp.",35,28,2,0.0237433729089225
"351","Chlorella sp.",35,28,2,-0.262791689384517
"352","Chlorella sp.",35,28,2,0.190322598371306
"353","Chlorella sp.",35,32,2,-0.0961858818133763
"354","Chlorella sp.",35,32,2,-0.0514879775336193
"355","Chlorella sp.",35,32,2,-0.0643800360671886
"356","Chlorella sp.",35,32,2,-0.0439706422214322
"357","Chlorella sp.",35,35,2,0.0180094037946286
"358","Chlorella sp.",35,35,2,0.335920314006851
"359","Chlorella sp.",35,35,2,-0.0990207079835661
"360","Chlorella sp.",35,35,2,-0.239447304183622
"361","Chlorella sp.",50,15,2,0.726496368950815
"362","Chlorella sp.",50,15,2,0.769395880072492
"363","Chlorella sp.",50,15,2,0.71492928627552
"364","Chlorella sp.",50,15,2,0.748896927002112
"365","Chlorella sp.",50,20,2,1.15162369856254
"366","Chlorella sp.",50,20,2,1.12923969273127
"367","Chlorella sp.",50,20,2,1.16963228345548
"368","Chlorella sp.",50,20,2,1.1489255216694
"369","Chlorella sp.",50,24,2,0.87634929046655
"370","Chlorella sp.",50,24,2,0.92221388154358
"371","Chlorella sp.",50,24,2,0.870049166730426
"372","Chlorella sp.",50,24,2,0.812084536935999
"373","Chlorella sp.",50,28,2,0.00797153028429321
"374","Chlorella sp.",50,28,2,-0.12211949874145
"375","Chlorella sp.",50,28,2,-0.0122439269606915
"376","Chlorella sp.",50,28,2,-0.448547976247286
"377","Chlorella sp.",50,32,2,-0.100787111962187
"378","Chlorella sp.",50,32,2,-0.177791931759671
"379","Chlorella sp.",50,32,2,-0.106240190211253
"380","Chlorella sp.",50,32,2,0.0498631023584146
"381","Chlorella sp.",50,35,2,-0.133385639905123
"382","Chlorella sp.",50,35,2,-0.0109469517532865
"383","Chlorella sp.",50,35,2,-0.0239330093531601
"384","Chlorella sp.",50,35,2,0.0342907597066321
"385","Coelastrum sp.",0.01,15,3,0.0750537667130476
"386","Coelastrum sp.",0.01,15,3,0.0854852241420231
"387","Coelastrum sp.",0.01,15,3,0.0632234558573006
"388","Coelastrum sp.",0.01,15,3,0.188695258940077
"389","Coelastrum sp.",0.01,20,3,0.186424970865798
"390","Coelastrum sp.",0.01,20,3,0.193756379843222
"391","Coelastrum sp.",0.01,20,3,0.221177481104469
"392","Coelastrum sp.",0.01,20,3,0.202326380622496
"393","Coelastrum sp.",0.01,24,3,0.298196774935121
"394","Coelastrum sp.",0.01,24,3,0.245516358468909
"395","Coelastrum sp.",0.01,24,3,0.476260951299049
"396","Coelastrum sp.",0.01,24,3,0.362015230081937
"397","Coelastrum sp.",0.01,28,3,0.490899336097812
"398","Coelastrum sp.",0.01,28,3,0.642814820291639
"399","Coelastrum sp.",0.01,28,3,0.68609665515741
"400","Coelastrum sp.",0.01,28,3,0.511057794771018
"401","Coelastrum sp.",0.01,32,3,0.0365579142254008
"402","Coelastrum sp.",0.01,32,3,0.276036833741622
"403","Coelastrum sp.",0.01,32,3,0.0895032819454462
"404","Coelastrum sp.",0.01,32,3,-0.0715273678215702
"405","Coelastrum sp.",0.01,35,3,-0.404497761333658
"406","Coelastrum sp.",0.01,35,3,-0.266694988868978
"407","Coelastrum sp.",0.01,35,3,-0.229554185911966
"408","Coelastrum sp.",0.01,35,3,-0.187593332265666
"409","Coelastrum sp.",0.1,15,3,0.322093426747458
"410","Coelastrum sp.",0.1,15,3,0.286770566543259
"411","Coelastrum sp.",0.1,15,3,0.31962756172414
"412","Coelastrum sp.",0.1,15,3,0.301639194659868
"413","Coelastrum sp.",0.1,20,3,0.498441922110707
"414","Coelastrum sp.",0.1,20,3,0.483337853585588
"415","Coelastrum sp.",0.1,20,3,0.451606996416886
"416","Coelastrum sp.",0.1,20,3,0.474809827152423
"417","Coelastrum sp.",0.1,24,3,0.935975717791624
"418","Coelastrum sp.",0.1,24,3,0.962190608832368
"419","Coelastrum sp.",0.1,24,3,0.980801551071581
"420","Coelastrum sp.",0.1,24,3,0.827805254585312
"421","Coelastrum sp.",0.1,28,3,1.15891458183635
"422","Coelastrum sp.",0.1,28,3,1.39511488344346
"423","Coelastrum sp.",0.1,28,3,1.17933050296126
"424","Coelastrum sp.",0.1,28,3,1.18945903467705
"425","Coelastrum sp.",0.1,32,3,0.209971804416457
"426","Coelastrum sp.",0.1,32,3,0.249726352810099
"427","Coelastrum sp.",0.1,32,3,0.615948772794834
"428","Coelastrum sp.",0.1,32,3,0.320786221081572
"429","Coelastrum sp.",0.1,35,3,-0.233565674574142
"430","Coelastrum sp.",0.1,35,3,-0.310197685529474
"431","Coelastrum sp.",0.1,35,3,-0.206902061407246
"432","Coelastrum sp.",0.1,35,3,NA
"433","Coelastrum sp.",0.5,15,3,0.275742686755673
"434","Coelastrum sp.",0.5,15,3,0.348831401523118
"435","Coelastrum sp.",0.5,15,3,0.293651090135346
"436","Coelastrum sp.",0.5,15,3,0.345987947269163
"437","Coelastrum sp.",0.5,20,3,0.486113641986303
"438","Coelastrum sp.",0.5,20,3,0.591749294550263
"439","Coelastrum sp.",0.5,20,3,0.558909177673278
"440","Coelastrum sp.",0.5,20,3,0.472475468290987
"441","Coelastrum sp.",0.5,24,3,0.609584633636414
"442","Coelastrum sp.",0.5,24,3,0.684727055681712
"443","Coelastrum sp.",0.5,24,3,1.00066712205724
"444","Coelastrum sp.",0.5,24,3,0.87007537939031
"445","Coelastrum sp.",0.5,28,3,0.883257812921223
"446","Coelastrum sp.",0.5,28,3,0.896292728086122
"447","Coelastrum sp.",0.5,28,3,1.01096435746334
"448","Coelastrum sp.",0.5,28,3,1.01306686937114
"449","Coelastrum sp.",0.5,32,3,0.391725555048894
"450","Coelastrum sp.",0.5,32,3,0.211586605326365
"451","Coelastrum sp.",0.5,32,3,0.18237840083724
"452","Coelastrum sp.",0.5,32,3,0.353134374433546
"453","Coelastrum sp.",0.5,35,3,-0.279704880605787
"454","Coelastrum sp.",0.5,35,3,-0.214833122953714
"455","Coelastrum sp.",0.5,35,3,-0.369113871750839
"456","Coelastrum sp.",0.5,35,3,-0.508085696542143
"457","Coelastrum sp.",1.5,15,3,0.15308636642993
"458","Coelastrum sp.",1.5,15,3,0.199701717042547
"459","Coelastrum sp.",1.5,15,3,0.224481739095751
"460","Coelastrum sp.",1.5,15,3,0.240465079951926
"461","Coelastrum sp.",1.5,20,3,0.289028215305823
"462","Coelastrum sp.",1.5,20,3,0.423187081365997
"463","Coelastrum sp.",1.5,20,3,0.391357077070502
"464","Coelastrum sp.",1.5,20,3,0.495608079143896
"465","Coelastrum sp.",1.5,24,3,0.41844297776142
"466","Coelastrum sp.",1.5,24,3,0.2332705375572
"467","Coelastrum sp.",1.5,24,3,0.441862654389853
"468","Coelastrum sp.",1.5,24,3,0.340365972580874
"469","Coelastrum sp.",1.5,28,3,0.666849950530994
"470","Coelastrum sp.",1.5,28,3,0.56678153885284
"471","Coelastrum sp.",1.5,28,3,1.09556857457807
"472","Coelastrum sp.",1.5,28,3,0.86053947595279
"473","Coelastrum sp.",1.5,32,3,0.203064691881831
"474","Coelastrum sp.",1.5,32,3,0.294519096909459
"475","Coelastrum sp.",1.5,32,3,0.245080079855202
"476","Coelastrum sp.",1.5,32,3,0.186210451777287
"477","Coelastrum sp.",1.5,35,3,-0.208702903740897
"478","Coelastrum sp.",1.5,35,3,-0.272397761856882
"479","Coelastrum sp.",1.5,35,3,-0.251358858529714
"480","Coelastrum sp.",1.5,35,3,-0.416154880124352
"481","Coelastrum sp.",5,15,3,0.317977179873546
"482","Coelastrum sp.",5,15,3,0.325479314592779
"483","Coelastrum sp.",5,15,3,0.190829356778571
"484","Coelastrum sp.",5,15,3,0.182114379409078
"485","Coelastrum sp.",5,20,3,0.542653596280916
"486","Coelastrum sp.",5,20,3,0.455984740881105
"487","Coelastrum sp.",5,20,3,0.41701232902577
"488","Coelastrum sp.",5,20,3,0.460842499234131
"489","Coelastrum sp.",5,24,3,0.758640367654425
