"","Sp.id","Sp.name","Parameter","est","se","p"
"1",5,"Ceratium furca","a",0.0322111551402948,0.00365933259673285,2.18088286339277e-05
"2",5,"Ceratium furca","b",-1.40019092440339,0.0682608869138204,3.33920549885932e-08
"3",5,"Ceratium furca","tmax",35.2651920804613,0.59511290803314,7.30609017551406e-12
"4",5,"Ceratium furca","delta_t",4.1742429621508,0.869200197344059,0.00135139343749691
"5",6,"Ceratium fusus","a",0.0212083524503139,0.00179092631543129,2.37139950549499e-06
"6",6,"Ceratium fusus","b",-1.22854014941123,0.0476599409248444,5.50323464029101e-09
"7",6,"Ceratium fusus","tmax",33.0786922993787,0.202625496766112,2.21776157958409e-15
"8",6,"Ceratium fusus","delta_t",1.83910456130172,0.289451168519562,0.000219722356544347
"9",32,"Micractinium pusillum","a",0.0700419146686716,0.033416290333341,0.171038716979535
"10",32,"Micractinium pusillum","b",-0.653229721271059,0.62099983954802,0.40318570272173
"11",32,"Micractinium pusillum","tmax",47.2709478338182,4.35613281736436,0.00838540647921438
"12",32,"Micractinium pusillum","delta_t",12.6018317312824,3.26155363729618,0.0609278235472381
"13",10,"Chroococcus minutus","a",0.0981646423190174,0.0313529928776343,0.196811794677985
"14",10,"Chroococcus minutus","b",-0.125625698995201,0.541749237398144,0.854938700617098
"15",10,"Chroococcus minutus","tmax",38.8765952757542,1.98944404946942,0.0325495479925314
"16",10,"Chroococcus minutus","delta_t",9.31630637097109,1.83491093475855,0.123802052158581
"17",47,"Planktothrix agardhii","a",0.18625553338185,0.0421595803540673,0.141713019354754
"18",47,"Planktothrix agardhii","b",-0.238145045625427,0.365763887874584,0.632580767735837
"19",47,"Planktothrix agardhii","tmax",36.8040326491912,0.825142572193913,0.0142705581575157
"20",47,"Planktothrix agardhii","delta_t",5.33572095596702,1.15776598978261,0.136027636078126
"21",2,"Anabaena cylindrica","a",0.0233329045568611,0.000213608274627942,8.37999851418108e-05
"22",2,"Anabaena cylindrica","b",-1.39393528062187,0.00788047776008052,3.1959432194329e-05
"23",2,"Anabaena cylindrica","tmax",33.7844080262458,1.03190232414594,0.000931616839307483
"24",2,"Anabaena cylindrica","delta_t",0.712551806790891,0.412202012850418,0.226013285951164
"25",26,"Fragilaria bidens","a",0.0561353331026365,1.30162347312043,0.966657160978807
"26",26,"Fragilaria bidens","b",-0.838139632169418,17.7920456156915,0.963582267330312
"27",26,"Fragilaria bidens","tmax",35.9120333724271,47.1601629376633,0.468215141793005
"28",26,"Fragilaria bidens","delta_t",9.54464475060265,114.460324215802,0.935591664664614
"29",29,"Fragilaria crotonensis","a",0.0845094133697015,0.0506351578530521,0.237063346499122
"30",29,"Fragilaria crotonensis","b",-0.531448729088221,0.750504988300614,0.552273206486803
"31",29,"Fragilaria crotonensis","tmax",37.7208590501767,3.77896377709801,0.00988788731306559
"32",29,"Fragilaria crotonensis","delta_t",10.5203291955279,3.47738576438082,0.0940902487848889
"33",56,"Staurastrum pingue","a",0.0483999838169017,0.244893798529455,0.861594801936932
"34",56,"Staurastrum pingue","b",-0.718936840700581,4.70157368676673,0.892499997670832
"35",56,"Staurastrum pingue","tmax",43,25.3045689856157,0.231363337711005
"36",56,"Staurastrum pingue","delta_t",12.813282216948,14.2191003964256,0.462624761112341
"37",1,"Acutodesmus obliquus","a",0.268197518118471,0.109909459135344,0.134802091360105
"38",1,"Acutodesmus obliquus","b",-0.001,0.325663306203756,0.997828723405715
"39",1,"Acutodesmus obliquus","tmax",36.0281515107709,0.964821746457222,0.000716379800271235
"40",1,"Acutodesmus obliquus","delta_t",3.72722517232166,1.52248681633617,0.134096047038851
"41",45,"Phaeodactylum tricornutum","a",0.0400997122260218,0.00918146291703513,0.0486327299522676
"42",45,"Phaeodactylum tricornutum","b",-0.722066611383901,0.229577018436257,0.0879560917974318
"43",45,"Phaeodactylum tricornutum","tmax",28.7076449679075,1.9529956988953,0.00459626633597915
"44",45,"Phaeodactylum tricornutum","delta_t",2.40070502313366,1.60885663936541,0.274185409159906
"45",8,"Chaetoceros deflandrei","a",0.0124743837903046,0.0129300267890357,0.405831691566895
"46",8,"Chaetoceros deflandrei","b",-0.606725564055254,0.121163649377231,0.0153294146179261
"47",8,"Chaetoceros deflandrei","tmax",16.3213407760962,0.385612989713731,2.9025932072975e-05
"48",8,"Chaetoceros deflandrei","delta_t",0.46478797189452,0.55076367484234,0.460701983740442
"49",14,"Corethron criophilum","a",0.0739662925405859,7.70051434431472,0.993885219334693
"50",14,"Corethron criophilum","b",-0.473312503862182,53.7596789098891,0.99439519879236
"51",14,"Corethron criophilum","tmax",10.8948020820303,233.919247111591,0.970370810174376
"52",14,"Corethron criophilum","delta_t",5.65457367399887,166.728225513324,0.978417366636116
"53",38,"Nitzschia cylindrus","a",0.00100348458109689,0.0154204303726172,0.954033661120991
"54",38,"Nitzschia cylindrus","b",-0.503447524597813,0.069797430267126,0.018683774053706
"55",38,"Nitzschia cylindrus","tmax",10.2895974417111,0.290183285562033,0.000794383626672032
"56",38,"Nitzschia cylindrus","delta_t",0.419455199903723,0.429930016790598,0.432142291869368
"57",39,"Nitzschia kerguelensis","a",0.163005957512724,0.509766111931475,0.802972024145665
"58",39,"Nitzschia kerguelensis","b",-0.178885902812761,2.22448531639282,0.948915030710069
"59",39,"Nitzschia kerguelensis","tmax",8.49851680487684,6.13369633606329,0.397993200408601
"60",39,"Nitzschia kerguelensis","delta_t",3.87111343831089,0.494830951321474,0.0809379614748835
"61",40,"Nitzschia turgiduloides","a",0.115238761549971,3.00558732016967,0.97289841552836
"62",40,"Nitzschia turgiduloides","b",-0.508059371846695,13.9650353768199,0.974283386826243
"63",40,"Nitzschia turgiduloides","tmax",10.3168959481421,27.4371654796629,0.74304214851947
"64",40,"Nitzschia turgiduloides","delta_t",3.77512624365158,41.6492519329882,0.936038434200923
"65",60,"Synura sphagnicola","a",0.0732661031473547,0.888893277645476,0.939501007483543
"66",60,"Synura sphagnicola","b",-0.965139110105634,7.99871279230018,0.911586610509897
"67",60,"Synura sphagnicola","tmax",25.912246042222,12.75485202118,0.135140645075292
"68",60,"Synura sphagnicola","delta_t",6.81454693796281,49.7523988101099,0.89973063583558
"69",21,"Dactyliosolen fragilissimus","a",0.0557911330512937,2.98573870030162,0.986788245962815
"70",21,"Dactyliosolen fragilissimus","b",-0.932851537057642,35.2437362597662,0.981287167111729
"71",21,"Dactyliosolen fragilissimus","tmax",36.0851148081302,60.8457039388393,0.613272176332509
"72",21,"Dactyliosolen fragilissimus","delta_t",8.99567923316593,313.890200058975,0.979739411732922
"73",18,"Cryptomonas sp. 1","a",0.0732213074984573,597.434109995859,0.999905212617192
"74",18,"Cryptomonas sp. 1","b",-1.42088031109811,6549.8863550932,0.999832225174432
"75",18,"Cryptomonas sp. 1","tmax",29.8194298934563,10863.2907407798,0.997877046959427
"76",18,"Cryptomonas sp. 1","delta_t",7.40057252886237,34774.6516071571,0.999835409184857
"77",37,"Nannochloropsis oceanica","a",0.0721794899399827,0.83800127756121,0.935499967510458
"78",37,"Nannochloropsis oceanica","b",-1.32300065535168,12.7243907972391,0.92219493296631
"79",37,"Nannochloropsis oceanica","tmax",37.7148683718038,16.7800816322051,0.0878787453176013
"80",37,"Nannochloropsis oceanica","delta_t",8.26843759154131,55.9809343012292,0.889724881350526
"81",48,"Pseudochattonella farcimen","a",0.0609086816891291,0.128865048221898,0.653162249080599
"82",48,"Pseudochattonella farcimen","b",-0.916376241092375,0.680387766176044,0.226673051278813
"83",48,"Pseudochattonella farcimen","tmax",22.9383048164421,0.550295924634783,1.27521532731042e-08
