"population","rep.ID","T.min","T.min.min","T.min.max","T.min.na","T.max","T.max.min","T.max.max","T.max.na","T.opt","T.opt.min","T.opt.max","r.max","r.max.min","r.max.max","T.br.min","T.br.min.min","T.br.min.max","T.br.min.na","T.br.max","T.br.max.min","T.br.max.max","T.br.max.na","a","b","tmax","d.t","a.mod","b.mod","tmax.mod","d.t.mod"
"28","28.F02",7.04683595654768,-2.36399280266349,12.536422560096,0.00366666666666667,40.3887603559233,39.8367472939516,40.9845800192482,0,33.1521501926496,32.0775663193135,34.8886264053221,4.20149557394071,3.42783846222741,4.85334171928487,21.2588395340857,18.6976737629751,23.7924649635621,0.000333333333333333,38.7551845291736,38.2498607038435,39.4741980598087,0,0.0634790379044445,-1.55094285591761,41.2519583386345,4.74331705862331,0.06284355497989,-1.51243928808118,41.2397521521665,4.6102921989377
"27","27.G02",2.00612651298395,-13.1700387442373,13.8868920044986,0.0165,40.0138453043534,39.3391829684511,41.0206001115056,5e-04,34.2123027758756,31.2280177166596,37.7644586035759,3.31915356600029,2.33560495782372,4.35712194833067,21.5283928185034,15.7067201115299,26.7090818338894,0.002,38.8528343530409,37.7539317113529,39.8266096504411,5e-04,0.0469912261437416,-1.09282218989881,40.5450649166904,2.73156948940696,0.0478133917373785,-1.11732003637495,40.6826555530946,2.93199015356222
"15","15.B02",7.18330190957964,-10.4943197890575,16.5284473629525,0.0105,40.3264394208684,39.5186518174396,41.6429975982978,5e-04,34.0522168509374,31.6541135540202,37.0388602365084,4.20178643720294,2.79718655797496,5.64191568374161,22.4838217595041,17.4552443624507,27.8987810654135,0.00183333333333333,39.0155273654403,38.0172652125632,40.2070606438049,5e-04,0.0574711326791656,-1.50464062281771,41.0366258380774,3.55823804219865,0.0574167810089837,-1.4787944029082,41.1047344074986,3.58101846758689
"10","10.C02",3.82563077729491,-16.8227361831147,14.5848823834397,0.0173333333333333,40.7325510985792,39.8662081776006,42.07985229336,0.000666666666666667,33.3047634246418,31.3506089917648,36.1816868050431,3.11480744731658,2.21559910282299,3.91225024863257,20.2026497272406,14.0107022526593,24.9266982676111,0.00266666666666667,39.1208246343192,38.1229096995709,40.3802685917682,0.000666666666666667,0.0513271379399869,-1.20880938200984,41.6482728131068,4.40733176166997,0.0505797282754745,-1.17404557035109,41.6391780105733,4.22390711298121
"29","29.D02",5.8115018563817,1.46175666135602,10.038500427146,0.000833333333333333,40.3691843900136,40.1243937949408,40.7211868352935,0,34.109046220989,32.7223341630979,35.2103961174014,3.93774785866177,3.52996438490926,4.31876600387779,22.1704101247764,20.2153835287083,23.6977021968782,0.000166666666666667,39.0004925981337,38.6411760408397,39.3770735896429,0,0.0548587960167126,-1.37452680456911,41.0330992083603,3.33236743633385,0.0552561442728597,-1.38255821699965,41.0705270462554,3.43250550755986
"anc4","anc4.E02",5.19912811693649,-6.97331611551171,10.4770300454811,0.00416666666666667,40.4254099631396,39.8538159634885,40.9710706875295,0,32.5710268381945,31.6728274819536,34.3652794691264,3.41682650954132,2.81436244849616,3.88844053513934,19.8563123104585,16.8434889919772,22.7256585698983,0.000166666666666667,38.6387212102309,38.1200851220224,39.3840940352536,0,0.0591868542110496,-1.34767629576442,41.4131121803894,5.23659914556469,0.0579725959316761,-1.3006959641341,41.3755515472363,4.99396529519356
"15","15.F02",5.06429428471922,-6.66743100265563,11.8029572503864,0.00483333333333333,40.2679941612374,39.8115581276432,41.0032797449185,5e-04,33.4632007913539,31.9083903656318,35.7416090177024,3.51926646971261,2.806326426575,4.16377375190676,21.0955516197614,17.7314343997142,24.5085500833782,0.001,38.7841645250322,38.1355224143465,39.5503901520825,5e-04,0.0538384028333501,-1.31216208983691,41.049939935576,3.83686780886127,0.0539164617189156,-1.3025030481888,41.0871342313185,3.87209678018042
"19","19.B03",7.24312491147127,-3.80494222730698,14.1789612040232,0.00616666666666667,39.9994566345314,39.4756465695584,40.6820566944653,0,33.6703180376908,31.8070606151362,35.9574498987998,4.31470588223688,3.36332981145409,5.37058153571939,22.2361448335706,18.7748216755677,26.0425984176178,5e-04,38.6172404020299,37.906092560304,39.4627158524463,0,0.0594377532354369,-1.53728727735678,40.6907523119894,3.61888140135897,0.0597313897910634,-1.52391912958829,40.7444401257192,3.68171194681864
"33","33.C03",5.64950030807948,-9.97979182799632,14.9340528843287,0.00866666666666667,40.187852281683,39.5134310832608,41.2688206339883,0.000166666666666667,33.4148978771449,31.5957124830919,36.2397773784756,3.90686776673888,2.74200367766073,4.79630453399164,21.3480765697768,16.611169566242,25.2143855009735,0.000833333333333333,38.7252876048988,37.8495632392186,39.7722556885848,0.000166666666666667,0.0573005959778002,-1.37583095443049,40.9399783805521,3.99708024951651,0.0571475796396787,-1.35708304372313,40.9805679114331,3.93240577629407
"8","8.D03",8.10599189528647,-9.01752510877299,16.1115725209216,0.0131666666666667,40.2131575588306,39.3239528981289,41.5832173802334,0.000833333333333333,33.7906443579009,31.4269660792307,36.9658676331518,3.80031008081723,2.32671618649123,4.98513716822621,22.315450851477,16.4888030273646,27.0686983217937,0.00316666666666667,38.8571490821068,37.7265635746787,40.0498210642417,0.000833333333333333,0.0561772021450738,-1.56862916666591,41.0249503665346,3.71003804302712,0.0558951099211536,-1.53147987865494,41.0935342436026,3.68841612971366
"25","25.E03",6.036750594328,-5.04832327712638,11.3249245776642,0.005,40.2974650619217,39.7978420021958,40.8827866535025,0,32.7438483627729,31.9094840710541,34.8439088617798,3.78822215365537,3.18434069134512,4.38223445430451,20.4405810651553,17.68087241315,23.4250346149071,0.000166666666666667,38.583644500883,38.0715445470024,39.3536383590104,0,0.061662564291262,-1.43846692063919,41.2128059801565,5.00649711192126,0.0606165644115502,-1.38623218623166,41.1803062420502,4.7936913878325
"19","19.F03",5.63642863184167,-2.88629380912742,13.4890952384523,0.00433333333333333,40.100644174426,39.6745195349501,40.8086048809541,0,34.354533423472,31.9854950912102,36.6758562211742,3.84002892985496,2.93207769708819,4.71982404431642,22.5839899280262,18.5942176455682,26.1204952634339,5e-04,38.8946018612292,38.1671774177647,39.6869943965066,0,0.0524221405802656,-1.34300543636294,40.6951056265565,2.8514659472527,0.0530455953004918,-1.35186291036623,40.7775701026126,3.02584536471118
"33","33.G03",4.39472908252153,-0.25623248169115,11.3499938130673,0.00233333333333333,39.9767647815678,39.6883072356213,40.2295123088211,0,35.3446897928852,32.7100450766276,37.9272108892331,3.98280434308904,3.17487088635433,4.7462769775418,23.6640535459348,19.8524948444188,26.7079896375852,0,39.0335058343239,38.3388598019023,39.739465413728,0,0.0495823938906438,-1.24315475988385,40.3715812094033,1.94482118961915,0.050195928531533,-1.2594339087124,40.4257009126824,2.10351023163017
"4","4.B03",6.38673750866225,1.00795874476648,13.0368210183782,0.00366666666666667,40.0673800299852,39.8137209115712,40.6366123108906,0.000166666666666667,36.6683040727531,33.1208104241727,39.1010301771934,4.44328440738681,3.26476193204766,5.60771526174126,25.7145307908829,20.8101409057123,28.7179133449408,0.00116666666666667,39.4386097838035,38.6545175197721,39.9275656136409,0.000166666666666667,0.0498096208536148,-1.3742454595602,40.3434569917234,1.24125655882258,0.0504380850551077,-1.3904579747884,40.4758120662751,1.56569163426226
"9","9.C03",4.81727848457567,-10.022385716388,13.3236224200534,0.01,40.0228635293264,39.4332963067836,40.8253444528139,0,32.3974459485441,31.2171909481156,34.7316332811617,3.82954079281977,3.02376236784506,4.66388021580985,19.9234337960108,16.1561464575259,23.3675524253179,0.00133333333333333,38.2970934293579,37.6446500192991,39.2793256683159,0,0.0622366072072335,-1.33335841805587,40.8725925662686,5.04776818384374,0.0607255483631569,-1.28575467706734,40.8604054994321,4.79884275322462
