curve_id,strain_id,genus_species,culture_name,ancestor_name,experiment,temperature,nitrate_level,light_level,block,replicate,day,fluorescence,absorbance,fluorescence_trunc,absorbance_trunc,comments
516,31,Chlamydomonas_reinhardtii,29,Anc3,nitrate,20,10,140.6,2,1,2,18,0.4116,18,0.4116,
516,31,Chlamydomonas_reinhardtii,29,Anc3,nitrate,20,10,140.6,2,1,3,93,0.4112,93,0.4112,
516,31,Chlamydomonas_reinhardtii,29,Anc3,nitrate,20,10,140.6,2,1,4,53,0.3713,53,0.3713,
516,31,Chlamydomonas_reinhardtii,29,Anc3,nitrate,20,10,140.6,2,1,5,34,0.3485,34,0.3485,
516,31,Chlamydomonas_reinhardtii,29,Anc3,nitrate,20,10,140.6,2,1,6,16,0.3554,16,0.3554,
516,31,Chlamydomonas_reinhardtii,29,Anc3,nitrate,20,10,140.6,2,1,7,29,0.3311,29,0.3311,
516,31,Chlamydomonas_reinhardtii,29,Anc3,nitrate,20,10,140.6,2,1,8,17,0.3285,17,0.3285,
516,31,Chlamydomonas_reinhardtii,29,Anc3,nitrate,20,10,140.6,2,1,9,9,0.3136,9,0.3136,
516,31,Chlamydomonas_reinhardtii,29,Anc3,nitrate,20,10,140.6,2,1,10,9,0.2433,9,0.2433,
517,3,Microcystis_aeruginosa,Pomati,,nitrate,20,10,140.6,2,3,1,11,0.4225,11,0.4225,
517,3,Microcystis_aeruginosa,Pomati,,nitrate,20,10,140.6,2,3,2,0,0.3809,0,0.3809,
517,3,Microcystis_aeruginosa,Pomati,,nitrate,20,10,140.6,2,3,3,8,0.3921,8,0.3921,
517,3,Microcystis_aeruginosa,Pomati,,nitrate,20,10,140.6,2,3,4,8,0.3674,8,0.3674,
517,3,Microcystis_aeruginosa,Pomati,,nitrate,20,10,140.6,2,3,5,6,0.3517,6,0.3517,
517,3,Microcystis_aeruginosa,Pomati,,nitrate,20,10,140.6,2,3,6,5,0.3525,5,0.3525,
517,3,Microcystis_aeruginosa,Pomati,,nitrate,20,10,140.6,2,3,7,5,0.3359,5,0.3359,
517,3,Microcystis_aeruginosa,Pomati,,nitrate,20,10,140.6,2,3,8,8,0.3275,8,0.3275,
517,3,Microcystis_aeruginosa,Pomati,,nitrate,20,10,140.6,2,3,9,3,0.3177,3,0.3177,
517,3,Microcystis_aeruginosa,Pomati,,nitrate,20,10,140.6,2,3,10,0,0.2611,0,0.2611,
518,14,Chlamydomonas_reinhardtii,9,cc1690,nitrate,20,10,140.6,2,1,1,5,0.4116,5,0.4116,
518,14,Chlamydomonas_reinhardtii,9,cc1690,nitrate,20,10,140.6,2,1,2,2,0.3847,2,0.3847,
518,14,Chlamydomonas_reinhardtii,9,cc1690,nitrate,20,10,140.6,2,1,3,43,0.402,43,0.402,
518,14,Chlamydomonas_reinhardtii,9,cc1690,nitrate,20,10,140.6,2,1,4,52,0.3708,52,0.3708,
518,14,Chlamydomonas_reinhardtii,9,cc1690,nitrate,20,10,140.6,2,1,5,35,0.3399,35,0.3399,
518,14,Chlamydomonas_reinhardtii,9,cc1690,nitrate,20,10,140.6,2,1,6,23,0.3238,23,0.3238,
518,14,Chlamydomonas_reinhardtii,9,cc1690,nitrate,20,10,140.6,2,1,7,38,0.2912,38,0.2912,
518,14,Chlamydomonas_reinhardtii,9,cc1690,nitrate,20,10,140.6,2,1,8,32,0.2818,32,0.2818,
518,14,Chlamydomonas_reinhardtii,9,cc1690,nitrate,20,10,140.6,2,1,9,26,0.2492,26,0.2492,
518,14,Chlamydomonas_reinhardtii,9,cc1690,nitrate,20,10,140.6,2,1,10,15,0.1853,15,0.1853,
519,20,Chlamydomonas_reinhardtii,16,Anc5,nitrate,20,10,140.6,2,1,1,6,0.4162,6,0.4162,
519,20,Chlamydomonas_reinhardtii,16,Anc5,nitrate,20,10,140.6,2,1,2,8,0.3919,8,0.3919,
519,20,Chlamydomonas_reinhardtii,16,Anc5,nitrate,20,10,140.6,2,1,3,6,0.4083,6,0.4083,
519,20,Chlamydomonas_reinhardtii,16,Anc5,nitrate,20,10,140.6,2,1,4,5,0.3505,5,0.3505,
519,20,Chlamydomonas_reinhardtii,16,Anc5,nitrate,20,10,140.6,2,1,5,3,0.2906,3,0.2906,
519,20,Chlamydomonas_reinhardtii,16,Anc5,nitrate,20,10,140.6,2,1,6,6,0.2228,6,0.2228,
519,20,Chlamydomonas_reinhardtii,16,Anc5,nitrate,20,10,140.6,2,1,7,4,0.1905,4,0.1905,
519,20,Chlamydomonas_reinhardtii,16,Anc5,nitrate,20,10,140.6,2,1,8,16,0.1486,16,0.1486,
519,20,Chlamydomonas_reinhardtii,16,Anc5,nitrate,20,10,140.6,2,1,9,6,0.1424,6,0.1424,
519,20,Chlamydomonas_reinhardtii,16,Anc5,nitrate,20,10,140.6,2,1,10,5,0.1417,5,0.1417,
520,15,Chlamydomonas_reinhardtii,10,Anc2,nitrate,20,10,140.6,2,1,1,6,0.4157,6,0.4157,
520,15,Chlamydomonas_reinhardtii,10,Anc2,nitrate,20,10,140.6,2,1,2,14,0.3688,14,0.3688,
520,15,Chlamydomonas_reinhardtii,10,Anc2,nitrate,20,10,140.6,2,1,3,67,0.3626,67,0.3626,
520,15,Chlamydomonas_reinhardtii,10,Anc2,nitrate,20,10,140.6,2,1,4,94,0.1651,94,0.1651,
520,15,Chlamydomonas_reinhardtii,10,Anc2,nitrate,20,10,140.6,2,1,5,60,0.1455,60,0.1455,
520,15,Chlamydomonas_reinhardtii,10,Anc2,nitrate,20,10,140.6,2,1,6,68,0.1456,68,0.1456,
520,15,Chlamydomonas_reinhardtii,10,Anc2,nitrate,20,10,140.6,2,1,7,66,0.1538,66,0.1538,
520,15,Chlamydomonas_reinhardtii,10,Anc2,nitrate,20,10,140.6,2,1,8,59,0.1471,59,0.1471,
520,15,Chlamydomonas_reinhardtii,10,Anc2,nitrate,20,10,140.6,2,1,9,31,0.1466,31,0.1466,
520,15,Chlamydomonas_reinhardtii,10,Anc2,nitrate,20,10,140.6,2,1,10,32,0.1464,32,0.1464,
521,27,Chlamydomonas_reinhardtii,25,Anc2,nitrate,20,10,140.6,2,1,1,3,0.2647,3,0.2647,
521,27,Chlamydomonas_reinhardtii,25,Anc2,nitrate,20,10,140.6,2,1,2,19,0.3318,19,0.3318,
521,27,Chlamydomonas_reinhardtii,25,Anc2,nitrate,20,10,140.6,2,1,3,105,0.1496,105,0.1496,
521,27,Chlamydomonas_reinhardtii,25,Anc2,nitrate,20,10,140.6,2,1,4,308,0.1535,308,0.1535,
521,27,Chlamydomonas_reinhardtii,25,Anc2,nitrate,20,10,140.6,2,1,5,354,0.1537,354,0.1537,
521,27,Chlamydomonas_reinhardtii,25,Anc2,nitrate,20,10,140.6,2,1,6,259,0.1543,259,0.1543,
521,27,Chlamydomonas_reinhardtii,25,Anc2,nitrate,20,10,140.6,2,1,7,195,0.1554,195,0.1554,
521,27,Chlamydomonas_reinhardtii,25,Anc2,nitrate,20,10,140.6,2,1,8,168,0.1527,168,0.1527,
521,27,Chlamydomonas_reinhardtii,25,Anc2,nitrate,20,10,140.6,2,1,9,120,0.1535,120,0.1535,
521,27,Chlamydomonas_reinhardtii,25,Anc2,nitrate,20,10,140.6,2,1,10,81,0.1523,81,0.1523,
522,17,Chlamydomonas_reinhardtii,13,Anc5,nitrate,20,10,140.6,2,1,1,6,0.353,6,0.353,
522,17,Chlamydomonas_reinhardtii,13,Anc5,nitrate,20,10,140.6,2,1,2,57,0.3579,57,0.3579,
522,17,Chlamydomonas_reinhardtii,13,Anc5,nitrate,20,10,140.6,2,1,3,124,0.3247,124,0.3247,
522,17,Chlamydomonas_reinhardtii,13,Anc5,nitrate,20,10,140.6,2,1,4,127,0.1503,127,0.1503,
522,17,Chlamydomonas_reinhardtii,13,Anc5,nitrate,20,10,140.6,2,1,5,82,0.1504,82,0.1504,
522,17,Chlamydomonas_reinhardtii,13,Anc5,nitrate,20,10,140.6,2,1,6,49,0.1572,49,0.1572,
522,17,Chlamydomonas_reinhardtii,13,Anc5,nitrate,20,10,140.6,2,1,7,44,0.1589,44,0.1589,
522,17,Chlamydomonas_reinhardtii,13,Anc5,nitrate,20,10,140.6,2,1,8,60,0.1586,60,0.1586,
522,17,Chlamydomonas_reinhardtii,13,Anc5,nitrate,20,10,140.6,2,1,9,34,0.1585,34,0.1585,
522,17,Chlamydomonas_reinhardtii,13,Anc5,nitrate,20,10,140.6,2,1,10,24,0.1583,24,0.1583,
523,9,Chlamydomonas_reinhardtii,3,cc1690,nitrate,20,10,140.6,2,1,1,8,0.3701,8,0.3701,
523,9,Chlamydomonas_reinhardtii,3,cc1690,nitrate,20,10,140.6,2,1,2,26,0.3793,26,0.3793,
523,9,Chlamydomonas_reinhardtii,3,cc1690,nitrate,20,10,140.6,2,1,3,62,0.3609,62,0.3609,
523,9,Chlamydomonas_reinhardtii,3,cc1690,nitrate,20,10,140.6,2,1,4,55,0.1577,55,0.1577,
523,9,Chlamydomonas_reinhardtii,3,cc1690,nitrate,20,10,140.6,2,1,5,52,0.1462,52,0.1462,
523,9,Chlamydomonas_reinhardtii,3,cc1690,nitrate,20,10,140.6,2,1,6,39,0.1546,39,0.1546,
523,9,Chlamydomonas_reinhardtii,3,cc1690,nitrate,20,10,140.6,2,1,7,37,0.149,37,0.149,
523,9,Chlamydomonas_reinhardtii,3,cc1690,nitrate,20,10,140.6,2,1,8,33,0.1613,33,0.1613,
523,9,Chlamydomonas_reinhardtii,3,cc1690,nitrate,20,10,140.6,2,1,9,29,0.1462,29,0.1462,
523,9,Chlamydomonas_reinhardtii,3,cc1690,nitrate,20,10,140.6,2,1,10,16,0.1669,16,0.1669,
524,24,Chlamydomonas_reinhardtii,20,Anc4,nitrate,20,10,140.6,2,1,1,4,0.3919,4,0.3919,
524,24,Chlamydomonas_reinhardtii,20,Anc4,nitrate,20,10,140.6,2,1,2,13,0.3786,13,0.3786,
524,24,Chlamydomonas_reinhardtii,20,Anc4,nitrate,20,10,140.6,2,1,3,11,0.3464,11,0.3464,
524,24,Chlamydomonas_reinhardtii,20,Anc4,nitrate,20,10,140.6,2,1,4,24,0.2066,24,0.2066,
524,24,Chlamydomonas_reinhardtii,20,Anc4,nitrate,20,10,140.6,2,1,5,30,0.1545,30,0.1545,
524,24,Chlamydomonas_reinhardtii,20,Anc4,nitrate,20,10,140.6,2,1,6,24,0.1569,24,0.1569,
524,24,Chlamydomonas_reinhardtii,20,Anc4,nitrate,20,10,140.6,2,1,7,33,0.1544,33,0.1544,
524,24,Chlamydomonas_reinhardtii,20,Anc4,nitrate,20,10,140.6,2,1,8,41,0.154,41,0.154,
524,24,Chlamydomonas_reinhardtii,20,Anc4,nitrate,20,10,140.6,2,1,9,8,0.1538,8,0.1538,
524,24,Chlamydomonas_reinhardtii,20,Anc4,nitrate,20,10,140.6,2,1,10,20,0.1474,20,0.1474,
525,5,Cyclotella_meneghiniana,SAG_1020.1a,,nitrate,20,10,140.6,2,4,1,21,0.3858,21,0.3858,
525,5,Cyclotella_meneghiniana,SAG_1020.1a,,nitrate,20,10,140.6,2,4,2,7,0.3704,7,0.3704,
525,5,Cyclotella_meneghiniana,SAG_1020.1a,,nitrate,20,10,140.6,2,4,3,13,0.3571,13,0.3571,
525,5,Cyclotella_meneghiniana,SAG_1020.1a,,nitrate,20,10,140.6,2,4,4,5,0.2045,5,0.2045,
525,5,Cyclotella_meneghiniana,SAG_1020.1a,,nitrate,20,10,140.6,2,4,5,5,0.1451,5,0.1451,
525,5,Cyclotella_meneghiniana,SAG_1020.1a,,nitrate,20,10,140.6,2,4,6,8,0.1446,8,0.1446,
525,5,Cyclotella_meneghiniana,SAG_1020.1a,,nitrate,20,10,140.6,2,4,7,5,0.1437,5,0.1437,
525,5,Cyclotella_meneghiniana,SAG_1020.1a,,nitrate,20,10,140.6,2,4,8,9,0.1437,9,0.1437,
525,5,Cyclotella_meneghiniana,SAG_1020.1a,,nitrate,20,10,140.6,2,4,9,5,0.1434,5,0.1434,
525,5,Cyclotella_meneghiniana,SAG_1020.1a,,nitrate,20,10,140.6,2,4,10,5,0.1499,5,0.1499,
526,26,Chlamydomonas_reinhardtii,23,Anc5,nitrate,20,10,140.6,2,1,1,5,0.3841,5,0.3841,
526,26,Chlamydomonas_reinhardtii,23,Anc5,nitrate,20,10,140.6,2,1,2,10,0.3743,10,0.3743,
526,26,Chlamydomonas_reinhardtii,23,Anc5,nitrate,20,10,140.6,2,1,3,14,0.3652,14,0.3652,
526,26,Chlamydomonas_reinhardtii,23,Anc5,nitrate,20,10,140.6,2,1,4,21,0.1884,21,0.1884,
526,26,Chlamydomonas_reinhardtii,23,Anc5,nitrate,20,10,140.6,2,1,5,27,0.1495,27,0.1495,
526,26,Chlamydomonas_reinhardtii,23,Anc5,nitrate,20,10,140.6,2,1,6,15,0.1487,15,0.1487,
526,26,Chlamydomonas_reinhardtii,23,Anc5,nitrate,20,10,140.6,2,1,7,18,0.1476,18,0.1476,
526,26,Chlamydomonas_reinhardtii,23,Anc5,nitrate,20,10,140.6,2,1,8,21,0.1465,21,0.1465,
526,26,Chlamydomonas_reinhardtii,23,Anc5,nitrate,20,10,140.6,2,1,9,14,0.1463,14,0.1463,
526,26,Chlamydomonas_reinhardtii,23,Anc5,nitrate,20,10,140.6,2,1,10,11,0.1591,11,0.1591,
527,36,Chlamydomonas_reinhardtii,35,Anc4,nitrate,20,10,140.6,2,1,1,12,0.3536,12,0.3536,
527,36,Chlamydomonas_reinhardtii,35,Anc4,nitrate,20,10,140.6,2,1,2,69,0.3489,69,0.3489,
527,36,Chlamydomonas_reinhardtii,35,Anc4,nitrate,20,10,140.6,2,1,3,101,0.3004,101,0.3004,
527,36,Chlamydomonas_reinhardtii,35,Anc4,nitrate,20,10,140.6,2,1,4,89,0.1451,89,0.1451,
527,36,Chlamydomonas_reinhardtii,35,Anc4,nitrate,20,10,140.6,2,1,5,65,0.1461,65,0.1461,
527,36,Chlamydomonas_reinhardtii,35,Anc4,nitrate,20,10,140.6,2,1,6,60,0.1441,60,0.1441,
527,36,Chlamydomonas_reinhardtii,35,Anc4,nitrate,20,10,140.6,2,1,7,56,0.1453,56,0.1453,
527,36,Chlamydomonas_reinhardtii,35,Anc4,nitrate,20,10,140.6,2,1,8,53,0.1449,53,0.1449,
527,36,Chlamydomonas_reinhardtii,35,Anc4,nitrate,20,10,140.6,2,1,9,35,0.1442,35,0.1442,
527,36,Chlamydomonas_reinhardtii,35,Anc4,nitrate,20,10,140.6,2,1,10,37,0.1439,37,0.1439,
528,29,Chlamydomonas_reinhardtii,27,Anc3,nitrate,20,10,140.6,2,1,1,4,0.1552,4,0.1552,
528,29,Chlamydomonas_reinhardtii,27,Anc3,nitrate,20,10,140.6,2,1,2,5,0.3431,5,0.3431,
528,29,Chlamydomonas_reinhardtii,27,Anc3,nitrate,20,10,140.6,2,1,3,8,0.1464,8,0.1464,
528,29,Chlamydomonas_reinhardtii,27,Anc3,nitrate,20,10,140.6,2,1,4,68,0.1482,68,0.1482,
528,29,Chlamydomonas_reinhardtii,27,Anc3,nitrate,20,10,140.6,2,1,5,53,0.1474,53,0.1474,
528,29,Chlamydomonas_reinhardtii,27,Anc3,nitrate,20,10,140.6,2,1,6,48,0.1478,48,0.1478,
528,29,Chlamydomonas_reinhardtii,27,Anc3,nitrate,20,10,140.6,2,1,7,57,0.1474,57,0.1474,
528,29,Chlamydomonas_reinhardtii,27,Anc3,nitrate,20,10,140.6,2,1,8,47,0.1476,47,0.1476,
528,29,Chlamydomonas_reinhardtii,27,Anc3,nitrate,20,10,140.6,2,1,9,32,0.1466,32,0.1466,
528,29,Chlamydomonas_reinhardtii,27,Anc3,nitrate,20,10,140.6,2,1,10,28,0.1479,28,0.1479,
529,22,Chlamydomonas_reinhardtii,18,Anc5,nitrate,20,10,140.6,2,1,1,8,0.1464,8,0.1464,
529,22,Chlamydomonas_reinhardtii,18,Anc5,nitrate,20,10,140.6,2,1,2,3,0.3353,3,0.3353,
529,22,Chlamydomonas_reinhardtii,18,Anc5,nitrate,20,10,140.6,2,1,3,45,0.1476,45,0.1476,
529,22,Chlamydomonas_reinhardtii,18,Anc5,nitrate,20,10,140.6,2,1,4,103,0.1488,103,0.1488,
529,22,Chlamydomonas_reinhardtii,18,Anc5,nitrate,20,10,140.6,2,1,5,174,0.1517,174,0.1517,
529,22,Chlamydomonas_reinhardtii,18,Anc5,nitrate,20,10,140.6,2,1,6,174,0.1528,174,0.1528,
529,22,Chlamydomonas_reinhardtii,18,Anc5,nitrate,20,10,140.6,2,1,7,142,0.1526,142,0.1526,
529,22,Chlamydomonas_reinhardtii,18,Anc5,nitrate,20,10,140.6,2,1,8,109,0.1506,109,0.1506,
529,22,Chlamydomonas_reinhardtii,18,Anc5,nitrate,20,10,140.6,2,1,9,104,0.152,104,0.152,
529,22,Chlamydomonas_reinhardtii,18,Anc5,nitrate,20,10,140.6,2,1,10,65,0.1492,65,0.1492,
530,21,Chlamydomonas_reinhardtii,17,Anc2,nitrate,20,10,140.6,2,1,1,9,0.1463,9,0.1463,
530,21,Chlamydomonas_reinhardtii,17,Anc2,nitrate,20,10,140.6,2,1,2,37,0.3716,37,0.3716,
530,21,Chlamydomonas_reinhardtii,17,Anc2,nitrate,20,10,140.6,2,1,3,164,0.15,164,0.15,
530,21,Chlamydomonas_reinhardtii,17,Anc2,nitrate,20,10,140.6,2,1,4,132,0.1487,132,0.1487,
530,21,Chlamydomonas_reinhardtii,17,Anc2,nitrate,20,10,140.6,2,1,5,91,0.1484,91,0.1484,
530,21,Chlamydomonas_reinhardtii,17,Anc2,nitrate,20,10,140.6,2,1,6,60,0.1481,60,0.1481,
530,21,Chlamydomonas_reinhardtii,17,Anc2,nitrate,20,10,140.6,2,1,7,87,0.1492,87,0.1492,
530,21,Chlamydomonas_reinhardtii,17,Anc2,nitrate,20,10,140.6,2,1,8,84,0.1619,84,0.1619,
530,21,Chlamydomonas_reinhardtii,17,Anc2,nitrate,20,10,140.6,2,1,9,30,0.153,30,0.153,
530,21,Chlamydomonas_reinhardtii,17,Anc2,nitrate,20,10,140.6,2,1,10,26,0.1506,26,0.1506,
531,6,Scenedesmus_acuminatus,SAG_38.81,,nitrate,20,10,140.6,2,4,1,10,0.1495,10,0.1495,
531,6,Scenedesmus_acuminatus,SAG_38.81,,nitrate,20,10,140.6,2,4,2,64,0.3719,64,0.3719,
531,6,Scenedesmus_acuminatus,SAG_38.81,,nitrate,20,10,140.6,2,4,3,126,0.1545,126,0.1545,
531,6,Scenedesmus_acuminatus,SAG_38.81,,nitrate,20,10,140.6,2,4,4,118,0.1554,NA,NA,
531,6,Scenedesmus_acuminatus,SAG_38.81,,nitrate,20,10,140.6,2,4,5,95,0.1568,NA,NA,
531,6,Scenedesmus_acuminatus,SAG_38.81,,nitrate,20,10,140.6,2,4,6,82,0.1583,NA,NA,
531,6,Scenedesmus_acuminatus,SAG_38.81,,nitrate,20,10,140.6,2,4,7,68,0.1595,NA,NA,
531,6,Scenedesmus_acuminatus,SAG_38.81,,nitrate,20,10,140.6,2,4,8,68,0.1607,NA,NA,
531,6,Scenedesmus_acuminatus,SAG_38.81,,nitrate,20,10,140.6,2,4,9,49,0.1618,NA,NA,
531,6,Scenedesmus_acuminatus,SAG_38.81,,nitrate,20,10,140.6,2,4,10,31,0.1621,NA,NA,
532,4,Pediastrum_boryanum,SAG_87.81,,nitrate,20,10,140.6,2,4,1,9,0.1491,9,0.1491,
532,4,Pediastrum_boryanum,SAG_87.81,,nitrate,20,10,140.6,2,4,2,10,0.3714,10,0.3714,
532,4,Pediastrum_boryanum,SAG_87.81,,nitrate,20,10,140.6,2,4,3,38,0.1481,38,0.1481,
532,4,Pediastrum_boryanum,SAG_87.81,,nitrate,20,10,140.6,2,4,4,38,0.1477,38,0.1477,
532,4,Pediastrum_boryanum,SAG_87.81,,nitrate,20,10,140.6,2,4,5,49,0.1492,49,0.1492,
532,4,Pediastrum_boryanum,SAG_87.81,,nitrate,20,10,140.6,2,4,6,45,0.15,45,0.15,
532,4,Pediastrum_boryanum,SAG_87.81,,nitrate,20,10,140.6,2,4,7,34,0.1492,34,0.1492,
532,4,Pediastrum_boryanum,SAG_87.81,,nitrate,20,10,140.6,2,4,8,43,0.1542,43,0.1542,
532,4,Pediastrum_boryanum,SAG_87.81,,nitrate,20,10,140.6,2,4,9,29,0.155,29,0.155,
532,4,Pediastrum_boryanum,SAG_87.81,,nitrate,20,10,140.6,2,4,10,10,0.1505,10,0.1505,
533,23,Chlamydomonas_reinhardtii,19,Anc2,nitrate,20,10,140.6,2,1,1,10,0.1497,10,0.1497,
533,23,Chlamydomonas_reinhardtii,19,Anc2,nitrate,20,10,140.6,2,1,2,6,0.3778,6,0.3778,
533,23,Chlamydomonas_reinhardtii,19,Anc2,nitrate,20,10,140.6,2,1,3,11,0.1476,11,0.1476,
533,23,Chlamydomonas_reinhardtii,19,Anc2,nitrate,20,10,140.6,2,1,4,5,0.146,5,0.146,
533,23,Chlamydomonas_reinhardtii,19,Anc2,nitrate,20,10,140.6,2,1,5,67,0.1474,67,0.1474,
533,23,Chlamydomonas_reinhardtii,19,Anc2,nitrate,20,10,140.6,2,1,6,44,0.1468,44,0.1468,
533,23,Chlamydomonas_reinhardtii,19,Anc2,nitrate,20,10,140.6,2,1,7,44,0.1468,44,0.1468,
533,23,Chlamydomonas_reinhardtii,19,Anc2,nitrate,20,10,140.6,2,1,8,47,0.1473,47,0.1473,
533,23,Chlamydomonas_reinhardtii,19,Anc2,nitrate,20,10,140.6,2,1,9,35,0.1472,35,0.1472,
533,23,Chlamydomonas_reinhardtii,19,Anc2,nitrate,20,10,140.6,2,1,10,15,0.1461,15,0.1461,
534,11,Chlamydomonas_reinhardtii,6,cc1690,nitrate,20,10,140.6,2,1,1,0,0.1461,0,0.1461,
534,11,Chlamydomonas_reinhardtii,6,cc1690,nitrate,20,10,140.6,2,1,2,5,0.3404,5,0.3404,
534,11,Chlamydomonas_reinhardtii,6,cc1690,nitrate,20,10,140.6,2,1,3,2,0.1443,2,0.1443,
534,11,Chlamydomonas_reinhardtii,6,cc1690,nitrate,20,10,140.6,2,1,4,10,0.145,10,0.145,
534,11,Chlamydomonas_reinhardtii,6,cc1690,nitrate,20,10,140.6,2,1,5,0,0.145,0,0.145,
534,11,Chlamydomonas_reinhardtii,6,cc1690,nitrate,20,10,140.6,2,1,6,5,0.1457,5,0.1457,
534,11,Chlamydomonas_reinhardtii,6,cc1690,nitrate,20,10,140.6,2,1,7,7,0.1446,7,0.1446,
534,11,Chlamydomonas_reinhardtii,6,cc1690,nitrate,20,10,140.6,2,1,8,10,0.1453,10,0.1453,
534,11,Chlamydomonas_reinhardtii,6,cc1690,nitrate,20,10,140.6,2,1,9,9,0.1449,9,0.1449,
534,11,Chlamydomonas_reinhardtii,6,cc1690,nitrate,20,10,140.6,2,1,10,9,0.1451,9,0.1451,
535,19,Chlamydomonas_reinhardtii,15,Anc4,nitrate,20,4,140.6,2,1,1,6,0.1479,6,0.1479,
535,19,Chlamydomonas_reinhardtii,15,Anc4,nitrate,20,4,140.6,2,1,2,9,0.1535,9,0.1535,
535,19,Chlamydomonas_reinhardtii,15,Anc4,nitrate,20,4,140.6,2,1,3,0,0.1484,0,0.1484,
535,19,Chlamydomonas_reinhardtii,15,Anc4,nitrate,20,4,140.6,2,1,4,2,0.144,2,0.144,
535,19,Chlamydomonas_reinhardtii,15,Anc4,nitrate,20,4,140.6,2,1,5,13,0.1466,13,0.1466,
535,19,Chlamydomonas_reinhardtii,15,Anc4,nitrate,20,4,140.6,2,1,6,16,0.1473,16,0.1473,
535,19,Chlamydomonas_reinhardtii,15,Anc4,nitrate,20,4,140.6,2,1,7,97,0.1454,97,0.1454,
535,19,Chlamydomonas_reinhardtii,15,Anc4,nitrate,20,4,140.6,2,1,8,446,0.1439,446,0.1439,
535,19,Chlamydomonas_reinhardtii,15,Anc4,nitrate,20,4,140.6,2,1,9,443,0.1439,443,0.1439,
535,19,Chlamydomonas_reinhardtii,15,Anc4,nitrate,20,4,140.6,2,1,10,202,0.1445,202,0.1445,
536,30,Chlamydomonas_reinhardtii,28,Anc5,nitrate,20,4,140.6,2,1,1,11,0.1459,11,0.1459,
536,30,Chlamydomonas_reinhardtii,28,Anc5,nitrate,20,4,140.6,2,1,2,68,0.1446,68,0.1446,
536,30,Chlamydomonas_reinhardtii,28,Anc5,nitrate,20,4,140.6,2,1,3,128,0.1457,128,0.1457,
536,30,Chlamydomonas_reinhardtii,28,Anc5,nitrate,20,4,140.6,2,1,4,130,0.1458,130,0.1458,
536,30,Chlamydomonas_reinhardtii,28,Anc5,nitrate,20,4,140.6,2,1,5,137,0.1455,137,0.1455,
536,30,Chlamydomonas_reinhardtii,28,Anc5,nitrate,20,4,140.6,2,1,6,136,0.1604,136,0.1604,
536,30,Chlamydomonas_reinhardtii,28,Anc5,nitrate,20,4,140.6,2,1,7,81,0.153,81,0.153,
536,30,Chlamydomonas_reinhardtii,28,Anc5,nitrate,20,4,140.6,2,1,8,68,0.153,68,0.153,
536,30,Chlamydomonas_reinhardtii,28,Anc5,nitrate,20,4,140.6,2,1,9,48,0.1538,48,0.1538,
536,30,Chlamydomonas_reinhardtii,28,Anc5,nitrate,20,4,140.6,2,1,10,48,0.1464,48,0.1464,
537,1,Synechococcus,CCAP_1479/10,,nitrate,20,4,140.6,2,3,1,2,0.1413,2,0.1413,
537,1,Synechococcus,CCAP_1479/10,,nitrate,20,4,140.6,2,3,2,9,0.1433,9,0.1433,
537,1,Synechococcus,CCAP_1479/10,,nitrate,20,4,140.6,2,3,3,0,0.1469,0,0.1469,
537,1,Synechococcus,CCAP_1479/10,,nitrate,20,4,140.6,2,3,4,1,0.1422,1,0.1422,
537,1,Synechococcus,CCAP_1479/10,,nitrate,20,4,140.6,2,3,5,4,0.1435,4,0.1435,
537,1,Synechococcus,CCAP_1479/10,,nitrate,20,4,140.6,2,3,6,3,0.1649,3,0.1649,
537,1,Synechococcus,CCAP_1479/10,,nitrate,20,4,140.6,2,3,7,4,0.1476,4,0.1476,
537,1,Synechococcus,CCAP_1479/10,,nitrate,20,4,140.6,2,3,8,0,0.1486,0,0.1486,
537,1,Synechococcus,CCAP_1479/10,,nitrate,20,4,140.6,2,3,9,0,0.1555,0,0.1555,
537,1,Synechococcus,CCAP_1479/10,,nitrate,20,4,140.6,2,3,10,4,0.1438,4,0.1438,
538,12,Chlamydomonas_reinhardtii,7,Anc3,nitrate,20,4,140.6,2,1,1,0,0.1459,0,0.1459,
538,12,Chlamydomonas_reinhardtii,7,Anc3,nitrate,20,4,140.6,2,1,2,12,0.1495,12,0.1495,
538,12,Chlamydomonas_reinhardtii,7,Anc3,nitrate,20,4,140.6,2,1,3,11,0.1444,11,0.1444,
538,12,Chlamydomonas_reinhardtii,7,Anc3,nitrate,20,4,140.6,2,1,4,22,0.1471,22,0.1471,
538,12,Chlamydomonas_reinhardtii,7,Anc3,nitrate,20,4,140.6,2,1,5,28,0.1558,28,0.1558,
538,12,Chlamydomonas_reinhardtii,7,Anc3,nitrate,20,4,140.6,2,1,6,55,0.2078,55,0.2078,
538,12,Chlamydomonas_reinhardtii,7,Anc3,nitrate,20,4,140.6,2,1,7,18,0.1554,18,0.1554,
538,12,Chlamydomonas_reinhardtii,7,Anc3,nitrate,20,4,140.6,2,1,8,10,0.1644,10,0.1644,
538,12,Chlamydomonas_reinhardtii,7,Anc3,nitrate,20,4,140.6,2,1,9,9,0.1687,9,0.1687,
538,12,Chlamydomonas_reinhardtii,7,Anc3,nitrate,20,4,140.6,2,1,10,12,0.1409,12,0.1409,
539,3,Microcystis_aeruginosa,Pomati,,nitrate,20,4,140.6,2,4,1,5,0.1448,5,0.1448,
