SpeciesName,SpeciesNb,Temperature_fact,Temperature_c,Phosphate_fact,Phosphate_c,Replicate,id_STR,LOG10N0,lag,LOG10Nmax,mu
Monoraphidium,4,T20,20,P30,30,2,4:20:02,2.011458778,0.812663243,6.022903896,0.745893952
Monoraphidium,4,T20,20,P30,30,3,4:20:03,2.242958333,2.999999975,5.883659045,1.159867497
Monoraphidium,4,T20,20,P40,40,1,4:20:01,2.000000004,2.641187592,6.056202586,1.213202552
Monoraphidium,4,T20,20,P40,40,2,4:20:02,2.000000718,0.997586796,6.061344267,0.829965133
Monoraphidium,4,T20,20,P40,40,3,4:20:03,2.011781804,0.915947985,6.101906854,0.887533474
Monoraphidium,4,T20,20,P50,50,1,4:20:01,2.301029996,2.079813269,4.986521796,0.826794574
Monoraphidium,4,T20,20,P50,50,2,4:20:02,2.03306476,0.914292431,4.941682567,0.737062329
Monoraphidium,4,T20,20,P50,50,3,4:20:03,2.003089074,0.552885997,4.956573838,0.704686603
Monoraphidium,4,T25,25,P0.01,0.01,1,4:25:01,2.32740474,10.99165201,2.541704036,0.245695651
Monoraphidium,4,T25,25,P0.01,0.01,2,4:25:02,2,4.825426981,2.535564305,0.274653071
Monoraphidium,4,T25,25,P0.01,0.01,3,4:25:03,2.107102341,5.085398977,2.56432072,0.268937813
Monoraphidium,4,T25,25,P00.1,0.1,1,4:25:01,2.303000022,3,2.802570945,0.37199245
Monoraphidium,4,T25,25,P00.1,0.1,2,4:25:02,2,3.398006339,2.694551452,0.443994063
Monoraphidium,4,T25,25,P00.5,0.5,1,4:25:01,2.015454395,0.681197318,3.990858494,0.922219857
Monoraphidium,4,T25,25,P00.5,0.5,2,4:25:02,2.070600769,0.889418258,4.517396004,0.827897418
Monoraphidium,4,T25,25,P00.5,0.5,3,4:25:03,2,1.867324765,4.42323411,0.979666886
Monoraphidium,4,T25,25,P01,1,1,4:25:01,2.169086781,10.99999991,4.418479208,0.4916808
Monoraphidium,4,T25,25,P02,2,1,4:25:01,2.301029997,1.294862356,5.927246805,1.182187092
Monoraphidium,4,T25,25,P02,2,2,4:25:02,2.301029996,2.222597662,5.64635963,1.463946995
Monoraphidium,4,T25,25,P02,2,3,4:25:03,2,1.458991195,6.010540561,1.34315735
Monoraphidium,4,T25,25,P04,4,1,4:25:01,2.000000002,1.240251722,5.48116359,1.200125501
Monoraphidium,4,T25,25,P04,4,2,4:25:02,2.627636253,4.211995966,5.254914317,1.761447158
Monoraphidium,4,T25,25,P04,4,3,4:25:03,2.477121253,1.844235305,5.456143223,0.872625808
Monoraphidium,4,T25,25,P06,6,1,4:25:01,2.000000001,1.044472105,6.197111538,1.25210265
Monoraphidium,4,T25,25,P06,6,2,4:25:02,2,1.454689224,6.161554959,1.142924383
Monoraphidium,4,T25,25,P06,6,3,4:25:03,2,1.275705237,6.278871454,1.184203806
Monoraphidium,4,T25,25,P08,8,1,4:25:01,2,1.461083973,5.939794565,1.273693046
Monoraphidium,4,T25,25,P08,8,2,4:25:02,2.477121261,2.457845286,5.789096106,1.003647252
Monoraphidium,4,T25,25,P08,8,3,4:25:03,2,2.113482242,5.945336835,1.220866013
Monoraphidium,4,T25,25,P10,10,1,4:25:01,2.100343332,5.603659008,5.595212709,0.911446827
Monoraphidium,4,T25,25,P10,10,2,4:25:02,2,6.864595702,5.501915578,0.931058069
Monoraphidium,4,T25,25,P10,10,3,4:25:03,2,7.539719787,5.554716687,0.990716231
Monoraphidium,4,T25,25,P30,30,1,4:25:01,2.170777685,0.57191251,5.981990734,0.951335898
Monoraphidium,4,T25,25,P30,30,2,4:25:02,2,1.732716355,5.847940172,1.034450856
Monoraphidium,4,T25,25,P30,30,3,4:25:03,2,1.326107134,6.115946562,1.124254883
Monoraphidium,4,T25,25,P40,40,1,4:25:01,2.301029999,2.19152071,6.077596383,1.613143645
Monoraphidium,4,T25,25,P40,40,2,4:25:02,2.539590623,4.296949543,5.995044094,1.986491853
Monoraphidium,4,T25,25,P40,40,3,4:25:03,2,2.022740163,6.053144682,1.440316229
Monoraphidium,4,T25,25,P50,50,1,4:25:01,2.054003019,0.106464756,4.768763379,0.751825506
Monoraphidium,4,T25,25,P50,50,2,4:25:02,2.025473545,0.595441838,4.890833615,0.871966219
Monoraphidium,4,T25,25,P50,50,3,4:25:03,2.023163529,0.034605528,4.969630579,0.718392726
Monoraphidium,4,T30,30,P0.01,0.01,1,4:30:01,0,0,0,0
Monoraphidium,4,T30,30,P0.01,0.01,2,4:30:02,0,0,0,0
Monoraphidium,4,T30,30,P0.01,0.01,3,4:30:03,0,0,0,0
Monoraphidium,4,T30,30,P00.1,0.1,1,4:30:01,2.000093896,4.300599377,2.315649062,0.269168131
Monoraphidium,4,T30,30,P00.1,0.1,2,4:30:02,2,1.871946512,2.332468481,0.244732697
Monoraphidium,4,T30,30,P00.1,0.1,3,4:30:03,0,0,0,0
Monoraphidium,4,T30,30,P00.5,0.5,1,4:30:01,2.106990279,0.00504604,4.419063094,0.571671557
Monoraphidium,4,T30,30,P00.5,0.5,2,4:30:02,2.477121256,1.218199168,4.452794564,0.5153118
Monoraphidium,4,T30,30,P00.5,0.5,3,4:30:03,2,1.130259167,4.520722357,1.282474678
Monoraphidium,4,T30,30,P01,1,1,4:30:01,2.0752575,8.026734773,5.239468482,1.27699091
Monoraphidium,4,T30,30,P01,1,2,4:30:02,2.276840684,9,5.116275588,0.446946667
Monoraphidium,4,T30,30,P01,1,3,4:30:03,2.119280313,7.994885579,5.427956064,0.933594268
Monoraphidium,4,T30,30,P02,2,1,4:30:01,2,1.118715639,6.090168755,1.430959113
Monoraphidium,4,T30,30,P02,2,2,4:30:02,2,2.070607391,6.06813036,2.093743949
Monoraphidium,4,T30,30,P02,2,3,4:30:03,2.301029992,1.963118443,6.139129203,1.598327998
Monoraphidium,4,T30,30,P04,4,1,4:30:01,2.006222208,0.962285557,5.663766603,1.17296009
Monoraphidium,4,T30,30,P04,4,2,4:30:02,2.602059991,2.367861079,5.732753451,1.262107623
Monoraphidium,4,T30,30,P04,4,3,4:30:03,2.30103,1.614290047,5.597519332,1.167371369
Monoraphidium,4,T30,30,P06,6,1,4:30:01,2,1.226570912,6.355201667,1.469056587
Monoraphidium,4,T30,30,P06,6,2,4:30:02,2.000000005,1.35188574,6.386522382,1.629448595
Monoraphidium,4,T30,30,P06,6,3,4:30:03,2,1.554002915,6.401458237,1.599648733
Monoraphidium,4,T30,30,P08,8,1,4:30:01,2.477121255,1.786301688,6.160670637,1.345651111
Monoraphidium,4,T30,30,P08,8,2,4:30:02,2,1.390076453,6.225862765,1.49124514
Monoraphidium,4,T30,30,P08,8,3,4:30:03,2.000000005,1.454743031,6.412804293,1.307826205
Monoraphidium,4,T30,30,P10,10,1,4:30:01,2.000000003,4.034647795,5.778474846,1.052789419
Monoraphidium,4,T30,30,P10,10,2,4:30:02,2,4.971201083,5.811096909,1.234061006
Monoraphidium,4,T30,30,P10,10,3,4:30:03,2.138274883,4.999999961,5.667312889,1.116308449
Monoraphidium,4,T30,30,P30,30,1,4:30:01,2.301029996,3,6.152137743,2.575198618
Monoraphidium,4,T30,30,P30,30,2,4:30:02,2.477121258,2.16277042,6.246851344,1.408808983
Monoraphidium,4,T30,30,P30,30,3,4:30:03,2.000000002,2.044479768,6.154800894,1.731082854
Monoraphidium,4,T30,30,P40,40,1,4:30:01,2,1.684102036,6.261179553,1.62211119
Monoraphidium,4,T30,30,P40,40,2,4:30:02,2.000000004,1.99310417,6.118733642,1.618665507
Monoraphidium,4,T30,30,P40,40,3,4:30:03,2.000000001,2.280250514,6.163038329,1.691475914
Monoraphidium,4,T30,30,P50,50,1,4:30:01,2.127371182,0.369976769,4.956544694,0.878720379
Monoraphidium,4,T30,30,P50,50,2,4:30:02,2.064206138,0.955270749,4.960574315,0.798550684
Monoraphidium,4,T30,30,P50,50,3,4:30:03,2.034982413,0.661724516,4.951081203,0.767272865
Monoraphidium,4,T35,35,P0.01,0.01,1,4:35:01,0,0,0,0
Monoraphidium,4,T35,35,P0.01,0.01,2,4:35:02,0,0,0,0
Monoraphidium,4,T35,35,P0.01,0.01,3,4:35:03,0,0,0,0
Monoraphidium,4,T35,35,P00.1,0.1,2,4:35:02,2.418424167,5.010650976,3.041392685,0.051784369
Monoraphidium,4,T35,35,P00.1,0.1,3,4:35:03,2.274433912,4.999999997,3.259878162,0.174550092
Monoraphidium,4,T35,35,P00.5,0.5,1,4:35:01,2,1.622254508,5.144308587,1.412387238
Monoraphidium,4,T35,35,P00.5,0.5,2,4:35:02,2.5,3.74523258,5.124111292,1.819217348
Monoraphidium,4,T35,35,P00.5,0.5,3,4:35:03,2.301029996,1.83628617,5.084404263,1.206076429
Monoraphidium,4,T35,35,P01,1,1,4:35:01,2.100343332,6.42555929,5.003579669,0.828638241
Monoraphidium,4,T35,35,P01,1,2,4:35:02,2,5.445095127,4.854306042,0.373853488
Monoraphidium,4,T35,35,P01,1,3,4:35:03,2.100343332,5.342976535,5.128763573,0.433196941
Monoraphidium,4,T35,35,P02,2,1,4:35:01,2.477121255,2.611522676,6.154023082,2.827995902
Monoraphidium,4,T35,35,P02,2,2,4:35:02,2.301029996,1.789240529,6.103823936,2.052353675
Monoraphidium,4,T35,35,P02,2,3,4:35:03,2.602059991,1.967882244,6.068420077,1.69476772
Monoraphidium,4,T35,35,P04,4,1,4:35:01,2.698970004,2.799284762,5.695049949,2.341643983
Monoraphidium,4,T35,35,P04,4,2,4:35:02,2.301029996,1.836003699,5.690698363,1.88765598
Monoraphidium,4,T35,35,P04,4,3,4:35:03,2.301029995,1.392236202,5.615856063,1.16538763
Monoraphidium,4,T35,35,P06,6,1,4:35:01,2.602059997,1.934309761,6.439917519,1.612666971
Monoraphidium,4,T35,35,P06,6,2,4:35:02,2.477121255,2.741875294,6.368055766,2.685319014
Monoraphidium,4,T35,35,P06,6,3,4:35:03,2.477121256,2.217119883,6.392493052,1.741033904
Monoraphidium,4,T35,35,P08,8,1,4:35:01,2.477121255,2.597624798,6.233712377,2.437598662
Monoraphidium,4,T35,35,P08,8,2,4:35:02,2,2.781475333,6.311839995,3.171940217
Monoraphidium,4,T35,35,P08,8,3,4:35:03,2.301029993,1.804092068,6.251876773,1.612189382
Monoraphidium,4,T35,35,P10,10,1,4:35:01,2,2.979531397,5.661069012,1.081494316
Monoraphidium,4,T35,35,P10,10,2,4:35:02,2,3.668688713,5.872390967,1.125857538
Monoraphidium,4,T35,35,P10,10,3,4:35:03,2.150514999,4.55023441,5.78428126,1.363295521
Monoraphidium,4,T35,35,P30,30,1,4:35:01,2,1.352577757,6.180993274,1.208900986
Monoraphidium,4,T35,35,P30,30,2,4:35:02,2.301029996,2.228553083,6.167938535,2.32259593
Monoraphidium,4,T35,35,P30,30,3,4:35:03,2.602059991,2.443236626,6.171972183,1.973212216
Monoraphidium,4,T35,35,P40,40,1,4:35:01,2.301030001,2.096580763,6.102511196,1.541129277
Monoraphidium,4,T35,35,P40,40,2,4:35:02,2,1.49902628,6.030279742,1.925664468
Monoraphidium,4,T35,35,P40,40,3,4:35:03,2.301029996,2.08911548,6.157354476,2.3494374
Monoraphidium,4,T35,35,P50,50,1,4:35:01,2.60803929,0.162006847,5.043203558,0.582349499
Monoraphidium,4,T35,35,P50,50,2,4:35:02,2.079115302,0.387727039,4.916031341,1.122159085
Monoraphidium,4,T35,35,P50,50,3,4:35:03,2.535037641,0.362699914,4.765281823,0.622830051
Scenedesmus,5,T15,15,P0.01,0.01,1,5:15:01,2.477121255,2.551437194,3.811916958,0.222117546
Scenedesmus,5,T15,15,P0.01,0.01,2,5:15:02,2.012743634,1.331684572,3.319344339,0.5307678
Scenedesmus,5,T15,15,P00.1,0.1,1,5:15:01,2.153632684,4.552659021,3.839040004,0.601921604
Scenedesmus,5,T15,15,P00.1,0.1,2,5:15:02,2.165992972,2.999999996,3.721574353,0.415935039
Scenedesmus,5,T15,15,P00.1,0.1,3,5:15:03,2.150515005,4.520020024,3.923079108,0.412904929
Scenedesmus,5,T15,15,P00.5,0.5,1,5:15:01,2.000000005,1.746742178,4.538988542,0.456032442
Scenedesmus,5,T15,15,P00.5,0.5,2,5:15:02,2,3.853936152,4.464262347,0.722509308
Scenedesmus,5,T15,15,P02,2,1,5:15:01,2,3.943978738,5.051270024,0.971452926
Scenedesmus,5,T15,15,P02,2,2,5:15:02,2.100343332,6.209373258,4.828039255,1.974016721
Scenedesmus,5,T15,15,P02,2,3,5:15:03,2,4.297701634,4.905604166,1.157465698
Scenedesmus,5,T15,15,P04,4,1,5:15:01,2,6.023350986,4.580727671,1.647918433
Scenedesmus,5,T15,15,P04,4,2,5:15:02,2.100343332,5.025058988,4.69760054,0.839659445
Scenedesmus,5,T15,15,P04,4,3,5:15:03,2,3.721972872,4.832148116,0.61433581
Scenedesmus,5,T15,15,P06,6,1,5:15:01,2,2.289094516,5.989699739,0.662867171
Scenedesmus,5,T15,15,P06,6,2,5:15:02,2.150514994,4.629477724,5.976792103,0.79031471
Scenedesmus,5,T15,15,P06,6,3,5:15:03,2.100343333,5.612647623,5.414628035,1.280693198
Scenedesmus,5,T15,15,P08,8,1,5:15:01,2,4.21071648,5.541843223,0.796609853
Scenedesmus,5,T15,15,P08,8,2,5:15:02,2.124408972,4.999999987,5.303906909,1.419370794
Scenedesmus,5,T15,15,P08,8,3,5:15:03,2,6.303727279,5.220946975,2.311505052
Scenedesmus,5,T15,15,P30,30,1,5:15:01,2,4.234341457,5.446000074,0.796332984
Scenedesmus,5,T15,15,P30,30,2,5:15:02,2.159040418,6.123184529,4.96025912,1.625832824
Scenedesmus,5,T15,15,P30,30,3,5:15:03,2,6.355820913,5.00315116,2.152032547
Scenedesmus,5,T15,15,P40,40,1,5:15:01,2.239248924,3.953031743,5.310829616,0.640227788
Scenedesmus,5,T15,15,P40,40,2,5:15:02,2.150514998,4.63762688,5.146315523,0.979923664
Scenedesmus,5,T15,15,P40,40,3,5:15:03,2.159040418,5.406299052,5.453178145,1.196872932
Scenedesmus,5,T15,15,P50,50,1,5:15:01,2.100343332,6.109833372,4.542767378,1.753278949
Scenedesmus,5,T15,15,P50,50,2,5:15:02,2.000000004,4.536913281,4.212493062,1.05731597
Scenedesmus,5,T15,15,P50,50,3,5:15:03,2,1.292007054,4.177005239,0.547658991
Scenedesmus,5,T20,20,P0.01,0.01,1,5:20:01,2.208226618,15,2.708075121,0.104631247
Scenedesmus,5,T20,20,P0.01,0.01,2,5:20:02,2.235428699,14.08757819,2.51416721,0.108554363
Scenedesmus,5,T20,20,P0.01,0.01,3,5:20:03,2.226424437,14.0554535,2.517328267,0.112679894
Scenedesmus,5,T20,20,P00.1,0.1,1,5:20:01,2.304919701,15,2.723579016,0.080776668
Scenedesmus,5,T20,20,P00.1,0.1,2,5:20:02,2.269789969,14.94630146,2.608465889,0.255372337
Scenedesmus,5,T20,20,P00.1,0.1,3,5:20:03,2.351151457,0.615342699,2.659353694,0.08463815
Scenedesmus,5,T20,20,P00.5,0.5,1,5:20:01,2.000000001,1.737122627,3.569787782,0.575646273
Scenedesmus,5,T20,20,P00.5,0.5,2,5:20:02,2.039792513,0.939980864,3.695721507,0.494296721
Scenedesmus,5,T20,20,P02,2,1,5:20:01,2.164994086,3,4.400087423,1.69891547
Scenedesmus,5,T20,20,P02,2,2,5:20:02,2.000000008,2.327950534,4.630067551,1.023586135
Scenedesmus,5,T20,20,P02,2,3,5:20:03,2.301029996,2.979686876,4.554510139,1.092361967
Scenedesmus,5,T20,20,P04,4,1,5:20:01,2.242609016,2.999999976,4.258463669,0.927505612
Scenedesmus,5,T20,20,P04,4,2,5:20:02,2.006069839,2.531239279,4.321385955,0.824147406
Scenedesmus,5,T20,20,P06,6,1,5:20:01,2.000000004,2.086329941,5.450433868,1.067698074
Scenedesmus,5,T20,20,P06,6,2,5:20:02,2,3,4.822054825,2.171902711
Scenedesmus,5,T20,20,P06,6,3,5:20:03,2,2.813310314,4.8726541,1.410476768
Scenedesmus,5,T20,20,P08,8,1,5:20:01,2.00000001,1.510058672,5.285480985,0.92494022
Scenedesmus,5,T20,20,P08,8,2,5:20:02,2,1.920424574,5.224556837,0.919953827
Scenedesmus,5,T20,20,P08,8,3,5:20:03,2,2.619385009,5.172433533,1.067952486
Scenedesmus,5,T20,20,P10,10,1,5:20:01,2.000000002,6.670449322,4.673751173,0.728654848
Scenedesmus,5,T20,20,P10,10,2,5:20:02,2.276042248,10.67753957,4.447740544,1.435839812
Scenedesmus,5,T20,20,P10,10,3,5:20:03,2.002438988,8.401470871,4.625190511,0.915220409
Scenedesmus,5,T20,20,P30,30,1,5:20:01,2,2.811256044,5.169747785,1.254319958
Scenedesmus,5,T20,20,P30,30,2,5:20:02,2,2.666127232,4.967745477,1.237189973
Scenedesmus,5,T20,20,P30,30,3,5:20:03,2,2.662898445,5.132047189,1.126300367
Scenedesmus,5,T20,20,P40,40,1,5:20:01,2.000000004,2.61299594,5.207970919,1.273437556
Scenedesmus,5,T20,20,P40,40,2,5:20:02,2.000000004,2.622949601,5.128477725,1.333179701
Scenedesmus,5,T20,20,P40,40,3,5:20:03,2.000000005,1.876104978,5.437210165,1.044805896
Scenedesmus,5,T20,20,P50,50,1,5:20:01,2.000056412,2.971633717,3.736372411,1.971051962
Scenedesmus,5,T20,20,P50,50,2,5:20:02,2.001264415,2.980382322,3.427686186,1.626276868
Scenedesmus,5,T20,20,P50,50,3,5:20:03,2.001550453,2.981048778,3.685274084,1.920262826
Scenedesmus,5,T25,25,P0.01,0.01,1,5:25:01,2.169680432,12.94111054,2.6090201,0.491341092
Scenedesmus,5,T25,25,P0.01,0.01,2,5:25:02,2.066169972,12.75641892,2.403161087,0.345853674
Scenedesmus,5,T25,25,P0.01,0.01,3,5:25:03,2.086042914,14.35798841,2.529504769,0.06973828
Scenedesmus,5,T25,25,P00.1,0.1,1,5:25:01,2.464840241,8.199412719,2.688548154,0.052558738
Scenedesmus,5,T25,25,P00.1,0.1,2,5:25:02,2,4.059155282,2.447490876,0.350370699
Scenedesmus,5,T25,25,P00.1,0.1,3,5:25:03,2.282363153,12.99999997,2.551166507,0.289241249
Scenedesmus,5,T25,25,P00.5,0.5,1,5:25:01,2,1.034777285,3.49245628,0.866661932
Scenedesmus,5,T25,25,P00.5,0.5,2,5:25:02,2.000113467,1.877510731,3.503730794,1.108797035
Scenedesmus,5,T25,25,P00.5,0.5,3,5:25:03,2,1.649956888,3.46885025,1.009584828
Scenedesmus,5,T25,25,P02,2,1,5:25:01,2.000001061,1.773026605,4.088381968,1.490150102
Scenedesmus,5,T25,25,P02,2,2,5:25:02,2,1.854249044,4.013329028,1.404701348
Scenedesmus,5,T25,25,P02,2,3,5:25:03,2,2.317393806,4.047103654,1.609437912
Scenedesmus,5,T25,25,P04,4,1,5:25:01,2.23239775,11.52026804,3.808564001,0.560093679
Scenedesmus,5,T25,25,P04,4,2,5:25:02,2,12.99999999,4.191179245,1.198947635
Scenedesmus,5,T25,25,P04,4,3,5:25:03,2,12.58724432,3.415322094,0.439634018
Scenedesmus,5,T25,25,P06,6,1,5:25:01,2,1.481407524,5.34562044,1.166644705
Scenedesmus,5,T25,25,P06,6,2,5:25:02,2.298508091,0.987168702,5.138584149,0.891654101
Scenedesmus,5,T25,25,P06,6,3,5:25:03,2.000395078,0.879922704,4.992915235,0.732365742
Scenedesmus,5,T25,25,P08,8,1,5:25:01,2,2.059083362,5.125507,1.710500003
Scenedesmus,5,T25,25,P08,8,2,5:25:02,2.000000003,1.441180159,5.166687395,1.047413689
Scenedesmus,5,T25,25,P08,8,3,5:25:03,2.000000001,1.031247279,5.151833565,0.831428383
Scenedesmus,5,T25,25,P10,10,1,5:25:01,2,7.747984824,4.453899942,1.43110044
Scenedesmus,5,T25,25,P10,10,2,5:25:02,2,7.665642997,4.368635971,1.342788673
Scenedesmus,5,T25,25,P10,10,3,5:25:03,2.061743533,9,4.410988254,2.267588507
Scenedesmus,5,T25,25,P30,30,1,5:25:01,2.02729705,0.586472811,5.212702869,0.820257451
Scenedesmus,5,T25,25,P30,30,2,5:25:02,2.000868866,0.908739799,5.0062549,0.930504215
Scenedesmus,5,T25,25,P30,30,3,5:25:03,2.075895629,0.522741563,5.216099166,0.786340028
Scenedesmus,5,T25,25,P40,40,1,5:25:01,2.250184049,3,5.258231991,1.558508469
Scenedesmus,5,T25,25,P40,40,2,5:25:02,2,2.230720758,4.954277086,1.802069112
Scenedesmus,5,T25,25,P40,40,3,5:25:03,2.058584149,0.93905639,5.089503035,1.043584422
Scenedesmus,5,T25,25,P50,50,1,5:25:01,2,2.648885314,3.337521516,1.309913614
Scenedesmus,5,T25,25,P50,50,2,5:25:02,3,1.79968572,3.27797216,0.199997405
Scenedesmus,5,T25,25,P50,50,3,5:25:03,2.146165108,0.442812608,3.580411772,0.325735641
Scenedesmus,5,T30,30,P0.01,0.01,1,5:30:01,2.058253305,12.88625867,2.201694339,0.1562562
Scenedesmus,5,T30,30,P0.01,0.01,2,5:30:02,0,0,0,0
Scenedesmus,5,T30,30,P0.01,0.01,3,5:30:03,0,0,0,0
Scenedesmus,5,T30,30,P00.1,0.1,1,5:30:01,2.109273072,12.99999996,2.258055673,0.164523183
Scenedesmus,5,T30,30,P00.1,0.1,2,5:30:02,2.22223186,12.9881939,2.365196092,0.163627757
Scenedesmus,5,T30,30,P00.1,0.1,3,5:30:03,2.262128581,12.19623385,2.345199162,0.032957407
Scenedesmus,5,T30,30,P00.5,0.5,1,5:30:01,2.747369298,11.96043931,3.263324533,0.390856099
Scenedesmus,5,T30,30,P00.5,0.5,2,5:30:02,2.855460092,13,3.361705619,0.063444101
Scenedesmus,5,T30,30,P00.5,0.5,3,5:30:03,2.697735931,13,3.796640634,0.164068986
Scenedesmus,5,T30,30,P02,2,2,5:30:02,2,1.109346805,4.246322298,1.268289329
Scenedesmus,5,T30,30,P02,2,3,5:30:03,3,0,4.625312451,0.167787322
Scenedesmus,5,T30,30,P04,4,1,5:30:01,2,9.794713248,4.990338855,0.50539664
Scenedesmus,5,T30,30,P04,4,2,5:30:02,2.000000001,10.88247179,4.685045494,0.599212468
Scenedesmus,5,T30,30,P04,4,3,5:30:03,2,11.32176223,4.883661435,0.559996254
Scenedesmus,5,T30,30,P06,6,1,5:30:01,2,1.179290064,5.243609713,1.556103632
Scenedesmus,5,T30,30,P06,6,2,5:30:02,2,1.108398096,4.98859475,1.39514415
Scenedesmus,5,T30,30,P06,6,3,5:30:03,2,0.483244325,5.129707499,0.885268486
Scenedesmus,5,T30,30,P08,8,1,5:30:01,2,2.368179984,5.338049175,2.194128592
Scenedesmus,5,T30,30,P08,8,2,5:30:02,2,1.476123458,5.467370141,1.630648271
Scenedesmus,5,T30,30,P08,8,3,5:30:03,2.000000001,1.636838462,5.430990421,1.361863878
Scenedesmus,5,T30,30,P10,10,1,5:30:01,2.135992881,4.999999954,4.753982119,0.683176469
Scenedesmus,5,T30,30,P10,10,2,5:30:02,2.000000001,4.980953821,4.722169727,0.71967293
Scenedesmus,5,T30,30,P10,10,3,5:30:03,2.119280314,8.313521672,4.520191525,1.619339227
Scenedesmus,5,T30,30,P30,30,1,5:30:01,2.000299379,0.684761325,5.113827178,1.002802635
Scenedesmus,5,T30,30,P30,30,2,5:30:02,2.001403957,0.961577777,4.882161771,0.991338233
Scenedesmus,5,T30,30,P30,30,3,5:30:03,2,1.101507452,5.108340076,1.032588751
Scenedesmus,5,T30,30,P40,40,1,5:30:01,2.01931139,0.808512844,5.099864262,0.862030294
Scenedesmus,5,T30,30,P40,40,2,5:30:02,2,1.679966022,4.868501002,1.049926269
Scenedesmus,5,T30,30,P40,40,3,5:30:03,2.370686187,0.673318573,5.119474995,0.64292364
Scenedesmus,5,T30,30,P50,50,1,5:30:01,2.653776527,15,3.332320988,0.237059801
Scenedesmus,5,T30,30,P50,50,2,5:30:02,2.367915421,0.253705393,2.869400894,0.243287253
Scenedesmus,5,T30,30,P50,50,3,5:30:03,2.000579663,2.221105225,3.305535829,1.081283343
Scenedesmus,5,T35,35,P0.01,0.01,1,5:35:01,2.000000002,8.136609914,2.605913958,0.13434467
Scenedesmus,5,T35,35,P0.01,0.01,2,5:35:02,2,8.666666662,2.63705607,0.207944153
Scenedesmus,5,T35,35,P0.01,0.01,3,5:35:03,2.129012855,13.28571428,2.642888749,0.23104906
Scenedesmus,5,T35,35,P00.1,0.1,1,5:35:01,2.010746466,0.592716611,3.047874366,0.134283124
Scenedesmus,5,T35,35,P00.1,0.1,2,5:35:02,2.275300603,13,2.787714626,0.297973133
Scenedesmus,5,T35,35,P00.1,0.1,3,5:35:03,2.147191538,12.36039731,2.820694767,0.587512097
Scenedesmus,5,T35,35,P00.5,0.5,2,5:35:02,2.173798734,0.37428585,3.572755964,0.153820008
Scenedesmus,5,T35,35,P00.5,0.5,3,5:35:03,2.309792466,0.082762457,3.823195468,0.13755723
Scenedesmus,5,T35,35,P02,2,1,5:35:01,3,2.737037697,4.129350342,1.149124439
Scenedesmus,5,T35,35,P02,2,2,5:35:02,2.002965087,0.994651725,4.081331655,1.194806431
Scenedesmus,5,T35,35,P02,2,3,5:35:03,2.000009914,1.135884939,4.177708932,1.297667699
Scenedesmus,5,T35,35,P04,4,3,5:35:03,2.000000001,9.709427147,4.109897013,0.438117663
Scenedesmus,5,T35,35,P06,6,1,5:35:01,2.007591149,0.71776597,5.022210815,0.838109408
Scenedesmus,5,T35,35,P06,6,2,5:35:02,3,2.778764331,4.977407276,1.037102946
Scenedesmus,5,T35,35,P06,6,3,5:35:03,2,1.153931619,4.950427121,1.466928435
Scenedesmus,5,T35,35,P08,8,1,5:35:01,2.000000005,1.964106939,5.136753325,1.103199582
Scenedesmus,5,T35,35,P08,8,2,5:35:02,2,1.941895948,5.371572847,1.839053679
Scenedesmus,5,T35,35,P08,8,3,5:35:03,2,1.834030271,5.351744889,1.884461081
Scenedesmus,5,T35,35,P10,10,1,5:35:01,2.131373831,4.999999983,4.056090285,0.835725697
Scenedesmus,5,T35,35,P10,10,2,5:35:02,2,4.069369226,4.24392901,0.854431671
Scenedesmus,5,T35,35,P10,10,3,5:35:03,2,1.915165794,5.301817457,1.79373967
Scenedesmus,5,T35,35,P30,30,1,5:35:01,2.000000004,2.617983158,4.765543192,1.447490053
Scenedesmus,5,T35,35,P30,30,2,5:35:02,2,2.999999998,4.662156534,2.990707102
Scenedesmus,5,T35,35,P30,30,3,5:35:03,2,2.700258917,4.69012123,2.312486407
Scenedesmus,5,T35,35,P40,40,1,5:35:01,2,2.869242803,4.919847582,1.421743836
Scenedesmus,5,T35,35,P40,40,2,5:35:02,3,2.999999993,4.666797945,1.06822107
Scenedesmus,5,T35,35,P40,40,3,5:35:03,2,2.413381204,4.610136465,1.872787399
Scenedesmus,5,T35,35,P50,50,1,5:35:01,2.473295943,1.726763966,2.476771338,0.002443699
Scenedesmus,5,T35,35,P50,50,2,5:35:02,2.580229129,0.000894628,3.195858475,0.078756079
Scenedesmus,5,T35,35,P50,50,3,5:35:03,2.000045726,1.089782057,2.720448021,0.424218702
Raphidocelis,6,T15,15,P0.01,0.01,2,6:15:02,2.17844801,4.632103666,2.338351286,0.155492831
Raphidocelis,6,T15,15,P0.01,0.01,3,6:15:03,0,0,0,0
Raphidocelis,6,T15,15,P00.1,0.1,1,6:15:01,2.093170795,4.797725526,2.305291703,0.221782729
Raphidocelis,6,T15,15,P00.1,0.1,2,6:15:02,2,2.999999968,2.379980253,0.34657359
Raphidocelis,6,T15,15,P00.1,0.1,3,6:15:03,2,4.023664318,2.304227273,0.235359603
Raphidocelis,6,T15,15,P00.5,0.5,3,6:15:03,2,4.581378808,2.972366058,0.348821893
Raphidocelis,6,T15,15,P02,2,1,6:15:01,2,1.433592911,4.774879084,0.527143389
