"","population","temp","well.ID","µ"
"448","22",40,"F06_81",0.0643221453812357
"449","20",40,"B06_86",0.218128340226632
"450","anc3",40,"C06_86",0.231646556773231
"451","5",40,"D06_86",0.105931903322735
"452","29",40,"E06_86",0.507434802407426
"453","anc4",40,"F06_86",0.419614299550456
"454","23",10,"B06_1",0.283347724352958
"455","1",10,"C06_1",0.372465591926285
"456","14",10,"D06_1",0.33179972200729
"457","24",10,"E06_1",0.372654852477873
"458","8",10,"F06_1",0.325282484256287
"459","20",10,"B06_11",0.494092595658773
"460","anc3",10,"C06_11",0.383321001431506
"461","5",10,"D06_11",0.422994022949471
"462","29",10,"E06_11",0.357296996397056
"463","anc4",10,"F06_11",0.414270226536704
"464","anc2",10,"B06_6",0.375342055988559
"465","26",10,"C06_6",0.419201415552832
"466","31",10,"D06_6",0.422985229446764
"467","18",10,"E06_6",0.457984251475646
"468","22",10,"F06_6",0.566502517617327
"469","11",16,"B07_16",1.13908363962371
"470","11",16,"C07_16",1.08423229636345
"471","32",16,"D07_16",1.07474448446619
"472","anc5",16,"E07_16",0.943532133440083
"473","32",16,"F07_16",1.15479934763633
"474","27",16,"B07_21",1.01926467571455
"475","27",16,"C07_21",0.883779536516047
"476","35",16,"D07_21",1.02905458460981
"477","17",16,"E07_21",0.995244895497072
"478","35",16,"F07_21",0.927349727773895
"479","anc3",16,"B07_26",1.16170728644464
"480","7",16,"C07_26",0.831520936560487
"481","anc3",16,"D07_26",1.14519575243166
"482","15",16,"E07_26",1.12549967873878
"483","cc1690",16,"F07_26",0.862593270549896
"484","11",22,"B07_31",1.3834845439942
"485","11",22,"C07_31",1.65632045851392
"486","32",22,"D07_31",1.95989423587377
"487","anc5",22,"E07_31",2.00974051578321
"488","32",22,"F07_31",1.80060459696
"489","27",22,"B07_36",1.73168417383103
"490","27",22,"C07_36",2.29123852663718
"491","35",22,"D07_36",1.9969832767047
"492","17",22,"E07_36",2.15719257610955
"493","35",22,"F07_36",2.08476694170156
"494","anc3",22,"B07_41",1.58926875120289
"495","7",22,"C07_41",1.6120545138477
"496","anc3",22,"D07_41",1.67143872483418
"497","15",22,"E07_41",1.85609232131588
"498","cc1690",22,"F07_41",2.2851977559833
"499","11",28,"B07_46",3.22116032078097
"500","11",28,"C07_46",3.09375676208677
"501","32",28,"D07_46",2.88469984915545
"502","anc5",28,"E07_46",3.03531699716773
"503","32",28,"F07_46",2.94673593277189
"504","27",28,"B07_51",2.87137321758268
"505","27",28,"C07_51",2.70832978806518
"506","35",28,"D07_51",3.31715649322702
"507","17",28,"E07_51",3.49734842544707
"508","35",28,"F07_51",2.79237443349858
"509","anc3",28,"B07_56",3.22046931343736
"510","7",28,"C07_56",3.38351915329109
"511","anc3",28,"D07_56",2.91538629212559
"512","15",28,"E07_56",3.61104321115143
"513","cc1690",28,"F07_56",2.87339461076292
"514","11",34,"B07_61",4.05597079581875
"515","11",34,"C07_61",3.62714599277443
"516","32",34,"D07_61",4.21497781245913
"517","anc5",34,"E07_61",4.94411405978236
"518","32",34,"F07_61",4.01661623423376
"519","27",34,"B07_66",1.87843970807539
"520","27",34,"C07_66",2.09053127025878
"521","35",34,"D07_66",3.81873734082322
"522","17",34,"E07_66",4.27748468517255
"523","35",34,"F07_66",3.73497561663614
"524","anc3",34,"B07_71",3.97820058062263
"525","7",34,"C07_71",4.30275859419458
"526","anc3",34,"D07_71",3.77603547485875
"527","15",34,"E07_71",3.6597628362065
"528","cc1690",34,"F07_71",3.26334446899319
"529","11",40,"B07_76",0.299874711893967
"530","11",40,"C07_76",0.363115162112802
"531","32",40,"D07_76",0.721923655104342
"532","anc5",40,"E07_76",0.79364478444305
"533","32",40,"F07_76",0.191581216366433
"534","27",40,"B07_81",-0.391555564163159
"535","27",40,"C07_81",-0.0511163078480765
"536","35",40,"D07_81",0.78608576072814
"537","17",40,"E07_81",0.574284564196787
"538","35",40,"F07_81",0.887695764367436
"539","anc3",40,"B07_86",0.140432342100452
"540","7",40,"C07_86",0.349726386786308
"541","anc3",40,"D07_86",0.244465212219444
"542","15",40,"E07_86",0.533292527898151
"543","cc1690",40,"F07_86",0.280244004105615
"544","11",10,"B07_1",0.188591165735605
"545","11",10,"C07_1",0.297014454568368
"546","32",10,"D07_1",0.429782337673137
"547","anc5",10,"E07_1",0.454263868983441
"548","32",10,"F07_1",0.480819585438206
"549","anc3",10,"B07_11",0.298110802720547
"550","7",10,"C07_11",0.393354736402308
"551","anc3",10,"D07_11",0.34267998648524
"552","15",10,"E07_11",0.434495343706376
"553","cc1690",10,"F07_11",0.408419632716578
"554","27",10,"B07_6",0.441008080755784
"555","27",10,"C07_6",0.393296672588589
"556","35",10,"D07_6",0.583777247255638
"557","17",10,"E07_6",0.417876582715143
"558","35",10,"F07_6",0.436775112789183
"559","anc5",16,"B08_16",1.18657225715084
"560","32",16,"D08_16",1.04994283064153
"561","33",16,"E08_16",1.05257660690017
"562","14",16,"F08_16",1.23713925436625
"563","17",16,"B08_21",1.02108729586083
"564","2",16,"C08_21",1.05842168296433
"565","35",16,"D08_21",1.04030876584529
"566","9",16,"E08_21",0.94656865025738
"567","31",16,"F08_21",0.857506551468396
"568","7",16,"B08_26",1.07320852710503
"569","16",16,"C08_26",1.2882114900222
"570","20",16,"D08_26",0.931699377657363
"571","30",16,"E08_26",1.12514632823828
"572","10",16,"F08_26",0.839010141460213
"573","anc5",22,"B08_31",2.03086689525774
"574","32",22,"D08_31",2.17604862868244
"575","33",22,"E08_31",1.74453393876515
"576","14",22,"F08_31",2.12344354435829
"577","17",22,"B08_36",1.95822206321718
"578","2",22,"C08_36",1.92929892234708
"579","35",22,"D08_36",2.25545270538979
"580","9",22,"E08_36",2.1661981118824
"581","31",22,"F08_36",2.44787188503378
"582","7",22,"B08_41",1.97259502204357
"583","16",22,"C08_41",1.82492175170936
"584","20",22,"D08_41",1.8101613049198
"585","30",22,"E08_41",2.2203905566914
"586","10",22,"F08_41",1.92081412993457
"587","anc5",28,"B08_46",3.48995525037281
"588","32",28,"D08_46",3.46892490185807
"589","33",28,"E08_46",2.92446857503726
"590","14",28,"F08_46",3.62137705058642
"591","17",28,"B08_51",3.23455537232258
"592","2",28,"C08_51",3.10527581957801
"593","35",28,"D08_51",3.48874501296585
"594","9",28,"E08_51",3.57800284276718
"595","31",28,"F08_51",3.44250209204313
"596","7",28,"B08_56",3.02378612032595
"597","16",28,"C08_56",3.72216173192559
"598","20",28,"D08_56",3.36570088955426
"599","30",28,"E08_56",3.25002483459189
"600","10",28,"F08_56",2.79368073541986
"601","anc5",34,"B08_61",4.22076584433838
"602","32",34,"D08_61",4.45910011158599
"603","33",34,"E08_61",3.60470744528852
"604","14",34,"F08_61",4.25157353003348
"605","17",34,"B08_66",4.53803928453602
"606","2",34,"C08_66",3.60822008496045
"607","35",34,"D08_66",3.79787077068038
"608","9",34,"E08_66",3.30782748158331
"609","31",34,"F08_66",3.86027365926262
"610","7",34,"B08_71",4.11545793688448
"611","16",34,"C08_71",3.70578882489592
"612","20",34,"D08_71",4.03891892601428
"613","30",34,"E08_71",3.49174313540324
"614","10",34,"F08_71",3.64944040365875
"615","anc5",40,"B08_76",1.09311575669178
"616","32",40,"D08_76",0.367416387852995
"617","33",40,"E08_76",-0.0890667118306813
"618","14",40,"F08_76",1.05500445091996
"619","17",40,"B08_81",0.37774114403706
"620","2",40,"C08_81",0.208180229246996
"621","35",40,"D08_81",0.804114596097847
"622","9",40,"E08_81",0.299126145617867
"623","31",40,"F08_81",0.249106800897364
"624","7",40,"B08_86",0.411127373861057
"625","16",40,"C08_86",0.210804531886919
"626","20",40,"D08_86",0.303205759672297
"627","30",40,"E08_86",0.262416954823601
"628","10",40,"F08_86",0.0967517872240041
"629","anc5",10,"B08_1",0.329433128529582
"630","32",10,"D08_1",0.375723030538301
"631","33",10,"E08_1",0.331686079007672
"632","14",10,"F08_1",0.305785796749189
"633","7",10,"B08_11",0.390273512015703
"634","16",10,"C08_11",0.516062740925692
"635","20",10,"D08_11",0.380236923318331
"636","30",10,"E08_11",0.507573516964376
"637","10",10,"F08_11",0.460166917831586
"638","17",10,"B08_6",0.443240665252628
"639","2",10,"C08_6",0.081231741780465
"640","35",10,"D08_6",0.433441983961322
"641","9",10,"E08_6",0.582425720040742
"642","31",10,"F08_6",0.43371269840535
"643","1",16,"B09_16",0.898836105449947
"644","6",16,"C09_16",0.830771330730808
"645","14",16,"D09_16",1.0575256973972
"646","6",16,"E09_16",0.886544667767394
"647","26",16,"B09_21",0.859304216619394
"648","21",16,"C09_21",1.06480663094737
"649","31",16,"D09_21",1.06451045497742
"650","21",16,"E09_21",1.07857860720459
"651","2",16,"F09_21",1.0247114363975
"652","5",16,"B09_26",0.893693603187905
"653","30",16,"C09_26",1.04843513298234
"654","3",16,"D09_26",1.0787838636571
"655","20",16,"E09_26",0.988383649882524
"656","3",16,"F09_26",1.02761571320944
"657","1",22,"B09_31",1.77858821109656
"658","6",22,"C09_31",1.68694122578953
"659","14",22,"D09_31",2.25326264903175
"660","6",22,"E09_31",1.68856479721294
"661","26",22,"B09_36",2.06765433548486
"662","21",22,"C09_36",2.66431114395755
"663","31",22,"D09_36",2.00967265876945
"664","21",22,"E09_36",2.27440878550607
"665","2",22,"F09_36",2.00110048605062
"666","5",22,"B09_41",1.52683399580884
"667","30",22,"C09_41",2.2813220380839
"668","3",22,"D09_41",2.27795773657175
"669","20",22,"E09_41",1.77139684332882
"670","3",22,"F09_41",2.19402876832279
"671","1",28,"B09_46",3.09481295816925
"672","6",28,"C09_46",2.92687376222602
"673","14",28,"D09_46",3.48189689675914
"674","6",28,"E09_46",2.92058332628707
"675","26",28,"B09_51",3.22682463414856
"676","21",28,"C09_51",3.79503680035311
"677","31",28,"D09_51",3.08713775933731
"678","21",28,"E09_51",3.92881512006102
"679","2",28,"F09_51",3.14213632980143
"680","5",28,"B09_56",3.07351220634295
"681","30",28,"C09_56",3.112289750952
"682","3",28,"D09_56",3.1569127842057
"683","20",28,"E09_56",2.99584257603413
"684","3",28,"F09_56",3.1635907508377
"685","1",34,"B09_61",3.99058371766892
"686","6",34,"C09_61",3.782139937785
"687","14",34,"D09_61",4.26810304920716
"688","6",34,"E09_61",3.86060279237542
"689","26",34,"B09_66",4.01294547973567
"690","21",34,"C09_66",4.80298654115472
"691","31",34,"D09_66",3.83952062402559
"692","21",34,"E09_66",4.30051328893161
"693","2",34,"F09_66",3.94916868808048
"694","5",34,"B09_71",4.5265206708139
"695","30",34,"C09_71",3.88696577664875
"696","3",34,"D09_71",3.7886931080029
