"","Sp.id","light","temp","id","r.exp"
"410","Pediastrum_boryanum",18.7,15,"2.2",0.0695047297733082
"411","Pediastrum_boryanum",18.7,20,"2.3",0.12987477821023
"412","Pediastrum_boryanum",18.7,20,"2.4",0.146875345788021
"413","Pediastrum_boryanum",18.7,20,"1.1",0.128773741898531
"414","Pediastrum_boryanum",18.7,20,"1.2",0.121991717962446
"415","Pediastrum_boryanum",18.7,25,"1.1",0.252478148676206
"416","Pediastrum_boryanum",18.7,25,"1.2",0.213384373972901
"417","Pediastrum_boryanum",18.7,30,"2.1",0.38025560651588
"418","Pediastrum_boryanum",18.7,30,"2.2",0.43495361950426
"419","Pediastrum_boryanum",18.7,35,"2.1",-0.122559653176794
"420","Pediastrum_boryanum",18.7,35,"2.2",0.0958762227842988
"421","Pediastrum_boryanum",29.3,15,"2.1",0.137908782401217
"422","Pediastrum_boryanum",29.3,15,"2.2",0.194864435196877
"423","Pediastrum_boryanum",29.3,20,"2.3",0.335813755919776
"424","Pediastrum_boryanum",29.3,20,"2.4",0.258756152264757
"425","Pediastrum_boryanum",29.3,20,"1.1",0.249037161174047
"426","Pediastrum_boryanum",29.3,20,"1.2",0.20603638473227
"427","Pediastrum_boryanum",29.3,25,"1.1",0.357556761079392
"428","Pediastrum_boryanum",29.3,25,"1.2",0.363956698472507
"429","Pediastrum_boryanum",29.3,30,"2.1",0.511591869814533
"430","Pediastrum_boryanum",29.3,30,"2.2",0.527441265188015
"431","Pediastrum_boryanum",29.3,35,"2.1",-0.127559028277282
"432","Pediastrum_boryanum",29.3,35,"2.2",0.250947830778839
"433","Pediastrum_boryanum",49.2,15,"2.1",0.330861286980969
"434","Pediastrum_boryanum",49.2,15,"2.2",0.278819811450947
"435","Pediastrum_boryanum",49.2,20,"2.3",0.346005255351605
"436","Pediastrum_boryanum",49.2,20,"2.4",0.614423987622243
"437","Pediastrum_boryanum",49.2,20,"1.1",0.346874762191487
"438","Pediastrum_boryanum",49.2,20,"1.2",0.402454005930929
"439","Pediastrum_boryanum",49.2,25,"1.1",0.487016840156704
"440","Pediastrum_boryanum",49.2,25,"1.2",0.478783535813759
"441","Pediastrum_boryanum",49.2,30,"2.1",0.631945858599309
"442","Pediastrum_boryanum",49.2,30,"2.2",0.629367194270502
"443","Pediastrum_boryanum",49.2,35,"2.1",-0.197404616042113
"444","Pediastrum_boryanum",49.2,35,"2.2",0.0262860693402597
"445","Pediastrum_boryanum",77.3,15,"2.1",0.345927789455575
"446","Pediastrum_boryanum",77.3,15,"2.2",0.293418404644551
"447","Pediastrum_boryanum",77.3,20,"2.3",0.312375536361733
"448","Pediastrum_boryanum",77.3,20,"2.4",0.364524984576244
"449","Pediastrum_boryanum",77.3,20,"1.1",0.420606439548499
"450","Pediastrum_boryanum",77.3,20,"1.2",0.436413731736439
"451","Pediastrum_boryanum",77.3,25,"1.1",0.487000607614718
"452","Pediastrum_boryanum",77.3,25,"1.2",0.409545958938397
"453","Pediastrum_boryanum",77.3,30,"2.1",0.610038305974031
"454","Pediastrum_boryanum",77.3,30,"2.2",0.682783274744215
"455","Pediastrum_boryanum",77.3,35,"2.1",0.0178066704247525
"456","Pediastrum_boryanum",77.3,35,"2.2",-0.138661319807911
"457","Pediastrum_boryanum",105.5,15,"2.1",0.232694315557904
"458","Pediastrum_boryanum",105.5,15,"2.2",0.209784558312923
"459","Pediastrum_boryanum",105.5,20,"2.3",0.635532836978802
"460","Pediastrum_boryanum",105.5,20,"2.4",0.519523282164335
"461","Pediastrum_boryanum",105.5,20,"1.1",0.560458600186054
"462","Pediastrum_boryanum",105.5,20,"1.2",0.484925153100485
"463","Pediastrum_boryanum",105.5,25,"1.1",0.703368358576439
"464","Pediastrum_boryanum",105.5,25,"1.2",0.479925893759949
"465","Pediastrum_boryanum",105.5,30,"2.1",0.507449970050874
"466","Pediastrum_boryanum",105.5,30,"2.2",0.602860760784687
"467","Pediastrum_boryanum",105.5,35,"2.1",0.425974855324625
"468","Pediastrum_boryanum",105.5,35,"2.2",0.0430585925323403
"469","Pediastrum_boryanum",140.6,15,"2.1",0.301607139819517
"470","Pediastrum_boryanum",140.6,15,"2.2",0.325479545919706
"471","Pediastrum_boryanum",140.6,20,"1.1",0.320988071714873
"472","Pediastrum_boryanum",140.6,20,"1.2",0.318112993009769
"473","Pediastrum_boryanum",140.6,20,"2.3",0.389542396797553
"474","Pediastrum_boryanum",140.6,20,"2.4",0.50929127179068
"475","Pediastrum_boryanum",140.6,25,"1.1",0.38438078101774
"476","Pediastrum_boryanum",140.6,25,"1.2",0.364424260576506
"477","Pediastrum_boryanum",140.6,30,"2.1",0.530301499300082
"478","Pediastrum_boryanum",140.6,30,"2.2",0.424565124534024
"479","Pediastrum_boryanum",140.6,35,"2.1",-0.0420673770135422
"480","Pediastrum_boryanum",140.6,35,"2.2",0.110316269491769
"481","Cyclotella_meneghiniana",0.15,15,"2.1",0.00427733002702071
"482","Cyclotella_meneghiniana",0.15,15,"2.2",0.102361070732258
"483","Cyclotella_meneghiniana",0.15,20,"2.3",0.115644252279164
"484","Cyclotella_meneghiniana",0.15,20,"2.4",0.0696809883480562
"485","Cyclotella_meneghiniana",0.15,20,"1.1",0.175054831611523
"486","Cyclotella_meneghiniana",0.15,20,"1.2",0.206075360407637
"487","Cyclotella_meneghiniana",0.15,25,"1.1",0.0714696823758947
"488","Cyclotella_meneghiniana",0.15,25,"1.2",0.201379591640167
"489","Cyclotella_meneghiniana",0.15,30,"2.1",0.199376329951516
"490","Cyclotella_meneghiniana",0.15,30,"2.2",0.626969032675763
"491","Cyclotella_meneghiniana",0.15,35,"2.1",0.498949666678871
"492","Cyclotella_meneghiniana",0.15,35,"2.2",0.133232815152094
"493","Cyclotella_meneghiniana",0.95,15,"2.1",0.0777276085804279
"494","Cyclotella_meneghiniana",0.95,15,"2.2",-0.0869085355119663
"495","Cyclotella_meneghiniana",0.95,20,"2.3",0.0414339279392137
"496","Cyclotella_meneghiniana",0.95,20,"2.4",0.120440698875751
"497","Cyclotella_meneghiniana",0.95,20,"1.1",0.170118778073059
"498","Cyclotella_meneghiniana",0.95,20,"1.2",0.173639416854109
"499","Cyclotella_meneghiniana",0.95,25,"1.1",0.0725799044727774
"500","Cyclotella_meneghiniana",0.95,25,"1.2",0.129987559110759
"501","Cyclotella_meneghiniana",0.95,30,"2.1",0.213805036547734
"502","Cyclotella_meneghiniana",0.95,30,"2.2",0.889234186711102
"503","Cyclotella_meneghiniana",0.95,35,"2.1",-0.071297087164989
"504","Cyclotella_meneghiniana",0.95,35,"2.2",NA
"505","Cyclotella_meneghiniana",3.6,15,"2.1",-0.0559183803001386
"506","Cyclotella_meneghiniana",3.6,15,"2.2",-0.0420729742601555
"507","Cyclotella_meneghiniana",3.6,20,"2.3",0.0865402981394477
"508","Cyclotella_meneghiniana",3.6,20,"2.4",0.167539632540961
"509","Cyclotella_meneghiniana",3.6,20,"1.1",0.127244165745607
"510","Cyclotella_meneghiniana",3.6,20,"1.2",0.102260914826551
"511","Cyclotella_meneghiniana",3.6,25,"1.1",0.0684047672761757
"512","Cyclotella_meneghiniana",3.6,25,"1.2",0.142410843460031
"513","Cyclotella_meneghiniana",3.6,30,"2.1",-0.0486749894982812
"514","Cyclotella_meneghiniana",3.6,30,"2.2",NA
"515","Cyclotella_meneghiniana",3.6,35,"2.1",0.636273028262361
"516","Cyclotella_meneghiniana",3.6,35,"2.2",0.2084824356665
"517","Cyclotella_meneghiniana",6.8,15,"2.1",0.0107121242592704
"518","Cyclotella_meneghiniana",6.8,15,"2.2",0.153205838927074
"519","Cyclotella_meneghiniana",6.8,20,"2.3",0.208482371406488
"520","Cyclotella_meneghiniana",6.8,20,"2.4",0.0545873180651616
"521","Cyclotella_meneghiniana",6.8,20,"1.1",0.266549927007594
"522","Cyclotella_meneghiniana",6.8,20,"1.2",0.0450363081193932
"523","Cyclotella_meneghiniana",6.8,25,"1.1",0.119149125124469
"524","Cyclotella_meneghiniana",6.8,25,"1.2",0.180372691245855
"525","Cyclotella_meneghiniana",6.8,30,"2.1",0.296671404615192
"526","Cyclotella_meneghiniana",6.8,30,"2.2",NA
"527","Cyclotella_meneghiniana",6.8,35,"2.1",-0.108723196291023
"528","Cyclotella_meneghiniana",6.8,35,"2.2",0.470631405968262
"529","Cyclotella_meneghiniana",18.7,15,"2.1",0.0384912338484214
"530","Cyclotella_meneghiniana",18.7,15,"2.2",-0.0692334891602355
"531","Cyclotella_meneghiniana",18.7,20,"2.3",0.0800922308767503
"532","Cyclotella_meneghiniana",18.7,20,"2.4",0.226766782215349
"533","Cyclotella_meneghiniana",18.7,20,"1.1",0.132020707635771
"534","Cyclotella_meneghiniana",18.7,20,"1.2",0.0767854838750753
"535","Cyclotella_meneghiniana",18.7,25,"1.1",0.291942093710217
"536","Cyclotella_meneghiniana",18.7,25,"1.2",0.127897300446112
"537","Cyclotella_meneghiniana",18.7,30,"2.1",0.423384825026069
"538","Cyclotella_meneghiniana",18.7,30,"2.2",0.102984008355532
"539","Cyclotella_meneghiniana",18.7,35,"2.1",-0.0515863869191932
"540","Cyclotella_meneghiniana",18.7,35,"2.2",0.0649143517196377
"541","Cyclotella_meneghiniana",29.3,15,"2.1",0.0282611991250329
"542","Cyclotella_meneghiniana",29.3,15,"2.2",0.102958689886353
"543","Cyclotella_meneghiniana",29.3,20,"2.3",0.359037019970912
"544","Cyclotella_meneghiniana",29.3,20,"2.4",0.310042147740615
"545","Cyclotella_meneghiniana",29.3,20,"1.1",0.185722527434276
"546","Cyclotella_meneghiniana",29.3,20,"1.2",0.0974398767536322
"547","Cyclotella_meneghiniana",29.3,25,"1.1",0.567042633068288
"548","Cyclotella_meneghiniana",29.3,25,"1.2",0.533075200058547
"549","Cyclotella_meneghiniana",29.3,30,"2.1",0.51593553893754
"550","Cyclotella_meneghiniana",29.3,30,"2.2",0.470077171924819
"551","Cyclotella_meneghiniana",29.3,35,"2.1",0.391933589495516
"552","Cyclotella_meneghiniana",29.3,35,"2.2",-0.0760300889385568
"553","Cyclotella_meneghiniana",49.2,15,"2.1",-0.0505497900720246
"554","Cyclotella_meneghiniana",49.2,15,"2.2",-0.0487005047734406
"555","Cyclotella_meneghiniana",49.2,20,"2.3",0.368579515100182
"556","Cyclotella_meneghiniana",49.2,20,"2.4",0.333939322871382
"557","Cyclotella_meneghiniana",49.2,20,"1.1",0.197447192572244
"558","Cyclotella_meneghiniana",49.2,20,"1.2",0.331694561977843
"559","Cyclotella_meneghiniana",49.2,25,"1.1",0.641077609250577
"560","Cyclotella_meneghiniana",49.2,25,"1.2",0.611846911488019
"561","Cyclotella_meneghiniana",49.2,30,"2.1",0.704663368877011
"562","Cyclotella_meneghiniana",49.2,30,"2.2",0.603163178941102
"563","Cyclotella_meneghiniana",49.2,35,"2.1",0.028294727583046
"564","Cyclotella_meneghiniana",49.2,35,"2.2",NA
"565","Cyclotella_meneghiniana",77.3,15,"2.1",-0.0417428341892133
"566","Cyclotella_meneghiniana",77.3,15,"2.2",-0.136760868411993
"567","Cyclotella_meneghiniana",77.3,20,"2.3",0.34599302089414
"568","Cyclotella_meneghiniana",77.3,20,"2.4",0.36260251646734
"569","Cyclotella_meneghiniana",77.3,20,"1.1",0.418613960639411
"570","Cyclotella_meneghiniana",77.3,20,"1.2",0.399459214509082
"571","Cyclotella_meneghiniana",77.3,25,"1.1",0.62624646656227
"572","Cyclotella_meneghiniana",77.3,25,"1.2",0.627305896255576
"573","Cyclotella_meneghiniana",77.3,30,"2.1",0.717902868538182
"574","Cyclotella_meneghiniana",77.3,30,"2.2",0.577880129756342
"575","Cyclotella_meneghiniana",77.3,35,"2.1",-0.150753664356087
"576","Cyclotella_meneghiniana",77.3,35,"2.2",NA
"577","Cyclotella_meneghiniana",105.5,15,"2.1",0.0126879460539483
"578","Cyclotella_meneghiniana",105.5,15,"2.2",-0.0332173262141191
"579","Cyclotella_meneghiniana",105.5,20,"2.3",0.44700383779227
"580","Cyclotella_meneghiniana",105.5,20,"2.4",0.30574873176142
"581","Cyclotella_meneghiniana",105.5,20,"1.1",0.249639231951818
"582","Cyclotella_meneghiniana",105.5,20,"1.2",0.380841536015971
"583","Cyclotella_meneghiniana",105.5,25,"1.1",0.739427681700486
"584","Cyclotella_meneghiniana",105.5,25,"1.2",0.764859573466048
"585","Cyclotella_meneghiniana",105.5,30,"2.1",0.792030672838104
"586","Cyclotella_meneghiniana",105.5,30,"2.2",0.749538382369594
"587","Cyclotella_meneghiniana",105.5,35,"2.1",-0.00884359629535162
"588","Cyclotella_meneghiniana",105.5,35,"2.2",-0.4092138223467
"589","Cyclotella_meneghiniana",140.6,15,"2.1",0.672149707290547
"590","Cyclotella_meneghiniana",140.6,15,"2.2",1.137766447476
"591","Cyclotella_meneghiniana",140.6,20,"1.1",0.153958202207937
"592","Cyclotella_meneghiniana",140.6,20,"1.2",0.3456026848176
"593","Cyclotella_meneghiniana",140.6,20,"2.3",NA
"594","Cyclotella_meneghiniana",140.6,20,"2.4",0.47833642669196
"595","Cyclotella_meneghiniana",140.6,25,"1.1",0.598000653114576
"596","Cyclotella_meneghiniana",140.6,25,"1.2",0.315127483229008
"597","Cyclotella_meneghiniana",140.6,30,"2.1",0.908813996942124
"598","Cyclotella_meneghiniana",140.6,30,"2.2",0.906416974415846
"599","Cyclotella_meneghiniana",140.6,35,"2.1",-0.205342902344594
"600","Cyclotella_meneghiniana",140.6,35,"2.2",0.0166607147568358
"601","Scenedesmus_acuminatus",0.15,15,"2.1",-0.0808830604228027
"602","Scenedesmus_acuminatus",0.15,15,"2.2",-0.0470485275823451
"603","Scenedesmus_acuminatus",0.15,20,"2.3",0.130100666523693
"604","Scenedesmus_acuminatus",0.15,20,"2.4",0.049037892519672
"605","Scenedesmus_acuminatus",0.15,20,"1.1",0.034737269131599
"606","Scenedesmus_acuminatus",0.15,20,"1.2",0.0185157301525088
"607","Scenedesmus_acuminatus",0.15,25,"1.1",-0.0186176223621273
"608","Scenedesmus_acuminatus",0.15,25,"1.2",-0.00280907165756955
"609","Scenedesmus_acuminatus",0.15,30,"2.1",0.0762807818245466
"610","Scenedesmus_acuminatus",0.15,30,"2.2",-0.00426684365585884
"611","Scenedesmus_acuminatus",0.15,35,"2.1",NA
"612","Scenedesmus_acuminatus",0.15,35,"2.2",-0.004952100579675
"613","Scenedesmus_acuminatus",0.95,15,"2.1",-0.053939017953808
"614","Scenedesmus_acuminatus",0.95,15,"2.2",0.00675186339185018
"615","Scenedesmus_acuminatus",0.95,20,"2.3",0.049856920372256
"616","Scenedesmus_acuminatus",0.95,20,"2.4",-0.00244189719857032
"617","Scenedesmus_acuminatus",0.95,20,"1.1",-0.0198390696809525
"618","Scenedesmus_acuminatus",0.95,20,"1.2",-0.0979553264923209
"619","Scenedesmus_acuminatus",0.95,25,"1.1",-0.0428867046667308
"620","Scenedesmus_acuminatus",0.95,25,"1.2",-0.0490632709545578
"621","Scenedesmus_acuminatus",0.95,30,"2.1",0.0546593634506451
"622","Scenedesmus_acuminatus",0.95,30,"2.2",0.0441287760631538
"623","Scenedesmus_acuminatus",0.95,35,"2.1",NA
"624","Scenedesmus_acuminatus",0.95,35,"2.2",-0.0391243657936552
"625","Scenedesmus_acuminatus",3.6,15,"2.1",-0.0115091776132841
"626","Scenedesmus_acuminatus",3.6,15,"2.2",0.0134293172910783
"627","Scenedesmus_acuminatus",3.6,20,"2.3",0.0786601052751296
"628","Scenedesmus_acuminatus",3.6,20,"2.4",0.0206557391043904
"629","Scenedesmus_acuminatus",3.6,20,"1.1",0.0875963595191671
"630","Scenedesmus_acuminatus",3.6,20,"1.2",0.0777613177313155
"631","Scenedesmus_acuminatus",3.6,25,"1.1",0.0492941101562828
"632","Scenedesmus_acuminatus",3.6,25,"1.2",0.0343856636191552
"633","Scenedesmus_acuminatus",3.6,30,"2.1",0.052554007022731
"634","Scenedesmus_acuminatus",3.6,30,"2.2",0.0713352173055208
"635","Scenedesmus_acuminatus",3.6,35,"2.1",0.279747161257206
"636","Scenedesmus_acuminatus",3.6,35,"2.2",0.0104738096642004
"637","Scenedesmus_acuminatus",6.8,15,"2.1",0.0428838083274073
"638","Scenedesmus_acuminatus",6.8,15,"2.2",0.172408391929031
"639","Scenedesmus_acuminatus",6.8,20,"2.3",0.164013884765337
"640","Scenedesmus_acuminatus",6.8,20,"2.4",0.170284270904064
"641","Scenedesmus_acuminatus",6.8,20,"1.1",0.179234811591236
"642","Scenedesmus_acuminatus",6.8,20,"1.2",0.115334496329882
"643","Scenedesmus_acuminatus",6.8,25,"1.1",0.0921297466892706
"644","Scenedesmus_acuminatus",6.8,25,"1.2",0.0563754194745857
"645","Scenedesmus_acuminatus",6.8,30,"2.1",0.103614682431314
"646","Scenedesmus_acuminatus",6.8,30,"2.2",0.146162893306701
"647","Scenedesmus_acuminatus",6.8,35,"2.1",0.0182106964712327
"648","Scenedesmus_acuminatus",6.8,35,"2.2",-0.109187294740678
"649","Scenedesmus_acuminatus",18.7,15,"2.1",0.226495386997547
"650","Scenedesmus_acuminatus",18.7,15,"2.2",0.180069826399359
"651","Scenedesmus_acuminatus",18.7,20,"2.3",0.291260130769802
"652","Scenedesmus_acuminatus",18.7,20,"2.4",0.286046056258606
"653","Scenedesmus_acuminatus",18.7,20,"1.1",0.273817571027322
"654","Scenedesmus_acuminatus",18.7,20,"1.2",0.266637434645257
"655","Scenedesmus_acuminatus",18.7,25,"1.1",0.295641357030908
"656","Scenedesmus_acuminatus",18.7,25,"1.2",0.330763063385052
"657","Scenedesmus_acuminatus",18.7,30,"2.1",0.375642562490503
"658","Scenedesmus_acuminatus",18.7,30,"2.2",0.354433856250658
"659","Scenedesmus_acuminatus",18.7,35,"2.1",-0.151679204152782
"660","Scenedesmus_acuminatus",18.7,35,"2.2",-0.183691147344283
"661","Scenedesmus_acuminatus",29.3,15,"2.1",0.190444940429639
"662","Scenedesmus_acuminatus",29.3,15,"2.2",0.264802927447544
"663","Scenedesmus_acuminatus",29.3,20,"2.3",0.409555048317541
"664","Scenedesmus_acuminatus",29.3,20,"2.4",0.461385379298316
"665","Scenedesmus_acuminatus",29.3,20,"1.1",0.418087448001124
"666","Scenedesmus_acuminatus",29.3,20,"1.2",0.341242555929598
"667","Scenedesmus_acuminatus",29.3,25,"1.1",0.456634653799142
"668","Scenedesmus_acuminatus",29.3,25,"1.2",0.428444986589314
"669","Scenedesmus_acuminatus",29.3,30,"2.1",0.491160700372878
"670","Scenedesmus_acuminatus",29.3,30,"2.2",0.472504766471036
"671","Scenedesmus_acuminatus",29.3,35,"2.1",0.273817571003686
"672","Scenedesmus_acuminatus",29.3,35,"2.2",-0.10095080799623
"673","Scenedesmus_acuminatus",49.2,15,"2.1",0.313787201971548
"674","Scenedesmus_acuminatus",49.2,15,"2.2",0.32326422100032
"675","Scenedesmus_acuminatus",49.2,20,"2.3",0.54065731703843
"676","Scenedesmus_acuminatus",49.2,20,"2.4",0.561400271720646
"677","Scenedesmus_acuminatus",49.2,20,"1.1",0.627450298992496
"678","Scenedesmus_acuminatus",49.2,20,"1.2",0.562769003742899
"679","Scenedesmus_acuminatus",49.2,25,"1.1",0.580052749712852
"680","Scenedesmus_acuminatus",49.2,25,"1.2",0.626710806772154
"681","Scenedesmus_acuminatus",49.2,30,"2.1",0.556625098051385
"682","Scenedesmus_acuminatus",49.2,30,"2.2",0.56171745983838
"683","Scenedesmus_acuminatus",49.2,35,"2.1",-0.212795466441368
"684","Scenedesmus_acuminatus",49.2,35,"2.2",-0.0132780621690925
"685","Scenedesmus_acuminatus",77.3,15,"2.1",0.3636876237581
"686","Scenedesmus_acuminatus",77.3,15,"2.2",0.33208139417786
"687","Scenedesmus_acuminatus",77.3,20,"2.3",0.716625241569607
"688","Scenedesmus_acuminatus",77.3,20,"2.4",0.559816329836775
"689","Scenedesmus_acuminatus",77.3,20,"1.1",0.512373579935679
"690","Scenedesmus_acuminatus",77.3,20,"1.2",0.709132883863599
"691","Scenedesmus_acuminatus",77.3,25,"1.1",0.651373323222743
"692","Scenedesmus_acuminatus",77.3,25,"1.2",0.649765718407825
"693","Scenedesmus_acuminatus",77.3,30,"2.1",0.565782176480278
"694","Scenedesmus_acuminatus",77.3,30,"2.2",0.568495670418178
"695","Scenedesmus_acuminatus",77.3,35,"2.1",0.153866438896475
"696","Scenedesmus_acuminatus",77.3,35,"2.2",0.0790712637898045
"697","Scenedesmus_acuminatus",105.5,15,"2.1",0.323593735939453
"698","Scenedesmus_acuminatus",105.5,15,"2.2",0.330486660412331
"699","Scenedesmus_acuminatus",105.5,20,"2.3",0.551200738066182
"700","Scenedesmus_acuminatus",105.5,20,"2.4",0.681805128115765
"701","Scenedesmus_acuminatus",105.5,20,"1.1",0.743182231899657
"702","Scenedesmus_acuminatus",105.5,20,"1.2",0.712102633439064
"703","Scenedesmus_acuminatus",105.5,25,"1.1",0.795714486718731
"704","Scenedesmus_acuminatus",105.5,25,"1.2",0.83532240464691
"705","Scenedesmus_acuminatus",105.5,30,"2.1",0.545804542138448
"706","Scenedesmus_acuminatus",105.5,30,"2.2",0.550385279060994
"707","Scenedesmus_acuminatus",105.5,35,"2.1",-0.0482837677921123
"708","Scenedesmus_acuminatus",105.5,35,"2.2",0.0796881478943834
"709","Scenedesmus_acuminatus",140.6,15,"2.1",0.314112572283169
"710","Scenedesmus_acuminatus",140.6,15,"2.2",0.314567184514169
"711","Scenedesmus_acuminatus",140.6,20,"1.1",0.420333560366477
"712","Scenedesmus_acuminatus",140.6,20,"1.2",0.471250337011285
"713","Scenedesmus_acuminatus",140.6,20,"2.3",0.63434799226431
"714","Scenedesmus_acuminatus",140.6,20,"2.4",0.816132178633016
"715","Scenedesmus_acuminatus",140.6,25,"1.1",0.712329055890175
"716","Scenedesmus_acuminatus",140.6,25,"1.2",0.562262683621787
"717","Scenedesmus_acuminatus",140.6,30,"2.1",0.667479155893917
"718","Scenedesmus_acuminatus",140.6,30,"2.2",0.442170965757575
"719","Scenedesmus_acuminatus",140.6,35,"2.1",-0.0773997899112319
"720","Scenedesmus_acuminatus",140.6,35,"2.2",0.671616385545422
"721","Chlamydomonas_reinhardtii",0.15,20,"1.1",-0.0638145390037126
"722","Chlamydomonas_reinhardtii",0.2,20,"3.1",0.121753765300355
"723","Chlamydomonas_reinhardtii",0.4,20,"3.2",0.0813744797106285
"724","Chlamydomonas_reinhardtii",0.4,20,"3.3",0.0515597332489649
"725","Chlamydomonas_reinhardtii",0.95,20,"1.1",-0.0569144148287021
"726","Chlamydomonas_reinhardtii",2.5,20,"3.3",0.325764596767824
"727","Chlamydomonas_reinhardtii",3.5,20,"3.1",0.286638119444377
"728","Chlamydomonas_reinhardtii",3.6,20,"1.1",-0.0117208505994205
"729","Chlamydomonas_reinhardtii",3.6,20,"3.2",0.295152150563991
"730","Chlamydomonas_reinhardtii",4.5,20,"3.2",0.368874329512956
"731","Chlamydomonas_reinhardtii",5,20,"3.1",0.474477961378242
"732","Chlamydomonas_reinhardtii",6.5,20,"3.3",0.352189211451253
"733","Chlamydomonas_reinhardtii",6.8,20,"1.1",-0.183195789699148
"734","Chlamydomonas_reinhardtii",8.5,20,"3.3",0.769035200980727
"735","Chlamydomonas_reinhardtii",10,20,"3.1",0.554624711093306
"736","Chlamydomonas_reinhardtii",10,20,"3.2",0.762278507483075
"737","Chlamydomonas_reinhardtii",18.7,20,"1.1",0.190669668515355
"738","Chlamydomonas_reinhardtii",20,20,"3.1",0.991037957313017
"739","Chlamydomonas_reinhardtii",21,20,"3.3",0.668502807918932
"740","Chlamydomonas_reinhardtii",22.5,20,"3.2",0.731532762828569
"741","Chlamydomonas_reinhardtii",29.3,20,"1.1",0.130846626126794
"742","Chlamydomonas_reinhardtii",38,20,"3.1",0.833257615878834
"743","Chlamydomonas_reinhardtii",41,20,"3.2",0.690611063109798
"744","Chlamydomonas_reinhardtii",49.2,20,"1.1",0.630506477950672
"745","Chlamydomonas_reinhardtii",60,20,"3.1",0.975255190545791
"746","Chlamydomonas_reinhardtii",60,20,"3.2",0.926343919102002
"747","Chlamydomonas_reinhardtii",62,20,"3.3",0.930065433780131
"748","Chlamydomonas_reinhardtii",69.5,20,"3.3",0.589782509591045
"749","Chlamydomonas_reinhardtii",70,20,"3.2",0.57470396379639
"750","Chlamydomonas_reinhardtii",70.5,20,"3.1",0.759740979527677
"751","Chlamydomonas_reinhardtii",77.3,20,"1.1",0.633721778531715
"752","Chlamydomonas_reinhardtii",100,20,"3.1",1.2124554100416
"753","Chlamydomonas_reinhardtii",100,20,"3.2",1.14710348903926
"754","Chlamydomonas_reinhardtii",100,20,"3.3",1.20321567025577
"755","Chlamydomonas_reinhardtii",101,20,"3.2",1.17786157626473
"756","Chlamydomonas_reinhardtii",101,20,"3.3",1.08438224976078
"757","Chlamydomonas_reinhardtii",102,20,"3.1",1.07385423599199
"758","Chlamydomonas_reinhardtii",105.5,20,"1.1",0.81525887773625
"759","Chlamydomonas_reinhardtii",117,20,"3.2",1.10185992018509
"760","Chlamydomonas_reinhardtii",118,20,"3.1",1.24885276513706
"761","Chlamydomonas_reinhardtii",119,20,"3.3",1.04941194656415
"762","Chlamydomonas_reinhardtii",140.6,20,"2.1",-0.23847204336015
"763","Chlamydomonas_reinhardtii",140.6,20,"1.1",0.99594033284754
