"population","rep.ID","K.s.mod","K.s.post","K.s.min","K.s.max","K.s.na","r.max.mod","r.max.post","r.max.min","r.max.max","r.max.na","R.post","R.min","R.max","R.na"
"16","16.E04",8.53015083834843,7.51573229457829,1.19779667529481,17.4523681803047,0,1.52971118486236,1.52101045650784,1.3108941088466,1.79465348859453,0,4.40123970355099,1.40380019246247,9.23436496456734,0
"29","29.F04",2.71730059906508,2.44039097220637,0.0427181396580059,5.51723090690225,0,1.3022246155082,1.29805161122114,1.15571215213157,1.44766475131956,0,1.85181226653355,0.139151478473695,3.85905763041646,0
"8","8.B05",4.10971416500799,3.89996981819499,1.57796608573671,7.21916889203955,0,1.44209177352264,1.43943195841273,1.31571190229989,1.56826405470074,0,2.47170855085152,1.13533288707472,4.39795186301944,0
"25","25.C05",7.21816639068851,6.74694285806498,2.41904602296646,12.8977671703074,0,1.54176006826259,1.53742880124606,1.36855762350333,1.71710111063823,0,3.8652572965945,1.53292499529427,6.70631003275221,0
"33","33.D05",2.63219526509449,1.94670723885168,0.00105079901320847,7.06248022979897,0,1.36360723878316,1.35545398126958,1.16301730930699,1.56586628010477,0,1.37524994358052,0.000868859933559802,4.45870032103703,0
"23","23.E05",5.68575973149004,5.16354237534569,1.31773689297348,10.8062772196204,0,1.55273292971603,1.54707087090752,1.3551190906009,1.75124626064215,0,2.92256012288109,0.943017170018929,5.59313552217298,0
"anc5","anc5.F05",12.1744245562068,10.1886263229151,1.44156293546274,29.383205269204,0,1.56163592005314,1.54797634765679,1.2048635133401,1.92155924513035,0,5.77015164877976,1.02752360940789,14.1388710224881,0
"22","22.B05",13.3625208585327,12.7315427352017,6.3566018954722,21.8587183652343,0,1.74827147766461,1.74338757147205,1.55400106650768,1.93257132626785,0,6.05847596413109,3.5774192786871,9.50380181708539,0
"28","28.C05",7.16432809064009,5.90884380108434,0.414899530522022,16.8325899989081,0,1.75757077111871,1.74513869662747,1.46777343351214,2.0946111641174,0,2.79641370215948,0.420823975438506,7.06965517596561,0
"9","9.D05",10.4337699397956,8.79352372477797,0.602246722640515,24.0838002650693,0,1.64088482914274,1.62792912817305,1.35703892489573,1.96636738139544,0,4.63924731218396,1.00302521417985,11.1584740630006,0
"anc2","anc2.E05",7.68647243174454,6.57407997678606,0.858745083192602,16.8568269077062,0,1.59601316129233,1.58481067537709,1.32799898335177,1.8889458361791,0,3.58940490608492,0.582240726402361,8.07331356505245,0
"17","17.F05",1.57347661552037,1.44520962553471,0.0944782136467179,3.16209226994532,0,1.6106023898602,1.6079793247476,1.4859259592601,1.74497697039365,0,0.775789203687608,0.0473733009135952,1.6011228700545,0
"16","16.B05",9.14067658879868,7.50431415773674,0.0987158575167837,22.0111611790563,0,1.42708747770851,1.41431941144221,1.13420561165702,1.7595411981637,0,4.90970189804813,0.450650072140331,12.5530866190008,0
"cc1690","cc1690.C05",5.23847489475146,4.65745218279548,0.706459403097118,10.6681465311848,0,1.50807137538323,1.49959356646358,1.30413891025606,1.7143189956046,0,2.7789037059804,0.431020734586093,5.7011716596017,0
"10","10.D05",4.03115481350514,2.89697750552337,0.00228616999848573,11.0632456843925,0,1.29804355146111,1.28576319676155,1.07419597035475,1.53248344902504,0,2.22583869712295,0.000980437128368074,7.26258360572434,0
"cc1690","cc1690.E05",7.00198319010805,6.8338289215442,4.21803148409078,10.3798594232688,0,1.49723911838353,1.49548411915338,1.39134192794444,1.59439711840894,0,4.09801750639177,2.68995624676231,5.84854870972739,0
"anc3","anc3.F05",9.50836836299721,8.29489038270882,1.88591007342072,19.8290479508096,0,1.45001174250733,1.44080464198193,1.20173555006696,1.69310867815733,0,5.26931926767998,1.67995479415464,11.210585671091,0
"23","23.B06",7.70374765819532,6.46515771030472,0.658466919146105,17.7245919625338,0,1.56756863904264,1.55593100672209,1.29496733634399,1.8761655794162,0,3.63394818439733,0.539469451717491,8.68650483568078,0
"1","1.C06",7.45448569561396,5.90970132993775,0.00413531443437193,18.9248581327962,0,1.45706951324221,1.4417872837911,1.17203373807625,1.73450671119291,0,3.74019064430986,0.0217932297800467,10.092743724759,0
"14","14.D06",8.09225109811289,7.25971501935147,1.8346289882393,15.5121528774884,0,1.44859257280454,1.44064658460485,1.26028599837561,1.65203932247917,0,4.6211370203298,1.61011913600041,9.07975591441326,0
"24","24.E06",21.2218993783656,19.661586593213,4.6522991599798,43.6662884338414,0,1.61849904358925,1.61115244623277,1.24083312517614,2.0204503703341,0,10.4230086178852,3.07907437549782,20.3180693048624,0
"8","8.F06",2.28746236114924,2.08399887180503,0.192018143829493,4.62373614146365,0,1.34635454386339,1.34369828059119,1.22654443225698,1.47846374443087,0,1.49193658196621,0.206147501733798,3.1246690987376,0
"anc2","anc2.B06",14.345937512476,12.5545021027811,2.5439860515202,31.6941744219034,0,1.75534930514256,1.74111347384481,1.42580254740255,2.11386535542274,0,5.9714195777092,1.80186624764682,12.8283736387207,0
"26","26.C06",7.1544332174624,5.8352871301872,0.348307646074106,16.871984648636,0,1.5182590188644,1.50859181326461,1.23548220143401,1.81598874445672,0,3.44307513468292,0.368339243366239,8.74126667784236,0
"31","31.D06",6.61701937800906,5.7361814805141,1.14553975003524,13.9882788037056,0,1.49778885504873,1.48984286768455,1.28509394388022,1.72133187784895,0,3.48070193808164,0.847840115402547,7.53553340791334,0
"18","18.E06",9.84955511921534,8.02928828016415,0.393585701694177,24.040468534063,0,1.58147051315963,1.56431993097178,1.25964487689051,1.91577942110532,0,4.45060545132917,0.467837412549194,11.5335664997924,0
"22","22.F06",6.95156102113925,6.09240147811738,1.05171906133884,14.712039369406,0,1.57714719020515,1.56931273270827,1.3519770875876,1.85744841776235,0,3.39503111216651,0.896816708770994,7.43599475378672,0
