"population","temp","well.ID","µ"
"33",10,"E08_1",0.331686079007672
"14",10,"F08_1",0.305785796749189
"7",10,"B08_11",0.390273512015703
"16",10,"C08_11",0.516062740925692
"20",10,"D08_11",0.380236923318331
"30",10,"E08_11",0.507573516964376
"10",10,"F08_11",0.460166917831586
"17",10,"B08_6",0.443240665252628
"2",10,"C08_6",0.081231741780465
"35",10,"D08_6",0.433441983961322
"9",10,"E08_6",0.582425720040742
"31",10,"F08_6",0.43371269840535
"1",16,"B09_16",0.898836105449947
"6",16,"C09_16",0.830771330730808
"14",16,"D09_16",1.0575256973972
"6",16,"E09_16",0.886544667767394
"26",16,"B09_21",0.859304216619394
"21",16,"C09_21",1.06480663094737
"31",16,"D09_21",1.06451045497742
"21",16,"E09_21",1.07857860720459
"2",16,"F09_21",1.0247114363975
"5",16,"B09_26",0.893693603187905
"30",16,"C09_26",1.04843513298234
"3",16,"D09_26",1.0787838636571
"20",16,"E09_26",0.988383649882524
"3",16,"F09_26",1.02761571320944
"1",22,"B09_31",1.77858821109656
"6",22,"C09_31",1.68694122578953
"14",22,"D09_31",2.25326264903175
"6",22,"E09_31",1.68856479721294
"26",22,"B09_36",2.06765433548486
"21",22,"C09_36",2.66431114395755
"31",22,"D09_36",2.00967265876945
"21",22,"E09_36",2.27440878550607
"2",22,"F09_36",2.00110048605062
"5",22,"B09_41",1.52683399580884
"30",22,"C09_41",2.2813220380839
"3",22,"D09_41",2.27795773657175
"20",22,"E09_41",1.77139684332882
"3",22,"F09_41",2.19402876832279
"1",28,"B09_46",3.09481295816925
"6",28,"C09_46",2.92687376222602
"14",28,"D09_46",3.48189689675914
"6",28,"E09_46",2.92058332628707
"26",28,"B09_51",3.22682463414856
"21",28,"C09_51",3.79503680035311
"31",28,"D09_51",3.08713775933731
"21",28,"E09_51",3.92881512006102
"2",28,"F09_51",3.14213632980143
"5",28,"B09_56",3.07351220634295
"30",28,"C09_56",3.112289750952
"3",28,"D09_56",3.1569127842057
"20",28,"E09_56",2.99584257603413
"3",28,"F09_56",3.1635907508377
"1",34,"B09_61",3.99058371766892
"6",34,"C09_61",3.782139937785
"14",34,"D09_61",4.26810304920716
"6",34,"E09_61",3.86060279237542
"26",34,"B09_66",4.01294547973567
"21",34,"C09_66",4.80298654115472
"31",34,"D09_66",3.83952062402559
"21",34,"E09_66",4.30051328893161
"2",34,"F09_66",3.94916868808048
"5",34,"B09_71",4.5265206708139
"30",34,"C09_71",3.88696577664875
"3",34,"D09_71",3.7886931080029
"20",34,"E09_71",3.89097184933085
"3",34,"F09_71",3.78947164780267
"1",40,"B09_76",0.308620952876799
"6",40,"C09_76",0.592943406356008
"14",40,"D09_76",1.2981384421641
"6",40,"E09_76",0.477144909998271
"26",40,"B09_81",0.0796153730567189
"21",40,"C09_81",0.394134823015574
"31",40,"D09_81",0.171952553375961
"21",40,"E09_81",0.404812016706571
"2",40,"F09_81",0.353463223811508
"5",40,"B09_86",0.219820284234415
"30",40,"C09_86",0.5508280058094
"3",40,"D09_86",0.368911358137947
"20",40,"E09_86",0.178782104665656
"3",40,"F09_86",0.232677618515104
"1",10,"B09_1",0.417185730065464
"6",10,"C09_1",0.347871174518205
"14",10,"D09_1",0.367847823554479
"6",10,"E09_1",0.340329286035255
"5",10,"B09_11",0.574223957595776
"30",10,"C09_11",0.40074056512983
"3",10,"D09_11",0.39900239887182
