"population","temp","well.ID","µ"
"20",10,"E09_11",0.485914155064848
"3",10,"F09_11",0.427446237919029
"26",10,"B09_6",0.361927348203034
"21",10,"C09_6",0.503189676337443
"31",10,"D09_6",0.299813214937299
"21",10,"E09_6",0.454243123859633
"2",10,"F09_6",0.0943431590200905
"23",16,"C10_16",1.72136235679277
"19",16,"D10_16",0.892789461126045
"8",16,"E10_16",0.579369801613441
"23",16,"F10_16",1.10432919777273
"2",16,"B10_21",0.92215061948089
"anc2",16,"C10_21",1.06633893604863
"4",16,"D10_21",0.880902559324531
"22",16,"E10_21",1.02972363901361
"anc2",16,"F10_21",1.01545738916508
"29",16,"B10_26",1.12611973384518
"3",16,"C10_26",0.974177373891948
"7",16,"D10_26",0.920655266011179
"5",16,"E10_26",0.996835031747046
"23",22,"C10_31",2.08153217386668
"19",22,"D10_31",1.6913942371566
"8",22,"E10_31",1.5252378391418
"23",22,"F10_31",2.17142125294799
"2",22,"B10_36",2.1102632196939
"anc2",22,"C10_36",2.34862204335493
"4",22,"D10_36",1.84740096155856
"22",22,"E10_36",1.636925920677
"anc2",22,"F10_36",2.47822395575135
"29",22,"B10_41",1.49941055922812
"3",22,"C10_41",2.14602614956012
"7",22,"D10_41",1.63153212175797
"5",22,"E10_41",1.72841132663482
"23",28,"C10_46",3.72236915339003
"19",28,"D10_46",3.36643458657085
"8",28,"E10_46",2.6462845974202
"23",28,"F10_46",3.74893839143316
"2",28,"B10_51",3.47323001176014
"anc2",28,"C10_51",3.18658661777786
"4",28,"D10_51",2.811263849179
"22",28,"E10_51",3.4780167205819
"anc2",28,"F10_51",3.23362980007854
"29",28,"B10_56",2.76997537597239
"3",28,"C10_56",3.83974353977213
"7",28,"D10_56",3.01032485044175
"5",28,"E10_56",2.91387629136805
"23",34,"C10_61",5.01200014500799
"19",34,"D10_61",3.89800484016969
"8",34,"E10_61",3.84466611473856
"23",34,"F10_61",3.9475228218345
"2",34,"B10_66",3.66373828670759
"anc2",34,"C10_66",4.13076658324805
"4",34,"D10_66",3.67215434432571
"22",34,"E10_66",4.22445557413235
"anc2",34,"F10_66",3.48122819293641
"29",34,"B10_71",3.94829179181425
"3",34,"C10_71",3.81097259119053
"7",34,"D10_71",3.70428271485637
"5",34,"E10_71",4.1059877714403
"23",40,"C10_76",0.174421451076991
"19",40,"D10_76",0.139740629549762
"8",40,"E10_76",0.504336508907761
"23",40,"F10_76",0.265826509389566
"2",40,"B10_81",0.257462069099573
"anc2",40,"C10_81",0.187599792501225
"4",40,"D10_81",0.290926065534836
"22",40,"E10_81",0.320174466011139
"anc2",40,"F10_81",0.355445806054068
"29",40,"B10_86",0.49566923617389
"3",40,"C10_86",0.252790580890489
"7",40,"D10_86",0.366821532724264
"5",40,"E10_86",0.325547148301945
"23",10,"C10_1",0.402790855981579
"19",10,"D10_1",0.444090474001386
"8",10,"E10_1",0.406411810697715
"23",10,"F10_1",0.327215198451428
"29",10,"B10_11",0.379847241662083
"3",10,"C10_11",0.392646907552667
"7",10,"D10_11",0.345014824524307
"5",10,"E10_11",0.257189209465931
"2",10,"B10_6",0.0885956816748344
"anc2",10,"C10_6",0.368551154810502
"4",10,"D10_6",0.304322897023676
"22",10,"E10_6",0.461351042774337
"anc2",10,"F10_6",0.366973212883555
"24",16,"B11_16",1.07716170536862
"anc5",16,"C11_16",1.05504028510969
"11",16,"D11_16",1.10431920322976
"24",16,"E11_16",1.04729832461608
"1",16,"F11_16",0.818634530530569
"18",16,"B11_21",0.961011280244344
"17",16,"C11_21",0.940694507624774
"27",16,"D11_21",0.883219522891638
"18",16,"E11_21",0.869780377430578
"26",16,"F11_21",0.892343307040238
"anc4",16,"B11_26",0.992466167351748
"15",16,"C11_26",0.888226418015024
"10",16,"D11_26",0.967872333711668
"16",16,"E11_26",1.01404088549624
"24",22,"B11_31",2.21395531535967
"anc5",22,"C11_31",2.23164756829572
"11",22,"D11_31",2.16580701397463
"24",22,"E11_31",2.07493869559874
"1",22,"F11_31",1.55434119935771
"18",22,"B11_36",2.11131692348069
"17",22,"C11_36",2.06398595689925
"27",22,"D11_36",1.89890867852551
"18",22,"E11_36",1.83247847464103
"26",22,"F11_36",1.8191804315839
"anc4",22,"B11_41",2.00191187382061
"15",22,"C11_41",2.25762986371166
"10",22,"D11_41",1.80820043176887
"16",22,"E11_41",2.16254277461064
"24",28,"B11_46",3.05370489220656
"anc5",28,"C11_46",3.12835303324854
"11",28,"D11_46",3.08898470102055
"24",28,"E11_46",2.64941514270491
"1",28,"F11_46",2.84780146425978
"18",28,"B11_51",3.32529421973001
"17",28,"C11_51",3.63179405559869
"27",28,"D11_51",2.76255689515326
"18",28,"E11_51",2.91577991495989
"26",28,"F11_51",3.00670974058793
"anc4",28,"B11_56",2.97341722953448
"15",28,"C11_56",3.2614589507014
"10",28,"D11_56",2.75810174923328
"16",28,"E11_56",3.38511054708295
"24",34,"B11_61",4.14551755300181
"anc5",34,"C11_61",4.14425805114076
"11",34,"D11_61",4.92200316935791
"24",34,"E11_61",3.79757553709087
"1",34,"F11_61",4.32941188754715
"18",34,"B11_66",3.54231240664445
"17",34,"C11_66",4.65674980016781
"27",34,"D11_66",2.64311540541019
"18",34,"E11_66",3.24233162269455
"26",34,"F11_66",3.71578302656204
"anc4",34,"B11_71",4.01967129737754
"15",34,"C11_71",4.08784519325798
"10",34,"D11_71",3.71737143776659
"16",34,"E11_71",3.86975758442412
"24",40,"B11_76",0.342456465664904
"anc5",40,"C11_76",1.08877401722969
"11",40,"D11_76",0.126408082129919
"24",40,"E11_76",0.275498158215372
"1",40,"F11_76",0.283831894817915
"18",40,"B11_81",1.26204219833871
"17",40,"C11_81",0.574042288699128
"27",40,"D11_81",0.168429349150247
"18",40,"E11_81",1.25900701911107
"26",40,"F11_81",0.0919949732033357
"anc4",40,"B11_86",0.457741956593761
"15",40,"C11_86",0.597851528304536
"10",40,"D11_86",0.329648977325427
"16",40,"E11_86",0.269236687205045
"24",10,"B11_1",0.487226509486696
"anc5",10,"C11_1",0.322572215928725
"11",10,"D11_1",0.32227713363451
"24",10,"E11_1",0.210224806064948
"1",10,"F11_1",0.379107670988428
"anc4",10,"B11_11",0.343914875890563
"15",10,"C11_11",0.426969003460441
"10",10,"D11_11",0.494305678738497
"16",10,"E11_11",0.467448156767114
"18",10,"B11_6",0.389214149253316
"17",10,"C11_6",0.452243298109645
"27",10,"D11_6",0.355111453711538
"18",10,"E11_6",0.496062048005183
"26",10,"F11_6",0.292038022016509
