"population","rep.ID","Parameter","mean","Rhat","n.eff"
"anc5","anc5.B08","deviance",-14.3331732001289,1.00075895734633,6000
"anc5","anc5.B08","r_max",1.5823484366067,1.00087806741683,6000
"32","32.D08","K_s",1.41612151805591,1.00130705859678,4300
"32","32.D08","deviance",-12.1759316316951,1.00138075386568,4000
"32","32.D08","r_max",1.56393490328557,1.00130638634666,4300
"33","33.E08","K_s",1.89929938789564,1.00063073333675,6000
"33","33.E08","deviance",-10.3210802892913,1.00072198309779,6000
"33","33.E08","r_max",1.60255028306915,1.00071655177302,6000
"14","14.F08","K_s",1.06886739318312,1.0006651370018,6000
"14","14.F08","deviance",-6.5668217729233,1.00121633828844,4900
"14","14.F08","r_max",1.43693746059476,1.00082129195235,6000
"17","17.B08","K_s",1.06897069220206,1.00143644900329,3700
"17","17.B08","deviance",3.17436343668354,1.00121461267629,4900
"17","17.B08","r_max",1.51001667144214,1.00134911524381,4100
"2","2.C08","K_s",1.1866851844384,1.00074903487795,6000
"2","2.C08","deviance",-5.34337734232323,1.00134847275027,4100
"2","2.C08","r_max",1.5026022487451,1.00069896538029,6000
"35","35.D08","K_s",0.337475202091063,1.00144428177206,3900
"35","35.D08","deviance",-5.5122745235303,1.00065318854468,6000
