"","Sp.id","Sp.name","Study","RSE","RSE.mu","RSE.range","RSE.sd","T.min","T.min.min","T.min.max","T.min.na","T.max","T.max.min","T.max.max","T.max.na","T.opt","T.opt.min","T.opt.max","r.max","r.max.min","r.max.max","T.br.min","T.br.min.min","T.br.min.max","T.br.min.na","T.br.max","T.br.max.min","T.br.max.max","T.br.max.na","a","b","tmax","d.t","a.mod","b.mod","tmax.mod","d.t.mod"
"85",97,"Neoceratium furca","Baek et al. (2008)",0.0435265544820571,0.0758302342892981,0.0758302342892981,0.201975367996083,10.4056910133875,9.21324020551353,11.2633579495828,0,31.9512508064916,31.703908860546,32.2823525632719,0,24.7101796584588,24.2305356151095,25.3432651587026,0.560205365481702,0.52794560158398,0.595004443233483,16.1650009106257,15.5062628847968,16.8328082009923,0,30.172972279411,29.905997247927,30.4707113289046,0,0.0895970894633245,-0.828041525182372,35.006957078891,9.38583695336801,0.0895783540141745,-0.825310511531238,34.9790443188099,9.47195280956393
"86",98,"Neoceratium furca","Nordli (1957)",0.035151160382354,0.15048191315213,0.15048191315213,0.358382156311281,5.64804326171198,3.74939322837142,7.49549897849161,0,26.8579641003297,26.0604503797306,27.8374309980037,0,20.8671051963967,20.1315377729821,21.626905518911,0.24761287796042,0.216841481775419,0.272086126060769,12.6971877497729,11.5649540826958,14.2193745722804,0,25.4174119124248,24.8611655911222,26.1256030351609,0,0.135078762293473,-0.152388237922041,28.1232918768203,7.21801358997312,0.136420201980337,-0.151503290663421,28.0819911832255,7.16110067507711
"87",99,"Neoceratium fusus","Baek et al. (2008)",0.0600076181462434,0.114300225040464,0.114300225040464,0.335648834422635,10.1206916299803,7.9569163501154,11.7969067390397,0,31.9084757238992,31.5598474291683,32.3529135028132,0,25.7176799027748,24.6719764375485,26.830391838379,0.457884699269762,0.414360414310678,0.501617040264017,16.7590396199475,15.5899374630817,17.8566089560729,0,30.5071132062326,30.0726288557846,30.966035949407,0,0.0258519209719849,-1.297255374808,35.3269570396048,3.70632353356103,0.0255731039626452,-1.29044046368385,35.3953543154983,3.723409549089
"88",100,"Neoceratium fusus","Nordli (1957)",0.0551489575921815,0.272476464108717,0.272476464108717,0.745023399813716,3.93755771829988,2.17318353409162,5.39685327729987,0,27.0540386823764,25.6372951005416,28.5928876358481,0,18.4914720813461,17.2765588038521,19.6423847749123,0.186832375749349,0.160065250239696,0.21115010195769,9.31716818834462,8.44586101029179,10.375580555185,0,24.8656199089968,23.4529921691537,26.3295987032983,0,0.0595828316569982,-0.55285759173848,33,12.6268890614803,0.0589030075235103,-0.568463014174501,33,12.6268890614803
"89",101,"Neoceratium lineatum","Nordli (1957)",0.0234142388926436,0.100236220518478,0.112598687879649,0.295339021560339,2.54000389857682,0.317530481093724,3.81669299782895,0,26.0142333940649,25.7240684818098,28.4578847918141,0,22.9193151509618,21.3173522123238,23.4951661282643,0.252793362130436,0.224660868974316,0.281817578505691,12.3094834333709,10.7459833323366,13.5341723678264,0,25.5167887996127,25.2116503854563,27.014699988768,0,0.0118034383145115,-1.03112125083454,27.3640159324081,0.979352770818896,0.0114101337868788,-1.02510959502076,27,0.807553668719576
"90",102,"Neoceratium tripos","Montressor & Tomas (1988)",0.0056888171328746,0.0291036463215438,0.0911914255451632,0.247626137095486,-66.2633094945817,-82.0008477791418,-47.7524184094868,0,25.8271266361903,25.7456445014605,27.3639740443569,0,22.1258224062955,19.2448353262491,22.4076426533394,0.194425700878107,0.18788623582578,0.198754937350093,NA,NA,NA,1,25.353863476109,25.2435445576209,25.9971215049749,0,0.0023726657259849,-0.854921368328949,27.0002533897679,0.769184612068441,0.00229813903191255,-0.85453770954672,27,0.740701400560062
"91",104,"Nitzschia paleacea strain NT7","Renaud et al. (1995)",0.076959082310165,0.202523900816224,0.197330980282474,0.474820918700175,0.426037065712684,-9.31416937194653,5.02613647412075,0,29.9069954753645,29.475467831734,30.4724240804941,0,20.8550012878649,19.6053080872285,22.3537022609966,0.391397832820714,0.343072323142631,0.43232444041588,8.82378225036583,4.91311622725329,11.6972985191406,0,27.8244693454599,27.1889927157627,28.4696883267214,0,0.0258127673615173,-0.987645699637805,35.1185181870256,7.2667211520889,0.0273652002606251,-1.01358848289863,35.3808820869307,7.34388680720735
"92",105,"Odontella mobiliensis","Hulburt (1982)",0.153127420259787,0.113290343511761,0.113290343511761,0.28419889441899,12.0871801184646,10.2738593415859,13.4493240344493,0,34.7167416002202,34.4171418360653,35.1230211820609,0,27.4839416702341,27.0350600093595,28.0025551499041,1.30978473772456,1.19220365476474,1.44506460868259,18.4800602032565,17.477216963752,19.4188756370173,0,32.9628894678739,32.6526891526517,33.3045525624779,0,0.0713074149997486,-1.8064910366622,37.466214823013,7.7994019275434,0.0724496409645771,-1.81849823825016,37.6435179137478,7.8560459034241
"93",107,"Olisthodiscus luteus clone OLMS","Tomas (1978)",0.0909734869331399,0.0940838698456504,0.120631432311547,0.35985011612873,-6.44225296379665,-11.1023473160271,-3.11312141243283,0,35.9034067139509,35.802912163854,36.0396187138169,0,26.7713531968352,26.3916138854287,27.0885930672683,0.955526287709444,0.906854476349366,1.01413268297334,10.4511996015648,8.3663838317919,11.9188029714156,0,33.8928487078579,33.7948335381085,34.0075063284997,0,0.0270602120266576,-0.840462928951079,38,4.77995155702954,0.027007061790463,-0.836828529329509,38,4.77995155702954
"94",108,"Peridinium sp. 1","Barker (1935)",0.124126744084687,0.170722942193934,0.170722942193934,0.589162675603143,2.2940188903759,-1.87020173361254,5.51066980645262,0,29.3563508483273,28.3437081668952,30.3782811560844,0,20.6466212383072,19.3563909745427,21.6722173952864,0.564982165728785,0.494646812316861,0.64357753348519,9.90942991490065,7.04236538129341,11.8857517830307,0,27.2325290941499,26.4072361643302,28.2186744135687,0,0.0547485976151603,-0.910912523555502,33.0829559574455,9.26149202722627,0.0546163614326671,-0.933102873843843,33.3345509958873,9.36600740677893
