"","Sp.id","Sp.name","Parameter","est","se","p"
"1",62,"Thalassiosira allenii","a",0.0849184131462923,0.366301939855351,0.81902845386471
"2",62,"Thalassiosira allenii","b",-0.001,3.7881033706575,0.999791986362379
"3",62,"Thalassiosira allenii","tmax",25.6960484896998,22.1928442926292,0.260564754994837
"4",62,"Thalassiosira allenii","delta_t",8.65151514276678,7.21586104110484,0.244557479501845
"5",5,"Ceratium furca","a",0.0214968414676458,0.00745494929876025,0.00606369807270576
"6",5,"Ceratium furca","b",-1.25602290486625,0.129868814308947,1.85278965908961e-12
"7",5,"Ceratium furca","tmax",36.1114389921356,2.11481276736978,4.96051815854124e-21
"8",5,"Ceratium furca","delta_t",3.96066369296006,2.35774799087138,0.100074357492098
"9",6,"Ceratium fusus","a",0.014520267330409,0.0029113131840514,1.00471218723206e-05
"10",6,"Ceratium fusus","b",-1.15731841187934,0.0693184447644666,1.17253065215716e-20
"11",6,"Ceratium fusus","tmax",33.528717763738,0.584957980535769,5.55260412726291e-43
"12",6,"Ceratium fusus","delta_t",1.70214316388259,0.618013943444865,0.00852180787104849
"13",32,"Micractinium pusillum","a",0.0131958607965809,0.00396043443766172,0.00162804321263813
"14",32,"Micractinium pusillum","b",-1.10531709139202,0.0944656729515667,6.28771342088961e-16
"15",32,"Micractinium pusillum","tmax",48,6.75891712010426,4.16006249828775e-09
"16",32,"Micractinium pusillum","delta_t",4.13082315277144,4.16384929953067,0.325941100176247
"17",10,"Chroococcus minutus","a",0.0128438424747266,0.0295159572464385,0.668928260606621
"18",10,"Chroococcus minutus","b",-0.748822557964084,0.669823866908449,0.279142856614739
"19",10,"Chroococcus minutus","tmax",43,101.168637898164,0.676143861463397
"20",10,"Chroococcus minutus","delta_t",3.01170519052353,43.4799032785494,0.94558565816134
"21",47,"Planktothrix agardhii","a",0.158003142953918,0.165022346646295,0.349226533166582
"22",47,"Planktothrix agardhii","b",-0.001,0.89675067754727,0.999120774996757
"23",47,"Planktothrix agardhii","tmax",37.2005771892517,4.59342437038184,6.76230972344007e-08
"24",47,"Planktothrix agardhii","delta_t",6.28376100944897,6.28476632568852,0.328770293871895
"25",2,"Anabaena cylindrica","a",0.0161962586814772,0.00205933030517974,4.05643064817912e-10
"26",2,"Anabaena cylindrica","b",-1.05000767404416,0.0609432889153063,6.07870528306656e-22
"27",2,"Anabaena cylindrica","tmax",34,19.4205793046885,0.0865192615524239
"28",2,"Anabaena cylindrica","delta_t",0.680903630456664,6.63581434445227,0.918708737304539
"29",26,"Fragilaria bidens","a",0.0537515669794472,0.218230766281522,0.805862645996223
"30",26,"Fragilaria bidens","b",-0.885527268497655,3.26287316583457,0.786549768104718
"31",26,"Fragilaria bidens","tmax",37.0678952132232,10.2095276705135,0.000415508618737092
"32",26,"Fragilaria bidens","delta_t",10.1893423867988,19.1775147959653,0.596173033058795
"33",36,"Monoraphidium minutum","a",0.030191121756695,0.00553228811121404,2.93412476689236e-06
"34",36,"Monoraphidium minutum","b",-1.36829482497181,0.217749736479324,2.09015332754696e-07
"35",36,"Monoraphidium minutum","tmax",37.2129581284113,6.76440199022475,2.54971579299038e-06
"36",36,"Monoraphidium minutum","delta_t",1.47939242791138,4.57806447541137,0.748309481330099
"37",9,"Chlorella vulgaris","a",0.0717798055221793,0.0778172905827228,0.362132235673825
"38",9,"Chlorella vulgaris","b",-0.437035729776423,1.2897953507058,0.736594727444282
"39",9,"Chlorella vulgaris","tmax",42.6140736842476,9.10469949682285,3.58350319652462e-05
"40",9,"Chlorella vulgaris","delta_t",11.7246085227925,5.48474359205225,0.0390370834989708
"41",29,"Fragilaria crotonensis","a",0.0682105602561624,0.0303183107018247,0.0295128228214093
"42",29,"Fragilaria crotonensis","b",-0.422414939862018,0.462028895870992,0.365562917129219
"43",29,"Fragilaria crotonensis","tmax",39.652843918504,3.57212062119597,2.42162927768016e-14
"44",29,"Fragilaria crotonensis","delta_t",12.5512230485721,2.67267404877945,2.61209782505519e-05
"45",56,"Staurastrum pingue","a",0.0673546511888166,0.0853513909533419,0.434356854925259
"46",56,"Staurastrum pingue","b",-0.428415316974027,1.23859442754474,0.731113305066703
"47",56,"Staurastrum pingue","tmax",41.9763090648251,11.4761599132279,0.000689713640482324
"48",56,"Staurastrum pingue","delta_t",12.8326918315149,8.53279269328898,0.13991033981538
"49",1,"Acutodesmus obliquus","a",0.185934282385648,0.0376269668957625,1.59348297926347e-05
"50",1,"Acutodesmus obliquus","b",-0.272729862047645,0.184127512171636,0.146798036112857
"51",1,"Acutodesmus obliquus","tmax",37.4607548900108,0.979838963167789,6.11727804191337e-32
"52",1,"Acutodesmus obliquus","delta_t",5.35442768834778,1.05332565102363,1.02301206434485e-05
"53",45,"Phaeodactylum tricornutum","a",0.0319284638494602,0.0604739397422607,0.601997206515812
"54",45,"Phaeodactylum tricornutum","b",-0.867031929926098,1.2448122082669,0.492286172712832
"55",45,"Phaeodactylum tricornutum","tmax",29.6086450804543,15.81239093878,0.0724256854409404
"56",45,"Phaeodactylum tricornutum","delta_t",2.75722593437041,12.6383381176332,0.829004882860448
"57",8,"Chaetoceros deflandrei","a",0.00955144144533185,0.0058749964381438,0.117057745355411
"58",8,"Chaetoceros deflandrei","b",-0.643051127590432,0.0533681186815465,1.14801007199008e-11
"59",8,"Chaetoceros deflandrei","tmax",16.3754516782288,0.224826322921551,1.1243994431178e-29
"60",8,"Chaetoceros deflandrei","delta_t",0.465404202973273,0.280386338094701,0.109952967519198
"61",14,"Corethron criophilum","a",0.0605464885415811,7.52883629344674,0.993689507321531
"62",14,"Corethron criophilum","b",-0.501788556570006,61.6105491564333,0.993609016369204
"63",14,"Corethron criophilum","tmax",11.9770062271933,322.135469990735,0.970831763912431
"64",14,"Corethron criophilum","delta_t",6.55658714590345,235.166275304456,0.978124905437239
"65",38,"Nitzschia cylindrus","a",0.001,0.0105758631861422,0.92560926908234
"66",38,"Nitzschia cylindrus","b",-0.575670753603766,0.0458889234836182,6.17879902918802e-11
"67",38,"Nitzschia cylindrus","tmax",10.5194307562311,0.274331841463206,3.35714270487792e-20
"68",38,"Nitzschia cylindrus","delta_t",0.609458508974052,0.331595143876124,0.0809700032308134
"69",39,"Nitzschia kerguelensis","a",0.0406276041823102,0.0191616631702291,0.0499665498278061
"70",39,"Nitzschia kerguelensis","b",-0.670616524886896,0.0262097911033648,2.08281648775704e-14
"71",39,"Nitzschia kerguelensis","tmax",9.22916359283787,0.292038132192182,7.55683344930912e-16
"72",39,"Nitzschia kerguelensis","delta_t",1.73048131770793,0.590479434695097,0.00979723932969661
"73",40,"Nitzschia turgiduloides","a",0.109506353740731,1.56789212800458,0.945012219700844
"74",40,"Nitzschia turgiduloides","b",-0.550804741486294,7.48417649865234,0.942063024091408
"75",40,"Nitzschia turgiduloides","tmax",10.5695304245155,15.1896701680014,0.494538338888458
"76",40,"Nitzschia turgiduloides","delta_t",3.89024968501696,24.0170684270248,0.872948001777167
"77",57,"Stellarima microtrias","a",0.0964099390966699,0.667628300106382,0.887576310949961
"78",57,"Stellarima microtrias","b",-0.001,4.60776572854947,0.999830405309246
"79",57,"Stellarima microtrias","tmax",9.97705496638846,28.5860624812808,0.733123304836359
"80",57,"Stellarima microtrias","delta_t",6.32678566178229,0.866432475608008,9.44954931233209e-06
"81",59,"Synedra sp.","a",0.016876034631985,0.00822756039063178,0.0627431905382968
"82",59,"Synedra sp.","b",-0.731970275571224,0.0261801065821866,2.71188228312081e-12
"83",59,"Synedra sp.","tmax",8.80063132489091,0.193311545628692,8.2292016896254e-15
"84",59,"Synedra sp.","delta_t",0.774413816274837,0.217343267627237,0.00390161473457943
"85",60,"Synura sphagnicola","a",0.065271177059719,0.36523162390153,0.858932195107167
"86",60,"Synura sphagnicola","b",-0.778530168790182,4.43508422349602,0.861410250149399
"87",60,"Synura sphagnicola","tmax",28,24.5789424257885,0.260398321806746
"88",60,"Synura sphagnicola","delta_t",9.31327643382518,7.37038845586765,0.212602906296552
"89",21,"Dactyliosolen fragilissimus","a",0.0574660848516069,1.16472995509045,0.961461201311557
"90",21,"Dactyliosolen fragilissimus","b",-0.933040009008114,13.4727752754799,0.945928310275186
"91",21,"Dactyliosolen fragilissimus","tmax",35.3329268276688,23.3032331381345,0.155354286763477
"92",21,"Dactyliosolen fragilissimus","delta_t",8.78221856100118,115.305857123355,0.940543287680249
"93",50,"Rhizosolenia fragilissima","a",0.0683724414670396,0.332991245616529,0.842444169689813
"94",50,"Rhizosolenia fragilissima","b",-0.529001752311363,4.80501828461063,0.915046848392228
"95",50,"Rhizosolenia fragilissima","tmax",33,22.9847740327182,0.189001184363403
"96",50,"Rhizosolenia fragilissima","delta_t",9.68566796158126,4.37458824788218,0.0577130020872489
"97",18,"Cryptomonas sp. 1","a",0.145041381220021,0.0227034197456806,1.67405271168632e-08
"98",18,"Cryptomonas sp. 1","b",-0.100518331995732,0.0938839469110655,0.288050628667963
"99",18,"Cryptomonas sp. 1","tmax",26.516003902116,0.608850684362102,6.34693912005604e-52
"100",18,"Cryptomonas sp. 1","delta_t",6.69662626713022,0.914650124730658,3.46616384785691e-10
