pops,temp,well.rep,r.log,r.log.cln,r.exp.ln,r.exp.log,r.40.ln
cc1690,40,E05_86,-6.215596742427456,-4.245746474144554,-1.3079441207121631,NA,3.3885241116488247
cc1690,40,F07_86,-6.51128314231204,-4.454823166037711,-0.6101057809765899,NA,3.3885241116488247
cc1690,10,B04_11,0.774795645747398,0.7768446467856226,0.2930170532433359,0.44285606701591074,NA
cc1690,10,C05_11,0.5695111501130967,0.569511151471459,0.331787132924334,0.432006660410175,NA
cc1690,10,E05_11,0.5202050356219231,0.5435844634042667,0.4019396104306453,0.5150286485991777,NA
cc1690,10,F07_11,0.5394862288686338,0.5394862268158243,0.36478283290101715,0.4341765144310377,NA
5,16,B09_26,1.2039713548502307,1.2039713537897359,0.7708033455193057,1.0699892978352352,NA
5,16,C04_26,2.540990765518392,2.5857529133275285,0.6474105873346867,1.0755855125259055,NA
5,16,D06_26,1.5792298891155125,1.7239392941151679,0.5640581087470067,1.1827342492129513,NA
5,16,E10_26,1.9621230914071754,1.9717667158795456,0.6582499234279359,0.9468193292830984,NA
5,22,B09_41,0.916560125705304,0.9165599966441614,1.7601001096926416,2.764408092236641,NA
5,22,C04_41,0.8477210264066504,0.8477234862817504,1.7510907946396006,3.5614129336359577,NA
5,22,D06_41,0.904208368333634,0.9365726361748603,1.8570890381042175,2.774316912990813,NA
5,22,E10_41,0.8248786741128616,0.8790067313110234,1.9024326048477695,2.985456550509974,NA
5,28,B09_56,1.5328643168074774,1.9039195587928186,2.854857271537386,23.998224037116454,NA
5,28,C04_56,2.1796176061718273,1.7042448970314636,3.438964076926243,5.0539475867868395,NA
5,28,D06_56,0.8783969569493095,0.9393307666808237,3.0002516464794677,7.596578108514462,NA
5,28,E10_56,2.1630183617045318,1.474092618574325,2.836826133594516,3.0047323816840183,NA
5,34,B09_71,1.4222175450549377,1.422217541280857,4.675160899910225,7.485128303750445,NA
5,34,C04_71,1.726984097563457,1.6506616897035304,4.113981070117337,6.674873614708314,NA
5,34,D06_71,0.848806722405106,0.848805215717444,4.062806696772028,5.601951713608723,NA
5,34,E10_71,1.054367129834663,1.0543664069334564,4.365577619875856,7.045334628660821,NA
5,40,B09_86,-6.059207350937797,-4.728457136343119,-0.28369505520991944,NA,3.3885241116488247
5,40,C04_86,-6.351329408662477,-4.854015151596877,-0.4173431812154209,NA,3.3885241116488247
5,40,D06_86,-7.042395939941599,-5.350435390994808,-0.12733286617317321,NA,3.3885241116488247
5,40,E10_86,-5.46976452692228,-4.709975273078891,-0.5412740439450286,NA,3.3885241116488247
5,10,B09_11,0.484896762002958,0.48489676123105013,0.3821635639745692,0.4438201279224876,NA
5,10,C04_11,0.6202030597325356,0.6360103448416019,0.4459862727044827,0.5568815906567871,NA
5,10,D06_11,0.7198515583151603,0.7460002409072244,0.48909497669114355,0.5334703910591962,NA
5,10,E10_11,0.8485960451146358,0.8485960759599182,0.48335625059913456,0.7496261286198166,NA
16,16,B05_26,1.240371776283134,1.240371622976962,1.131240623787943,5.995528934201016,NA
16,16,C08_26,1.2264812586524518,1.2264813951625102,1.418074031448504,3.13209502729137,NA
16,16,E04_26,1.221131750093541,1.2211317413870615,1.1975710831958917,4.329647186496333,NA
16,16,E11_26,1.0475802351817842,1.0475808948497185,1.0935628729855844,1.6179950715207805,NA
16,22,B05_41,0.5897240413059395,0.589721023082301,2.381053078513545,5.0037155161934415,NA
16,22,C08_41,0.669252011631869,0.6692530532221587,2.2680545816940283,5.0996473809841945,NA
16,22,E04_41,0.7357295104161969,0.735727252661952,2.358060475229845,4.527107147935032,NA
16,22,E11_41,0.7291620705718842,0.7291603956701849,2.200190084439005,3.08119927277069,NA
16,28,B05_56,0.6858399225154811,0.6858395353969584,3.1411082528016916,3.874478085854094,NA
16,28,C08_56,1.4350227542437035,1.4350092541134243,3.907810385671922,4.248072933493162,NA
16,28,E04_56,1.0643833741762494,1.023702257535394,3.787064997015081,4.780827795844591,NA
16,28,E11_56,1.6051900820821767,1.6910535941089742,3.4425221863557276,3.1856603363347107,NA
16,34,B05_71,2.007172937428842,2.0072302453926953,3.7294750675064505,7.5904823486191795,NA
16,34,C08_71,1.4645624412827536,1.4645711429102175,4.078263702930578,5.004118118226511,NA
16,34,E04_71,1.1902047866338497,1.190203930501942,4.097806475962112,6.82290969179583,NA
16,34,E11_71,1.471303733617621,1.4712994758573454,4.430804856414927,7.0296434419744385,NA
16,40,B05_86,-4.514287828666375,-5.751568160387308,0.14191260918885723,NA,3.3885241116488247
16,40,C08_86,-7.600417389722787,-5.903764419559309,-0.3067082395470347,NA,3.3885241116488247
16,40,E04_86,-4.027700881115916,-2.401304402762894,-0.44035636555253604,NA,3.3885241116488247
16,40,E11_86,-5.7837909251827435,-4.964454949777349,-0.6425371072837284,NA,3.3885241116488247
16,10,B05_11,1.0302322899218008,1.0302284441372016,0.5656452816821673,1.9134996667133923,NA
16,10,C08_11,0.8580063748591508,0.8580062184447643,0.5124259557156462,1.0642671821029215,NA
16,10,E04_11,0.8756800580728036,0.8757275610991129,0.5638115489880073,2.1501716473634964,NA
16,10,E11_11,0.8024234343904124,0.8024233011247287,0.4719055932170265,1.4471850494128833,NA
23,16,B06_16,1.0752956637008333,1.075295401752098,1.4597517707576406,1.7970385775637592,NA
23,16,C10_16,1.0503933314482081,1.0503921077664387,1.7143809411781057,2.2234433900125308,NA
23,16,E05_16,1.1458745938167232,1.2208594329493874,1.2808945510774987,1.9994848280923356,NA
23,16,F10_16,1.1656232022436734,1.1656231284524055,1.2893210474143924,1.817266585739482,NA
23,22,B06_31,0.8070378128511415,0.8070379648982091,2.3423485352110784,5.109751398840744,NA
23,22,C10_31,0.9171319659435958,0.917131997338233,2.2871570281014857,4.064778556472748,NA
23,22,E05_31,0.8504925389537713,0.8504918615798785,2.446975453897941,5.72658208102812,NA
23,22,F10_31,0.8710112400513537,0.8306563284717712,2.5464858349000745,5.7348859818971185,NA
23,28,B06_46,1.8814136206896845,1.3783154469887426,3.544493352012595,11.56382643197304,NA
23,28,C10_46,2.1163348645715514,1.5473755433182035,3.65428831755749,9.892983075425379,NA
23,28,E05_46,1.485448147469412,1.280737560750019,2.9630827882603517,26.755063148923025,NA
23,28,F10_46,-0.15149248205374094,3.816512107256081e-5,3.375100302897781,36.711879098535455,NA
