"","Pop.fac","Pop.num","unique.id","T.µ.max","T.br","I.µ.max","I.comp","N.µ.max","N.comp","P.µ.max","P.comp","S.µ.max","S.c","mean.N.µg.l","mean.P.µg.l","chl.a","chl.b","luthein","pig.PC","bio.vol","Anc","Evol"
"82","5",28,"28.C04",4.73888515089576,19.0741783852512,1.15753743164308,0.100366889802085,0.995052253788954,0.127962171398043,1.216612479,0.786051973080455,2.53116048044675,2.65904145197931,197.225,38.695,5.6209,3.1514,0.7712,-1.94022603227714,432.7539089,"anc5","C"
"83","5",28,"28.D06",2.42131165220976,20.3516182927898,1.40436344680588,0.0915010063656441,1.08638130336046,0.16310984805746,1.225789913,0.692088145284655,2.53116048044675,2.65904145197931,197.225,38.695,5.6209,3.1514,0.7712,-1.94022603227714,432.7539089,"anc5","C"
"84","5",28,"28.E10",1.49497663079558,20.1084861201906,1.25976318705008,0.0724966979119241,1.00826427177943,0.133896223079696,1.48647392,0.633880081928417,2.53116048044675,2.65904145197931,197.225,38.695,5.6209,3.1514,0.7712,-1.94022603227714,432.7539089,"anc5","C"
"85","6",29,"29.C02",3.8858602578084,18.1513135848456,1.20986423214809,0.111283094455038,1.25498530679924,0.206341485661296,1.598960795,1.20501116134358,1.43131796150926,6.13173792373333,289.25,62.5,1.3731,0.672,0.4053,-3.57645812263556,369.5942831,"cc1690","P"
"86","6",29,"29.C09",3.7888304103499,18.5857674624831,1.25970134077363,0.0968129770751931,1.29607481078686,0.280850765883258,1.473613389,1.36048145229175,1.43131796150926,6.13173792373333,289.25,62.5,1.3731,0.672,0.4053,-3.57645812263556,369.5942831,"cc1690","P"
"87","6",29,"29.E09",3.57470660633676,17.8331836393444,1.39925533676511,0.0881624912722287,1.22843955687699,0.597486860661909,1.443746516,1.28491956351493,1.43131796150926,6.13173792373333,289.25,62.5,1.3731,0.672,0.4053,-3.57645812263556,369.5942831,"cc1690","P"
"88","6",29,"29.F04",3.822375446936,18.3932914032132,1.30787429726583,0.0918828411012474,1.27669805720545,0.403977432635032,1.336421143,3.47054284100206,1.43131796150926,6.13173792373333,289.25,62.5,1.3731,0.672,0.4053,-3.57645812263556,369.5942831,"cc1690","P"
"89","11",3,"3.B07",5.49379860536058,18.0963510846839,1.20475520066355,0.101601388520584,1.49822154527045,0.263631478005828,1.437651068,2.12114760618629,1.10210393992995,4.13593597925878,276.805,46.585,10.7846,4.4457,0.9211,-0.825511920732416,428.1970628,"anc4","N"
"90","11",3,"3.C07",3.77394637811637,18.5017046689244,0.865104832247555,0.0554435705755056,1.43412903769012,0.274275059133683,1.666715702,0.847262654749325,1.10210393992995,4.13593597925878,276.805,46.585,10.7846,4.4457,0.9211,-0.825511920732416,428.1970628,"anc4","N"
"91","11",3,"3.D11",3.96054259602289,18.8478502980019,1.58706925237604,0.153843688021475,1.3322692244093,0.284123223541042,1.444345497,0.790157639672958,1.10210393992995,4.13593597925878,276.805,46.585,10.7846,4.4457,0.9211,-0.825511920732416,428.1970628,"anc4","N"
"92","11",3,"3.G02",4.30339124450322,17.6779150493938,0.925859411481421,0.0643867740272302,1.54875350712076,0.412679478315643,1.557595654,0.700235760347468,1.10210393992995,4.13593597925878,276.805,46.585,10.7846,4.4457,0.9211,-0.825511920732416,428.1970628,"anc4","N"
"93","7",30,"30.B08",4.44656490605818,18.1717071831859,1.34798646964799,0.0816485180233045,1.24865779730522,0.215554939265139,1.506337929,0.759949657803675,0.931140049809857,5.21649008034808,490.68,90.07,10.1738,4.6335,0.9803,-0.756302228978485,450.7877336,"anc3","B"
"94","7",30,"30.C07",5.3481814625786,18.2344584549569,1.32790077548823,0.0871513500967906,1.21270691230034,0.191356102043631,1.348274014,0.67206525891303,0.931140049809857,5.21649008034808,490.68,90.07,10.1738,4.6335,0.9803,-0.756302228978485,450.7877336,"anc3","B"
"95","7",30,"30.D10",3.94780986741773,17.6818552629245,1.28807722364516,0.0736200124848725,1.09278628432854,0.276026311459361,1.356411842,0.758666517717163,0.931140049809857,5.21649008034808,490.68,90.07,10.1738,4.6335,0.9803,-0.756302228978485,450.7877336,"anc3","B"
"96","7",30,"30.F03",3.33860800152749,18.158152998645,0.861997807003182,0.0370437510351495,1.32393881647097,0.445668314299932,1.453180642,1.04307771938813,0.931140049809857,5.21649008034808,490.68,90.07,10.1738,4.6335,0.9803,-0.756302228978485,450.7877336,"anc3","B"
"97","8",31,"31.B05",5.88799973397878,17.7607624932243,1.53170427301762,0.513047757186657,1.32790959243437,0.178845364543932,1.869284581,0.53015621346006,1.74533787035465,3.76666361975673,277.795,57.37,5.5987,2.3308,0.4556,-2.62254214283273,369.5942831,"anc4","P"
