"","Sp.id","Sp.name","Parameter","est","se","p"
"215",54,"Selenastrum minutum","tmax",40,24.1864137946471,0.346218775039557
"216",54,"Selenastrum minutum","delta_t",2.32411956671794,12.1172193181666,0.879359539082597
"217",55,"Skeletonema costatum","a",0.164919078098378,0.306558799535655,0.685790373757355
"218",55,"Skeletonema costatum","b",0,1.09993427289614,1
"219",55,"Skeletonema costatum","tmax",27,16.1945469460995,0.343947190463806
"220",55,"Skeletonema costatum","delta_t",5.7992640787532,9.17251536959343,0.641079347725891
"221",56,"Staurastrum pingue","a",0.0737957479624233,0.119444968022764,0.599668681080942
"222",56,"Staurastrum pingue","b",-0.256136347506095,1.72814242872302,0.89576715806023
"223",56,"Staurastrum pingue","tmax",40,12.6849785587006,0.0875608000385968
"224",56,"Staurastrum pingue","delta_t",11.862706211247,10.3194681701447,0.369242874547505
"225",57,"Stellarima microtrias","a",0.0639292888552257,NA,NA
"226",57,"Stellarima microtrias","b",-0.0348579311095917,NA,NA
"227",57,"Stellarima microtrias","tmax",10.1431612893934,NA,NA
"228",57,"Stellarima microtrias","delta_t",6.29125389089392,NA,NA
"229",58,"Synechocystis minima","a",0.152910576135636,0.0504348583902694,0.0937428148196182
"230",58,"Synechocystis minima","b",0,0.199848981585291,1
"231",58,"Synechocystis minima","tmax",40,3.00823313094592,0.0056083804087627
"232",58,"Synechocystis minima","delta_t",6.49208529603896,2.06130381649245,0.0877467441877418
"233",59,"Synedra sp.","a",0.0251944625014438,NA,NA
"234",59,"Synedra sp.","b",-0.72527112132713,NA,NA
"235",59,"Synedra sp.","tmax",8.84466536274788,NA,NA
"236",59,"Synedra sp.","delta_t",0.918189354053458,NA,NA
"237",60,"Synura sphagnicola","a",0.0989135909077407,0.0729008519646928,0.267905499246998
"238",60,"Synura sphagnicola","b",-0.707787408695134,0.791674496222655,0.437175780030864
"239",60,"Synura sphagnicola","tmax",25,2.98068431593987,0.00355474676629184
"240",60,"Synura sphagnicola","delta_t",7.28879342883645,0.453436538384467,0.000523643225595637
"241",61,"Tetraselmis sp.","a",0.10136824112669,0.225582880883298,0.697173104350848
"242",61,"Tetraselmis sp.","b",0,1.77454507015927,1
"243",61,"Tetraselmis sp.","tmax",34,17.7007184242307,0.194717602382053
"244",61,"Tetraselmis sp.","delta_t",9.45800634355585,17.2620212551993,0.638735893927438
"245",62,"Thalassiosira allenii","a",0.0220934058949071,NA,NA
"246",62,"Thalassiosira allenii","b",-0.339628540270719,NA,NA
"247",62,"Thalassiosira allenii","tmax",25,NA,NA
"248",62,"Thalassiosira allenii","delta_t",2.01037263922785,NA,NA
"249",63,"Thalassiosira curviseriata","a",0.0379582224692272,NA,NA
"250",63,"Thalassiosira curviseriata","b",-0.742373564315161,NA,NA
"251",63,"Thalassiosira curviseriata","tmax",25,NA,NA
"252",63,"Thalassiosira curviseriata","delta_t",1.40052135529248,NA,NA
