"","Grad","Pop.fac","Pop.num","Parameter","mean","Rhat","n.eff"
"117","Nitrogen limitation","7",30,"K_s",6.72456293701236,1.00188192682023,2500
"118","Nitrogen limitation","7",30,"deviance",-28.1941609571029,1.00117989803819,5100
"119","Nitrogen limitation","7",30,"r_max",1.44451783356168,1.00121131903203,4900
"120","Nitrogen limitation","7",30,"sigma",0.173208794795074,1.00059161696563,6000
"121","Nitrogen limitation","8",31,"K_s",2.61557181679661,1.00126669486282,4600
"122","Nitrogen limitation","8",31,"deviance",-42.8639824534798,1.00160260657819,3200
"123","Nitrogen limitation","8",31,"r_max",1.40121154185011,1.00116050312978,5300
"124","Nitrogen limitation","8",31,"sigma",0.144181797169835,1.00156323581544,3300
"125","Nitrogen limitation","9",32,"K_s",7.73701126030435,1.00100593008359,6000
"126","Nitrogen limitation","9",32,"deviance",-28.0472188888486,1.00107444258168,6000
"127","Nitrogen limitation","9",32,"r_max",1.58427069671698,1.00081670233499,6000
"128","Nitrogen limitation","9",32,"sigma",0.173842821059986,1.00108178545368,6000
"129","Nitrogen limitation","anc2",33,"K_s",6.48415087433122,1.00099675452018,6000
"130","Nitrogen limitation","anc2",33,"deviance",-24.1997780180293,1.0016080785422,3200
"131","Nitrogen limitation","anc2",33,"r_max",1.57371107081882,1.00124204521618,4700
"132","Nitrogen limitation","anc2",33,"sigma",0.181992477838575,1.00101845784954,6000
"133","Nitrogen limitation","anc3",34,"K_s",7.09527263388726,1.00076403865898,6000
"134","Nitrogen limitation","anc3",34,"deviance",-16.01723838067,1.0008154136136,6000
"135","Nitrogen limitation","anc3",34,"r_max",1.47740588234456,1.00078838361736,6000
"136","Nitrogen limitation","anc3",34,"sigma",0.202502649581719,1.00057816009197,6000
"137","Nitrogen limitation","anc4",35,"K_s",5.31674353385891,1.00095373518377,6000
"138","Nitrogen limitation","anc4",35,"deviance",-29.0231012674784,1.00084549975447,6000
"139","Nitrogen limitation","anc4",35,"r_max",1.4028138882877,1.00081466278091,6000
"140","Nitrogen limitation","anc4",35,"sigma",0.171606521028103,1.00112012718569,5600
"141","Nitrogen limitation","anc5",36,"K_s",7.9074135717172,1.00090976552827,6000
"142","Nitrogen limitation","anc5",36,"deviance",-27.2428338235294,1.00074473993074,6000
"143","Nitrogen limitation","anc5",36,"r_max",1.51834336009329,1.00084520164721,6000
"144","Nitrogen limitation","anc5",36,"sigma",0.175518525018653,1.00097187373662,6000
"145","Nitrogen limitation","cc1690",37,"K_s",6.34657261965508,1.00061658353989,6000
"146","Nitrogen limitation","cc1690",37,"deviance",-41.9946506577627,1.00083623133904,6000
"147","Nitrogen limitation","cc1690",37,"r_max",1.48736066414876,1.00074058326215,6000
"148","Nitrogen limitation","cc1690",37,"sigma",0.146184346335356,1.00070031685923,6000
