"","Pop.id","Parameter","mean","Rhat","n.eff"
"936",156,"deviance",6.68239796910925,1.00133009678924,2400
"937",157,"cf.a",0.0496616199258085,1.00509175090178,1800
"938",157,"cf.b",-0.51996115666592,1.00297821144623,2000
"939",157,"cf.delta_t",6.51277387675167,1.00123412134405,2700
"940",157,"cf.sigma",0.521436568087839,1.00057837332289,3000
"941",157,"cf.tmax",31.9105941789955,1.09680020100975,500
"942",157,"deviance",2.40779246663017,1.0005332476119,3000
"943",158,"cf.a",0.0458749491119538,1.00340980171825,3000
"944",158,"cf.b",-0.34906833614202,1.00060048688634,3000
"945",158,"cf.delta_t",6.21862709010196,1.00094165390948,3000
"946",158,"cf.sigma",0.32143538812701,1.00141242689133,2200
"947",158,"cf.tmax",36.0264057986431,1.1023183355331,2600
"948",158,"deviance",-0.210199302904427,1.00129684670215,2500
"949",159,"cf.a",0.049761724678163,1.00072580433933,3000
"950",159,"cf.b",-0.458820160969929,1.00068517675913,3000
"951",159,"cf.delta_t",6.31583509352207,1.00226237493778,1100
"952",159,"cf.sigma",0.242685348698884,1.00121761102749,2800
"953",159,"cf.tmax",36.0864752537336,1.00493789363353,840
"954",159,"deviance",-3.48035003842885,1.00121126008786,2800
"955",160,"cf.a",0.0268951380843624,1.00100071899209,3000
"956",160,"cf.b",-0.227635913729896,1.00063961143279,3000
"957",160,"cf.delta_t",3.07889102664347,1.00263237942532,940
"958",160,"cf.sigma",0.171610768789307,1.00133286808336,2400
"959",160,"cf.tmax",35.5552525788334,1.02043942092726,3000
"960",160,"deviance",-11.6634911653148,1.00123151100065,2700
"961",161,"cf.a",0.0486094395169393,1.00116310435069,3000
"962",161,"cf.b",-0.538306844436564,1.00068796314957,3000
"963",161,"cf.delta_t",6.4364662440301,1.00057000888482,3000
"964",161,"cf.sigma",0.25287210549371,1.00070192505644,3000
"965",161,"cf.tmax",36.3549341051566,1.04973165129355,1100
"966",161,"deviance",-3.16909262638179,1.00160535527939,1800
"967",162,"cf.a",0.0477298684342002,1.00074269400207,3000
"968",162,"cf.b",-0.297112497632332,1.00247148419126,3000
"969",162,"cf.delta_t",6.69602096647699,1.00199572632724,1600
"970",162,"cf.sigma",0.226721970338479,1.00512734207254,620
"971",162,"cf.tmax",35.7686312273496,1.2690368129261,1500
"972",162,"deviance",-4.23539883626676,1.00515584925169,790
"973",163,"cf.a",0.0636010535773508,1.00100792948059,3000
"974",163,"cf.b",-0.801104820055888,1.00076233201924,3000
"975",163,"cf.delta_t",7.84484760161425,1.00715506251501,2200
"976",163,"cf.sigma",0.203707757693523,1.00085384115301,3000
"977",163,"cf.tmax",41.2034508250461,1.00070772218136,3000
"978",163,"deviance",-5.49264922558728,1.00133353594973,2400
"979",164,"cf.a",0.0518178370015463,1.0078232534282,3000
"980",164,"cf.b",-0.86263544043457,1.00260800244962,950
"981",164,"cf.delta_t",5.40594724890411,1.00124137389537,2700
"982",164,"cf.sigma",0.452938266764249,1.0007165258071,3000
"983",164,"cf.tmax",41.1433582788126,1.13540334380408,2100
"984",164,"deviance",5.88458190066487,1.00050215606067,3000
"985",165,"cf.a",0.0482340475537719,1.0031143890415,3000
"986",165,"cf.b",-0.475230221996413,1.0015026141423,2000
"987",165,"cf.delta_t",8.6326564297017,1.0034432714102,970
"988",165,"cf.sigma",0.591785651340819,1.00133118692727,2400
"989",165,"cf.tmax",40.8156834111516,1.082128525672,1100
"990",165,"deviance",10.0216095006023,1.00096882441906,3000
"991",166,"cf.a",0.0451829143352307,1.00116349067476,3000
"992",166,"cf.b",-0.386747908264666,1.00200731302751,1800
"993",166,"cf.delta_t",8.829464483906,1.00075881808058,3000
"994",166,"cf.sigma",0.639284726844719,1.00065963736493,3000
"995",166,"cf.tmax",40.459503718486,1.03583922448354,3000
"996",166,"deviance",10.934682675726,1.00060453211347,3000
"997",167,"cf.a",0.050798016369498,1.00570624423988,3000
"998",167,"cf.b",-0.648519646032159,1.00114172819876,3000
"999",167,"cf.delta_t",6.59215268319629,1.0012030610802,3000
"1000",167,"cf.sigma",0.52887912644359,1.00180435418707,1500
"1001",167,"cf.tmax",36.8171197535856,1.01950721497289,3000
"1002",167,"deviance",5.91401332504058,1.00201546625434,1300
"1003",168,"cf.a",0.0527120268456609,1.00821466455712,510
"1004",168,"cf.b",-1.25735160351017,1.00159044771768,1800
"1005",168,"cf.delta_t",8.02870512855601,1.00054205429766,3000
"1006",168,"cf.sigma",0.676756738239551,1.00178138012203,1600
"1007",168,"cf.tmax",37.3689765536444,1.00976515177315,3000
"1008",168,"deviance",11.8030775410729,1.00121548023279,2800
"1009",169,"cf.a",0.0582854519997459,1.00241538052525,3000
"1010",169,"cf.b",-1.00583373956435,1.00111813678257,3000
"1011",169,"cf.delta_t",6.93799743384306,1.00135629302458,2300
"1012",169,"cf.sigma",0.542923749905322,1.00181459305899,1500
"1013",169,"cf.tmax",38.00180684713,1.06817983353672,3000
"1014",169,"deviance",13.952938355413,1.00127077474642,2600
"1015",170,"cf.a",0.0734360499717446,1.0041989062726,3000
"1016",170,"cf.b",-1.47688735113008,1.00051377140504,3000
"1017",170,"cf.delta_t",6.89879366839848,1.00917478873785,3000
"1018",170,"cf.sigma",0.367230736824003,1.00146466577469,2100
"1019",170,"cf.tmax",37.9976395070649,1.00064836745705,3000
"1020",170,"deviance",5.94013771462366,1.00128828837539,2500
