"","population","population.number","percentage","well.ID","r.exp"
"590","24",15,50,"D02_22",1.63774999346873
"591","24",15,50,"E06_22",1.33009658880249
"592","24",15,50,"E11_22",1.4870180645168
"593","24",15,70,"B11_25",1.55593615917641
"594","24",15,70,"D02_25",1.42694547024291
"595","24",15,70,"E06_25",1.49218642544137
"596","24",15,70,"E11_25",1.39334823424714
"597","24",15,100,"B11_28",1.49002734238842
"598","24",15,100,"D02_28",1.4470266175984
"599","24",15,100,"E06_28",1.25951336861477
"600","24",15,100,"E11_28",1.47416402069976
"601","25",16,0.1,"B02_1",0.0319579183010381
"602","25",16,0.1,"C05_1",0.158996849420997
"603","25",16,0.1,"E03_1",0.0398330546075707
"604","25",16,0.1,"F02_1",0.0171935803080344
"605","25",16,0.6,"B02_4",0.000471906760195264
"606","25",16,0.6,"C05_4",0.132583048070366
"607","25",16,0.6,"E03_4",0.052942869430876
"608","25",16,0.6,"F02_4",0.118576395584617
"609","25",16,2,"B02_7",0.168276895053024
"610","25",16,2,"C05_7",0.336258316513078
"611","25",16,2,"E03_7",0.633931498073011
"612","25",16,2,"F02_7",0.46903044777659
"613","25",16,5,"B02_10",0.585506762897648
"614","25",16,5,"C05_10",0.715050559691644
"615","25",16,5,"E03_10",0.634765111477152
"616","25",16,5,"F02_10",1.03650250845149
"617","25",16,11,"B02_13",1.2374470406693
"618","25",16,11,"C05_13",1.37019396230178
"619","25",16,11,"E03_13",1.36366538333947
"620","25",16,11,"F02_13",1.19004296843859
"621","25",16,20,"B02_16",1.34149924161574
"622","25",16,20,"C05_16",1.41825220108114
"623","25",16,20,"E03_16",1.44368822367885
"624","25",16,20,"F02_16",1.37340633074125
"625","25",16,33,"B02_19",1.42470295032793
"626","25",16,33,"C05_19",1.47023387832182
"627","25",16,33,"E03_19",1.60330727040221
"628","25",16,33,"F02_19",1.42234346816311
"629","25",16,50,"B02_22",1.58433291813507
"630","25",16,50,"C05_22",1.49282006152157
"631","25",16,50,"E03_22",1.43241239535907
"632","25",16,50,"F02_22",1.31325089561032
"633","25",16,70,"B02_25",1.54451637049524
"634","25",16,70,"C05_25",1.564236932442
"635","25",16,70,"E03_25",1.5774887091107
"636","25",16,70,"F02_25",1.61396498019219
"637","25",16,100,"B02_28",1.46465729086348
"638","25",16,100,"C05_28",1.35334935549514
"639","25",16,100,"E03_28",1.01261403869165
"640","25",16,100,"F02_28",1.08450082159371
"641","26",17,0.1,"B09_2",0.0913137992253036
"642","26",17,0.1,"C06_2",-0.0699424614698165
"643","26",17,0.1,"E02_2",0.216561298460483
"644","26",17,0.1,"F11_2",-0.144596819077902
"645","26",17,0.6,"B09_5",-0.189746490241715
"646","26",17,0.6,"C06_5",-0.0588551613323937
"647","26",17,0.6,"E02_5",-0.0488350660182998
"648","26",17,0.6,"F11_5",-0.0377640443757938
"649","26",17,2,"B09_8",-0.303165482266494
"650","26",17,2,"C06_8",-0.0706285229816454
"651","26",17,2,"E02_8",0.103672128071809
"652","26",17,2,"F11_8",0.0341328434343575
"653","26",17,5,"B09_11",0.357201793053867
"654","26",17,5,"C06_11",0.328683879053312
"655","26",17,5,"E02_11",0.338560441799779
"656","26",17,5,"F11_11",0.0336688037422338
"657","26",17,11,"B09_14",0.756832549782551
"658","26",17,11,"C06_14",0.939968496157554
"659","26",17,11,"E02_14",0.840332695989196
"660","26",17,11,"F11_14",0.696604515186702
"661","26",17,20,"B09_17",1.25547240731567
"662","26",17,20,"C06_17",1.24308554853073
"663","26",17,20,"E02_17",1.13403514542093
"664","26",17,20,"F11_17",1.42752273001547
"665","26",17,33,"B09_20",1.34758151889605
"666","26",17,33,"C06_20",1.5528465674254
"667","26",17,33,"E02_20",1.45543472040235
"668","26",17,33,"F11_20",1.34161824575926
"669","26",17,50,"B09_23",1.42038838974262
"670","26",17,50,"C06_23",1.60151136338192
"671","26",17,50,"E02_23",1.04668233191128
"672","26",17,50,"F11_23",1.43943577379917
"673","26",17,70,"B09_26",1.42426915430568
"674","26",17,70,"C06_26",1.25913978948606
"675","26",17,70,"E02_26",1.49201857333448
"676","26",17,70,"F11_26",1.56328570231988
"677","26",17,100,"B09_29",1.59093778658062
"678","26",17,100,"C06_29",1.54647951955164
"679","26",17,100,"E02_29",1.43895012037269
"680","26",17,100,"F11_29",1.40358251442518
"681","27",18,0.1,"B07_2",-0.0958836556643975
"682","27",18,0.1,"C07_2",-0.21913488787856
"683","27",18,0.1,"D11_2",-0.0569705585734059
"684","27",18,0.1,"G02_2",0.107534563751047
"685","27",18,0.6,"B07_5",-0.0868914221815539
"686","27",18,0.6,"C07_5",0.125168112433816
"687","27",18,0.6,"D11_5",0.549079632411943
"688","27",18,0.6,"G02_5",0.182464264281105
"689","27",18,2,"B07_8",0.0816475843789207
"690","27",18,2,"C07_8",0.0185938254169396
"691","27",18,2,"D11_8",-0.00456819059887838
"692","27",18,2,"G02_8",0.0490969035575751
"693","27",18,5,"B07_11",0.299326334687813
"694","27",18,5,"C07_11",0.351943752358106
"695","27",18,5,"D11_11",0.456969800283227
"696","27",18,5,"G02_11",-0.0154494444218879
"697","27",18,11,"B07_14",0.934413111302484
"698","27",18,11,"C07_14",1.45760201300798
"699","27",18,11,"D11_14",0.918213974223645
"700","27",18,11,"G02_14",0.966390870500191
"701","27",18,20,"B07_17",1.50763072654575
"702","27",18,20,"C07_17",1.39182901849109
"703","27",18,20,"D11_17",1.32886582686995
"704","27",18,20,"G02_17",1.34193631611502
"705","27",18,33,"B07_20",1.66575722277539
"706","27",18,33,"C07_20",1.77725787992127
"707","27",18,33,"D11_20",1.50467301158764
"708","27",18,33,"G02_20",1.50254713749028
"709","27",18,50,"B07_23",1.6477485318394
"710","27",18,50,"C07_23",1.64501645580045
"711","27",18,50,"D11_23",1.69279144317006
"712","27",18,50,"G02_23",1.23832019350302
"713","27",18,70,"B07_26",1.60077092898293
"714","27",18,70,"C07_26",1.51042399602354
"715","27",18,70,"D11_26",1.47419998093155
"716","27",18,70,"G02_26",1.49978198312723
"717","27",18,100,"B07_29",1.79142608402756
"718","27",18,100,"C07_29",1.61589940870151
"719","27",18,100,"D11_29",1.43300059788011
"720","27",18,100,"G02_29",1.48389481054368
"721","28",19,0.1,"B02_2",-0.128761205319118
"722","28",19,0.1,"C05_2",-0.0285100372602426
"723","28",19,0.1,"E03_2",0.445028367604136
"724","28",19,0.1,"F02_2",0.0654573282797177
"725","28",19,0.6,"B02_5",0.34997401456155
"726","28",19,0.6,"C05_5",0.437515863116131
"727","28",19,0.6,"E03_5",0.303877200087096
"728","28",19,0.6,"F02_5",0.0709761067768925
"729","28",19,2,"B02_8",0.26062404952203
"730","28",19,2,"C05_8",0.101059261819298
"731","28",19,2,"E03_8",0.360417440654753
"732","28",19,2,"F02_8",0.29537707164555
"733","28",19,5,"B02_11",1.14402241402079
"734","28",19,5,"C05_11",0.394351725657713
"735","28",19,5,"E03_11",0.260798151461703
"736","28",19,5,"F02_11",0.252740524787898
"737","28",19,11,"B02_14",0.924441913435441
"738","28",19,11,"C05_14",1.13244851837732
"739","28",19,11,"E03_14",1.08520783523373
"740","28",19,11,"F02_14",0.930900653499743
"741","28",19,20,"B02_17",1.43904170177797
"742","28",19,20,"C05_17",1.38513403567491
"743","28",19,20,"E03_17",1.39510076360572
"744","28",19,20,"F02_17",1.31680876655967
"745","28",19,33,"B02_20",1.71560092289317
"746","28",19,33,"C05_20",1.60355765605216
"747","28",19,33,"E03_20",1.49950873832337
"748","28",19,33,"F02_20",1.57165842017164
"749","28",19,50,"B02_23",1.23280613752763
"750","28",19,50,"C05_23",1.34712979689175
"751","28",19,50,"E03_23",1.25038994211761
"752","28",19,50,"F02_23",1.3076743623864
"753","28",19,70,"B02_26",1.59368482026379
"754","28",19,70,"C05_26",1.3392085733541
"755","28",19,70,"E03_26",1.57123376240532
"756","28",19,70,"F02_26",1.39153804369755
"757","28",19,100,"B02_29",1.50455499103785
"758","28",19,100,"C05_29",1.60166414113953
"759","28",19,100,"E03_29",1.56041512105449
"760","28",19,100,"F02_29",1.35177119600494
"761","29",20,0.1,"B10_3",-0.0866966611585527
"762","29",20,0.1,"D02_3",0.344152291384926
"763","29",20,0.1,"E06_3",-0.0177249622635861
"764","29",20,0.1,"F04_3",-0.0468519212675724
"765","29",20,0.6,"B10_6",0.0484348254531463
"766","29",20,0.6,"D02_6",0.433279933310863
"767","29",20,0.6,"E06_6",0.070153636763165
"768","29",20,0.6,"F04_6",0.20519180476755
"769","29",20,2,"B10_9",0.21382914029717
"770","29",20,2,"D02_9",0.0524657202437709
"771","29",20,2,"E06_9",0.373477319282716
"772","29",20,2,"F04_9",0.154935767897437
"773","29",20,5,"B10_12",0.378194993572484
"774","29",20,5,"D02_12",0.258245214265697
"775","29",20,5,"E06_12",0.753398610234735
"776","29",20,5,"F04_12",0.479126222376652
"777","29",20,11,"B10_15",0.974175074721852
"778","29",20,11,"D02_15",0.93329827873951
"779","29",20,11,"E06_15",0.953985187973892
"780","29",20,11,"F04_15",0.890624011717736
"781","29",20,20,"B10_18",1.39612690649185
"782","29",20,20,"D02_18",1.16792427014422
"783","29",20,20,"E06_18",1.08154586832438
"784","29",20,20,"F04_18",1.02638201749241
"785","29",20,33,"B10_21",1.54060992783068
"786","29",20,33,"D02_21",1.56809391691128
"787","29",20,33,"E06_21",1.77445250180742
"788","29",20,33,"F04_21",1.64990620168119
"789","29",20,50,"B10_24",1.65747413943005
"790","29",20,50,"D02_24",1.72704804075463
"791","29",20,50,"E06_24",1.72266767312468
"792","29",20,50,"F04_24",1.55662416533708
"793","29",20,70,"B10_27",1.3745045971921
"794","29",20,70,"D02_27",1.66813741866375
"795","29",20,70,"E06_27",1.78017661798863
"796","29",20,70,"F04_27",1.60113213569717
"797","29",20,100,"B10_30",1.23006526605515
"798","29",20,100,"D02_30",1.53455878430225
"799","29",20,100,"E06_30",1.31692875650826
"800","29",20,100,"F04_30",1.34725253085697
"801","3",21,0.1,"B03_3",0.153540940426309
"802","3",21,0.1,"C10_3",0.24803608851837
"803","3",21,0.1,"D09_3",0.0710477695285094
"804","3",21,0.1,"F09_3",-0.0979474570222224
"805","3",21,0.6,"B03_6",0.0992484500369185
"806","3",21,0.6,"C10_6",0.505964348799425
"807","3",21,0.6,"D09_6",0.283603052701152
"808","3",21,0.6,"F09_6",0.481567154795077
"809","3",21,2,"B03_9",0.360592031281606
"810","3",21,2,"C10_9",0.346073655895572
"811","3",21,2,"D09_9",0.233476450968252
"812","3",21,2,"F09_9",1.01240408254256
"813","3",21,5,"B03_12",0.445880898710026
"814","3",21,5,"C10_12",0.595988443181175
"815","3",21,5,"D09_12",0.579315395408283
"816","3",21,5,"F09_12",0.795104330801987
"817","3",21,11,"B03_15",1.840936309682
"818","3",21,11,"C10_15",1.28072245497215
"819","3",21,11,"D09_15",1.36007784504751
"820","3",21,11,"F09_15",1.16732774674033
"821","3",21,20,"B03_18",1.32836488057768
"822","3",21,20,"C10_18",1.34176887930708
"823","3",21,20,"D09_18",1.34302394450879
"824","3",21,20,"F09_18",1.32299968622634
"825","3",21,33,"B03_21",1.50697934104121
"826","3",21,33,"C10_21",1.56709703019184
"827","3",21,33,"D09_21",1.45274683810555
"828","3",21,33,"F09_21",1.47766215738934
"829","3",21,50,"B03_24",1.63846793184288
"830","3",21,50,"C10_24",1.59901154364396
"831","3",21,50,"D09_24",1.49273942921094
"832","3",21,50,"F09_24",1.43042300418938
"833","3",21,70,"B03_27",1.60485153198242
"834","3",21,70,"C10_27",1.44257358303964
"835","3",21,70,"D09_27",1.85992512838732
"836","3",21,70,"F09_27",1.56846154266856
"837","3",21,100,"B03_30",1.69398824991171
"838","3",21,100,"C10_30",1.61346968117138
"839","3",21,100,"D09_30",1.29198898184105
"840","3",21,100,"F09_30",1.40252183869579
"841","30",22,0.1,"C03_3",-0.0583558669940647
"842","30",22,0.1,"C09_3",0.300826702295767
"843","30",22,0.1,"E03_3",-0.105050969147107
"844","30",22,0.1,"E08_3",0.0447021387502049
"845","30",22,0.6,"C03_6",0.200710247899731
"846","30",22,0.6,"C09_6",0.0957003281877156
"847","30",22,0.6,"E03_6",0.362928449057011
"848","30",22,0.6,"E08_6",0.31103050265979
"849","30",22,2,"C03_9",0.242029151048112
"850","30",22,2,"C09_9",0.165524587203759
"851","30",22,2,"E03_9",0.160494356386629
"852","30",22,2,"E08_9",0.227882586904612
"853","30",22,5,"C03_12",0.513295629248752
"854","30",22,5,"C09_12",0.589242216707199
"855","30",22,5,"E03_12",0.422946808678362
"856","30",22,5,"E08_12",0.704258906905138
"857","30",22,11,"C03_15",1.245513800155
"858","30",22,11,"C09_15",1.0222674529213
"859","30",22,11,"E03_15",1.2322972730564
"860","30",22,11,"E08_15",1.1081538289855
"861","30",22,20,"C03_18",1.34260046081591
"862","30",22,20,"C09_18",1.40983729889721
"863","30",22,20,"E03_18",1.36508716182303
"864","30",22,20,"E08_18",1.41657388946411
"865","30",22,33,"C03_21",1.63791337358934
"866","30",22,33,"C09_21",1.64012652146122
"867","30",22,33,"E03_21",1.63943813289892
"868","30",22,33,"E08_21",1.6424456149074
"869","30",22,50,"C03_24",1.62605134475869
"870","30",22,50,"C09_24",1.6313535195112
"871","30",22,50,"E03_24",1.82369784697804
"872","30",22,50,"E08_24",1.70840796429858
"873","30",22,70,"C03_27",1.62613939927317
"874","30",22,70,"C09_27",1.67427184263546
"875","30",22,70,"E03_27",1.79612221939462
"876","30",22,70,"E08_27",1.680074961303
"877","30",22,100,"C03_30",1.5484520797597
"878","30",22,100,"C09_30",1.46693104381627
"879","30",22,100,"E03_30",1.5469784466533
"880","30",22,100,"E08_30",1.56276964262669
"881","31",23,0.1,"B04_2",0.415264307167353
"882","31",23,0.1,"D06_2",0.618381947309125
"883","31",23,0.1,"D09_2",0.00973453301185753
"884","31",23,0.1,"F08_2",-0.192219261950241
"885","31",23,0.6,"B04_5",0.105474610292156
"886","31",23,0.6,"D06_5",-0.0383572163561497
"887","31",23,0.6,"D09_5",NA
"888","31",23,0.6,"F08_5",-0.00697434738129309
"889","31",23,2,"B04_8",-0.037396147202026
"890","31",23,2,"D06_8",0.0659101618368826
"891","31",23,2,"D09_8",0.163734209468358
"892","31",23,2,"F08_8",0.0518927373468813
"893","31",23,5,"B04_11",0.0633582890599065
"894","31",23,5,"D06_11",0.0469144234944976
"895","31",23,5,"D09_11",0.220254154059167
"896","31",23,5,"F08_11",0.100353030457088
"897","31",23,11,"B04_14",0.741722955980432
"898","31",23,11,"D06_14",1.00915796721518
"899","31",23,11,"D09_14",0.988361534954308
"900","31",23,11,"F08_14",0.936038031699656
"901","31",23,20,"B04_17",1.61285707473182
"902","31",23,20,"D06_17",1.53932469648252
"903","31",23,20,"D09_17",1.58177643403154
"904","31",23,20,"F08_17",1.45481440476871
"905","31",23,33,"B04_20",1.68717956089592
"906","31",23,33,"D06_20",1.66299131525228
"907","31",23,33,"D09_20",1.5274900304155
"908","31",23,33,"F08_20",1.5473391962488
"909","31",23,50,"B04_23",1.42049747715375
"910","31",23,50,"D06_23",1.49585531289739
"911","31",23,50,"D09_23",1.62053866587064
"912","31",23,50,"F08_23",1.46838337849708
"913","31",23,70,"B04_26",1.55627917972241
"914","31",23,70,"D06_26",1.4090954451193
"915","31",23,70,"D09_26",1.36906985879889
"916","31",23,70,"F08_26",1.58331733588031
"917","31",23,100,"B04_29",1.79961840755165
"918","31",23,100,"D06_29",1.50372588233167
"919","31",23,100,"D09_29",1.35893369946039
"920","31",23,100,"F08_29",1.25554094319448
"921","32",24,0.1,"C04_1",-0.0172875482871897
"922","32",24,0.1,"D07_1",-0.236104149688976
"923","32",24,0.1,"D08_1",-0.0571502594604296
"924","32",24,0.1,"F07_1",-0.104518172804405
"925","32",24,0.6,"C04_4",0.125376628349432
"926","32",24,0.6,"D07_4",-0.0508885602186276
"927","32",24,0.6,"D08_4",0.0202231161659988
"928","32",24,0.6,"F07_4",-0.1126763283544
"929","32",24,2,"C04_7",0.111765837953798
"930","32",24,2,"D07_7",0.125527979143532
"931","32",24,2,"D08_7",0.00566540706218072
"932","32",24,2,"F07_7",0.0168164428375279
"933","32",24,5,"C04_10",0.490055306426349
"934","32",24,5,"D07_10",0.324366428529814
"935","32",24,5,"D08_10",0.347619618213702
"936","32",24,5,"F07_10",0.373318338608571
"937","32",24,11,"C04_13",0.931725484333264
"938","32",24,11,"D07_13",0.93065367795415
"939","32",24,11,"D08_13",0.949722568621203
"940","32",24,11,"F07_13",0.929055316296134
"941","32",24,20,"C04_16",1.23308285300135
"942","32",24,20,"D07_16",1.38657138589911
"943","32",24,20,"D08_16",1.28157908747555
"944","32",24,20,"F07_16",1.34461344213059
"945","32",24,33,"C04_19",1.60550331848654
"946","32",24,33,"D07_19",1.46861268428581
"947","32",24,33,"D08_19",1.4467471707662
"948","32",24,33,"F07_19",1.48839612711395
"949","32",24,50,"C04_22",1.48031463386619
"950","32",24,50,"D07_22",1.39250103587043
"951","32",24,50,"D08_22",1.48412866339162
"952","32",24,50,"F07_22",1.3644323081666
"953","32",24,70,"C04_25",1.66226144877533
"954","32",24,70,"D07_25",1.6565146140784
"955","32",24,70,"D08_25",1.46538682260458
"956","32",24,70,"F07_25",1.58208263671018
"957","32",24,100,"C04_28",1.45455572267862
"958","32",24,100,"D07_28",1.25394865207813
"959","32",24,100,"D08_28",1.21179600907367
"960","32",24,100,"F07_28",1.25286767302059
"961","33",25,0.1,"C03_1",0.00956653595959391
"962","33",25,0.1,"D05_1",-0.0267972331234497
"963","33",25,0.1,"E08_1",0.0794606337943306
"964","33",25,0.1,"G03_1",0.657362789757933
"965","33",25,0.6,"C03_4",-0.0990602691872685
"966","33",25,0.6,"D05_4",0.065462078427219
"967","33",25,0.6,"E08_4",0.0735369665066596
"968","33",25,0.6,"G03_4",-0.168004279350468
"969","33",25,2,"C03_7",0.369763121040671
"970","33",25,2,"D05_7",-0.0148129046784733
"971","33",25,2,"E08_7",0.395622031616826
"972","33",25,2,"G03_7",0.229289216897113
"973","33",25,5,"C03_10",0.133145579791082
"974","33",25,5,"D05_10",0.284230378923992
"975","33",25,5,"E08_10",0.15051003892569
"976","33",25,5,"G03_10",0.189073977398231
"977","33",25,11,"C03_13",0.971024483933594
"978","33",25,11,"D05_13",0.903653410565921
"979","33",25,11,"E08_13",0.928533622588521
"980","33",25,11,"G03_13",0.798930930779953
"981","33",25,20,"C03_16",1.3447918379412
"982","33",25,20,"D05_16",1.34272116913997
"983","33",25,20,"E08_16",1.33386298211376
"984","33",25,20,"G03_16",1.34356229538395
"985","33",25,33,"C03_19",1.31573555564643
"986","33",25,33,"D05_19",1.47058282822421
"987","33",25,33,"E08_19",1.4817197718002
"988","33",25,33,"G03_19",1.51411133393682
"989","33",25,50,"C03_22",1.62661356602301
"990","33",25,50,"D05_22",1.31372918739181
"991","33",25,50,"E08_22",1.48154181216825
"992","33",25,50,"G03_22",1.35804233966711
"993","33",25,70,"C03_25",1.46434977408704
"994","33",25,70,"D05_25",1.54137559469318
"995","33",25,70,"E08_25",1.63252111662257
"996","33",25,70,"G03_25",1.51204707944134
"997","33",25,100,"C03_28",1.67902422979563
"998","33",25,100,"D05_28",1.42440542042764
"999","33",25,100,"E08_28",1.49447400161592
"1000","33",25,100,"G03_28",1.10922154067751
"1001","35",26,0.1,"C04_2",0.0610280516346051
"1002","35",26,0.1,"D07_2",0.624663187816888
"1003","35",26,0.1,"D08_2",0.0270041791328226
"1004","35",26,0.1,"F07_2",0.432225795914196
"1005","35",26,0.6,"C04_5",0.564159283816012
"1006","35",26,0.6,"D07_5",-0.0478495709330182
"1007","35",26,0.6,"D08_5",0.190617835322036
"1008","35",26,0.6,"F07_5",-0.0505288964108471
"1009","35",26,2,"C04_8",0.182439360978911
"1010","35",26,2,"D07_8",0.254192426080721
"1011","35",26,2,"D08_8",0.350192686269516
"1012","35",26,2,"F07_8",0.24476670941506
"1013","35",26,5,"C04_11",0.437076448947767
"1014","35",26,5,"D07_11",0.547533933295291
"1015","35",26,5,"D08_11",0.410792799161977
"1016","35",26,5,"F07_11",0.391673298077033
"1017","35",26,11,"C04_14",1.09957048520947
"1018","35",26,11,"D07_14",1.17069833635646
"1019","35",26,11,"D08_14",1.30760690511253
"1020","35",26,11,"F07_14",1.15227728925666
"1021","35",26,20,"C04_17",1.31881963936429
"1022","35",26,20,"D07_17",1.45406518585364
"1023","35",26,20,"D08_17",1.53851094839775
"1024","35",26,20,"F07_17",1.43758049884313
"1025","35",26,33,"C04_20",1.69102407639009
"1026","35",26,33,"D07_20",1.65447780650185
"1027","35",26,33,"D08_20",1.58947402758833
"1028","35",26,33,"F07_20",1.49112352810065
"1029","35",26,50,"C04_23",1.71302926085924
"1030","35",26,50,"D07_23",1.54690257023831
"1031","35",26,50,"D08_23",1.5249846080323
"1032","35",26,50,"F07_23",1.39131194907625
"1033","35",26,70,"C04_26",1.56564865911169
"1034","35",26,70,"D07_26",1.4661001635948
"1035","35",26,70,"D08_26",1.42429306991511
"1036","35",26,70,"F07_26",1.5446281960198
"1037","35",26,100,"C04_29",1.47452799379775
"1038","35",26,100,"D07_29",1.49919127963733
"1039","35",26,100,"D08_29",1.36441540815599
"1040","35",26,100,"F07_29",1.48786172395406
"1041","4",27,0.1,"B03_2",0.0886241500936686
"1042","4",27,0.1,"D04_2",0.084052800547612
"1043","4",27,0.1,"D10_2",-0.0575429825995809
"1044","4",27,0.1,"F03_2",0.500575171913164
"1045","4",27,0.6,"B03_5",NA
"1046","4",27,0.6,"D04_5",-0.0902095059810841
"1047","4",27,0.6,"D10_5",0.0908852941723325
"1048","4",27,0.6,"F03_5",0.0353840220848646
"1049","4",27,2,"B03_8",0.184222298227068
"1050","4",27,2,"D04_8",0.148745121805397
"1051","4",27,2,"D10_8",0.153098515863188
"1052","4",27,2,"F03_8",0.012228058011149
"1053","4",27,5,"B03_11",0.943645481568313
"1054","4",27,5,"D04_11",0.380241599565083
"1055","4",27,5,"D10_11",0.474272067641094
"1056","4",27,5,"F03_11",0.549228387147915
"1057","4",27,11,"B03_14",0.800327544393384
"1058","4",27,11,"D04_14",1.04920440622878
"1059","4",27,11,"D10_14",0.986105867878152
"1060","4",27,11,"F03_14",0.813761688397958
"1061","4",27,20,"B03_17",1.35650779535355
"1062","4",27,20,"D04_17",1.44981157652249
"1063","4",27,20,"D10_17",1.48024897302216
"1064","4",27,20,"F03_17",1.27593318924973
"1065","4",27,33,"B03_20",1.54612784678975
"1066","4",27,33,"D04_20",1.49829963471121
"1067","4",27,33,"D10_20",1.46953295319407
"1068","4",27,33,"F03_20",1.46818179095652
"1069","4",27,50,"B03_23",1.38958517158933
"1070","4",27,50,"D04_23",1.2677233730285
"1071","4",27,50,"D10_23",1.69579808297754
"1072","4",27,50,"F03_23",1.38118292541735
"1073","4",27,70,"B03_26",1.41759118371661
"1074","4",27,70,"D04_26",1.45171962427921
"1075","4",27,70,"D10_26",1.44348993026727
"1076","4",27,70,"F03_26",1.46728499415608
"1077","4",27,100,"B03_29",1.47919378709153
"1078","4",27,100,"D04_29",1.45332345382232
"1079","4",27,100,"D10_29",1.28299735100464
"1080","4",27,100,"F03_29",1.457680245513
"1081","5",28,0.1,"B09_3",0.303841151697575
"1082","5",28,0.1,"C04_3",0.652874621689174
"1083","5",28,0.1,"D06_3",0.416086387220372
"1084","5",28,0.1,"E10_3",-0.0222907628141007
"1085","5",28,0.6,"B09_6",-0.215243537262983
"1086","5",28,0.6,"C04_6",0.244938239603596
"1087","5",28,0.6,"D06_6",-0.109598544388532
"1088","5",28,0.6,"E10_6",0.375776904221703
"1089","5",28,2,"B09_9",0.131473774982793
"1090","5",28,2,"C04_9",0.204871993616231
"1091","5",28,2,"D06_9",0.255368351166823
"1092","5",28,2,"E10_9",0.242756552181679
"1093","5",28,5,"B09_12",0.629160878603891
"1094","5",28,5,"C04_12",0.558850082897742
"1095","5",28,5,"D06_12",0.156293402315097
"1096","5",28,5,"E10_12",0.579996518606329
"1097","5",28,11,"B09_15",0.93557109902518
"1098","5",28,11,"C04_15",0.713259205602469
"1099","5",28,11,"D06_15",0.818112755531016
"1100","5",28,11,"E10_15",0.796254742183084
"1101","5",28,20,"B09_18",1.13869414571223
"1102","5",28,20,"C04_18",1.16972575074459
"1103","5",28,20,"D06_18",1.18146277028532
"1104","5",28,20,"E10_18",1.11735901525823
"1105","5",28,33,"B09_21",1.49132250799843
"1106","5",28,33,"C04_21",1.57865601885309
"1107","5",28,33,"D06_21",1.64094192839369
"1108","5",28,33,"E10_21",1.61943243450645
"1109","5",28,50,"B09_24",1.53729131026865
"1110","5",28,50,"C04_24",1.70110138830335
"1111","5",28,50,"D06_24",1.44767190456422
"1112","5",28,50,"E10_24",1.46117794460414
"1113","5",28,70,"B09_27",1.61698536199278
"1114","5",28,70,"C04_27",1.69908042871846
"1115","5",28,70,"D06_27",1.41663783571914
"1116","5",28,70,"E10_27",1.45132850353984
"1117","5",28,100,"B09_30",1.46465620695938
"1118","5",28,100,"C04_30",1.66176363938497
"1119","5",28,100,"D06_30",1.40939380971744
"1120","5",28,100,"E10_30",1.47190388380019
"1121","6",29,0.1,"C02_1",0.508623551006407
"1122","6",29,0.1,"C09_1",0.246298487179938
"1123","6",29,0.1,"E09_1",0.553615177356475
"1124","6",29,0.1,"F04_1",0.230348754762797
"1125","6",29,0.6,"C02_4",0.171167448487847
"1126","6",29,0.6,"C09_4",0.135174887681375
"1127","6",29,0.6,"E09_4",0.313095916123206
"1128","6",29,0.6,"F04_4",0.135308966739434
"1129","6",29,2,"C02_7",0.454174229180287
"1130","6",29,2,"C09_7",0.811332481855835
"1131","6",29,2,"E09_7",0.161629657386663
"1132","6",29,2,"F04_7",0.317539173961674
"1133","6",29,5,"C02_10",0.737715545757078
"1134","6",29,5,"C09_10",0.831221512737875
"1135","6",29,5,"E09_10",0.405993338069845
"1136","6",29,5,"F04_10",0.914325690549016
"1137","6",29,11,"C02_13",0.931994437768565
"1138","6",29,11,"C09_13",0.802802215975352
"1139","6",29,11,"E09_13",1.0382967734215
"1140","6",29,11,"F04_13",0.908135424882022
"1141","6",29,20,"C02_16",1.17680707942308
"1142","6",29,20,"C09_16",1.45723772477179
"1143","6",29,20,"E09_16",1.30579073649549
"1144","6",29,20,"F04_16",1.20794231370954
"1145","6",29,33,"C02_19",1.40126031733344
"1146","6",29,33,"C09_19",1.43594825610141
"1147","6",29,33,"E09_19",1.37533338734459
"1148","6",29,33,"F04_19",1.32851394804829
"1149","6",29,50,"C02_22",1.3504683089009
"1150","6",29,50,"C09_22",1.4864857688485
"1151","6",29,50,"E09_22",1.48329612650478
"1152","6",29,50,"F04_22",1.22864603333936
"1153","6",29,70,"C02_25",1.43399035353175
"1154","6",29,70,"C09_25",1.53283292100385
"1155","6",29,70,"E09_25",1.55984821191885
"1156","6",29,70,"F04_25",1.47593236547332
"1157","6",29,100,"C02_28",1.43450054174346
"1158","6",29,100,"C09_28",1.3236282915451
"1159","6",29,100,"E09_28",1.11822301831064
"1160","6",29,100,"F04_28",1.17659844410904
"1161","7",30,0.1,"B08_3",0.000604021861432387
"1162","7",30,0.1,"C07_3",0.120240911648801
"1163","7",30,0.1,"D10_3",0.100049230817066
"1164","7",30,0.1,"F03_3",-0.109800066961185
"1165","7",30,0.6,"B08_6",0.150472500082959
"1166","7",30,0.6,"C07_6",0.12098654174731
"1167","7",30,0.6,"D10_6",0.0698259865874784
"1168","7",30,0.6,"F03_6",0.144338912468196
"1169","7",30,2,"B08_9",-0.0105397587819851
"1170","7",30,2,"C07_9",0.132117879515327
"1171","7",30,2,"D10_9",0.376284452365327
"1172","7",30,2,"F03_9",-0.0239018292272568
"1173","7",30,5,"B08_12",0.18901655971279
"1174","7",30,5,"C07_12",0.339360899757164
