"","Model","Pop.fac","Pop.num","unique.id","Parameter","mean","Rhat","n.eff"
"26","Lactin 2","2",10,"10.B10","cf.b",-1.63482899953121,1.0012319881874,4800
"27","Lactin 2","2",10,"10.B10","cf.delta_t",4.8130227817373,1.00159171703228,4200
"28","Lactin 2","2",10,"10.B10","cf.sigma",0.524506153905434,1.00145030069068,3700
"29","Lactin 2","2",10,"10.B10","cf.tmax",40.9788513115989,1.00096600356518,6000
"30","Lactin 2","2",10,"10.B10","deviance",5.31536073357639,1.00124967301019,4700
"31","Lactin 2","2",10,"10.C08","cf.a",0.0607860642146208,1.0106017794537,5300
"32","Lactin 2","2",10,"10.C08","cf.b",-1.62970559300739,1.00138188169369,4000
"33","Lactin 2","2",10,"10.C08","cf.delta_t",4.62483425970781,1.00370441078992,3500
"34","Lactin 2","2",10,"10.C08","cf.sigma",0.244029753893783,1.00111913832542,5600
"35","Lactin 2","2",10,"10.C08","cf.tmax",40.9639489874869,1.00274761042538,1600
"36","Lactin 2","2",10,"10.C08","deviance",-4.44751311001448,1.00111974344639,5600
"37","Lactin 2","2",10,"10.E04","cf.a",0.0579861471129941,1.00199271876346,6000
"38","Lactin 2","2",10,"10.E04","cf.b",-1.45532369649975,1.00093568356447,6000
"39","Lactin 2","2",10,"10.E04","cf.delta_t",3.95116759961447,1.00093089603991,6000
