"","Sp.id","DIC","K.s","r.max","R.jag","R.mth"
"1","Synechococcus",6.32571698121408,8.26659765690596,0.612173664467021,3.15,1.61402239717037
"2","Kirchneriella_subcapitata",-53.7268558007309,8.29536735850804,0.587988778985372,3.65,1.699909447868
"3","Microcystis_aeruginosa",-51.0425561637685,6.11117111787125,0.222429650694546,9.15,4.99157768008194
"4","Pediastrum_boryanum",-32.2520324503718,8.25638440408027,0.445109325227884,4.65,2.39239678575141
"5","Cyclotella_meneghiniana",36.0707135637736,7.06833601428076,0.517496555275918,3.15,1.69302858310038
"6","Scenedesmus_acuminatus",-48.2662776849143,9.35143233320311,0.628493090701345,3.65,1.76945214568333
"7","Chlamydomonas_reinhardtii",4.76350482660971,7.98191101726443,1.09711567595618,1.65,0.800500003132553
