"","Model","Pop.fac","Pop.num","unique.id","Parameter","mean","Rhat","n.eff"
"118","Lactin 2","22",13,"13.F06","cf.sigma",0.484239784829757,1.00101851662704,6000
"119","Lactin 2","22",13,"13.F06","cf.tmax",40.8583588085675,1.11023247418997,1500
"120","Lactin 2","22",13,"13.F06","deviance",3.92577115562276,1.00140124359867,3900
"121","Lactin 2","23",14,"14.B06","cf.a",0.0775957776815257,1.00544827674305,2600
"122","Lactin 2","23",14,"14.B06","cf.b",-1.31055252306242,1.00119539332204,5000
"123","Lactin 2","23",14,"14.B06","cf.delta_t",6.38427910384515,1.00146824327349,3600
"124","Lactin 2","23",14,"14.B06","cf.sigma",0.481401123739554,1.00145580167426,3800
"125","Lactin 2","23",14,"14.B06","cf.tmax",40.7815492075983,1.13263830977507,2100
"126","Lactin 2","23",14,"14.B06","deviance",3.99461717884046,1.00267463685977,2200
"127","Lactin 2","23",14,"14.C10","cf.a",0.0646273035412107,1.00228815340629,6000
"128","Lactin 2","23",14,"14.C10","cf.b",-1.08616298293369,1.00100663483661,6000
"129","Lactin 2","23",14,"14.C10","cf.delta_t",4.79683976586563,1.00115726588318,5300
"130","Lactin 2","23",14,"14.C10","cf.sigma",0.743452068128864,1.001369010238,4000
"131","Lactin 2","23",14,"14.C10","cf.tmax",40.4255226849292,1.15263754364465,1100
"132","Lactin 2","23",14,"14.C10","deviance",9.27695824800722,1.00165169481393,3000
"133","Lactin 2","23",14,"14.E05","cf.a",0.0762288332848394,1.00197087111743,3900
"134","Lactin 2","23",14,"14.E05","cf.b",-1.41485057288343,1.00086128611525,6000
"135","Lactin 2","23",14,"14.E05","cf.delta_t",6.9366920071642,1.00530922573899,3800
"136","Lactin 2","23",14,"14.E05","cf.sigma",0.557442696001564,1.00160613737465,3200
"137","Lactin 2","23",14,"14.E05","cf.tmax",41.2665907936172,1.09858142931906,1100
"138","Lactin 2","23",14,"14.E05","deviance",6.19527922850353,1.00246491517128,2200
"139","Lactin 2","23",14,"14.F10","cf.a",0.0842830859996852,1.00746862859369,6000
"140","Lactin 2","23",14,"14.F10","cf.b",-1.45333740614104,1.00206846659752,2200
"141","Lactin 2","23",14,"14.F10","cf.delta_t",6.77294661746834,1.00085641351314,6000
"142","Lactin 2","23",14,"14.F10","cf.sigma",0.245464918060579,1.00057347825906,6000
