population,population.number,temperature,well.ID,r.log,r.log.cln,r.exp.ln,r.exp.log,r.40.ln.early,r.40.ln.full
1,1,40,C06_76,-5.502156472303976,-3.064353876744118,-0.5227653804315112,NA,3.0943689737528817,-0.7850959133874028
1,1,40,E02_76,-5.586128731399555,-4.433455121366719,-0.564243287220588,NA,3.388329308080596,-0.6206688932221335
1,1,40,F11_76,-5.742608532108118,-5.47115524419975,-0.28583027885355705,NA,2.7036867233624653,-0.5893311021590049
10,2,10,C02_11,1.718687367971992,1.7248110815746496,0.5859578423529461,0.85318468961011,NA,0.49874817820443984
10,2,10,D05_11,2.972117764104808,2.972143028610183,0.6110287241992166,0.8710263204708727,NA,0.4835262887567058
10,2,10,D11_11,1.4194013700542674,1.4194021133110586,0.5306079927314283,0.7590419639014703,NA,0.42155421685423666
10,2,10,F08_11,2.2840142844964513,2.2840200581746295,0.49021121127509804,0.6651746833670705,NA,0.38967735483984045
10,2,16,C02_26,1.0947004725404803,1.094700146950347,0.8817408568737625,1.7934018850356286,NA,0.5418509780820927
10,2,16,D05_26,1.0764914419054208,1.2484718512907358,0.9444966141839344,2.119392648068529,NA,0.5355451250147478
10,2,16,D11_26,1.067592209665959,1.067592414449275,0.8906964569350146,1.8718279522387826,NA,0.5444056115414996
10,2,16,F08_26,0.9880362986956611,0.988036567335628,0.975155341480633,1.8561400535667005,NA,0.5155248389812466
10,2,22,C02_41,0.9110519977006785,0.9433925958715039,1.8846525526486297,3.2095409245508737,NA,0.6422158922836909
10,2,22,D05_41,0.8263237378620134,0.8397932105882179,1.9807462810660204,3.232633668389198,NA,0.6310433232615416
10,2,22,D11_41,0.8033204169800847,0.8033200508296745,1.9503431927855834,2.6972467630697405,NA,0.5865793543338937
10,2,22,F08_41,0.804553098020504,0.8045531706839876,2.1288544225586126,3.272406352197538,NA,0.6154995765491563
10,2,28,C02_56,1.1269127326205364,1.2228341170776456,2.734695896685368,3.729669641742378,NA,0.5088050732612891
10,2,28,D05_56,1.4574986626296222,1.1972888212751092,3.1243330096503663,4.9071469700223815,NA,0.4578075445183802
10,2,28,D11_56,1.5006968256077267,1.3746386584412849,2.819391740812019,3.0305347503711166,NA,0.49218611327873135
10,2,28,F08_56,1.253517545280497,1.1890246962496116,2.7614909274269284,3.4179698091265807,NA,0.45724187158818935
10,2,34,C02_71,1.6141692966068892,1.614146048087828,3.592394564467545,5.651014099515973,NA,0.7323182850436966
10,2,34,D05_71,1.145981854596853,1.1124756601432741,4.026598672459546,5.666714847037442,NA,0.762661203266651
