"","Model","Pop.fac","Pop.num","Parameter","mean","Rhat","n.eff"
"354","Thomas 1","3",21,"topt",25.2621406853215,1.00127425706111,4500
"355","Thomas 1","30",22,"a",0.615496396382099,1.00118781700495,5100
"356","Thomas 1","30",22,"b",0.0622547859407503,1.00113551089189,5500
"357","Thomas 1","30",22,"c",29.8928981992688,1.00092734075076,6000
"358","Thomas 1","30",22,"deviance",13.1661343796203,1.00087990133623,6000
"359","Thomas 1","30",22,"sigma",0.330718585703301,1.00250998783183,1700
"360","Thomas 1","30",22,"topt",25.1500404859079,1.00077560171896,6000
"361","Thomas 1","31",23,"a",0.451321031933851,1.00107542755616,6000
"362","Thomas 1","31",23,"b",0.0746810008758613,1.0012234889102,4800
"363","Thomas 1","31",23,"c",29.4258056414433,1.00074631445433,6000
"364","Thomas 1","31",23,"deviance",30.1386823387618,1.00102475714646,6000
"365","Thomas 1","31",23,"sigma",0.46955043210176,1.00087927484405,6000
"366","Thomas 1","31",23,"topt",25.3023839908824,1.00069466740601,6000
"367","Thomas 1","32",24,"a",0.29365474246149,1.00091508011382,6000
"368","Thomas 1","32",24,"b",0.0853123200926949,1.00096496107073,6000
"369","Thomas 1","32",24,"c",29.4584977732991,1.00069421371813,6000
"370","Thomas 1","32",24,"deviance",7.4342911916393,1.00083129874174,6000
"371","Thomas 1","32",24,"sigma",0.292966354278738,1.00090149322473,6000
"372","Thomas 1","32",24,"topt",25.2105039413784,1.00062309199925,6000
"373","Thomas 1","33",25,"a",0.344025402716757,1.0017312332358,2800
"374","Thomas 1","33",25,"b",0.0808410174204941,1.00174425727419,2800
"375","Thomas 1","33",25,"c",29.6434602944462,1.00087262472571,6000
"376","Thomas 1","33",25,"deviance",16.2718137494766,1.00083272785626,6000
"377","Thomas 1","33",25,"sigma",0.352987630464781,1.00163132769292,3100
"378","Thomas 1","33",25,"topt",25.2184974479406,1.00080144846241,6000
"379","Thomas 1","35",26,"a",0.260751326133201,1.00185462703077,2600
"380","Thomas 1","35",26,"b",0.0955051263462574,1.00231616744867,2800
"381","Thomas 1","35",26,"c",28.9994251515527,1.0010523275988,6000
"382","Thomas 1","35",26,"deviance",37.9684182919283,1.00104802945521,6000
"383","Thomas 1","35",26,"sigma",0.553106960040034,1.0008519519039,6000
"384","Thomas 1","35",26,"topt",25.3855284432644,1.00107803688637,6000
"385","Thomas 1","4",27,"a",0.135430785956156,1.00086460783422,6000
"386","Thomas 1","4",27,"b",0.110657586623784,1.00106138052285,6000
"387","Thomas 1","4",27,"c",28.8501827090215,1.00094932811813,6000
"388","Thomas 1","4",27,"deviance",23.4868265667803,1.0015607162751,3300
"389","Thomas 1","4",27,"sigma",0.40856455455793,1.00101762783556,6000
"390","Thomas 1","4",27,"topt",25.6274833004626,1.00091646878288,6000
"391","Thomas 1","5",28,"a",0.235439212102851,1.00117604045758,5200
"392","Thomas 1","5",28,"b",0.093215298454779,1.00149951959425,3500
"393","Thomas 1","5",28,"c",29.2018594451338,1.00067561164869,6000
"394","Thomas 1","5",28,"deviance",30.6932699552197,1.00182365384632,2600
"395","Thomas 1","5",28,"sigma",0.475449419245715,1.00173546689937,2800
"396","Thomas 1","5",28,"topt",25.3682257085241,1.00124478264274,4700
"397","Thomas 1","6",29,"a",0.154237757773082,1.00199168845567,2300
"398","Thomas 1","6",29,"b",0.107538546300623,1.00204387281719,2300
"399","Thomas 1","6",29,"c",28.9710086137118,1.00065943487939,6000
"400","Thomas 1","6",29,"deviance",13.6049100952191,1.00147507785967,3600
"401","Thomas 1","6",29,"sigma",0.333805294870133,1.00086971901253,6000
"402","Thomas 1","6",29,"topt",25.3351017340624,1.00059724306495,6000
"403","Thomas 1","7",30,"a",0.168012410783467,1.00085279731967,6000
"404","Thomas 1","7",30,"b",0.10485524936286,1.00078676637496,6000
"405","Thomas 1","7",30,"c",29.3203907794532,1.00083712296011,6000
"406","Thomas 1","7",30,"deviance",7.71682202960321,1.00110771676685,5700
"407","Thomas 1","7",30,"sigma",0.294252773661418,1.00058744426912,6000
"408","Thomas 1","7",30,"topt",25.2565886143121,1.0007513742331,6000
"409","Thomas 1","8",31,"a",0.180312035306572,1.00062834143309,6000
"410","Thomas 1","8",31,"b",0.10078522887508,1.00068014386341,6000
"411","Thomas 1","8",31,"c",29.2909135005444,1.00095135952573,6000
"412","Thomas 1","8",31,"deviance",-5.84027100196005,1.00085255406589,6000
"413","Thomas 1","8",31,"sigma",0.221878677179522,1.00067257322381,6000
"414","Thomas 1","8",31,"topt",25.1908784226807,1.00102114360739,6000
"415","Thomas 1","9",32,"a",0.621748974985982,1.00098977481894,6000
"416","Thomas 1","9",32,"b",0.0616796184673792,1.00098669205365,6000
"417","Thomas 1","9",32,"c",29.49473630422,1.00122785439447,4800
"418","Thomas 1","9",32,"deviance",21.457533908287,1.00083544613138,6000
"419","Thomas 1","9",32,"sigma",0.392278398087424,1.00089347159584,6000
"420","Thomas 1","9",32,"topt",25.1503072566664,1.00071680697043,6000
"421","Thomas 1","anc2",33,"a",0.547400399852923,1.00141392396441,3800
"422","Thomas 1","anc2",33,"b",0.0664379509881,1.00161056909293,3200
"423","Thomas 1","anc2",33,"c",29.5281941676068,1.00104890980921,6000
"424","Thomas 1","anc2",33,"deviance",19.4502020769173,1.00094480326714,6000
"425","Thomas 1","anc2",33,"sigma",0.37616525096752,1.00149327700635,3500
"426","Thomas 1","anc2",33,"topt",25.2421160860829,1.00110411572864,5800
"427","Thomas 1","anc3",34,"a",0.255581413690514,1.00072957526117,6000
"428","Thomas 1","anc3",34,"b",0.0895482588127187,1.00078474306324,6000
"429","Thomas 1","anc3",34,"c",29.8628625317508,1.00069529600905,6000
"430","Thomas 1","anc3",34,"deviance",7.05001065191712,1.0007594087237,6000
"431","Thomas 1","anc3",34,"sigma",0.290106396375514,1.0010466438428,6000
"432","Thomas 1","anc3",34,"topt",25.2372458238123,1.00075994043255,6000
"433","Thomas 1","anc4",35,"a",0.370407812696719,1.00079680462028,6000
"434","Thomas 1","anc4",35,"b",0.0788168190855463,1.00081561518956,6000
"435","Thomas 1","anc4",35,"c",29.2847547080658,1.0010587352196,6000
"436","Thomas 1","anc4",35,"deviance",14.8745529141656,1.00092443840056,6000
"437","Thomas 1","anc4",35,"sigma",0.341509861769601,1.00085348975687,6000
"438","Thomas 1","anc4",35,"topt",25.1782066508273,1.00105559243703,6000
"439","Thomas 1","anc5",36,"a",0.261873669381011,1.00102786601579,6000
"440","Thomas 1","anc5",36,"b",0.0929832396932665,1.00095233154715,6000
"441","Thomas 1","anc5",36,"c",29.2145912035333,1.00076825145916,6000
"442","Thomas 1","anc5",36,"deviance",25.6003512947673,1.00071678752502,6000
"443","Thomas 1","anc5",36,"sigma",0.428053933394216,1.00137490643214,4000
"444","Thomas 1","anc5",36,"topt",25.2397822428613,1.00105992683875,6000
"445","Thomas 1","cc1629",37,"a",0.173994679002036,1.00235699016895,1900
"446","Thomas 1","cc1629",37,"b",0.0914159924637152,1.00266999802908,1600
"447","Thomas 1","cc1629",37,"c",28.882398373764,1.00142770564517,3800
"448","Thomas 1","cc1629",37,"deviance",1.48712359243661,1.00122839082461,4800
"449","Thomas 1","cc1629",37,"sigma",0.258773097836802,1.00098471382477,6000
"450","Thomas 1","cc1629",37,"topt",25.3725096294622,1.0013000557354,4400
"451","Thomas 1","cc1690",38,"a",0.339567613410266,1.00183302625102,2600
"452","Thomas 1","cc1690",38,"b",0.0811954703446752,1.00190648569638,2500
"453","Thomas 1","cc1690",38,"c",29.0878892033701,1.00073624590386,6000
"454","Thomas 1","cc1690",38,"deviance",36.0132831802903,1.00170919237795,2900
"455","Thomas 1","cc1690",38,"sigma",0.532057622362783,1.00071649630734,6000
"456","Thomas 1","cc1690",38,"topt",25.3922857105224,1.00078687206266,6000
