"","Sp.id","Sp.name","Parameter","est","se","p"
"1",1,"Asterionella formosa","a",0.0132601675842281,0.442542860683405,0.97618517788053
"2",1,"Asterionella formosa","b",0,3.48251464670417,1
"3",1,"Asterionella formosa","tmax",30.8903469562784,39.5353929900143,0.437358308417862
"4",1,"Asterionella formosa","delta_t",13.610249499894,102.007608681605,0.894258117101186
"5",2,"Chlorella sp.","a",0.0455004802707603,4.81049781299061,0.992480952359484
"6",2,"Chlorella sp.","b",-0.170091908047927,77.065454920144,0.998245444958259
"7",2,"Chlorella sp.","tmax",34.8640129238679,376.991500704403,0.926588939542951
"8",2,"Chlorella sp.","delta_t",11.4495141904848,472.157651499261,0.980724738056704
"9",3,"Coelastrum sp.","a",0.103930173709743,0.0304630353490963,0.0010908977379568
"10",3,"Coelastrum sp.","b",-0.813949128647255,0.740221005096293,0.275382946546313
"11",3,"Coelastrum sp.","tmax",35.9549670491016,1.36290063711775,1.92517890877966e-37
"12",3,"Coelastrum sp.","delta_t",8.45320735326198,1.03087660822432,9.49407756638755e-12
"13",4,"Cyclotella pseudostelligera","a",0.0465751557537843,4.1315037622326,0.991038508904258
"14",4,"Cyclotella pseudostelligera","b",-0.501716919020465,66.5834798783543,0.994009934994372
"15",4,"Cyclotella pseudostelligera","tmax",36.0933636366916,296.943311603032,0.903614149402849
"16",4,"Cyclotella pseudostelligera","delta_t",11.3292285875845,410.921884538518,0.978085645077966
"17",5,"Eudorina elegans","a",0.0623965423352198,0.430196711283139,0.885106855985272
"18",5,"Eudorina elegans","b",-1.21945818385152,7.11919393752001,0.864503181940185
"19",5,"Eudorina elegans","tmax",39.2443605265271,14.6167992159746,0.00910684722660732
"20",5,"Eudorina elegans","delta_t",9.46667677813528,32.5451761564864,0.772029956811705
"21",6,"Fistulifera saprophila","a",0.0586456263873345,4.56390818647319,0.989785195689274
"22",6,"Fistulifera saprophila","b",-1.16700781540174,65.1474548976681,0.985760452418551
"23",6,"Fistulifera saprophila","tmax",39.058305337578,127.393283647964,0.760087546204459
"24",6,"Fistulifera saprophila","delta_t",9.40383013824308,428.220867367765,0.982543990141753
"25",7,"Fragilaria crotonensis","a",0.00800705405045108,0.455787750311769,0.986035323069248
"26",7,"Fragilaria crotonensis","b",0,3.30936749269706,1
"27",7,"Fragilaria crotonensis","tmax",30.8872932265189,42.9799667328089,0.474822516290822
"28",7,"Fragilaria crotonensis","delta_t",14.2860082350965,122.059124731775,0.907172008355481
"29",8,"Lagerheimia subsalsa","a",0.0400979927762578,0.00508378725516504,3.50884073552998e-11
"30",8,"Lagerheimia subsalsa","b",-1.38167637379059,0.186692262446471,2.67834369756494e-10
"31",8,"Lagerheimia subsalsa","tmax",36.356672592395,0.367707080262156,3.3336152999478e-75
"32",8,"Lagerheimia subsalsa","delta_t",3.45092267144845,0.769009345045504,2.85471209306554e-05
"33",9,"Messastrum gracile","a",0.0334402826101944,0.00233509807289398,3.27734899258695e-22
"34",9,"Messastrum gracile","b",-0.966965126526398,0.105943795488441,1.99091298808289e-13
"35",9,"Messastrum gracile","tmax",35.6054096429333,0.140592607474359,6.7972044131109e-103
"36",9,"Messastrum gracile","delta_t",1.73841175996442,0.298542600136923,1.72860715303317e-07
"37",10,"Microcystis aeruginosa","a",0.036497031867949,0.00716733249882418,3.00999579462719e-06
"38",10,"Microcystis aeruginosa","b",-1.25894130471243,0.35912214844343,0.000811332151948862
"39",10,"Microcystis aeruginosa","tmax",36.2205720397604,1.10227798119004,1.85051075722552e-43
"40",10,"Microcystis aeruginosa","delta_t",1.54960587981054,1.4116247808843,0.276187238713574
"41",11,"Microcystis viridis","a",0.0671853132576789,1.71402661125573,0.968847894813976
"42",11,"Microcystis viridis","b",-1.57921959824414,25.2122326990664,0.950239287931274
"43",11,"Microcystis viridis","tmax",39.6023613907401,32.5141021302666,0.227431224466495
"44",11,"Microcystis viridis","delta_t",8.64101715447365,138.746563585626,0.950523236602542
"45",12,"Nitzschia paela (C )","a",0.0345347642323909,0.00379782243719263,2.2911222688229e-13
"46",12,"Nitzschia paela (C )","b",-0.711758392913747,0.172919370382388,0.000106434313066216
"47",12,"Nitzschia paela (C )","tmax",35.9166899372539,0.312301476358786,1.21797650673835e-79
"48",12,"Nitzschia paela (C )","delta_t",1.87717842858068,0.55468450417409,0.00118845718767495
"49",13,"Nitzschia paela (G)","a",0.110346018145503,0.0230273931194461,9.33608735025326e-06
"50",13,"Nitzschia paela (G)","b",-0.337933605954502,0.513944540742118,0.513060264981809
"51",13,"Nitzschia paela (G)","tmax",36.5220314121069,0.996237367188347,1.60658910182831e-46
"52",13,"Nitzschia paela (G)","delta_t",8.23470109113951,0.9425640218287,1.01069298157165e-12
"53",14,"Oocystis sp.","a",0.0607443640273455,0.41861039277975,0.885053640422682
"54",14,"Oocystis sp.","b",-1.17960634982809,6.64398629123112,0.859608159963372
"55",14,"Oocystis sp.","tmax",37.7153324983721,15.1532430450374,0.0152658546659457
"56",14,"Oocystis sp.","delta_t",9.50502527420514,32.1299177390038,0.768260683606253
"57",15,"Pediastrum boryanum","a",0.0350212532299178,0.00383278458818556,1.90893968346136e-13
"58",15,"Pediastrum boryanum","b",-1.14083472931171,0.149870890540063,1.10891181554618e-10
"59",15,"Pediastrum boryanum","tmax",38.4720874977212,1.33946190838455,9.50298877021218e-40
"60",15,"Pediastrum boryanum","delta_t",2.75314531124617,1.20344184902706,0.0252691346747903
"61",16,"Planktothrix agardhii","a",0.0278198642189988,10.7259124102201,0.9979381184434
"62",16,"Planktothrix agardhii","b",-0.716301879599753,230.684537165709,0.997531572670608
"63",16,"Planktothrix agardhii","tmax",41.3831223134977,2291.35455068835,0.985643437973741
"64",16,"Planktothrix agardhii","delta_t",16.7961434158243,2200.51481381223,0.993932295157251
"65",17,"Scenedesmus arcuatus var. Platydiscus","a",0.075153912697836,0.224384399309958,0.738706049109152
"66",17,"Scenedesmus arcuatus var. Platydiscus","b",-1.45243822404434,3.74817831627336,0.699592583183715
"67",17,"Scenedesmus arcuatus var. Platydiscus","tmax",36.5048445091541,5.27571637713682,1.9808187623351e-09
"68",17,"Scenedesmus arcuatus var. Platydiscus","delta_t",8.2252722698932,12.4359717082526,0.510584577630742
"69",18,"Scenedesmus armatus","a",0.0605660284456663,0.0554774876754146,0.278808071924526
"70",18,"Scenedesmus armatus","b",-1.40836488340491,0.478169300946272,0.00441343275283065
"71",18,"Scenedesmus armatus","tmax",38.9981325137529,0.256379386260979,7.24019882755064e-88
"72",18,"Scenedesmus armatus","delta_t",8.28169389620253,6.2679016651816,0.190834551235578
"73",19,"Synechococcus elongatus","a",0.163970835962674,0.0451209191019239,0.000537229520043275
"74",19,"Synechococcus elongatus","b",-0.0638224587617497,0.487944271272555,0.896320772249237
"75",19,"Synechococcus elongatus","tmax",35.8775922525772,0.946115078922936,1.79098003773543e-47
"76",19,"Synechococcus elongatus","delta_t",6.02630343985614,1.53328534682578,0.000201184813185972
"77",20,"Tetraedron minumum","a",0.0514011487520189,1.38802739557086,0.970568152565071
"78",20,"Tetraedron minumum","b",-1.04408037554051,22.2199825244848,0.962660239326316
"79",20,"Tetraedron minumum","tmax",38.2942630089391,72.7286507458627,0.60022909308836
"80",20,"Tetraedron minumum","delta_t",10.6530289340678,133.161786933475,0.936471721119691
