"","population","rep.ID","T.min","T.opt","T.max","T.µ.max","T.br","T.br.min","T.br.max","T.a","T.b","T.tmax","T.d.t","I.µ.max","I.comp","I.K.s","N.µ.max","N.comp","N.K.s","P.µ.max","P.comp","P.K.s","S.µ.max","S.c","S.b","mean.N.µg.l","mean.P.µg.l","chl.a","chl.b","luthein","pig.PC","bio.vol","Anc","Evol"
"41","4","4.D04",5.42044361237798,33.6536181588934,40.2499718218561,3.59362816637804,17.3961660642287,21.4517727278973,38.847938792126,0.0535266814115931,-1.33241487635107,41.0009740213373,3.65600187872945,1.80738399546533,0.0709614026079671,30.9796584155525,1.78824262669389,0.16434645315384,13.2813503887479,1.52132289155735,1.28603324861295,1.324447007837,1.44500506436626,5.03876355072885,0.391666059904533,255.62,58.485,13.2136,5.6604,1.2522,0.242239051380155,471.8732025,"anc3","S"
"42","2","2.E04",6.71564615742125,33.2988154048227,40.1077187054339,3.94145202089364,17.1303952272481,21.5221321680356,38.6525273952837,0.0585729433536015,-1.46878106074398,40.9090181917328,4.13197866931316,1.70040670913087,0.0922454483501723,21.9910482967735,1.76831969624,0.14146582580215,15.1895624765648,1.57842271123709,2.46589687846794,0.729519674815056,1.22893420899488,9.26869938195277,0.47060138249795,194.805,44.93,6.365,2.4608,0.5562,-2.35499553518545,423.8029652,"anc3","BS"
"43","21","21.F04",6.83253128105851,33.8484262642852,40.2243406013493,4.77925940343331,16.501630143659,22.3299542293703,38.8315843730293,0.0619119328829204,-1.52514105156453,40.8706435945113,3.68251436370211,1.71867931030626,0.14619563357313,14.0173481314512,1.59611279284569,0.673999152840547,2.76043057237294,1.42793135159552,2.60068591459706,0.596195127548683,1.62086994627861,2.84186656063722,2.00106499117798,628.08,172.14,11.0586,4.7862,0.9016,-0.739415823636823,366.1876204,"anc4","B"
"44","cc1690","cc1690.B04",3.65928059386261,32.7082236467139,40.3424853160724,3.0103821441546,19.0610384012552,19.61385882469,38.6748972259452,0.0521587495982517,-1.19894497044127,41.2982433187658,4.67152698209696,2.17731609697946,0.0619033617968793,46.5899934913366,1.53855037054257,0.146525074419286,11.9082951863673,1.44406226769345,1.4942547412632,1.05381143776284,1.20205066547793,3.00917203132181,3.15197524402296,252.68,47.545,9.5118,4.149,0.7606,-1.28025616449771,449.2997794,"cc1690","none"
"45","5","5.C04",5.97283791829,33.696701698158,40.129497470614,3.75177819991697,16.9767460771934,21.7885190879928,38.7652651651862,0.0546156981739493,-1.38209173362642,40.854234077754,3.5721913064571,2.19696384729849,0.0621914830203126,46.9233922412941,1.41804874416987,0.137543462927183,11.1769250334212,1.51108252147939,1.18398919721073,1.42775355579594,1.6249745201737,3.04870735794582,1.12468529327861,197.225,38.695,5.6209,3.1514,0.7712,-1.94022603227714,412.538632,"anc5","C"
"46","anc4","anc4.D04",5.32892906228985,32.8986469636941,40.3624048612851,3.71671460892799,18.2636802319754,20.4367516303321,38.7004318623075,0.0593357681383034,-1.35702449371728,41.2379317703906,4.80942914360061,1.86940569236227,0.0729724546279678,31.7569330915373,1.35260351236849,0.191431439568564,7.38430399161922,1.36079328377168,1.42783844719702,0.996240851854053,1.45869395070433,3.03212377144156,1.00910842307919,297.82,75.12,14.6383,6.1433,1.0092,0.154229493979691,416.9615664,"anc4","none"
"47","16","16.E04",4.23078810732074,33.5156063329895,40.2238151286606,3.94885893382907,17.5973453705786,21.1830713746157,38.7804167451943,0.056239769078182,-1.26447235664978,40.8945666199289,3.78734239197989,1.77842591812696,0.125932187709984,17.2448121383784,1.52101045650784,0.227208711035026,7.51573229457829,1.5432921275958,1.58185171703271,1.11205266952571,1.22285464754674,4.46410140571899,0.784704167714963,297.45,56.8,10.6618,5.0694,1.1162,-0.389446152230133,421.1878085,"anc5","B"
"48","29","29.F04",6.81725822281824,33.9250067268095,40.2964905444723,3.75811885003853,16.7848081364464,22.1603915148395,38.9451996512859,0.0547250859806709,-1.44995680442607,41.0562436476477,3.53166593200181,1.86445318380762,0.0707261400983586,32.7967403153833,1.29805161122114,0.540011543325568,2.44039097220637,1.39227688973526,2.35056074096177,0.629509284111745,1.06220760596413,3.73928350999072,3.7746297164972,439.99,94.22,15.4586,6.4414,1.3491,0.829290817960566,430.9207314,"anc3","P"
"49","8","8.B05",7.77610203648731,35.1630642965548,40.1311446582759,4.34667278811032,14.9198673779612,24.2067534542491,39.1266208322103,0.0539495638946412,-1.52188788089077,40.6382278974413,2.31014484902524,1.58108204992396,0.592579688357885,3.04174845487916,1.43943195841273,0.404578444192174,3.89996981819499,1.60477612603098,2.02848718908492,0.918571437761491,1.43295315862104,3.0218041106782,2.53918450120244,277.795,57.37,5.5987,2.3308,0.4556,-2.62254214283273,235.2922352,"anc4","P"
"50","25","25.C05",6.70861471657342,32.7608639890716,40.2311244119323,3.98758381711833,17.8316581777673,20.7109332335478,38.5425914113151,0.0637185654844219,-1.51161475096972,41.1388416495175,5.09521832989403,1.66391341739284,0.148152508271609,13.2590044072614,1.53742880124606,0.258714989266317,6.74694285806498,1.59293108452646,2.17914283123254,0.844175358691085,1.24413574285619,6.5488885150874,3.72157721897744,387.465,74.38,14.7452,5.9852,1.0849,0.239971383316122,414.9233026,"anc2","BS"
"51","33","33.D05",5.25660082232441,34.2231218978328,40.1990639474708,4.05134751788186,16.6205531165913,22.3334551198937,38.954008236485,0.0543404183062638,-1.3297756505626,40.7986626106266,3.09602481094188,1.85502488623007,0.0635842122877294,36.2946501407665,1.35545398126958,0.727140549736333,1.94670723885168,1.56129313914009,0.961898029490203,1.85167552970789,1.30029215171264,3.00581172435621,2.46634352965565,370.69,78.89,21.2645,8.9895,1.5908,2.46665232469866,543.8456929,"cc1690","L"
"52","23","23.E05",5.27253026803998,32.8040898406806,39.954153488904,3.96842756530759,17.7319732303562,20.625862778986,38.3578360093422,0.0603869576688394,-1.36725820110337,40.7347405778873,4.44701057503868,1.77173932554919,0.1580314409335,13.6825693538376,1.54707087090752,0.342165758086848,5.16354237534569,1.55432043190168,0.870754110005093,2.0365366512955,1.45318931023642,3.5057853504451,1.51242016239201,351.63,71.4,19.9151,8.0828,1.4474,1.87620040178223,455.4652286,"anc5","L"
"53","anc5","anc5.F05",6.10973765155646,33.960050779554,40.3064216579189,4.46108361618864,16.7050096210454,22.2351572751809,38.9401668962263,0.0589750577434739,-1.43064170562507,40.9481399775499,3.55753008013643,1.53993892859565,0.164121332333139,10.5781362062235,1.54797634765679,0.173305670434411,10.1886263229151,1.55542662524208,3.34224372945557,0.531674975763128,1.27541975389765,2.90754088411291,2.96126404231328,498.68,115.66,12.9969,7.3766,1.5142,1.0425633744888,489.5799523,"anc5","none"
"54","22","22.B05",4.36204583730915,34.5426162155559,40.0647305027215,4.733214222862,16.0706940294097,22.8748440487268,38.9455380781365,0.0564736774678835,-1.27557290675993,40.5128549204553,2.726712023057,2.14125380799308,0.064542474624612,43.5269157900708,1.74338757147205,0.165058012265865,12.7315427352017,1.61342671213117,0.323572708568679,6.36556347237134,1.5587956561602,2.52937381317742,1.72152557030949,333.19,82.795,16.8956,6.8342,1.3136,1.0317017638909,483.8682314,"cc1690","C"
