"","Model","Pop.fac","Pop.num","Parameter","mean","Rhat","n.eff"
"350","Thomas 1","3",21,"b",0.0774195786207568,1.00061841744725,6000
"351","Thomas 1","3",21,"c",29.2991497719775,1.00104914392274,6000
"352","Thomas 1","3",21,"deviance",25.1315147441897,1.00058974703593,6000
"353","Thomas 1","3",21,"sigma",0.422556893237479,1.00095700603252,6000
"354","Thomas 1","3",21,"topt",25.2665705749867,1.00083057735592,6000
"355","Thomas 1","30",22,"a",0.560674597025975,1.00057926508772,6000
"356","Thomas 1","30",22,"b",0.0669730550580262,1.0006231569614,6000
"357","Thomas 1","30",22,"c",29.8532474561023,1.00156192938765,3300
"358","Thomas 1","30",22,"deviance",15.8039323694536,1.00070479554961,6000
"359","Thomas 1","30",22,"sigma",0.348061158888324,1.00127926948,4500
"360","Thomas 1","30",22,"topt",25.1577026627387,1.00153155186711,3400
"361","Thomas 1","31",23,"a",0.386133607301928,1.0015235033295,3400
"362","Thomas 1","31",23,"b",0.0819141921080286,1.00146125091614,3600
"363","Thomas 1","31",23,"c",29.328297014809,1.00119528568584,5000
"364","Thomas 1","31",23,"deviance",33.4549399332676,1.00084463264008,6000
"365","Thomas 1","31",23,"sigma",0.503880320151072,1.00073038996785,6000
"366","Thomas 1","31",23,"topt",25.3459669523567,1.0010197063313,6000
"367","Thomas 1","32",24,"a",0.246833453663269,1.00053584145097,6000
"368","Thomas 1","32",24,"b",0.0934943520124861,1.00056087952314,6000
"369","Thomas 1","32",24,"c",29.453336377233,1.00091533513541,6000
"370","Thomas 1","32",24,"deviance",6.62364993726221,1.00133934563332,4200
"371","Thomas 1","32",24,"sigma",0.287148552942962,1.00103065555419,6000
"372","Thomas 1","32",24,"topt",25.2125990699008,1.0007994149717,6000
"373","Thomas 1","33",25,"a",0.323270132978292,1.00104486854908,6000
"374","Thomas 1","33",25,"b",0.0839421477657894,1.00099802171339,6000
"375","Thomas 1","33",25,"c",29.6740385203829,1.00116359566093,5300
"376","Thomas 1","33",25,"deviance",11.3118266073205,1.00129364341428,4400
"377","Thomas 1","33",25,"sigma",0.317590707178931,1.00156936131455,3300
"378","Thomas 1","33",25,"topt",25.1882179436483,1.00072799608614,6000
"379","Thomas 1","35",26,"a",0.253207013612518,1.0006389227721,6000
"380","Thomas 1","35",26,"b",0.0966613433247342,1.00067627586077,6000
"381","Thomas 1","35",26,"c",29.0501632127498,1.000981022271,6000
"382","Thomas 1","35",26,"deviance",37.4326418763615,1.00085634168153,6000
"383","Thomas 1","35",26,"sigma",0.547203086817787,1.00083698340643,6000
"384","Thomas 1","35",26,"topt",25.3640026151026,1.00162998830382,3100
"385","Thomas 1","4",27,"a",0.141520601471423,1.0011430800209,5400
"386","Thomas 1","4",27,"b",0.109476641451761,1.00112425104437,5600
"387","Thomas 1","4",27,"c",28.8327522946699,1.00079275265764,6000
"388","Thomas 1","4",27,"deviance",27.8117039009067,1.00148188925271,3600
"389","Thomas 1","4",27,"sigma",0.448270794727104,1.00148901970068,3500
"390","Thomas 1","4",27,"topt",25.6499572491537,1.00092232383915,6000
"391","Thomas 1","5",28,"a",0.184734018371115,1.00140012828566,3900
"392","Thomas 1","5",28,"b",0.102570116771103,1.00146645034067,3600
"393","Thomas 1","5",28,"c",29.0640789920269,1.00129502401563,4400
"394","Thomas 1","5",28,"deviance",29.8020677183358,1.00138065096453,4000
"395","Thomas 1","5",28,"sigma",0.467245177486257,1.00133348459119,4200
"396","Thomas 1","5",28,"topt",25.4242984277852,1.00129217661657,4400
"397","Thomas 1","6",29,"a",0.151764915093011,1.00110009665555,5800
"398","Thomas 1","6",29,"b",0.110014098618288,1.00117009945893,5200
"399","Thomas 1","6",29,"c",29.1272158362103,1.00099719147116,6000
"400","Thomas 1","6",29,"deviance",6.37495101580683,1.0012753512516,4500
"401","Thomas 1","6",29,"sigma",0.286698865826793,1.00134806049335,4100
"402","Thomas 1","6",29,"topt",25.2701704805702,1.00101093559747,6000
"403","Thomas 1","7",30,"a",0.172627996686244,1.00090958064464,6000
"404","Thomas 1","7",30,"b",0.104937614317353,1.00093278727789,6000
"405","Thomas 1","7",30,"c",29.2620818388681,1.00054585028105,6000
"406","Thomas 1","7",30,"deviance",0.456952004827077,1.00083770088106,6000
"407","Thomas 1","7",30,"sigma",0.25291049090566,1.00106868323722,6000
"408","Thomas 1","7",30,"topt",25.2742518430249,1.00061681549972,6000
"409","Thomas 1","8",31,"a",0.158167148092456,1.00136095440553,4100
"410","Thomas 1","8",31,"b",0.106618713702602,1.00122657707297,4800
"411","Thomas 1","8",31,"c",29.3048970718727,1.00148068922749,4400
"412","Thomas 1","8",31,"deviance",-3.82708567854379,1.00278524823218,1500
"413","Thomas 1","8",31,"sigma",0.231556207974776,1.00173950829396,2800
"414","Thomas 1","8",31,"topt",25.2026075396898,1.00217295409331,2600
"415","Thomas 1","9",32,"a",0.55945273094906,1.00082385412727,6000
"416","Thomas 1","9",32,"b",0.066860507814493,1.00092953949265,6000
"417","Thomas 1","9",32,"c",29.5290661667252,1.001163480218,5300
"418","Thomas 1","9",32,"deviance",15.1665311255888,1.00076546434731,6000
"419","Thomas 1","9",32,"sigma",0.343540859798077,1.00054836526221,6000
"420","Thomas 1","9",32,"topt",25.1277217748808,1.00104021265519,6000
"421","Thomas 1","anc2",33,"a",0.492816108428091,1.00168424879663,3000
"422","Thomas 1","anc2",33,"b",0.0725665875122325,1.00153067150183,3400
"423","Thomas 1","anc2",33,"c",29.4821709479245,1.00100294102306,6000
"424","Thomas 1","anc2",33,"deviance",24.1760461345054,1.00066557399602,6000
"425","Thomas 1","anc2",33,"sigma",0.415716954878901,1.00069510252607,6000
"426","Thomas 1","anc2",33,"topt",25.2757051880027,1.00073237422555,6000
"427","Thomas 1","anc3",34,"a",0.227426675218008,1.00080411338758,6000
"428","Thomas 1","anc3",34,"b",0.0949138673709687,1.00077537609767,6000
"429","Thomas 1","anc3",34,"c",29.8386118163378,1.00088224002773,6000
"430","Thomas 1","anc3",34,"deviance",7.53413663198891,1.00097053904932,6000
"431","Thomas 1","anc3",34,"sigma",0.293277577220875,1.00112473651963,5600
"432","Thomas 1","anc3",34,"topt",25.2402018635434,1.0007962690221,6000
"433","Thomas 1","anc4",35,"a",0.372436795182316,1.00186286122401,2600
"434","Thomas 1","anc4",35,"b",0.0797999981846168,1.00196814704974,2400
"435","Thomas 1","anc4",35,"c",29.2721263971764,1.00139407224563,3900
"436","Thomas 1","anc4",35,"deviance",15.7768410703626,1.00214206133736,2100
"437","Thomas 1","anc4",35,"sigma",0.347213374974089,1.00193965511334,2400
"438","Thomas 1","anc4",35,"topt",25.1833402966644,1.00130261312908,4400
"439","Thomas 1","anc5",36,"a",0.21542598007589,1.00132336252759,4200
"440","Thomas 1","anc5",36,"b",0.101519837280857,1.00130982725287,4300
"441","Thomas 1","anc5",36,"c",29.1005866632097,1.00122300007867,4800
"442","Thomas 1","anc5",36,"deviance",29.1736819904996,1.00122916235059,4800
"443","Thomas 1","anc5",36,"sigma",0.460227526382359,1.00170145245633,2900
"444","Thomas 1","anc5",36,"topt",25.3065199231667,1.00101295531737,6000
"445","Thomas 1","cc1629",37,"a",0.126442364723101,1.00125070457931,4700
"446","Thomas 1","cc1629",37,"b",0.104990290460251,1.00117925984132,5100
"447","Thomas 1","cc1629",37,"c",28.7024211669996,1.00150189437079,3500
"448","Thomas 1","cc1629",37,"deviance",10.3899101027671,1.00083209823226,6000
"449","Thomas 1","cc1629",37,"sigma",0.31049356311826,1.00097123576214,6000
"450","Thomas 1","cc1629",37,"topt",25.505541154673,1.00183844990922,2600
"451","Thomas 1","cc1690",38,"a",0.289294312966359,1.0017547153247,2800
"452","Thomas 1","cc1690",38,"b",0.0869497020625007,1.00191322668303,2500
"453","Thomas 1","cc1690",38,"c",28.9861037856181,1.00110954319098,5700
"454","Thomas 1","cc1690",38,"deviance",32.5044582896986,1.0015124181516,3500
"455","Thomas 1","cc1690",38,"sigma",0.493624133423439,1.00058177531143,6000
"456","Thomas 1","cc1690",38,"topt",25.4184345820489,1.00119001786007,5100
