"","Grad","Pop.fac","Pop.num","Parameter","mean","Rhat","n.eff"
"68","Phosphorous limitation","26",17,"sigma",0.229449132124467,1.00088549914308,6000
"69","Phosphorous limitation","27",18,"K_s",1.63721612093195,1.00151190220084,3500
"70","Phosphorous limitation","27",18,"deviance",12.1582483034012,1.000890240308,6000
"71","Phosphorous limitation","27",18,"r_max",1.41331903255869,1.00189979026553,2500
"72","Phosphorous limitation","27",18,"sigma",0.287046693735139,1.00116935774035,5200
"73","Phosphorous limitation","28",19,"K_s",0.718633178699981,1.00156789656167,3300
"74","Phosphorous limitation","28",19,"deviance",18.3487186831442,1.00135243787853,4100
"75","Phosphorous limitation","28",19,"r_max",1.30293983394962,1.00088657413799,6000
"76","Phosphorous limitation","28",19,"sigma",0.311087097187183,1.0007661491005,6000
"77","Phosphorous limitation","29",20,"K_s",0.575530136863271,1.00095585178814,6000
"78","Phosphorous limitation","29",20,"deviance",1.48737697787091,1.00078593762299,6000
"79","Phosphorous limitation","29",20,"r_max",1.26617675006041,1.00057036626065,6000
"80","Phosphorous limitation","29",20,"sigma",0.251354357001171,1.00141377531233,3800
"81","Phosphorous limitation","3",21,"K_s",0.734792325977019,1.00136058018643,4100
"82","Phosphorous limitation","3",21,"deviance",-38.2797034477191,1.00128998187488,4400
"83","Phosphorous limitation","3",21,"r_max",1.37107117114257,1.00155395492104,3300
"84","Phosphorous limitation","3",21,"sigma",0.152975358318962,1.00075880434435,6000
"85","Phosphorous limitation","30",22,"K_s",1.04225629684777,1.00107678533997,6000
"86","Phosphorous limitation","30",22,"deviance",1.56117390932982,1.00088900704238,6000
"87","Phosphorous limitation","30",22,"r_max",1.37096978236029,1.00091038703985,6000
"88","Phosphorous limitation","30",22,"sigma",0.251478291287554,1.00088140992086,6000
"89","Phosphorous limitation","31",23,"K_s",1.47614582056903,1.00117591466455,5200
"90","Phosphorous limitation","31",23,"deviance",13.7836794299954,1.00124217787909,4700
"91","Phosphorous limitation","31",23,"r_max",1.28546118186528,1.00104134478447,6000
"92","Phosphorous limitation","31",23,"sigma",0.292551092254237,1.00144005634777,3700
"93","Phosphorous limitation","32",24,"K_s",1.52285280375547,1.0007623063745,6000
"94","Phosphorous limitation","32",24,"deviance",-34.7730717409458,1.00132979201879,4300
"95","Phosphorous limitation","32",24,"r_max",1.5155811933584,1.0006881534785,6000
"96","Phosphorous limitation","32",24,"sigma",0.159577830696146,1.00060710869784,6000
"97","Phosphorous limitation","33",25,"K_s",2.13881350649012,1.00085413880774,6000
"98","Phosphorous limitation","33",25,"deviance",-27.9407326760111,1.00092309451094,6000
"99","Phosphorous limitation","33",25,"r_max",1.5702880156927,1.00108247924689,6000
"100","Phosphorous limitation","33",25,"sigma",0.173629671477419,1.00114539703321,5400
"101","Phosphorous limitation","35",26,"K_s",0.231889081526453,1.00079162127019,6000
"102","Phosphorous limitation","35",26,"deviance",0.404461118085029,1.00122198699302,4800
"103","Phosphorous limitation","35",26,"r_max",1.26021110560843,1.00122008863424,4900
"104","Phosphorous limitation","35",26,"sigma",0.248141655855865,1.00063433611429,6000
"105","Phosphorous limitation","4",27,"K_s",0.573592206643827,1.00132252515505,4300
"106","Phosphorous limitation","4",27,"deviance",12.5520481292601,1.00085073011606,6000
"107","Phosphorous limitation","4",27,"r_max",1.26984482202999,1.00080663754989,6000
