"","Sp.id","DIC","T.min.raw","T.max.raw","T.br.raw","T.opt.raw","r.max.raw"
"1","Synechococcus",8.10290773719096,10,36.4,25.1,28,0.704196203403877
"2","Kirchneriella_subcapitata",10.6810251053298,10,36.2,19.4,28.5,0.604215734681043
"3","Microcystis_aeruginosa",4.09895365585613,10,33.7,20.3,18.8,0.277636276254486
"4","Pediastrum_boryanum",-2.25393592173117,10,36.2,19.6,26.6,0.56155314462744
"5","Cyclotella_meneghiniana",-6.5752668155694,14.5,35,13.4,28.5,0.734275173187957
"6","Scenedesmus_acuminatus",-2.68738985144346,10,35.1,17.5,26.4,0.742634560373145
"7","Chlamydomonas_reinhardtii",12.1079059333375,NA,NA,NA,23.8,-0.265521256635716
