"","Pop.fac","Pop.num","unique.id","K.s","r.max","R.jag","R.mth"
"67","32",24,"24.D08",1.42378381779614,1.56658156309317,0.775,0.792105644688864
"68","32",24,"24.F07",1.19973167580672,1.48125858381539,0.7,0.72927378941676
"69","33",25,"25.C03",2.25107856939186,1.67470223487517,1.125,1.13088855428788
"70","33",25,"25.D05",1.9986525676702,1.5709651869391,1.05,1.10710581566518
"71","33",25,"25.E08",1.91022125651989,1.60415385042233,1,1.02448877932928
"72","33",25,"25.G03",2.31068562289395,1.74611786027215,1.025,1.09094044711856
"73","35",26,"26.C04",0.524135781452416,1.40365798089812,0.325,0.347908802214957
"74","35",26,"26.D07",0.276710249605096,1.38686425236787,0.175,0.187404086384319
"75","35",26,"26.D08",0.0530012721781754,1.29259082650952,0.05,0.0405147202855295
"76","35",26,"26.F07",0.297141383191581,1.37879892306848,0.2,0.203223489796125
"77","4",27,"27.B03",1.54984274313857,1.58009437368616,0.775,0.850815334880595
"78","4",27,"27.D04",1.40685954249556,1.52442942501318,0.8,0.81689890764868
"79","4",27,"27.D10",1.09549053711746,1.49275991229916,0.575,0.657698398801922
"80","4",27,"27.F03",1.00824710585622,1.44654211058769,0.5,0.636877112250424
"81","5",28,"28.B09",1.63206671184897,1.44852658277702,1,1.02862128871701
"82","5",28,"28.C04",1.52380563809121,1.51815456691601,0.85,0.890598643262404
"83","5",28,"28.D06",1.72406088271737,1.4596626175033,1.05,1.073151285313
"84","5",28,"28.E10",1.78402842782576,1.5234759807407,1,1.0369287242785
"85","6",29,"29.C02",0.951660500380509,1.57275598394301,0.525,0.52621745875863
"86","6",29,"29.C09",0.953022685480909,1.52174004652918,0.55,0.554924073085391
"87","6",29,"29.E09",1.29414587119691,1.55621292226891,0.7,0.727476698675711
"88","6",29,"29.F04",0.495100103150887,1.46385026323588,0.275,0.306749988401717
"89","11",3,"3.B07",1.35172555613173,1.54883000055601,0.725,0.765517137433263
"90","11",3,"3.C07",1.02683613513639,1.63228988970481,0.475,0.536261920584442
"91","11",3,"3.D11",0.895703495918835,1.44058842106225,0.575,0.569612256665242
"92","11",3,"3.G02",0.848561315088454,1.49849516133173,0.5,0.506336479961422
"93","7",30,"30.B08",1.34658732400009,1.47408885916021,0.8,0.824962358837683
"94","7",30,"30.C07",1.08044235805695,1.36791773715826,0.725,0.748897681885372
"95","7",30,"30.D10",1.26579917906884,1.43932314239345,0.75,0.806128607452679
"96","7",30,"30.F03",1.4450319991834,1.43288178505461,0.875,0.927064733619207
"97","8",31,"31.B05",0.976954210008602,1.62041296169093,0.525,0.515925754747869
"98","8",31,"31.D03",0.912946779772874,1.51561263793336,0.525,0.534997316254061
"99","8",31,"31.E10",0.951361391968869,1.54089757165601,0.55,0.543137627105271
"100","8",31,"31.F06",0.966856815843621,1.53971619627704,0.55,0.552649653981349
"101","9",32,"32.C03",2.41852143572117,1.59150187648434,1.225,1.31300973355469
"102","9",32,"32.D05",2.81669109389976,1.66455863367566,1.225,1.42803375438288
"103","9",32,"32.E08",2.22076320744947,1.58151130807388,1.1,1.21743869729317
"104","9",32,"32.G03",2.08788036280877,1.57958068087075,1.05,1.1467586872815
"105","anc2",33,"33.B06",1.25166413965816,1.61191427372294,0.65,0.666339392589309
"106","anc2",33,"33.C10",1.60292972479239,1.47467630603215,0.975,0.98137520340686
"107","anc2",33,"33.E05",1.15873090707056,1.49967681004521,0.675,0.690545197053754
"108","anc2",33,"33.F10",1.39981768015093,1.46765769462859,0.85,0.863649265051717
"109","anc3",34,"34.B07",1.10746568184834,1.34009877710589,0.8,0.795002889423692
"110","anc3",34,"34.C06",1.26314153540465,1.35851550625103,0.875,0.88584286001859
"111","anc3",34,"34.D07",1.05529919301626,1.23205629917077,0.85,0.879342324174748
"112","anc3",34,"34.F05",1.46932254224175,1.26536608941522,1.15,1.16651570865497
"113","anc4",35,"35.B11",1.15252359824618,1.37445975815534,0.775,0.792443344873966
"114","anc4",35,"35.D04",1.04177413202704,1.36503006545863,0.7,0.724685373834802
"115","anc4",35,"35.E02",1.4234966989172,1.44552650454583,0.9,0.900208121723563
"116","anc4",35,"35.F06",1.36099973081977,1.35417959478091,0.95,0.959681984110059
"117","anc5",36,"36.B08",0.905057778334733,1.58248052263562,0.5,0.495689007905015
"118","anc5",36,"36.C11",1.5264260925941,1.68518810872414,0.4,0.759693961591859
"119","anc5",36,"36.E07",1.10902592516789,1.55536488630375,0.6,0.623946581439377
"120","anc5",36,"36.F05",0.569608706719218,1.55796350468496,0.3,0.319631804435032
"121","cc1690",37,"37.B04",1.10192860559169,1.44831805508169,0.675,0.69466112458403
"122","cc1690",37,"37.C05",1.88486765509096,1.58901853792369,1,1.02575983614516
"123","cc1690",37,"37.E05",1.37826871734096,1.51346224594889,0.8,0.809502929969511
"124","cc1690",37,"37.F07",1.86954692413767,1.59596908381205,0.975,1.01059606302599
"125","14",4,"4.B04",1.34989781488607,1.62805633228074,0.675,0.707774256365254
"126","14",4,"4.D06",1.02472797880822,1.5134596929424,0.575,0.601858340085353
"127","14",4,"4.D09",1.05432078087681,1.50589457167854,0.575,0.624191802098289
"128","14",4,"4.F08",1.06638205020675,1.43627671881968,0.65,0.681490144939775
"129","15",5,"5.B02",2.32694969660222,1.69668379387151,1.025,1.1463978259591
"130","15",5,"5.C11",2.73526936981228,1.65110170069053,1.3,1.40385707961546
"131","15",5,"5.E07",1.81861866712742,1.54620457933628,1.025,1.0326726066074
"132","15",5,"5.F02",2.8227456205573,1.57585249627324,1.45,1.5560699543597
"133","16",6,"6.B05",1.70883728513767,1.48991234861467,1.025,1.02907427899275
"134","16",6,"6.C08",1.70318329545237,1.4393595410647,1.05,1.08463330516494
"135","16",6,"6.E04",1.17520703327486,1.55036100976375,0.65,0.664521252498534
"136","16",6,"6.E11",1.32709191629335,1.45146993410898,0.8,0.833647265812808
"137","17",7,"7.B08",0.376739438780683,1.46017484760076,0.225,0.234370118515856
"138","17",7,"7.C11",0.357320472422346,1.40734487348939,0.225,0.236148787603445
"139","17",7,"7.E07",0.67509687621669,1.46404456841203,0.425,0.418180987852628
"140","17",7,"7.F05",0.995347027924878,1.49692090942225,0.575,0.594921438973596
"141","18",8,"8.B11",1.24065826704962,1.39001510278728,0.825,0.837055406841009
"142","18",8,"8.D02",1.52424524284604,1.47819954697805,0.875,0.929620733099953
"143","18",8,"8.E06",1.49205626912145,1.54099974250567,0.85,0.851734689118111
"144","18",8,"8.E11",1.89019052499531,1.53027449876412,1.075,1.09093529237926
"145","19",9,"9.B03",1.90037774452354,1.67010839561155,0.9,0.958655516110133
"146","19",9,"9.D04",1.41157854314739,1.53947862612203,0.75,0.807045670095157
"147","19",9,"9.D10",1.48052723581722,1.4980091266147,0.825,0.883888257089638
"148","19",9,"9.F03",1.68562993100385,1.57971044235972,0.85,0.925706673335376
