"","population","population.number","temperature","well.ID","r.exp"
"329","18",8,22,"B11_36",NA
"330","18",8,22,"D02_36",NA
"331","18",8,22,"E06_36",NA
"332","18",8,22,"E11_36",NA
"333","18",8,28,"B11_51",NA
"334","18",8,28,"D02_51",NA
"335","18",8,28,"E06_51",NA
"336","18",8,28,"E11_51",NA
"337","18",8,34,"B11_66",NA
"338","18",8,34,"D02_66",NA
"339","18",8,34,"E06_66",NA
"340","18",8,34,"E11_66",NA
"341","19",9,10,"B03_1",NA
"342","19",9,10,"D04_1",NA
"343","19",9,10,"D10_1",NA
"344","19",9,10,"F03_1",NA
"345","19",9,16,"B03_16",NA
"346","19",9,16,"D04_16",NA
"347","19",9,16,"D10_16",NA
"348","19",9,16,"F03_16",NA
"349","19",9,22,"B03_31",NA
"350","19",9,22,"D04_31",NA
"351","19",9,22,"D10_31",NA
"352","19",9,22,"F03_31",NA
"353","19",9,28,"B03_46",NA
"354","19",9,28,"D04_46",NA
"355","19",9,28,"D10_46",NA
"356","19",9,28,"F03_46",NA
"357","19",9,34,"B03_61",NA
"358","19",9,34,"D04_61",NA
"359","19",9,34,"D10_61",NA
"360","19",9,34,"F03_61",NA
"361","1",1,10,"B09_1",0.28046591810065
"362","1",1,10,"C06_1",0.310465707193859
"363","1",1,10,"E02_1",-0.395294509783526
"364","1",1,10,"F11_1",-0.768679867929013
"365","1",1,16,"B09_16",-0.801465054684553
"366","1",1,16,"C06_16",-0.992619190757199
"367","1",1,16,"E02_16",-0.910997704210006
"368","1",1,16,"F11_16",0.818634530666848
"369","1",1,22,"B09_31",1.58756039062
"370","1",1,22,"C06_31",1.41971804662002
"371","1",1,22,"E02_31",1.57896603181408
"372","1",1,22,"F11_31",1.55434119987841
"373","1",1,28,"B09_46",2.98117537414561
"374","1",1,28,"C06_46",3.13224474537066
"375","1",1,28,"E02_46",2.82624967340664
"376","1",1,28,"F11_46",2.69295305196677
"377","1",1,34,"B09_61",3.70497456773718
"378","1",1,34,"C06_61",4.00705990842843
"379","1",1,34,"E02_61",3.77161538036612
"380","1",1,34,"F11_61",3.8707896776173
"381","10",2,10,"C02_11",0.242199500714591
"382","10",2,10,"D05_11",-0.492170953446521
"383","10",2,10,"D11_11",0.160993049396222
"384","10",2,10,"F08_11",0.460166917886478
"385","10",2,16,"C02_26",-0.61293115798994
"386","10",2,16,"D05_26",-0.17170431889336
"387","10",2,16,"D11_26",-0.289366335342107
"388","10",2,16,"F08_26",-0.831695757362191
"389","10",2,22,"C02_41",-0.400716318730245
"390","10",2,22,"D05_41",1.75441166242069
"391","10",2,22,"D11_41",1.80820043202688
"392","10",2,22,"F08_41",1.92081412985788
"393","10",2,28,"C02_56",2.88007350408944
"394","10",2,28,"D05_56",3.02891889583471
"395","10",2,28,"D11_56",2.75810174912472
"396","10",2,28,"F08_56",2.33419638572214
"397","10",2,34,"C02_71",2.9860217184333
"398","10",2,34,"D05_71",3.63498645398818
"399","10",2,34,"D11_71",3.69255088073297
"400","10",2,34,"F08_71",3.64944040071274
"401","11",3,10,"B07_1",-0.986226135078035
"402","11",3,10,"C07_1",0.150283997800516
"403","11",3,10,"D11_1",-0.57304275241803
"404","11",3,10,"G02_1",0.282034619813979
"405","11",3,16,"B07_16",-0.910997705059198
"406","11",3,16,"C07_16",-0.910997705032052
"407","11",3,16,"D11_16",-1.76910001831805
"408","11",3,16,"G02_16",0.195644270911978
"409","11",3,22,"B07_31",-1.56084432769631
"410","11",3,22,"C07_31",-0.925654562705038
"411","11",3,22,"D11_31",2.16580701395464
"412","11",3,22,"G02_31",1.84630248786631
"413","11",3,28,"B07_46",3.04255195454301
"414","11",3,28,"C07_46",2.92479159628157
"415","11",3,28,"D11_46",3.08898470095837
"416","11",3,28,"G02_46",2.73549136664318
"417","11",3,34,"B07_61",4.05597079658009
"418","11",3,34,"C07_61",3.62714599296659
"419","11",3,34,"D11_61",4.24613828420611
"420","11",3,34,"G02_61",3.98137930624461
"421","14",4,10,"B04_1",-0.675760427884175
"422","14",4,10,"D06_1",-0.612840776932547
"423","14",4,10,"D09_1",0.367847823545224
"424","14",4,10,"F08_1",-0.424398647717611
"425","14",4,16,"B04_16",-1.25680378191231
"426","14",4,16,"D06_16",-0.346509258259649
"427","14",4,16,"D09_16",-1.10624436182222
"428","14",4,16,"F08_16",-0.451047740209412
"429","14",4,22,"B04_31",1.94912206277684
"430","14",4,22,"D06_31",2.31246677347409
"431","14",4,22,"D09_31",2.253262648313
"432","14",4,22,"F08_31",2.12344354527127
"433","14",4,28,"B04_46",3.80930274740912
"434","14",4,28,"D06_46",3.53491999792122
"435","14",4,28,"D09_46",3.31866272804757
"436","14",4,28,"F08_46",3.62137704969363
"437","14",4,34,"B04_61",4.51186637600495
"438","14",4,34,"D06_61",4.06734036687473
"439","14",4,34,"D09_61",4.26810304916455
"440","14",4,34,"F08_61",4.25157352997624
"441","15",5,10,"B02_11",0.0771373489232608
"442","15",5,10,"C11_11",-0.11350217636048
"443","15",5,10,"E07_11",-0.101531533383711
"444","15",5,10,"F02_11",-0.0838496796609748
"445","15",5,16,"B02_26",0.731647553544034
"446","15",5,16,"C11_26",-0.542329422020083
"447","15",5,16,"E07_26",1.12549967867965
"448","15",5,16,"F02_26",-0.717334660037019
"449","15",5,22,"B02_41",2.55957782405991
"450","15",5,22,"C11_41",1.53678948795884
"451","15",5,22,"E07_41",-0.466480092893731
"452","15",5,22,"F02_41",-1.38255197983296
"453","15",5,28,"B02_56",3.16840099139599
"454","15",5,28,"C11_56",3.26145895031553
"455","15",5,28,"E07_56",3.75038969644396
"456","15",5,28,"F02_56",2.94208620932164
"457","15",5,34,"B02_71",4.28345646600143
"458","15",5,34,"C11_71",4.08784519308474
"459","15",5,34,"E07_71",3.48744386183036
"460","15",5,34,"F02_71",3.23823525894287
"461","16",6,10,"B05_11",-0.183248946961229
"462","16",6,10,"C08_11",0.516062741134698
"463","16",6,10,"E04_11",0.629294454659789
"464","16",6,10,"E11_11",-0.343679731627966
"465","16",6,16,"B05_26",0.486510830065763
"466","16",6,16,"C08_26",-0.486510830065763
"467","16",6,16,"E04_26",-1.0994419880557
"468","16",6,16,"E11_26",1.01404088501187
"469","16",6,22,"B05_41",2.0984881925691
"470","16",6,22,"C08_41",-1.61670746483226
"471","16",6,22,"E04_41",-0.902157708312023
"472","16",6,22,"E11_41",2.06692428919108
"473","16",6,28,"B05_56",3.05209315025364
"474","16",6,28,"C08_56",3.64772988767579
"475","16",6,28,"E04_56",3.36061208326198
"476","16",6,28,"E11_56",4.00271088634736
"477","16",6,34,"B05_71",3.28541766471698
"478","16",6,34,"C08_71",3.7057888255177
"479","16",6,34,"E04_71",3.59340032421185
"480","16",6,34,"E11_71",3.74242691510887
"481","17",7,10,"B08_6",0.529703281157359
"482","17",7,10,"C11_6",0.452243298142716
"483","17",7,10,"E07_6",0.417876582814117
"484","17",7,10,"F05_6",-0.216260475061076
"485","17",7,16,"B08_21",1.02108729585275
"486","17",7,16,"C11_21",-0.269414763687037
"487","17",7,16,"E07_21",0.995244895854263
"488","17",7,16,"F05_21",1.06649171088311
"489","17",7,22,"B08_36",2.31814227771558
"490","17",7,22,"C11_36",1.92724235299466
"491","17",7,22,"E07_36",2.15719257618336
"492","17",7,22,"F05_36",2.0038649676854
"493","17",7,28,"B08_51",3.23455537235673
"494","17",7,28,"C11_51",3.47028778097834
"495","17",7,28,"E07_51",3.49734842544465
"496","17",7,28,"F05_51",3.59539277746748
"497","17",7,34,"B08_66",6.58503873507729
"498","17",7,34,"C11_66",4.74773540488621
"499","17",7,34,"E07_66",5.20112232353301
"500","17",7,34,"F05_66",6.24788152278397
"501","18",8,10,"B11_6",-0.326089802584755
"502","18",8,10,"D02_6",0.468911641141878
"503","18",8,10,"E06_6",-0.107795719824821
"504","18",8,10,"E11_6",0.496062048013508
"505","18",8,16,"B11_21",0.961011280223017
"506","18",8,16,"D02_21",-0.269414763896702
"507","18",8,16,"E06_21",-0.255126640368967
"508","18",8,16,"E11_21",-0.406237553545253
"509","18",8,22,"B11_36",1.89168182323448
"510","18",8,22,"D02_36",1.86471751223715
"511","18",8,22,"E06_36",1.81806977982072
"512","18",8,22,"E11_36",1.74226264210273
"513","18",8,28,"B11_51",3.17657557230214
"514","18",8,28,"D02_51",3.04959917936282
"515","18",8,28,"E06_51",3.00525246860464
"516","18",8,28,"E11_51",2.9157799150744
"517","18",8,34,"B11_66",3.54231240535592
"518","18",8,34,"D02_66",3.46557742528821
"519","18",8,34,"E06_66",3.34111292130309
"520","18",8,34,"E11_66",3.24233162250249
"521","19",9,10,"B03_1",-0.24501051198301
"522","19",9,10,"D04_1",-0.57304275241803
"523","19",9,10,"D10_1",-0.675760427884175
"524","19",9,10,"F03_1",0.395294509783526
"525","19",9,16,"B03_16",2.2754567457547
"526","19",9,16,"D04_16",-0.346509258055322
"527","19",9,16,"D10_16",-2.69278525423723
"528","19",9,16,"F03_16",-0.646525332982955
"529","19",9,22,"B03_31",2.0483031005588
"530","19",9,22,"D04_31",-0.241216798158517
"531","19",9,22,"D10_31",1.69139423639302
"532","19",9,22,"F03_31",1.73118755400626
"533","19",9,28,"B03_46",3.46776915395325
"534","19",9,28,"D04_46",2.94200452864575
"535","19",9,28,"D10_46",3.36643458662395
"536","19",9,28,"F03_46",2.9516474613674
"537","19",9,34,"B03_61",4.12600161955228
"538","19",9,34,"D04_61",3.62667509008961
"539","19",9,34,"D10_61",3.8980048402142
"540","19",9,34,"F03_61",3.44169915810038
"541","2",10,10,"B10_6",NA
"542","2",10,10,"C08_6",-0.278806564408044
"543","2",10,10,"E04_6",-1.5587804183808
"544","2",10,10,"F09_6",-1.73483843408455
"545","2",10,16,"B10_21",-0.567443558553928
"546","2",10,16,"C08_21",0.220134787668337
"547","2",10,16,"E04_21",-0.489530536696874
"548","2",10,16,"F09_21",-0.269414763907755
"549","2",10,22,"B10_36",2.11026321975201
"550","2",10,22,"C08_36",1.92929892390796
"551","2",10,22,"E04_36",2.43385276256106
"552","2",10,22,"F09_36",-0.369027693297355
"553","2",10,28,"B10_51",3.85570034288822
"554","2",10,28,"C08_51",3.10527582020237
"555","2",10,28,"E04_51",2.95232129176741
"556","2",10,28,"F09_51",2.98457021681298
"557","2",10,34,"B10_66",3.58197857746029
"558","2",10,34,"C08_66",3.48385397518688
"559","2",10,34,"E04_66",4.0886483313984
"560","2",10,34,"F09_66",3.78042298260612
"561","20",11,10,"B06_11",-0.390682541720338
"562","20",11,10,"D03_11",-0.277209247823983
"563","20",11,10,"D08_11",-0.554327467339609
"564","20",11,10,"E09_11",-0.160979935029622
"565","20",11,16,"B06_26",0.40372743266728
"566","20",11,16,"D03_26",-0.200445413847231
"567","20",11,16,"D08_26",-0.671473663360792
"568","20",11,16,"E09_26",-0.141325902769335
"569","20",11,22,"B06_41",-1.23504451909299
"570","20",11,22,"D03_41",1.58825180862462
"571","20",11,22,"D08_41",1.6972881014877
"572","20",11,22,"E09_41",-0.190348489419932
"573","20",11,28,"B06_56",2.628113602131
"574","20",11,28,"D03_56",3.31017748389244
"575","20",11,28,"D08_56",2.91604052371515
"576","20",11,28,"E09_56",2.36332792364489
"577","20",11,34,"B06_71",3.83470406349928
"578","20",11,34,"D03_71",3.53160377553418
"579","20",11,34,"D08_71",4.03891892590836
"580","20",11,34,"E09_71",3.89097184920015
"581","21",12,10,"C02_6",0.443861988085109
"582","21",12,10,"C09_6",0.576383143266903
"583","21",12,10,"E09_6",0.456865812234507
"584","21",12,10,"F04_6",0.413747759798203
"585","21",12,16,"C02_21",1.13438712238626
"586","21",12,16,"C09_21",1.0648066315837
"587","21",12,16,"E09_21",1.07857860708969
"588","21",12,16,"F04_21",0.922524627658963
"589","21",12,22,"C02_36",2.90480448472033
"590","21",12,22,"C09_36",2.66431114395559
"591","21",12,22,"E09_36",2.2744087854103
"592","21",12,22,"F04_36",2.39169807327396
"593","21",12,28,"C02_51",3.82877384249311
"594","21",12,28,"C09_51",3.56981515846257
"595","21",12,28,"E09_51",3.78524445823456
"596","21",12,28,"F04_51",3.9147041831379
"597","21",12,34,"C02_66",4.76309774610353
"598","21",12,34,"C09_66",4.80298654142269
"599","21",12,34,"E09_66",4.30051328882232
"600","21",12,34,"F04_66",5.03741649628619
"601","22",13,10,"B05_6",-0.233722807502414
"602","22",13,10,"D03_6",-0.176698279872283
"603","22",13,10,"E10_6",-0.161901893094885
"604","22",13,10,"F06_6",0.392970470856231
"605","22",13,16,"B05_21",0.836918398302932
"606","22",13,16,"D03_21",0.161225198007205
"607","22",13,16,"E10_21",0.66019714617394
"608","22",13,16,"F06_21",-0.675621676886415
"609","22",13,22,"B05_36",2.15156617677946
"610","22",13,22,"D03_36",2.20062894319107
"611","22",13,22,"E10_36",-0.894196156136934
"612","22",13,22,"F06_36",-0.23840310137274
"613","22",13,28,"B05_51",3.26845420388999
"614","22",13,28,"D03_51",2.96445820188854
