"","Sp.id","Sp.name","Study","T.min","T.min.min","T.min.max","T.min.na","T.max","T.max.min","T.max.max","T.max.na","T.opt","T.opt.min","T.opt.max","r.max","r.max.min","r.max.max","T.br","T.br.min","T.br.max","T.br.na","a","b","tmax","d.t"
"1",1,"Akashiwo sanguinea","Thomas et al. (1973)",9.53813286984578,8.12719230838425,10.4765192051771,0,30.0247456005614,29.821089008339,30.2893146750616,0,23.820455735255,23.0881462063495,24.6477857679546,0.286339863069793,0.269988478679297,0.305863412989721,13.2259330538762,12.6138052058413,13.9354719939334,0,0.0205336124701838,-1.21217642058209,34.559917236299,3.94095776184261
"2",3,"Alexandrium fundyense strain BoF","Etheridge & Roesler (2005)",-0.844832640879024,-10.5403828320925,2.2571523496816,0,24.1782058811376,23.5991554665813,25.1095105722795,0,16.3644418436605,14.8462811096748,17.9475224431735,0.220342148746325,0.175218785368729,0.263104397408026,15.8315331675026,13.5329685938641,18.3212235189069,0,0.0933639769761465,-0.22334643185132,26.5717637815303,9.67570699584298
"3",4,"Alexandrium fundyense strain MI","Etheridge & Roesler (2005)",-0.249788471417571,-29.7752955530828,3.7966772285455,0,24.0047266620284,23.4264803602657,24.6789314734267,0,17.462133632945,15.7907535725103,19.0737124577291,0.378941769597139,0.299044591661919,0.459467578649218,14.0746282242233,11.7078691678563,16.3259176092066,0,0.126470455939178,-0.189217404100701,25.0881120489343,7.39701169844943
"4",7,"Alexandrium ostenfeldii clone LF-37","Jensen & Moestrup (1997)",9.10623550791661,8.4589561220487,9.57736041981671,0,26.2543324383402,26.1394100271612,26.4322014392887,0,20.3536322360911,19.9842611561528,20.6783462958589,0.209076610396103,0.201944970370722,0.216252501667601,11.251487878857,10.9372051024422,11.5679538071339,0,0.112500898631261,-0.349404945013844,28.9872536606954,8.38387901995317
"5",8,"Alexandrium tamarense clone GTMP","Watras et al. (1982)",-0.501887989638704,-4.81514636794358,4.71076891065128,0,26.055236630417,25.3055599779906,26.5239618269782,0,18.453835804299,17.1390311427322,19.8629599147001,0.303341944718181,0.25530815458949,0.342081320974564,15.7393004063683,13.7825623168529,17.7431724222462,0,0.105532767367926,-0.192986376110243,27.5878117320298,8.80672300890411
"6",9,"Amphiprora sp.","Hulburt (1982)",9.96641953870416,3.8401489043969,12.71851719873,0,33.9898949971456,33.7867419074232,34.2237723714074,0,28.3085686306269,27.6602694696785,29.0276039805022,0.857012027983625,0.788826997044043,0.924929522875755,12.805902433528,11.7608226910928,13.6835971637835,0,0.16133788700688,-0.215197617948549,34.4927271591949,6.13285086404827
"7",11,"Asterionellopsis glacialis","Hulburt (1982)",-3.89154101107133,-10.988389725125,1.89120259063356,0,34.4916821502675,34.4232966228328,34.619061304696,0,32.5109135152978,31.7447432136006,33.2368984193125,1.8238014557666,1.60262494679922,2.03967859869528,15.3510763558027,13.5633359679117,17.6198442870044,0,0.0310795327446951,-0.885808861767518,34.6790650390346,0.516180555441517
"8",12,"Asterionellopsis glacialis","Hulburt (1982)",-21.0820936126716,-60.661957707122,-0.974146448942535,0.043043043043043,27.5148795715858,26.7893686610545,28.5162642301994,0,22.4338623187925,19.3600900203283,26.9702043884599,1.06286655527334,0.777567279454041,1.30020658913966,21.6569132405052,15.5025000926713,32.2287186380732,0.0820820820820821,0.0244184329585422,-0.583427986563408,28.0870737829681,1.72958537553292
"9",13,"Asterionellopsis glacialis","Karentz & Smayda (1984) from Teng (unpubl.)",-8.71224338054111,-14.6192065250985,-2.13850323994587,0,30.0365309481974,29.8231107248794,30.2018179171944,0,25.0606283132761,23.7961362026692,26.0839518799783,2.27945816678411,2.06474587629764,2.46378869638213,16.6055552090816,14.9639059011591,18.0818540675578,0,0.0473018578216262,-0.664927582494539,30.4431145090441,2.09412593424061
"10",14,"Calcidiscus leptoporus strain N482-1","Buitenhuis et al. (2008)",6.65812219735407,4.92526714545448,7.99200196552057,0,24.967504321447,24.4613681573678,25.4694187281133,0,18.7240073446231,17.9568599857396,19.5875662765022,0.474493205350339,0.398959298903733,0.554851677073007,11.9650021013909,11.0424123506527,13.1828767991825,0,0.0890416938746406,-0.90657953195683,28.2102943915875,7.67273689692479
