"","Sp.id","DIC","Temp","K.s","r.max","R.jag","R.mth"
"1","Ankistrodesmus",-2.68338804715242,20,0.0226621981623949,0.815992699278988,0.00999999999999979,0.00316514374870246
"2","Chlamydomonas",51.7692023066983,20,0.363599729255921,1.37668835456749,0.11,0.0284799127332135
"3","Chlorella",49.3679393746737,20,0.448348768719993,1.1157047824577,0.11,0.0441416419872635
"4","Monoraphidium",3.72372580001669,20,0.524106505967649,1.05948325429172,0.11,0.0546238304444966
"5","Scenedesmus",26.766470682362,20,0.971511710395882,1.40385378816775,0.11,0.0745107863482994
"6","Raphidocelis",37.0657232614502,20,2.77494381550246,1.48241498044895,0.21,0.200731607711693
