"","population","population.number","light.lvl","well.ID","r.exp"
"603","25",16,"1","E03_1",0.21263568755314
"604","25",16,"1","F02_1",0.207070367577876
"605","25",16,"2","B02_4",0.298118750197285
"606","25",16,"2","C05_4",0.023998582420292
"607","25",16,"2","E03_4",0.163202927934973
"608","25",16,"2","F02_4",0.106623899995105
"609","25",16,"3","B02_7",0.541245792282191
"610","25",16,"3","C05_7",0.336258316835329
"611","25",16,"3","E03_7",0.623027161349807
"612","25",16,"3","F02_7",0.59142563622978
"613","25",16,"4","B02_10",0.404724184385219
"614","25",16,"4","C05_10",0.684549002607971
"615","25",16,"4","E03_10",0.853735153387782
"616","25",16,"4","F02_10",0.975150884169396
"617","25",16,"5","B02_13",1.23744704053418
"618","25",16,"5","C05_13",1.14920054012313
"619","25",16,"5","E03_13",1.34239219013871
"620","25",16,"5","F02_13",1.19004296630363
"621","25",16,"6","B02_16",1.34149924174025
"622","25",16,"6","C05_16",1.35101569778803
"623","25",16,"6","E03_16",1.4436882235795
"624","25",16,"6","F02_16",1.20718207824185
"625","25",16,"7","B02_19",1.04902724518522
"626","25",16,"7","C05_19",1.29884327281545
"627","25",16,"7","E03_19",1.60330727040267
"628","25",16,"7","F02_19",0.599581440631927
"629","25",16,"8","B02_22",1.69210175056913
"630","25",16,"8","C05_22",1.76939747369657
"631","25",16,"8","E03_22",1.25040738168897
"632","25",16,"8","F02_22",1.31262696376856
"633","25",16,"9","B02_25",1.54451637079805
"634","25",16,"9","C05_25",1.56423693187215
"635","25",16,"9","E03_25",1.57748870993944
"636","25",16,"9","F02_25",1.6139649798862
"637","25",16,"10","B02_28",0.681431338599457
"638","25",16,"10","C05_28",1.43741012269858
"639","25",16,"10","E03_28",1.07150024153425
"640","25",16,"10","F02_28",1.08450082097046
"641","26",17,"1","B09_2",0.0907922199485457
"642","26",17,"1","C06_2",0.269785622173286
"643","26",17,"1","E02_2",0.585448135815914
"644","26",17,"1","F11_2",0.0986077558690733
"645","26",17,"2","B09_5",-0.118517719494624
"646","26",17,"2","C06_5",0.203642268583484
"647","26",17,"2","E02_5",-0.0488350690219857
"648","26",17,"2","F11_5",0.380834283073057
"649","26",17,"3","B09_8",-0.21649948155883
"650","26",17,"3","C06_8",0.173819591213368
"651","26",17,"3","E02_8",0.425233907050715
"652","26",17,"3","F11_8",0.599090764111601
"653","26",17,"4","B09_11",0.357201794037673
"654","26",17,"4","C06_11",0.328683878899634
"655","26",17,"4","E02_11",0.384514710077209
"656","26",17,"4","F11_11",0.0740722255073947
"657","26",17,"5","B09_14",0.75683254987195
"658","26",17,"5","C06_14",0.603419654902095
"659","26",17,"5","E02_14",0.520440059564433
"660","26",17,"5","F11_14",0.678862918655816
"661","26",17,"6","B09_17",1.25547240747972
"662","26",17,"6","C06_17",1.24308554823574
"663","26",17,"6","E02_17",1.13403514515033
"664","26",17,"6","F11_17",1.17285181707671
"665","26",17,"7","B09_20",0.342229311866456
"666","26",17,"7","C06_20",1.45641233991658
"667","26",17,"7","E02_20",1.45543472038612
"668","26",17,"7","F11_20",1.3867420245451
"669","26",17,"8","B09_23",1.43335257091336
"670","26",17,"8","C06_23",0.825160444686844
"671","26",17,"8","E02_23",0.533413811054749
"672","26",17,"8","F11_23",1.29012416021547
"673","26",17,"9","B09_26",0.925494220028336
"674","26",17,"9","C06_26",1.17318161560251
"675","26",17,"9","E02_26",1.29002496302366
"676","26",17,"9","F11_26",1.3030177330462
"677","26",17,"10","B09_29",1.33423985882997
"678","26",17,"10","C06_29",1.69785069547848
"679","26",17,"10","E02_29",0.764014217916018
"680","26",17,"10","F11_29",1.4035825148388
"681","27",18,"1","B07_2",-0.0298115395669145
"682","27",18,"1","C07_2",-0.0238535372467759
"683","27",18,"1","D11_2",-0.0636186174843
"684","27",18,"1","G02_2",0.137360716362619
"685","27",18,"2","B07_5",-0.088019879921311
"686","27",18,"2","C07_5",0.125168114688999
"687","27",18,"2","D11_5",0.634543205602089
"688","27",18,"2","G02_5",-0.030034062897424
"689","27",18,"3","B07_8",0.306860112549085
"690","27",18,"3","C07_8",0.118033792629861
"691","27",18,"3","D11_8",0.295703816741876
"692","27",18,"3","G02_8",0.226118509868659
"693","27",18,"4","B07_11",0.29848187747676
"694","27",18,"4","C07_11",0.667103830651986
"695","27",18,"4","D11_11",0.580100382407088
"696","27",18,"4","G02_11",0.041771752432629
"697","27",18,"5","B07_14",0.322356971561296
"698","27",18,"5","C07_14",0.890453866095529
"699","27",18,"5","D11_14",0.85624774278126
"700","27",18,"5","G02_14",0.90693282503784
"701","27",18,"6","B07_17",1.50763072654175
"702","27",18,"6","C07_17",0.467117693731409
"703","27",18,"6","D11_17",1.32886582668459
"704","27",18,"6","G02_17",1.22130711011262
"705","27",18,"7","B07_20",1.66575722304548
"706","27",18,"7","C07_20",0.396083068723486
"707","27",18,"7","D11_20",1.38157721136322
"708","27",18,"7","G02_20",1.50254713748994
"709","27",18,"8","B07_23",1.71624661548903
"710","27",18,"8","C07_23",0.542764019974296
"711","27",18,"8","D11_23",1.61086560846285
"712","27",18,"8","G02_23",0.762801672817856
"713","27",18,"9","B07_26",1.35650763222771
"714","27",18,"9","C07_26",0.270831741335029
"715","27",18,"9","D11_26",1.30224758829246
"716","27",18,"9","G02_26",1.49978198285744
"717","27",18,"10","B07_29",1.79142608391125
"718","27",18,"10","C07_29",0.49605404480202
"719","27",18,"10","D11_29",1.50080239751766
"720","27",18,"10","G02_29",1.74168722714955
"721","28",19,"1","B02_2",-0.282006211367602
"722","28",19,"1","C05_2",0.0589209601255783
"723","28",19,"1","E03_2",-0.109102907640076
"724","28",19,"1","F02_2",0.0575706030688446
"725","28",19,"2","B02_5",0.349974014768737
"726","28",19,"2","C05_5",0.437515860590727
"727","28",19,"2","E03_5",0.207944312711642
"728","28",19,"2","F02_5",0.0275819501607111
"729","28",19,"3","B02_8",0.329744556993124
"730","28",19,"3","C05_8",0.101059261814717
"731","28",19,"3","E03_8",0.280701684736567
"732","28",19,"3","F02_8",0.577045593041018
"733","28",19,"4","B02_11",1.14402240844889
"734","28",19,"4","C05_11",0.337794820224835
"735","28",19,"4","E03_11",0.315856528192095
"736","28",19,"4","F02_11",0.163522000827827
"737","28",19,"5","B02_14",0.615725288937586
"738","28",19,"5","C05_14",1.02141909958773
"739","28",19,"5","E03_14",0.985808135765624
"740","28",19,"5","F02_14",0.870087027335292
"741","28",19,"6","B02_17",1.41676090354457
"742","28",19,"6","C05_17",1.65322755756488
"743","28",19,"6","E03_17",1.45313700006872
"744","28",19,"6","F02_17",0.849400159820289
"745","28",19,"7","B02_20",0.501982988765507
"746","28",19,"7","C05_20",0.941970750164422
"747","28",19,"7","E03_20",0.396083068572888
"748","28",19,"7","F02_20",1.03069857993823
"749","28",19,"8","B02_23",1.1127446800059
"750","28",19,"8","C05_23",0.762453673915299
"751","28",19,"8","E03_23",0.27141529647707
"752","28",19,"8","F02_23",0.58519370614458
"753","28",19,"9","B02_26",0.54012504575327
"754","28",19,"9","C05_26",0.617298657077984
"755","28",19,"9","E03_26",1.26027495105207
"756","28",19,"9","F02_26",1.28874265065404
"757","28",19,"10","B02_29",0.345029567084983
"758","28",19,"10","C05_29",1.60166414093568
"759","28",19,"10","E03_29",1.56041512177163
"760","28",19,"10","F02_29",1.39591687794086
"761","29",20,"1","B10_3",-0.0380664422296819
"762","29",20,"1","D02_3",0.400414277736018
"763","29",20,"1","E06_3",-0.0401423187738355
"764","29",20,"1","F04_3",0.0855179861291685
"765","29",20,"2","B10_6",0.15540301696203
"766","29",20,"2","D02_6",0.781331314734507
"767","29",20,"2","E06_6",0.0701536356460444
"768","29",20,"2","F04_6",0.240898050701287
"769","29",20,"3","B10_9",0.323424386086776
"770","29",20,"3","D02_9",0.0561569831198835
"771","29",20,"3","E06_9",0.401116435231075
"772","29",20,"3","F04_9",0.113051225448505
"773","29",20,"4","B10_12",0.157979527182758
"774","29",20,"4","D02_12",0.257736365598811
"775","29",20,"4","E06_12",1.07008444430172
"776","29",20,"4","F04_12",0.23277448832949
"777","29",20,"5","B10_15",0.96601933570754
"778","29",20,"5","D02_15",0.674778859159018
"779","29",20,"5","E06_15",0.953985187981593
"780","29",20,"5","F04_15",0.890624011756003
"781","29",20,"6","B10_18",1.191197818506
"782","29",20,"6","D02_18",1.11047453091699
"783","29",20,"6","E06_18",1.05412672840254
"784","29",20,"6","F04_18",0.424616896880415
"785","29",20,"7","B10_21",1.46774131559122
"786","29",20,"7","D02_21",1.568093916251
"787","29",20,"7","E06_21",1.67619293120346
"788","29",20,"7","F04_21",0.757997670917317
"789","29",20,"8","B10_24",1.6574741384457
"790","29",20,"8","D02_24",1.5374552703576
"791","29",20,"8","E06_24",1.51277030315633
"792","29",20,"8","F04_24",1.65183707495326
"793","29",20,"9","B10_27",1.069401556294
"794","29",20,"9","D02_27",1.6083500992128
"795","29",20,"9","E06_27",1.69649285813753
"796","29",20,"9","F04_27",1.54357884418478
"797","29",20,"10","B10_30",0.478156911428505
"798","29",20,"10","D02_30",1.53455878440681
"799","29",20,"10","E06_30",1.31692875714049
"800","29",20,"10","F04_30",0.513425749279623
"801","3",21,"1","B03_3",0.261919845378915
"802","3",21,"1","C10_3",0.248036086908308
"803","3",21,"1","D09_3",0.149709981595251
"804","3",21,"1","F09_3",0.283061962509871
"805","3",21,"2","B03_6",0.342554863726046
"806","3",21,"2","C10_6",0.50596434664068
"807","3",21,"2","D09_6",0.283603054463778
"808","3",21,"2","F09_6",0.481567153518099
"809","3",21,"3","B03_9",0.469143849731949
"810","3",21,"3","C10_9",0.346073656007178
"811","3",21,"3","D09_9",0.233476448909813
"812","3",21,"3","F09_9",1.23762140175821
"813","3",21,"4","B03_12",0.517505913989587
"814","3",21,"4","C10_12",0.577981727469618
"815","3",21,"4","D09_12",0.579315394504782
"816","3",21,"4","F09_12",0.318403804761879
"817","3",21,"5","B03_15",1.84425326315909
"818","3",21,"5","C10_15",1.16179115009892
"819","3",21,"5","D09_15",0.917888840943395
"820","3",21,"5","F09_15",0.76960979760763
"821","3",21,"6","B03_18",0.830928634711412
"822","3",21,"6","C10_18",0.272468673056965
"823","3",21,"6","D09_18",1.34302394453175
"824","3",21,"6","F09_18",1.58978313406357
"825","3",21,"7","B03_21",0.79759848367708
"826","3",21,"7","C10_21",1.44153489680082
"827","3",21,"7","D09_21",1.38804645458066
"828","3",21,"7","F09_21",1.38657902359855
"829","3",21,"8","B03_24",1.3131804690781
"830","3",21,"8","C10_24",1.52072895191655
"831","3",21,"8","D09_24",0.719344088476472
"832","3",21,"8","F09_24",1.28165629677238
"833","3",21,"9","B03_27",1.64961074997658
"834","3",21,"9","C10_27",1.52690087929326
"835","3",21,"9","D09_27",1.44589101317121
"836","3",21,"9","F09_27",1.37294521540133
"837","3",21,"10","B03_30",0.679300850380647
"838","3",21,"10","C10_30",1.61346968097745
"839","3",21,"10","D09_30",1.41558435936187
"840","3",21,"10","F09_30",0.295325035289319
"841","30",22,"1","C03_3",0.187870803346346
"842","30",22,"1","C09_3",0.349621969400795
"843","30",22,"1","E03_3",0.554444965851645
"844","30",22,"1","E08_3",0.160541827527723
"845","30",22,"2","C03_6",0.200710246439781
"846","30",22,"2","C09_6",0.203553824607535
"847","30",22,"2","E03_6",0.109611547183688
"848","30",22,"2","E08_6",0.311030502772898
"849","30",22,"3","C03_9",0.250782946411399
"850","30",22,"3","C09_9",0.316339705140693
"851","30",22,"3","E03_9",0.30594230154264
"852","30",22,"3","E08_9",0.149989892716054
"853","30",22,"4","C03_12",0.433957018984325
"854","30",22,"4","C09_12",0.712829265662065
"855","30",22,"4","E03_12",0.481121636176338
"856","30",22,"4","E08_12",0.704258906861241
"857","30",22,"5","C03_15",1.24551379956774
"858","30",22,"5","C09_15",0.328589363850711
"859","30",22,"5","E03_15",1.06741861699787
"860","30",22,"5","E08_15",0.819004906748305
"861","30",22,"6","C03_18",1.2552903360102
"862","30",22,"6","C09_18",0.588599624399992
"863","30",22,"6","E03_18",1.26414674127546
"864","30",22,"6","E08_18",1.28395503112845
"865","30",22,"7","C03_21",1.47195129804228
"866","30",22,"7","C09_21",1.08286929688801
"867","30",22,"7","E03_21",1.08286929600302
"868","30",22,"7","E08_21",1.52144817561899
"869","30",22,"8","C03_24",1.62605134468438
"870","30",22,"8","C09_24",1.63135351820981
"871","30",22,"8","E03_24",1.82369784627244
"872","30",22,"8","E08_24",0.943405633849957
"873","30",22,"9","C03_27",1.73453484110761
"874","30",22,"9","C09_27",1.85103024606071
"875","30",22,"9","E03_27",1.71486971391519
"876","30",22,"9","E08_27",1.63898200013736
"877","30",22,"10","C03_30",1.54845207931901
"878","30",22,"10","C09_30",1.46693104397468
"879","30",22,"10","E03_30",0.929035949670844
"880","30",22,"10","E08_30",0.535705127205256
"881","31",23,"1","B04_2",0.133650244063827
"882","31",23,"1","D06_2",0.61838194735224
"883","31",23,"1","D09_2",0.00973456260050331
"884","31",23,"1","F08_2",-0.120887105106368
"885","31",23,"2","B04_5",-0.151498407699744
"886","31",23,"2","D06_5",0.226075475901801
"887","31",23,"2","D09_5",-0.0286734538981561
"888","31",23,"2","F08_5",-0.00697434199222848
"889","31",23,"3","B04_8",0.0580671400808444
"890","31",23,"3","D06_8",0.159286996404874
"891","31",23,"3","D09_8",0.163734211663723
"892","31",23,"3","F08_8",0.0518927353234975
"893","31",23,"4","B04_11",0.0633586716484759
"894","31",23,"4","D06_11",0.191522019661398
"895","31",23,"4","D09_11",0.116066624623476
"896","31",23,"4","F08_11",0.0825986272435375
"897","31",23,"5","B04_14",0.74172298229773
"898","31",23,"5","D06_14",0.940688292661299
"899","31",23,"5","D09_14",0.98836153487933
"900","31",23,"5","F08_14",0.91364909817965
"901","31",23,"6","B04_17",1.61285707482538
"902","31",23,"6","D06_17",1.53932469650933
"903","31",23,"6","D09_17",1.58177643403422
"904","31",23,"6","F08_17",0.420028475487516
"905","31",23,"7","B04_20",0.765571955615823
"906","31",23,"7","D06_20",1.59271795828245
"907","31",23,"7","D09_20",1.52749003010179
"908","31",23,"7","F08_20",1.54733919629361
"909","31",23,"8","B04_23",1.35454874574791
"910","31",23,"8","D06_23",0.27141529647707
"911","31",23,"8","D09_23",1.65875364349347
"912","31",23,"8","F08_23",0.91096449138538
"913","31",23,"9","B04_26",0.718143917193767
"914","31",23,"9","D06_26",0.45434401175866
"915","31",23,"9","D09_26",1.14775922907661
"916","31",23,"9","F08_26",1.44032212540449
"917","31",23,"10","B04_29",0.686550339985853
"918","31",23,"10","D06_29",1.69295025021904
"919","31",23,"10","D09_29",1.40871981407047
"920","31",23,"10","F08_29",1.38964032840702
"921","32",24,"1","C04_1",0.0892141199024665
"922","32",24,"1","D07_1",0.0191983972920594
"923","32",24,"1","D08_1",-0.0571502544764241
"924","32",24,"1","F07_1",0.169354748233976
"925","32",24,"2","C04_4",0.243241386314083
"926","32",24,"2","D07_4",0.0277501120154738
"927","32",24,"2","D08_4",0.0464736411648515
"928","32",24,"2","F07_4",0.110942799870521
"929","32",24,"3","C04_7",0.17161622068377
"930","32",24,"3","D07_7",0.125527978956594
"931","32",24,"3","D08_7",0.770749352621873
"932","32",24,"3","F07_7",0.117955738096742
"933","32",24,"4","C04_10",0.490055306012152
"934","32",24,"4","D07_10",0.324366429768294
"935","32",24,"4","D08_10",0.404724184385219
"936","32",24,"4","F07_10",0.40472418438522
"937","32",24,"5","C04_13",0.931725484013512
"938","32",24,"5","D07_13",0.284191183931116
"939","32",24,"5","D08_13",0.236234403692116
"940","32",24,"5","F07_13",0.476461728844777
"941","32",24,"6","C04_16",1.15583736377078
"942","32",24,"6","D07_16",0.651970702440297
"943","32",24,"6","D08_16",1.07157619900419
"944","32",24,"6","F07_16",0.513761367560802
"945","32",24,"7","C04_19",1.34286808401055
"946","32",24,"7","D07_19",1.39300295352483
"947","32",24,"7","D08_19",1.04902724518522
"948","32",24,"7","F07_19",1.39829036444464
"949","32",24,"8","C04_22",0.85459823473481
"950","32",24,"8","D07_22",1.35939126570374
"951","32",24,"8","D08_22",1.24565965042424
"952","32",24,"8","F07_22",0.766598809195294
"953","32",24,"9","C04_25",0.496682086165565
"954","32",24,"9","D07_25",0.814233969704937
"955","32",24,"9","D08_25",1.46538682250486
"956","32",24,"9","F07_25",1.0471013812704
"957","32",24,"10","C04_28",1.62919864711902
"958","32",24,"10","D07_28",0.441041753191902
"959","32",24,"10","D08_28",1.33241317353826
"960","32",24,"10","F07_28",0.849904272703196
"961","33",25,"1","C03_1",-0.0240072997936403
"962","33",25,"1","D05_1",0.194819975294964
"963","33",25,"1","E08_1",0.281175612330397
"964","33",25,"1","G03_1",1.0689689489065
"965","33",25,"2","C03_4",0.0461960983807048
"966","33",25,"2","D05_4",0.642302857612444
"967","33",25,"2","E08_4",0.073536966605613
"968","33",25,"2","G03_4",-0.0842906621470676
"969","33",25,"3","C03_7",0.641779675018235
"970","33",25,"3","D05_7",0.0881170074265531
"971","33",25,"3","E08_7",0.352241470624189
"972","33",25,"3","G03_7",0.612695482901016
"973","33",25,"4","C03_10",0.133145580319578
"974","33",25,"4","D05_10",0.21686616629881
"975","33",25,"4","E08_10",0.226562544681182
"976","33",25,"4","G03_10",0.189073977362076
"977","33",25,"5","C03_13",0.5778933204707
"978","33",25,"5","D05_13",0.903653410662493
"979","33",25,"5","E08_13",0.928533623083187
"980","33",25,"5","G03_13",0.798930930990776
"981","33",25,"6","C03_16",1.24804177134696
"982","33",25,"6","D05_16",1.34272116907509
"983","33",25,"6","E08_16",1.33386298248813
"984","33",25,"6","G03_16",1.34356229533339
"985","33",25,"7","C03_19",1.53741346662103
"986","33",25,"7","D05_19",1.39502908088199
"987","33",25,"7","E08_19",1.26835260107852
"988","33",25,"7","G03_19",0.43538564451705
"989","33",25,"8","C03_22",1.3619785943985
"990","33",25,"8","D05_22",1.48796942553659
"991","33",25,"8","E08_22",1.64281406909457
"992","33",25,"8","G03_22",1.24859909088395
"993","33",25,"9","C03_25",0.424491676693352
"994","33",25,"9","D05_25",1.64900590255449
"995","33",25,"9","E08_25",1.58595561431963
"996","33",25,"9","G03_25",1.33384192238871
"997","33",25,"10","C03_28",1.67902422962602
"998","33",25,"10","D05_28",0.319162462659002
"999","33",25,"10","E08_28",0.319162462659002
"1000","33",25,"10","G03_28",1.27266943286582
"1001","35",26,"1","C04_2",0.150353842073508
"1002","35",26,"1","D07_2",0.705705990947352
"1003","35",26,"1","D08_2",0.0191913060836152
"1004","35",26,"1","F07_2",0.73948821095157
"1005","35",26,"2","C04_5",0.73797832946568
"1006","35",26,"2","D07_5",0.0889726109454871
"1007","35",26,"2","D08_5",0.404338915482387
"1008","35",26,"2","F07_5",-0.00759521460742112
"1009","35",26,"3","C04_8",0.0796800816790809
"1010","35",26,"3","D07_8",0.25381894180101
"1011","35",26,"3","D08_8",0.305913363585503
"1012","35",26,"3","F07_8",0.244766708547968
"1013","35",26,"4","C04_11",0.322900658679312
"1014","35",26,"4","D07_11",0.346863518372909
"1015","35",26,"4","D08_11",0.22730839058846
"1016","35",26,"4","F07_11",0.0653204548798162
"1017","35",26,"5","C04_14",0.681385486802515
"1018","35",26,"5","D07_14",1.17759119258312
"1019","35",26,"5","D08_14",1.24037889358734
"1020","35",26,"5","F07_14",0.83060212598177
"1021","35",26,"6","C04_17",0.561685557442767
"1022","35",26,"6","D07_17",1.33426420577953
"1023","35",26,"6","D08_17",1.53851094836175
"1024","35",26,"6","F07_17",0.984800821529343
"1025","35",26,"7","C04_20",1.6284505349096
"1026","35",26,"7","D07_20",1.45926462310588
"1027","35",26,"7","D08_20",1.53737078677722
"1028","35",26,"7","F07_20",1.4544461262423
"1029","35",26,"8","C04_23",1.08029521013188
"1030","35",26,"8","D07_23",1.03992227950823
"1031","35",26,"8","D08_23",1.08029521054531
"1032","35",26,"8","F07_23",1.25632122667193
"1033","35",26,"9","C04_26",1.41999833106417
"1034","35",26,"9","D07_26",1.76360487895945
"1035","35",26,"9","D08_26",0.895157437221688
"1036","35",26,"9","F07_26",1.42944754272602
"1037","35",26,"10","C04_29",1.47452799378885
"1038","35",26,"10","D07_29",1.43326332598899
"1039","35",26,"10","D08_29",0.585884181071614
"1040","35",26,"10","F07_29",1.37071794060786
"1041","4",27,"1","B03_2",0.0886241552458774
"1042","4",27,"1","D04_2",0.322186438594025
"1043","4",27,"1","D10_2",-0.00157760613141357
"1044","4",27,"1","F03_2",0.608700628952727
"1045","4",27,"2","B03_5",-0.0470615057720602
"1046","4",27,"2","D04_5",0.125742240238812
"1047","4",27,"2","D10_5",-0.0894157824203663
"1048","4",27,"2","F03_5",-0.0310166011903131
"1049","4",27,"3","B03_8",0.184222299021488
"1050","4",27,"3","D04_8",0.107472298151701
"1051","4",27,"3","D10_8",0.153098515882583
"1052","4",27,"3","F03_8",0.348873677764661
"1053","4",27,"4","B03_11",1.69359621660555
"1054","4",27,"4","D04_11",0.380241599577814
"1055","4",27,"4","D10_11",0.384514710077209
"1056","4",27,"4","F03_11",0.699234215043312
"1057","4",27,"5","B03_14",0.369071625582596
"1058","4",27,"5","D04_14",1.04920440622878
"1059","4",27,"5","D10_14",0.986105868042025
"1060","4",27,"5","F03_14",0.317941066700232
"1061","4",27,"6","B03_17",1.45313700010992
"1062","4",27,"6","D04_17",1.3176609815582
"1063","4",27,"6","D10_17",1.33674637835134
"1064","4",27,"6","F03_17",1.26900323361202
"1065","4",27,"7","B03_20",1.5461278471619
"1066","4",27,"7","D04_20",1.46305330986083
"1067","4",27,"7","D10_20",1.31603279801874
"1068","4",27,"7","F03_20",1.46818179074251
"1069","4",27,"8","B03_23",0.68457892979933
"1070","4",27,"8","D04_23",1.08029521074132
"1071","4",27,"8","D10_23",1.41170168599235
"1072","4",27,"8","F03_23",1.25516958273154
"1073","4",27,"9","B03_26",1.41759118336519
"1074","4",27,"9","D04_26",1.2446720693887
"1075","4",27,"9","D10_26",1.40612649697463
"1076","4",27,"9","F03_26",1.23407621456281
"1077","4",27,"10","B03_29",1.67869558443269
"1078","4",27,"10","D04_29",1.52808634508324
"1079","4",27,"10","D10_29",1.51383593139148
"1080","4",27,"10","F03_29",1.45768024529292
"1081","5",28,"1","B09_3",0.303841149518376
"1082","5",28,"1","C04_3",0.652874621961083
"1083","5",28,"1","D06_3",0.968431021738445
"1084","5",28,"1","E10_3",0.141946572341253
"1085","5",28,"2","B09_6",-0.0274534743897272
"1086","5",28,"2","C04_6",0.734264089463566
"1087","5",28,"2","D06_6",-0.105481735778114
"1088","5",28,"2","E10_6",0.371099859204474
"1089","5",28,"3","B09_9",0.131473775395742
"1090","5",28,"3","C04_9",0.204871993402273
"1091","5",28,"3","D06_9",0.254690866554069
"1092","5",28,"3","E10_9",0.242756552565163
"1093","5",28,"4","B09_12",0.504142131572868
"1094","5",28,"4","C04_12",0.712829266152504
"1095","5",28,"4","D06_12",0.233403791241552
"1096","5",28,"4","E10_12",0.498750874957597
"1097","5",28,"5","B09_15",1.45968377073584
"1098","5",28,"5","C04_15",0.78140448562577
"1099","5",28,"5","D06_15",0.534619812980852
"1100","5",28,"5","E10_15",0.293022634266761
"1101","5",28,"6","B09_18",0.57962793241866
"1102","5",28,"6","C04_18",1.16972575073178
"1103","5",28,"6","D06_18",1.4244244939437
"1104","5",28,"6","E10_18",0.963913718583433
"1105","5",28,"7","B09_21",1.49132250819636
"1106","5",28,"7","C04_21",1.5786560188612
"1107","5",28,"7","D06_21",1.51518372876027
"1108","5",28,"7","E10_21",0.347944942909464
"1109","5",28,"8","B09_24",0.677831424817637
"1110","5",28,"8","C04_24",1.23994935998477
"1111","5",28,"8","D06_24",0.816185802145882
"1112","5",28,"8","E10_24",1.36013286710851
"1113","5",28,"9","B09_27",1.29156500953166
"1114","5",28,"9","C04_27",0.843329006160637
"1115","5",28,"9","D06_27",1.41663783557513
"1116","5",28,"9","E10_27",1.45132850368658
"1117","5",28,"10","B09_30",1.25603134032215
"1118","5",28,"10","C04_30",0.597821420412957
"1119","5",28,"10","D06_30",1.48023784885478
"1120","5",28,"10","E10_30",1.58345872457743
"1121","6",29,"1","C02_1",0.625306749545613
"1122","6",29,"1","C09_1",0.246298487179922
"1123","6",29,"1","E09_1",0.681392792241683
"1124","6",29,"1","F04_1",0.281175612330397
"1125","6",29,"2","C02_4",0.171167448561116
"1126","6",29,"2","C09_4",0.0820179129814669
"1127","6",29,"2","E09_4",0.435196089534527
"1128","6",29,"2","F04_4",0.304946029665592
"1129","6",29,"3","C02_7",0.454174228213908
"1130","6",29,"3","C09_7",0.811332482597405
"1131","6",29,"3","E09_7",0.171070175040479
"1132","6",29,"3","F04_7",0.309121128829276
"1133","6",29,"4","C02_10",0.737715545224204
"1134","6",29,"4","C09_10",0.831221512461229
"1135","6",29,"4","E09_10",0.250023630322541
"1136","6",29,"4","F04_10",0.914325689876074
"1137","6",29,"5","C02_13",0.931994437969261
"1138","6",29,"5","C09_13",0.21253949294434
"1139","6",29,"5","E09_13",0.525361946860403
"1140","6",29,"5","F04_13",0.661877776512126
"1141","6",29,"6","C02_16",1.09481217116995
"1142","6",29,"6","C09_16",1.57087179730299
"1143","6",29,"6","E09_16",1.30579073654911
"1144","6",29,"6","F04_16",0.721708172506594
"1145","6",29,"7","C02_19",1.20968404720511
"1146","6",29,"7","C09_19",0.951352943195592
"1147","6",29,"7","E09_19",1.25123390720237
"1148","6",29,"7","F04_19",1.18209413591978
"1149","6",29,"8","C02_22",1.23542551938683
"1150","6",29,"8","C09_22",0.532629854229569
"1151","6",29,"8","E09_22",1.29820323623502
"1152","6",29,"8","F04_22",1.15584721030913
"1153","6",29,"9","C02_25",1.26656045334756
"1154","6",29,"9","C09_25",1.53283292110579
"1155","6",29,"9","E09_25",1.55984821190378
"1156","6",29,"9","F04_25",1.47593236552485
"1157","6",29,"10","C02_28",0.681431341846205
"1158","6",29,"10","C09_28",1.36810307185855
"1159","6",29,"10","E09_28",1.08531846153349
"1160","6",29,"10","F04_28",1.1715123329133
"1161","7",30,"1","B08_3",-0.0285574308025869
"1162","7",30,"1","C07_3",0.160541826155313
"1163","7",30,"1","D10_3",0.160541824271508
"1164","7",30,"1","F03_3",0.0847208577101014
"1165","7",30,"2","B08_6",0.417577493673715
"1166","7",30,"2","C07_6",0.240898050574017
"1167","7",30,"2","D10_6",0.0231887130281064
"1168","7",30,"2","F03_6",0.14433891145068
"1169","7",30,"3","B08_9",-0.0416060874298406
"1170","7",30,"3","C07_9",0.24020178525519
"1171","7",30,"3","D10_9",0.528798167137747
"1172","7",30,"3","F03_9",0.285750356172137
"1173","7",30,"4","B08_12",0.204254006729939
"1174","7",30,"4","C07_12",0.304675010879211
"1175","7",30,"4","D10_12",0.23177453712942
"1176","7",30,"4","F03_12",0.229904779119046
"1177","7",30,"5","B08_15",0.832643790181015
"1178","7",30,"5","C07_15",0.777328988826499
"1179","7",30,"5","D10_15",0.736146063351526
"1180","7",30,"5","F03_15",0.530884979930063
"1181","7",30,"6","B08_18",1.12464765582429
"1182","7",30,"6","C07_18",1.38959334418788
"1183","7",30,"6","D10_18",0.424616899962305
"1184","7",30,"6","F03_18",0.830928635640278
"1185","7",30,"7","B08_21",1.52195750763187
"1186","7",30,"7","C07_21",1.4618449231563
"1187","7",30,"7","D10_21",1.40649236334915
"1188","7",30,"7","F03_21",0.257109367449871
"1189","7",30,"8","B08_24",1.30493215612901
"1190","7",30,"8","C07_24",1.33473103125583
"1191","7",30,"8","D10_24",1.24195205756275
"1192","7",30,"8","F03_24",1.13132540997132
"1193","7",30,"9","B08_27",1.39875859882785
"1194","7",30,"9","C07_27",0.613768372437471
"1195","7",30,"9","D10_27",0.978215044247142
"1196","7",30,"9","F03_27",1.43612213427795
"1197","7",30,"10","B08_30",0.78225384239773
