"","population","population.number","light.lvl","well.ID","r.exp"
"1198","7",30,"10","C07_30",1.30297207660939
"1199","7",30,"10","D10_30",1.52666663770773
"1200","7",30,"10","F03_30",0.268237351920576
"1201","8",31,"1","B05_1",1.00333367321459
"1202","8",31,"1","D03_1",1.3066995417873
"1203","8",31,"1","E10_1",1.11953728911039
"1204","8",31,"1","F06_1",1.08889228371686
"1205","8",31,"2","B05_4",0.617678925255052
"1206","8",31,"2","D03_4",0.756280133879633
"1207","8",31,"2","E10_4",0.740564734279407
"1208","8",31,"2","F06_4",0.659956663092045
"1209","8",31,"3","B05_7",1.0395660415494
"1210","8",31,"3","D03_7",0.964995932830103
"1211","8",31,"3","E10_7",0.808546768280907
"1212","8",31,"3","F06_7",0.769558322295717
"1213","8",31,"4","B05_10",1.31166173973706
"1214","8",31,"4","D03_10",0.959787170324712
"1215","8",31,"4","E10_10",0.88598583523471
"1216","8",31,"4","F06_10",1.04936952693557
"1217","8",31,"5","B05_13",1.30103473804955
"1218","8",31,"5","D03_13",1.24951490042381
"1219","8",31,"5","E10_13",1.23010498451985
"1220","8",31,"5","F06_13",1.25098187725624
"1221","8",31,"6","B05_16",1.36442098162055
"1222","8",31,"6","D03_16",1.63702433384235
"1223","8",31,"6","E10_16",0.702900687374141
"1224","8",31,"6","F06_16",1.59097179280536
"1225","8",31,"7","B05_19",1.64112228874555
"1226","8",31,"7","D03_19",1.58162014327165
"1227","8",31,"7","E10_19",1.38760790418042
"1228","8",31,"7","F06_19",1.48694318846976
"1229","8",31,"8","B05_22",1.55274445688114
"1230","8",31,"8","D03_22",1.49280940339105
"1231","8",31,"8","E10_22",0.831386534375054
"1232","8",31,"8","F06_22",1.49727872124989
"1233","8",31,"9","B05_25",1.51678987833636
"1234","8",31,"9","D03_25",1.56493696532452
"1235","8",31,"9","E10_25",1.47923366880984
"1236","8",31,"9","F06_25",1.45608899646503
"1237","8",31,"10","B05_28",1.40406489062984
"1238","8",31,"10","D03_28",1.42164447948532
"1239","8",31,"10","E10_28",1.3034851370599
"1240","8",31,"10","F06_28",1.39334304781069
"1241","9",32,"1","C03_2",-0.0413685559710084
"1242","9",32,"1","D05_2",0.263137969166846
"1243","9",32,"1","E08_2",1.65101895846069
"1244","9",32,"1","G03_2",0.185859716407389
"1245","9",32,"2","C03_5",0.105274766336636
"1246","9",32,"2","D05_5",0.295148783523096
"1247","9",32,"2","E08_5",0.537212287423923
"1248","9",32,"2","G03_5",0.225108139490013
"1249","9",32,"3","C03_8",0.743323480243948
"1250","9",32,"3","D05_8",0.378929982905621
"1251","9",32,"3","E08_8",0.65815977121876
"1252","9",32,"3","G03_8",0.157290591246136
"1253","9",32,"4","C03_11",0.747328581054861
"1254","9",32,"4","D05_11",0.419521904069345
"1255","9",32,"4","E08_11",0.562248195532811
"1256","9",32,"4","G03_11",0.33995952786792
"1257","9",32,"5","C03_14",0.923432610977523
"1258","9",32,"5","D05_14",0.408607474369237
"1259","9",32,"5","E08_14",1.02293222254457
"1260","9",32,"5","G03_14",1.07184118685708
"1261","9",32,"6","C03_17",0.849400160256335
"1262","9",32,"6","D05_17",1.48536195101289
"1263","9",32,"6","E08_17",1.46389096118874
"1264","9",32,"6","G03_17",0.577881834053498
"1265","9",32,"7","C03_20",1.61190208672259
"1266","9",32,"7","D05_20",1.56486619328934
"1267","9",32,"7","E08_20",0.579714237448903
"1268","9",32,"7","G03_20",1.28536901867184
"1269","9",32,"8","C03_23",1.55678874242152
"1270","9",32,"8","D05_23",0.988308595093224
"1271","9",32,"8","E08_23",1.48744596157089
"1272","9",32,"8","G03_23",1.22415135802415
"1273","9",32,"9","C03_26",0.373697505130346
"1274","9",32,"9","D05_26",1.3681441169922
"1275","9",32,"9","E08_26",1.35679681712252
"1276","9",32,"9","G03_26",1.41921085000953
"1277","9",32,"10","C03_29",0.367394691925227
"1278","9",32,"10","D05_29",1.67074235646606
"1279","9",32,"10","E08_29",1.49484213716949
"1280","9",32,"10","G03_29",1.55112253528731
"1281","anc2",33,"1","B06_2",0.231212612845853
"1282","anc2",33,"1","C10_2",0.343997137391153
"1283","anc2",33,"1","E05_2",0.378673510665335
"1284","anc2",33,"1","F10_2",0.505023569818424
"1285","anc2",33,"2","B06_5",0.440365894059154
"1286","anc2",33,"2","C10_5",0.0267433566999594
"1287","anc2",33,"2","E05_5",-0.0324959170742328
"1288","anc2",33,"2","F10_5",0.102186494185294
"1289","anc2",33,"3","B06_8",0.150133096965998
"1290","anc2",33,"3","C10_8",0.497226709376106
"1291","anc2",33,"3","E05_8",-0.0667138167945168
"1292","anc2",33,"3","F10_8",0.269318322033997
"1293","anc2",33,"4","B06_11",0.172908744392729
"1294","anc2",33,"4","C10_11",0.259718370013066
"1295","anc2",33,"4","E05_11",0.191522021899721
"1296","anc2",33,"4","F10_11",0.699234214764344
"1297","anc2",33,"5","B06_14",0.970686155810767
"1298","anc2",33,"5","C10_14",1.31049023119487
"1299","anc2",33,"5","E05_14",1.01929816574592
"1300","anc2",33,"5","F10_14",0.912928904451545
"1301","anc2",33,"6","B06_17",1.40173665700134
"1302","anc2",33,"6","C10_17",1.35014157044109
"1303","anc2",33,"6","E05_17",1.38447900744446
"1304","anc2",33,"6","F10_17",1.27049049851478
"1305","anc2",33,"7","B06_20",1.61525634734237
"1306","anc2",33,"7","C10_20",1.41184338843629
"1307","anc2",33,"7","E05_20",1.5271977754528
"1308","anc2",33,"7","F10_20",1.26849769220362
"1309","anc2",33,"8","B06_23",1.46816336985496
"1310","anc2",33,"8","C10_23",1.57353024810163
"1311","anc2",33,"8","E05_23",1.15109041143405
"1312","anc2",33,"8","F10_23",1.24236835201134
"1313","anc2",33,"9","B06_26",1.559108661655
"1314","anc2",33,"9","C10_26",0.427943345052028
"1315","anc2",33,"9","E05_26",1.61094622622343
"1316","anc2",33,"9","F10_26",1.25594463770149
"1317","anc2",33,"10","B06_29",1.48535616331866
"1318","anc2",33,"10","C10_29",1.62946097666824
"1319","anc2",33,"10","E05_29",0.601451372797569
"1320","anc2",33,"10","F10_29",1.55850631784974
"1321","anc3",34,"1","B07_3",0.253378498025111
"1322","anc3",34,"1","C06_3",0.400339366479397
"1323","anc3",34,"1","D07_3",0.248826610768806
"1324","anc3",34,"1","F05_3",0.507047669809848
"1325","anc3",34,"2","B07_6",0.176530507602085
"1326","anc3",34,"2","C06_6",0.322992963207174
"1327","anc3",34,"2","D07_6",-0.00708904098316269
"1328","anc3",34,"2","F05_6",0.0368825228815468
"1329","anc3",34,"3","B07_9",-0.0171675822038778
"1330","anc3",34,"3","C06_9",0.182830902980317
"1331","anc3",34,"3","D07_9",0.101638344848421
"1332","anc3",34,"3","F05_9",0.209764135273304
"1333","anc3",34,"4","B07_12",0.318403806841237
"1334","anc3",34,"4","C06_12",0.372861908339891
"1335","anc3",34,"4","D07_12",0.268929400326153
"1336","anc3",34,"4","F05_12",0.38738112150739
"1337","anc3",34,"5","B07_15",0.620437945412512
"1338","anc3",34,"5","C06_15",0.939068301566021
"1339","anc3",34,"5","D07_15",1.30222953335704
"1340","anc3",34,"5","F05_15",0.798093956574854
"1341","anc3",34,"6","B07_18",0.272468670474831
"1342","anc3",34,"6","C06_18",1.23416673195402
"1343","anc3",34,"6","D07_18",0.830928634711412
"1344","anc3",34,"6","F05_18",1.42442449357015
"1345","anc3",34,"7","B07_21",1.56293107064685
"1346","anc3",34,"7","C06_21",0.448743818823282
"1347","anc3",34,"7","D07_21",1.41300346530966
"1348","anc3",34,"7","F05_21",1.5811029281186
"1349","anc3",34,"8","B07_24",1.04048409626623
"1350","anc3",34,"8","C06_24",1.36706731546312
"1351","anc3",34,"8","D07_24",0.635413722140107
"1352","anc3",34,"8","F05_24",1.0233224384071
"1353","anc3",34,"9","B07_27",0.319302486504721
"1354","anc3",34,"9","C06_27",1.34983119213962
"1355","anc3",34,"9","D07_27",1.4123708759261
"1356","anc3",34,"9","F05_27",1.54806785220917
"1357","anc3",34,"10","B07_30",1.36317605929808
"1358","anc3",34,"10","C06_30",0.753119153682857
"1359","anc3",34,"10","D07_30",0.893148051464512
"1360","anc3",34,"10","F05_30",1.17275093998318
"1361","anc4",35,"1","B11_3",0.248826609024029
"1362","anc4",35,"1","D04_3",0.145313952904157
"1363","anc4",35,"1","E02_3",0.108247095887355
"1364","anc4",35,"1","F06_3",0.393154544031537
"1365","anc4",35,"2","B11_6",0.295077611511882
"1366","anc4",35,"2","D04_6",0.417577493942061
"1367","anc4",35,"2","E02_6",0.123859319659156
"1368","anc4",35,"2","F06_6",-0.0205878264097498
"1369","anc4",35,"3","B11_9",0.299096612267735
"1370","anc4",35,"3","D04_9",0.456219603569769
"1371","anc4",35,"3","E02_9",0.537057175423169
"1372","anc4",35,"3","F06_9",0.366156237431385
"1373","anc4",35,"4","B11_12",0.44583093657192
"1374","anc4",35,"4","D04_12",0.539253582898793
"1375","anc4",35,"4","E02_12",0.211031550396488
"1376","anc4",35,"4","F06_12",0.513519924515167
"1377","anc4",35,"5","B11_15",0.53461981339435
"1378","anc4",35,"5","D04_15",1.05608726253577
"1379","anc4",35,"5","E02_15",0.957236832714691
"1380","anc4",35,"5","F06_15",0.921954164496862
"1381","anc4",35,"6","B11_18",1.11891523125962
"1382","anc4",35,"6","D04_18",0.498944783207228
"1383","anc4",35,"6","E02_18",0.963913717956458
"1384","anc4",35,"6","F06_18",1.2068778894156
"1385","anc4",35,"7","B11_21",1.25844681046738
"1386","anc4",35,"7","D04_21",0.448743819261341
"1387","anc4",35,"7","E02_21",0.91799877831885
"1388","anc4",35,"7","F06_21",1.57483111532973
"1389","anc4",35,"8","B11_24",0.33972604509456
"1390","anc4",35,"8","D04_24",0.33972604509456
"1391","anc4",35,"8","E02_24",1.36587622050796
"1392","anc4",35,"8","F06_24",0.816185804970088
"1393","anc4",35,"9","B11_27",0.613768373855974
"1394","anc4",35,"9","D04_27",0.377865258733781
"1395","anc4",35,"9","E02_27",1.15582440603831
"1396","anc4",35,"9","F06_27",1.39273848996237
"1397","anc4",35,"10","B11_30",0.386450992176109
"1398","anc4",35,"10","D04_30",1.09488125317668
"1399","anc4",35,"10","E02_30",0.597821419037174
"1400","anc4",35,"10","F06_30",1.20504380496666
"1401","anc5",36,"1","B08_1",0.208542541747788
"1402","anc5",36,"1","C11_1",0.268326628587838
"1403","anc5",36,"1","E07_1",0.253383903033034
"1404","anc5",36,"1","F05_1",0.0232828903999288
"1405","anc5",36,"2","B08_4",0.0918774003215864
"1406","anc5",36,"2","C11_4",0.384656824377881
"1407","anc5",36,"2","E07_4",0.178104268565903
"1408","anc5",36,"2","F05_4",0.122600424079932
"1409","anc5",36,"3","B08_7",0.211356617498237
"1410","anc5",36,"3","C11_7",0.583927090277249
"1411","anc5",36,"3","E07_7",0.494641174546259
"1412","anc5",36,"3","F05_7",0.419485662540645
"1413","anc5",36,"4","B08_10",0.600993946925902
"1414","anc5",36,"4","C11_10",0.165702515398957
"1415","anc5",36,"4","E07_10",0.996502581548526
"1416","anc5",36,"4","F05_10",0.891027656935387
"1417","anc5",36,"5","B08_13",0.45499951995829
"1418","anc5",36,"5","C11_13",0.284191186508719
"1419","anc5",36,"5","E07_13",1.42571395348346
"1420","anc5",36,"5","F05_13",1.26148556330181
"1421","anc5",36,"6","B08_16",1.49472977413213
"1422","anc5",36,"6","C11_16",1.38950065236693
"1423","anc5",36,"6","E07_16",1.31316922682168
"1424","anc5",36,"6","F05_16",0.49314923335204
"1425","anc5",36,"7","B08_19",0.329494520160161
"1426","anc5",36,"7","C11_19",0.470718368212075
"1427","anc5",36,"7","E07_19",1.6626688458534
"1428","anc5",36,"7","F05_19",0.481956285250073
"1429","anc5",36,"8","B08_22",1.488308784399
"1430","anc5",36,"8","C11_22",1.63213240382332
"1431","anc5",36,"8","E07_22",1.48677778237518
"1432","anc5",36,"8","F05_22",0.854598238444544
"1433","anc5",36,"9","B08_25",0.542909299647587
"1434","anc5",36,"9","C11_25",1.5304420250217
"1435","anc5",36,"9","E07_25",1.48566889128137
"1436","anc5",36,"9","F05_25",1.47578222041391
"1437","anc5",36,"10","B08_28",0.979633764438377
"1438","anc5",36,"10","C11_28",1.2485940273674
"1439","anc5",36,"10","E07_28",0.351283493150374
"1440","anc5",36,"10","F05_28",1.054695978363
"1441","cc1690",37,"1","B04_3",-0.0177597777100302
"1442","cc1690",37,"1","C05_3",0.136117070607116
"1443","cc1690",37,"1","E05_3",0.169033777582172
"1444","cc1690",37,"1","F07_3",0.435313764702213
"1445","cc1690",37,"2","B04_6",0.058606113854944
"1446","cc1690",37,"2","C05_6",0.0877420852531034
"1447","cc1690",37,"2","E05_6",0.53198449509439
"1448","cc1690",37,"2","F07_6",0.0599863423684788
"1449","cc1690",37,"3","B04_9",0.1240302302562
"1450","cc1690",37,"3","C05_9",0.184334711829921
"1451","cc1690",37,"3","E05_9",0.20487199279564
"1452","cc1690",37,"3","F07_9",0.142820776937481
"1453","cc1690",37,"4","B04_12",0.480455229788917
"1454","cc1690",37,"4","C05_12",0.49541488782126
"1455","cc1690",37,"4","E05_12",0.48045522905124
"1456","cc1690",37,"4","F07_12",0.232774490427752
"1457","cc1690",37,"5","B04_15",1.00592684513005
"1458","cc1690",37,"5","C05_15",0.534619813303794
"1459","cc1690",37,"5","E05_15",1.11597465624461
"1460","cc1690",37,"5","F07_15",1.01677890807453
"1461","cc1690",37,"6","B04_18",1.25010943042627
"1462","cc1690",37,"6","C05_18",0.604896012049284
"1463","cc1690",37,"6","E05_18",1.3658745906235
"1464","cc1690",37,"6","F07_18",0.546824128173536
"1465","cc1690",37,"7","B04_21",1.4708444334202
"1466","cc1690",37,"7","C05_21",1.44791576370301
"1467","cc1690",37,"7","E05_21",1.49306053842212
"1468","cc1690",37,"7","F07_21",1.403179698441
"1469","cc1690",37,"8","B04_24",1.53960326944365
"1470","cc1690",37,"8","C05_24",1.53096479570043
"1471","cc1690",37,"8","E05_24",1.56950925650692
"1472","cc1690",37,"8","F07_24",1.28730038159816
"1473","cc1690",37,"9","B04_27",1.63121903275254
"1474","cc1690",37,"9","C05_27",1.41104131746848
"1475","cc1690",37,"9","E05_27",1.48685104313837
"1476","cc1690",37,"9","F07_27",0.276474623528252
"1477","cc1690",37,"10","B04_30",0.328511711751284
"1478","cc1690",37,"10","C05_30",1.57223366313695
"1479","cc1690",37,"10","E05_30",1.65763595919772
"1480","cc1690",37,"10","F07_30",1.34852914262121
