"","Grad","Pop.fac","Pop.num","Parameter","mean","Rhat","n.eff"
"63","Salt stress","25",16,"c",7.06481780714347,1.0042641197782,6000
"64","Salt stress","25",16,"deviance",3.0690951380616,1.00080160657355,6000
"65","Salt stress","26",17,"a",1.47540209041666,1.00292502643176,6000
"66","Salt stress","26",17,"b",1.7199974512132,1.00084007871633,6000
"67","Salt stress","26",17,"c",3.95782615358381,1.04859399432133,2800
"68","Salt stress","26",17,"deviance",-13.9391937062606,1.00103015072862,6000
"69","Salt stress","27",18,"a",1.24190847638462,1.00068312815788,6000
"70","Salt stress","27",18,"b",1.79154099104849,1.00058397432014,6000
"71","Salt stress","27",18,"c",4.05780716197913,1.03399273342496,4200
"72","Salt stress","27",18,"deviance",-12.3306978717103,1.00161026979581,3200
"73","Salt stress","28",19,"a",1.49841897758106,1.00151410571118,3500
"74","Salt stress","28",19,"b",2.51575833184359,1.00104784685954,6000
"75","Salt stress","28",19,"c",4.07875528528176,1.00208871238862,4800
"76","Salt stress","28",19,"deviance",1.92737336273482,1.00058152085983,6000
"77","Salt stress","29",20,"a",1.52525108148773,1.00111726655183,5700
"78","Salt stress","29",20,"b",2.97075667015908,1.00155176439499,3300
"79","Salt stress","29",20,"c",3.9948733123614,1.0007125104153,6000
"80","Salt stress","29",20,"deviance",4.69638045116562,1.00108857375849,5900
"81","Salt stress","3",21,"a",1.25635441789533,1.00131794094031,4300
"82","Salt stress","3",21,"b",5.30662161282549,1.0006815415402,6000
"83","Salt stress","3",21,"c",3.96122105809353,1.01450301774078,6000
"84","Salt stress","3",21,"deviance",-15.3961430422272,1.00089630704215,6000
"85","Salt stress","30",22,"a",1.40294743619051,1.00119870724279,5000
"86","Salt stress","30",22,"b",2.48274168452614,1.00167215007946,3000
"87","Salt stress","30",22,"c",4.14902595188238,1.00552558393803,3800
"88","Salt stress","30",22,"deviance",-1.17257368316335,1.00106836505286,6000
"89","Salt stress","31",23,"a",1.39504629253364,1.0008593181453,6000
"90","Salt stress","31",23,"b",1.2060660196491,1.00084157326784,6000
"91","Salt stress","31",23,"c",3.98224080293353,1.07474691715135,6000
"92","Salt stress","31",23,"deviance",-27.6317779630629,1.00115733769933,5300
"93","Salt stress","32",24,"a",1.26972697415156,1.00092422517952,6000
"94","Salt stress","32",24,"b",2.93502142702001,1.00124842820915,4700
"95","Salt stress","32",24,"c",6.82926418451829,1.00653571740203,5400
"96","Salt stress","32",24,"deviance",1.49279825183696,1.00122787178014,4800
"97","Salt stress","33",25,"a",1.34251025542549,1.00237903025052,2700
"98","Salt stress","33",25,"b",3.47318064086184,1.00102033110142,6000
"99","Salt stress","33",25,"c",3.90513493837106,1.00753163301653,3600
"100","Salt stress","33",25,"deviance",-10.4510216640537,1.00086209539498,6000
"101","Salt stress","35",26,"a",1.54630267390159,1.00133597416814,4200
"102","Salt stress","35",26,"b",4.10745724352607,1.00139059091179,3900
"103","Salt stress","35",26,"c",6.23300556932529,1.00092502991577,6000
"104","Salt stress","35",26,"deviance",15.951993147317,1.00102800152886,6000
"105","Salt stress","4",27,"a",1.83529517153662,1.00069906420458,6000
"106","Salt stress","4",27,"b",0.343565960051164,1.00060037057914,6000
"107","Salt stress","4",27,"c",4.11107705617963,1.00065544768341,6000
"108","Salt stress","4",27,"deviance",-18.2128488307932,1.00081012395096,6000
"109","Salt stress","5",28,"a",2.53116048044675,1.00076196522519,6000
"110","Salt stress","5",28,"b",0.652877560652736,1.00419122256329,3400
"111","Salt stress","5",28,"c",2.65904145197931,1.001049999724,6000
"112","Salt stress","5",28,"deviance",-5.07783190401997,1.00100180765541,6000
"113","Salt stress","6",29,"a",1.43131796150926,1.00106100497366,6000
"114","Salt stress","6",29,"b",5.04695768967904,1.00064971775774,6000
"115","Salt stress","6",29,"c",6.13173792373333,1.00146216903663,6000
"116","Salt stress","6",29,"deviance",25.6009463915958,1.00078893922296,6000
"117","Salt stress","7",30,"a",0.931140049809857,1.00432771895363,5600
"118","Salt stress","7",30,"b",2.90096866258248,1.00072615677687,6000
"119","Salt stress","7",30,"c",5.21649008034808,1.00842207376884,5600
"120","Salt stress","7",30,"deviance",-6.4854769825338,1.0006371467049,6000
"121","Salt stress","8",31,"a",1.74533787035465,1.00074348811315,6000
"122","Salt stress","8",31,"b",1.71363100365548,1.0007937917834,6000
"123","Salt stress","8",31,"c",3.76666361975673,1.0006786575953,6000
"124","Salt stress","8",31,"deviance",-1.3310911026678,1.00057406304271,6000
"125","Salt stress","9",32,"a",2.31037417720711,1.00246233355993,2200
"126","Salt stress","9",32,"b",0.499230095296586,1.03677707919859,330
"127","Salt stress","9",32,"c",3.85274789213667,1.00156348285071,3300
"128","Salt stress","9",32,"deviance",1.13386053476646,1.01272105167111,470
"129","Salt stress","Anc 2",33,"a",1.37403781467259,1.00076179636655,6000
"130","Salt stress","Anc 2",33,"b",1.75852640395538,1.00069482480162,6000
"131","Salt stress","Anc 2",33,"c",4.18795011917861,1.00571426768503,6000
"132","Salt stress","Anc 2",33,"deviance",-10.2144623812505,1.00096547931851,6000
"133","Salt stress","Anc 3",34,"a",1.59062149692048,1.00065962627126,6000
"134","Salt stress","Anc 3",34,"b",1.13141105489711,1.00083984761699,6000
"135","Salt stress","Anc 3",34,"c",3.88023096576919,1.00422463864539,6000
"136","Salt stress","Anc 3",34,"deviance",-13.0745692637462,1.00112118683091,5600
"137","Salt stress","Anc 4",35,"a",1.66860792597869,1.00061562954353,6000
"138","Salt stress","Anc 4",35,"b",2.50348944441371,1.00092819274163,6000
"139","Salt stress","Anc 4",35,"c",3.68961747002363,1.00199627938294,6000
"140","Salt stress","Anc 4",35,"deviance",-4.4259421909781,1.00054926043038,6000
"141","Salt stress","Anc 5",36,"a",1.57447189232823,1.00171932447986,6000
"142","Salt stress","Anc 5",36,"b",3.21646753943757,1.00080568192137,6000
"143","Salt stress","Anc 5",36,"c",3.99536264804558,1.02226101599902,6000
"144","Salt stress","Anc 5",36,"deviance",-7.1107314499635,1.00279243042018,1500
"145","Salt stress","cc1690",37,"a",1.60963366971105,1.00102458029671,6000
"146","Salt stress","cc1690",37,"b",3.46312499034202,1.0009361941476,6000
"147","Salt stress","cc1690",37,"c",3.70657847170345,1.0091734720958,5800
"148","Salt stress","cc1690",37,"deviance",-3.62318579430818,1.00086884780913,6000
