light,population,well_plate,term,estimate,std.error,statistic,p.value,conf.low,conf.high,ancestor_id,treatment,note
5,33,G03_7,days,0.14451647888327127,0.15165400134245677,0.9529354821105713,0.4109246629192111,-0.338114237,0.6271471951370633,cc1690,L,NA
5,35,C04_8,days,0.040794803,0.071376805,0.5715414595643931,0.6076470237810635,-0.186358046,0.2679476528799372,anc4,BS,NA
5,35,D07_8,days,0.033554859366768185,0.091753231,0.36570765825134005,0.7388487319968444,-0.258444873,0.32555459141146764,anc4,BS,NA
5,35,D08_8,days,0.19669762280810155,0.085141418,2.3102460186966605,0.10400757903835608,-0.074260369,0.46765561511615955,anc4,BS,NA
5,35,F07_8,days,-0.17158129,0.23497334105948822,-0.730215986,0.5181137187279337,-0.919371331,0.576208751,anc4,BS,NA
5,4,B03_8,days,0.13280430779495145,0.16674786145721374,0.7964378471446127,0.48398043325157697,-0.397861808,0.6634704234034209,anc3,S,NA
5,4,D04_8,days,0.1188854359172881,0.094966694,1.2518645368027186,0.2993374791254331,-0.183340967,0.4211118391456433,anc3,S,NA
5,4,D10_8,days,0.094464461,0.065177355,1.4493448063488705,0.24310106441102933,-0.112958972,0.30188789514160874,anc3,S,NA
5,4,F03_8,days,0.14297515465751157,0.17175148173878518,0.8324536895405701,0.4662247403836624,-0.403614714,0.6895650231441107,anc3,S,NA
5,5,B09_9,days,0.096167425,0.031311443,3.0713188170414716,0.091667586,-0.038554842,0.23088969151041974,anc5,C,NA
5,5,C04_9,days,0.086114324,0.1277445427147711,0.6741135212771296,0.5697134233429135,-0.463526082,0.6357547289356975,anc5,C,NA
5,5,D06_9,days,0.2590382794820132,0.083081651,3.117875920974215,0.089303408,-0.098433213,0.6165097724382287,anc5,C,NA
5,5,E10_9,days,0.08209908,0.073741657,1.1133338082699658,0.3814346486559079,-0.235185663,0.39938382337220507,anc5,C,NA
5,6,C02_7,days,0.46333012730363193,0.1274258966406574,3.636075079857814,0.035840275,0.057804053,0.8688562012651557,cc1690,P,NA
5,6,C09_7,days,0.19265003107020795,0.22325336405257296,0.8629210667788264,0.4516474394686866,-0.517841813,0.9031418746414773,cc1690,P,NA
5,6,E09_7,days,0.1078452325232121,0.2108110123209179,0.5115730498890596,0.6442249671493363,-0.563049495,0.7787399597970355,cc1690,P,NA
5,6,F04_7,days,0.2674155806446996,0.049570953,5.394602408876696,0.012482950376611545,0.10965868549378699,0.42517247579561224,cc1690,P,NA
5,7,B08_9,days,-0.036985391,0.16671854539929942,-0.221843291,0.8450282292073044,-0.754317395,0.6803466136246417,anc3,B,NA
5,7,C07_9,days,0.1747688312447996,0.11386290836851584,1.5349057366351695,0.26457060753677086,-0.315143722,0.6646813847538071,anc3,B,NA
5,7,D10_9,days,0.2326085207840075,0.095023375,2.447908420332458,0.1341144682651062,-0.176244065,0.6414611063633193,anc3,B,NA
5,7,F03_9,days,-0.201726168,0.17068134095458273,-1.181887646,0.35873509747125265,-0.936108706,0.5326563692636297,anc3,B,NA
5,8,B05_7,days,0.6225343429353298,0.097173368,6.406429626782793,0.007705174,0.31328531734637954,0.9317833685242801,anc4,P,NA
5,8,D03_7,days,0.6382252016022419,0.1018438414609239,6.266703930714557,0.008201783,0.314112645,0.9623377585754589,anc4,P,NA
5,8,E10_7,days,0.43082229482376894,0.077998868,5.5234429044412305,0.011690384856381755,0.18259508507143904,0.6790495045760988,anc4,P,NA
5,8,F06_7,days,0.4866986749501811,0.078559502,6.195287135055258,0.008471901,0.2366872765894068,0.7367100733109554,anc4,P,NA
5,9,C03_8,days,0.44712594565995956,0.3170177220670286,1.4104130921911726,0.2532234096297092,-0.561765933,1.456017823961632,cc1690,BS,NA
5,9,D05_8,days,0.40359595544091337,0.16987113603426215,2.3758948392474992,0.097980436,-0.137009814,0.944201725,cc1690,BS,NA
5,9,E08_8,days,0.507833791,0.054715725,9.281313409185337,0.002647185,0.3337039345571674,0.6819636475490126,cc1690,BS,NA
5,9,G03_8,days,0.20127105611992135,0.10591593788285043,1.9002905525185414,0.15358755460005324,-0.135800729,0.5383428413058574,cc1690,BS,NA
5,anc2,B06_8,days,-0.094986519,0.19513825352664357,-0.486765243,0.6597713066810755,-0.716003533,0.5260304945889044,anc2,none,NA
5,anc2,C10_8,days,0.10564779107469031,0.15119782208129584,0.6987388417399674,0.5350123766401906,-0.375531159,0.5868267413242537,anc2,none,NA
5,anc2,E05_8,days,-0.05854159,0.097299373,-0.601664616,0.5898262878255458,-0.368191621,0.25110844124464593,anc2,none,NA
5,anc2,F10_8,days,0.003432145,0.13174186074783095,0.026052046702497497,0.9808518930038714,-0.415829253,0.4226935430970117,anc2,none,NA
5,anc3,B07_9,days,-0.416842496,0.088105434,-4.731178083,0.041887711,-0.795929581,-0.037755412,anc3,none,NA
5,anc3,C06_9,days,-0.227761358,0.10840223356681641,-2.101076243,0.1704173057554696,-0.694178524,0.23865580850120213,anc3,none,NA
5,anc3,D07_9,days,-0.08919105,0.09816257,-0.90860549,0.4594662857790912,-0.511550499,0.33316839960819883,anc3,none,NA
5,anc3,F05_9,days,0.21958604518846667,0.10364142400507526,2.118709264142431,0.16826523182069086,-0.226347011,0.6655191010990251,anc3,none,NA
5,anc4,B11_9,days,0.20990344586139403,0.14763592824963667,1.421763986246421,0.29101315107452813,-0.425322684,0.8451295755537889,anc4,none,NA
5,anc4,D04_9,days,0.09946804,0.24983290682415385,0.3981382646407536,0.7290079960983558,-0.975476199,1.174412278501312,anc4,none,NA
5,anc4,E02_9,days,0.41755746338802097,0.067572388,6.179409583963436,0.025202425,0.12681694275054645,0.7082979840254955,anc4,none,NA
5,anc4,F06_9,days,0.068579787,0.24241117322344322,0.28290687118231506,0.8038410903642423,-0.97443131,1.1115908827478962,anc4,none,NA
5,anc5,B08_7,days,0.536137833,0.11361742143825504,4.718799511374874,0.018024677,0.1745564896944743,0.8977191758385477,anc5,none,NA
5,anc5,C11_7,days,0.6489134283553754,0.1905684200771706,3.405146708424188,0.042301089150687726,0.042439664,1.2553871927337203,anc5,none,NA
5,anc5,E07_7,days,0.5468051759983864,0.13161074531287972,4.154715290901668,0.025348507580150045,0.12796104584177725,0.9656493061549956,anc5,none,NA
5,anc5,F05_7,days,0.47696084751177853,0.13689692162106015,3.4840874569264466,0.039937044,0.041293745094122314,0.9126279499294347,anc5,none,NA
5,cc1690,B04_9,days,-0.137461482,0.22155221976516018,-0.620447323,0.5982417240525508,-1.090723745,0.8158007813917179,cc1690,none,NA
5,cc1690,C05_9,days,-0.124439478,0.045191594,-2.753597892,0.1104597412027907,-0.318883214,0.070004257,cc1690,none,NA
5,cc1690,E05_9,days,0.1837485839400766,0.078888255,2.3292261255252136,0.1452190875621733,-0.155680181,0.523177349,cc1690,none,NA
5,cc1690,F07_9,days,-0.185854301,0.20711115403253297,-0.897365001,0.4642252253814514,-1.076981673,0.7052730712834537,cc1690,none,NA
12.5,1,B09_10,days,0.1335226297713231,0.17516497834048272,0.7622678405028205,0.5013524765176395,-0.423930508,0.6909757679060932,anc2,N,NA
12.5,1,C06_10,days,0.2361466157848124,0.13525857221629145,1.7458902006387536,0.17916697529640468,-0.194306528,0.6665997591924988,anc2,N,NA
12.5,1,E02_10,days,0.3323918060480139,0.13209154256440034,2.516374626225282,0.086451645,-0.087982436,0.7527660476413154,anc2,N,NA
12.5,1,F11_10,days,0.3303393262725242,0.1633381451340855,2.0224260903743345,0.13633646599173682,-0.18947555,0.8501542027663886,anc2,N,NA
12.5,10,C02_12,days,0.17334960601420935,0.029653430019519717,5.8458534442760905,0.009976293,0.078979157,0.26772005481881883,anc2,L,NA
12.5,10,D05_12,days,0.4457645111149752,0.065301528,6.826249311171483,0.006432056,0.23794590432855017,0.6535831179014002,anc2,L,NA
12.5,10,D11_12,days,-0.001706247,0.13811943051617906,-0.012353421,0.9909192440350109,-0.441263919,0.4378514238654441,anc2,L,NA
12.5,10,F08_12,days,0.2347840699709031,0.11748650055458315,1.9983918906651286,0.13954329404097102,-0.13911041,0.6086785495815485,anc2,L,NA
12.5,11,B07_10,days,0.4544804599386877,0.335067101,1.3563864025406738,0.26802893368035247,-0.611852598,1.520813518015879,anc4,N,NA
12.5,11,C07_10,days,0.6955319320508623,0.3196815530738777,2.175702430631418,0.11782328014856103,-0.321837445,1.7129013094981818,anc4,N,NA
12.5,11,D11_10,days,0.715605838,0.18297468545847514,3.9109554203594565,0.029703423800964527,0.13329872618461713,1.2979129495801627,anc4,N,NA
12.5,11,G02_10,days,0.7791972720388868,0.2199640424703458,3.5423847611090045,0.038298376,0.079173518,1.4792210262939074,anc4,N,NA
12.5,14,B04_10,days,0.49528748621107327,0.15222904325373277,3.2535676216892235,0.047361439,0.010826729951357805,0.9797482424707887,anc2,S,NA
12.5,14,D06_10,days,0.8271242589358013,0.23629980135263995,3.500317199596159,0.039472015226941916,0.075112829,1.5791356886897843,anc2,S,NA
12.5,14,D09_10,days,0.9146602528736009,0.16227181605827753,5.6365934337304395,0.011047801580870166,0.3982389114072581,1.4310815943399438,anc2,S,NA
12.5,14,F08_10,days,0.6528840551681286,0.1870238756314533,3.490912873897946,0.03974063,0.057690613,1.248077497171287,anc2,S,NA
12.5,15,B02_12,days,0.8056963467250117,0.16253308173431608,4.957122194003799,0.015759882,0.28844354127326266,1.3229491521767607,anc4,S,NA
12.5,15,C11_12,days,0.7784784693427181,0.14996230873829636,5.191160871637845,0.01388359,0.30123147396671224,1.255725464718724,anc4,S,NA
12.5,15,E07_12,days,0.9464251838641122,0.22062474374974161,4.289750858,0.023287695829722736,0.24429878326358223,1.6485515844646423,anc4,S,NA
12.5,15,F02_12,days,0.6896578718033698,0.10678638609803806,6.458293954907428,0.007530913,0.34981593191106913,1.0294998116956704,anc4,S,NA
12.5,16,B05_12,days,0.6359278521817493,0.36351168296234265,1.749401414005247,0.17853321278918546,-0.52092856,1.7927842645527192,anc5,B,NA
12.5,16,C08_12,days,0.7529450452653155,0.1631998692815882,4.613637551180691,0.019158671196745063,0.23357022424734109,1.272319866,anc5,B,NA
12.5,16,E04_12,days,0.7065789425723922,0.2105453193139154,3.3559470468156487,0.04386489,0.036529769027043635,1.3766281161177407,anc5,B,NA
12.5,16,E11_12,days,0.7468436438450773,0.14295393300951947,5.224365836757665,0.013641446,0.29190042791315735,1.2017868597769972,anc5,B,NA
12.5,17,B08_11,days,0.35120213382717047,0.076272557,4.604567472525223,0.019260765564545153,0.1084688174244732,0.5939354502298677,anc2,P,NA
12.5,17,C11_11,days,0.5667344637561903,0.10150118751103433,5.583525450818788,0.011343261635106669,0.24371238457979033,0.8897565429325902,anc2,P,NA
12.5,17,E07_11,days,0.4568402171830071,0.091313804,5.0029699530780345,0.015367402068626372,0.16623893935910444,0.7474414950069097,anc2,P,NA
12.5,17,F05_11,days,0.37083160337285154,0.10817398737620763,3.428103302535876,0.041595662,0.026573696919633127,0.7150895098260699,anc2,P,NA
12.5,18,B11_11,days,0.1750237818628218,0.096975264,1.8048291341138802,0.1688616850869901,-0.133594789,0.4836423526726242,anc5,S,NA
12.5,18,D02_11,days,0.091856948,0.134982838,0.6805083507278019,0.5449970617443874,-0.337718685,0.5214325820758328,anc5,S,NA
12.5,18,E06_11,days,0.036589102,0.12842134360355703,0.28491449341304953,0.7942463395212792,-0.372104928,0.4452831325269402,anc5,S,NA
12.5,18,E11_11,days,0.22777225639601154,0.19788755087033028,1.1510186234265125,0.3331411975026389,-0.401994249,0.8575387615249359,anc5,S,NA
12.5,19,B03_10,days,-0.050653207,0.10940080770441431,-0.463005786,0.6748798531643925,-0.398815403,0.2975089893069076,anc2,B,NA
12.5,19,D04_10,days,0.5472832704730839,0.16348061598651997,3.347695181905914,0.044134322,0.027014988141278784,1.067551552804889,anc2,B,NA
12.5,19,D10_10,days,0.5356327252352568,0.22126633854872962,2.4207601063425837,0.094104834,-0.168535516,1.2398009668333154,anc2,B,NA
12.5,19,F03_10,days,0.43798985456505796,0.2606228026046778,1.6805507813889062,0.19144165080834882,-0.391428221,1.2674079297869998,anc2,B,NA
12.5,2,B10_11,days,0.5009915808889869,0.24366212797156775,2.0560912976490386,0.13198987782533447,-0.274450058,1.2764332197896686,anc3,BS,NA
12.5,2,C08_11,days,0.3753022788081541,0.048218849,7.783310569,0.004413197,0.22184838025174963,0.5287561773645586,anc3,BS,NA
12.5,2,E04_11,days,0.6053245436855177,0.2852503189018598,2.1220819174396057,0.12393752732864508,-0.30246928,1.5131183671557409,anc3,BS,NA
12.5,2,F09_11,days,0.5507759826293909,0.1443100633109794,3.8166152102816433,0.031645777,0.091516955,1.0100350104286753,anc3,BS,NA
12.5,20,B06_12,days,0.435488748,0.1563323039886241,2.785660655167587,0.068666267,-0.062030415,0.9330079115778952,anc4,L,NA
12.5,20,D03_12,days,0.3973732800422296,0.14008970599690562,2.8365630237742594,0.065832609,-0.048454687,0.8432012473003627,anc4,L,NA
12.5,20,D08_12,days,0.3802103590217195,0.12217567270280719,3.111997262716799,0.052799311,-0.008607159,0.7690278772103198,anc4,L,NA
12.5,20,E09_12,days,0.575931292,0.1411216191253729,4.081098951576064,0.026571572,0.12681931647607836,1.0250432672384737,anc4,L,NA
12.5,21,C02_11,days,0.5224983526789626,0.12246331744542058,4.2665702969530415,0.023625648551480655,0.13276542054199808,0.9122312848159271,anc4,B,NA
12.5,21,C09_11,days,0.5659668695372899,0.079578348,7.112071107422219,0.005720121,0.31271304998643795,0.8192206890881419,anc4,B,NA
12.5,21,E09_11,days,0.6673646552774344,0.061015174,10.937683386430807,0.00163598,0.4731871401283455,0.8615421704265233,anc4,B,NA
12.5,21,F04_11,days,0.6862328086868381,0.13310486523463383,5.155580207208539,0.014149321714671417,0.2626337221055918,1.1098318952680843,anc4,B,NA
12.5,22,B05_11,days,-0.003381142,0.16413543769180594,-0.020599705,0.9848584777120731,-0.525733359,0.5189710756651159,cc1690,C,NA
12.5,22,D03_11,days,-0.161193193,0.29080789871935625,-0.55429441,0.6180186153774604,-1.086673716,0.7642873301228108,cc1690,C,NA
12.5,22,E10_11,days,0.11031906763038653,0.12360986869230184,0.8924778320491571,0.437891575,-0.283062702,0.5037008375468068,cc1690,C,NA
12.5,22,F06_11,days,0.23417960258989592,0.2027896612984751,1.1547906391796754,0.33180966249670674,-0.411187606,0.8795468109389625,cc1690,C,NA
12.5,23,B06_10,days,0.47808683681602776,0.32222163739449106,1.4837204623558948,0.23452807176779028,-0.547366223,1.5035398962245925,anc5,L,NA
12.5,23,C10_10,days,0.7343461046794844,0.3209243874359995,2.2882215669132706,0.10612969607614202,-0.286978526,1.755670735750618,anc5,L,NA
12.5,23,E05_10,days,0.8197750409427919,0.16400265240172726,4.9985474560175955,0.015404702,0.2978454057501867,1.341704676135397,anc5,L,NA
12.5,23,F10_10,days,0.7606839573264556,0.2522168603624526,3.0159916994974147,0.05694,-0.041982658,1.5633505727171997,anc5,L,NA
12.5,24,B11_10,days,-0.029356982,0.14012941898377937,-0.209499063,0.8474786908395282,-0.475311334,0.41659736970038563,anc4,C,NA
12.5,24,D02_10,days,0.2389171201023516,0.074007247,3.2282935581809573,0.048278458,0.003393029,0.4744412112160424,anc4,C,NA
12.5,24,E06_10,days,0.7433389256443257,0.25983489831428874,2.860812502349875,0.064533976,-0.083571686,1.5702495377684018,anc4,C,NA
12.5,24,E11_10,days,-0.001062528,0.1590143758013126,-0.006681961,0.9950881048276151,-0.507117241,0.5049921849694866,anc4,C,NA
12.5,25,B02_10,days,0.4457479412391721,0.051813257,8.602970812,0.00330213,0.2808550316024364,0.6106408508759078,anc2,BS,NA
12.5,25,C05_10,days,0.7238251488125093,0.13091209790951214,5.529092882712987,0.011657155,0.3072044265034434,1.140445871121575,anc2,BS,NA
12.5,25,E03_10,days,0.747737308,0.3126731130757736,2.3914346218396507,0.096616426,-0.247328086,1.7428027013973397,anc2,BS,NA
