"population","phos","well.ID","µ"
"29",20,"E06_24",1.39885894821545
"anc4",20,"F06_24",1.1867363445465
"23",35,"B06_25",1.33572310507234
"1",35,"C06_25",1.47272038744866
"14",35,"D06_25",1.40890052165328
"24",35,"E06_25",1.48484177030475
"8",35,"F06_25",1.54014924968466
"anc2",35,"B06_26",1.6478860884194
"26",35,"C06_26",1.45932907093197
"31",35,"D06_26",1.54551654407958
"18",35,"E06_26",1.38721254556416
"22",35,"F06_26",1.34692543114103
"20",35,"B06_27",1.34280659445138
"anc3",35,"C06_27",1.13975664616707
"5",35,"D06_27",1.30279063244802
"29",35,"E06_27",1.21892923111468
"anc4",35,"F06_27",1.19235458788522
"23",50,"B06_28",1.49822358978135
"1",50,"C06_28",1.33869731017396
"14",50,"D06_28",1.21861320767413
"24",50,"E06_28",1.56135926996455
"8",50,"F06_28",1.40903852280218
"anc2",50,"B06_29",1.48450213762253
"26",50,"C06_29",1.43641090437339
"31",50,"D06_29",1.2979723361935
"18",50,"E06_29",1.46599392702891
"22",50,"F06_29",1.18312382521479
"20",0.5,"B06_3",0.103937574647121
"anc3",0.5,"C06_3",0.381691635897739
"5",0.5,"D06_3",0.195747174192099
"29",0.5,"E06_3",0.308092517821613
"anc4",0.5,"F06_3",0.259277912500972
"20",50,"B06_30",1.5821474730131
"anc3",50,"C06_30",1.3219596720434
"5",50,"D06_30",1.46124483833741
"29",50,"E06_30",1.25744329076576
"anc4",50,"F06_30",1.25690633416476
"23",1,"B06_4",0.477935639799034
"1",1,"C06_4",0.680549701516622
"14",1,"D06_4",0.802213038588054
"24",1,"E06_4",0.826969426383425
"8",1,"F06_4",0.835906524119731
"anc2",1,"B06_5",0.68055332822879
"26",1,"C06_5",0.498294265710068
"31",1,"D06_5",0.593062525151397
"18",1,"E06_5",0.707954028851287
"22",1,"F06_5",0.404928719539581
"20",1,"B06_6",0.138653449966881
"anc3",1,"C06_6",0.523919502039246
"5",1,"D06_6",0.57794416782361
"29",1,"E06_6",0.763254042291779
"anc4",1,"F06_6",0.514614719201701
"23",2,"B06_7",0.581222322773854
"1",2,"C06_7",0.787964888189457
"14",2,"D06_7",0.993159465449862
"24",2,"E06_7",0.954819211108915
"8",2,"F06_7",1.07085195163942
"anc2",2,"B06_8",1.31384006914166
"26",2,"C06_8",1.01191283697602
"31",2,"D06_8",0.771154697803963
"18",2,"E06_8",0.86313901849697
"22",2,"F06_8",0.738091929286179
"20",2,"B06_9",0.89253403639384
"anc3",2,"C06_9",0.975164083175531
"5",2,"D06_9",0.949411112454455
"29",2,"E06_9",0.925219865327331
"anc4",2,"F06_9",0.908855638128329
"11",0.5,"B07_1",0.415853097477008
"11",0.5,"C07_1",0.536338095949512
"32",0.5,"D07_1",0.412443036309617
"anc5",0.5,"E07_1",0.572660263492466
"32",0.5,"F07_1",0.441075428017502
"11",4,"B07_10",1.20644342289281
"11",4,"C07_10",1.64664824326705
"32",4,"D07_10",1.21832159522414
"anc5",4,"E07_10",1.18208071514475
"32",4,"F07_10",1.22993516803035
"27",4,"B07_11",1.34718947029338
"27",4,"C07_11",1.15992973305833
"35",4,"D07_11",1.55011700467624
"17",4,"E07_11",1.27424849265704
"35",4,"F07_11",1.51963514826871
"anc3",4,"B07_12",1.16611077338958
"7",4,"C07_12",1.201819964929
"anc3",4,"D07_12",1.03571319504874
"15",4,"E07_12",1.10989272204505
"cc1690",4,"F07_12",1.18013096704668
"11",6,"B07_13",1.32210363931983
"11",6,"C07_13",1.70714198460883
"32",6,"D07_13",1.24917617202767
"anc5",6,"E07_13",1.18777724021598
"32",6,"F07_13",1.28464793949686
"27",6,"B07_14",1.27696665176389
"27",6,"C07_14",1.10066670589188
"35",6,"D07_14",1.39625057898883
"17",6,"E07_14",1.42408002528726
"35",6,"F07_14",1.33148156988997
"anc3",6,"B07_15",1.22265473465198
"7",6,"C07_15",1.35030684780126
"anc3",6,"D07_15",1.06984068233593
"15",6,"E07_15",1.31656211788207
"cc1690",6,"F07_15",1.26118412256586
"11",8,"B07_16",1.23098056781437
"11",8,"C07_16",1.68813613553588
"32",8,"D07_16",1.25638277567601
"anc5",8,"E07_16",1.40218458823974
"32",8,"F07_16",1.27873866765411
"27",8,"B07_17",1.28832178944012
"27",8,"C07_17",1.90097712072541
"35",8,"D07_17",1.22654708057636
"17",8,"E07_17",1.33808224081601
"35",8,"F07_17",1.35311648123545
"anc3",8,"B07_18",1.2766448889404
"7",8,"C07_18",1.11926679605139
"anc3",8,"D07_18",1.2267558020739
"15",8,"E07_18",1.22199602588954
"cc1690",8,"F07_18",1.26204701518414
"11",10,"B07_19",1.61804718550039
"11",10,"C07_19",1.36131680642588
"32",10,"D07_19",1.38434391172229
"anc5",10,"E07_19",1.4104400430148
"32",10,"F07_19",1.34003060600574
"27",0.5,"B07_2",0.208061577903517
"27",0.5,"C07_2",0.165625642471386
"35",0.5,"D07_2",0.926601429066893
"17",0.5,"E07_2",0.539325270444705
"35",0.5,"F07_2",0.522199125843769
"27",10,"B07_20",1.43160984786212
"27",10,"C07_20",1.31999966439326
"35",10,"D07_20",1.44035997333385
"17",10,"E07_20",1.44197706023825
"35",10,"F07_20",1.4077377962955
"anc3",10,"B07_21",1.18283748681569
"7",10,"C07_21",1.26590794255601
"anc3",10,"D07_21",1.06684504634174
"15",10,"E07_21",1.26478607653111
"cc1690",10,"F07_21",1.24983576927461
"11",20,"B07_22",1.43898568196718
"11",20,"C07_22",1.59012573753897
"32",20,"D07_22",1.43608063792243
"anc5",20,"E07_22",1.53403550869056
"32",20,"F07_22",1.47015229219195
"27",20,"B07_23",1.3422262823974
"27",20,"C07_23",1.31600055733725
"35",20,"D07_23",1.30199036186774
"17",20,"E07_23",1.4106615366361
"35",20,"F07_23",1.32003611307479
"anc3",20,"B07_24",1.24883851735176
"7",20,"C07_24",1.24552369312147
"anc3",20,"D07_24",1.1512807805015
"15",20,"E07_24",1.43006928904576
"cc1690",20,"F07_24",1.37026715139883
"11",35,"B07_25",1.40320651906405
"11",35,"C07_25",1.39499784053251
"32",35,"D07_25",1.59362171900927
"anc5",35,"E07_25",1.3160857097808
"32",35,"F07_25",1.45148026631995
"27",35,"B07_26",1.51904653909157
"27",35,"C07_26",1.32468842139219
"35",35,"D07_26",1.35738074342132
"17",35,"E07_26",1.42220689334845
"35",35,"F07_26",1.37600838336394
"anc3",35,"B07_27",1.21569577810597
"7",35,"C07_27",1.16158015700746
"anc3",35,"D07_27",1.05783671494478
"15",35,"E07_27",1.37865073048534
"cc1690",35,"F07_27",1.35148233912706
"11",50,"B07_28",1.4308278985132
"11",50,"C07_28",1.23983259641021
"32",50,"D07_28",1.17617173825526
"anc5",50,"E07_28",1.70328053352232
"32",50,"F07_28",1.22077140653237
"27",50,"B07_29",1.40234765216266
"27",50,"C07_29",1.37025095437877
"35",50,"D07_29",1.12819756770698
"17",50,"E07_29",1.27501197200188
"35",50,"F07_29",1.10696118253934
"anc3",0.5,"B07_3",0.31275813323991
"7",0.5,"C07_3",0.205217956289729
"anc3",0.5,"D07_3",0.348182414661702
"15",0.5,"E07_3",0.327746492855212
"cc1690",0.5,"F07_3",0.28015120593787
"anc3",50,"B07_30",1.22834338082614
"7",50,"C07_30",1.32206922942784
"anc3",50,"D07_30",1.25273575609545
"15",50,"E07_30",1.50899661689254
"cc1690",50,"F07_30",1.73506400156346
"11",1,"B07_4",0.919494611010095
"11",1,"C07_4",0.881810798484512
"32",1,"D07_4",0.539426831674049
"anc5",1,"E07_4",0.757132611583814
"32",1,"F07_4",0.505892594832649
"27",1,"B07_5",0.529282060066906
"27",1,"C07_5",0.653319199567887
"35",1,"D07_5",1.00501895796246
"17",1,"E07_5",0.886855530952214
"35",1,"F07_5",1.18846402090575
"anc3",1,"B07_6",0.693067490398296
"7",1,"C07_6",0.831725328612542
"anc3",1,"D07_6",0.759691551646634
"15",1,"E07_6",0.394637931978314
"cc1690",1,"F07_6",0.465029736726404
"11",2,"B07_7",0.731098361894044
"11",2,"C07_7",0.958773043788246
"32",2,"D07_7",1.05925298888409
"anc5",2,"E07_7",1.07174251165944
"32",2,"F07_7",1.1270391126447
"27",2,"B07_8",1.26453478483355
"27",2,"C07_8",0.987108922895612
"35",2,"D07_8",1.38859909254744
"17",2,"E07_8",1.18276678946025
"35",2,"F07_8",1.11651115709354
"anc3",2,"B07_9",0.809926926527866
"7",2,"C07_9",0.96005001408996
"anc3",2,"D07_9",0.693292537513756
"15",2,"E07_9",0.947744252922154
"cc1690",2,"F07_9",1.11445776337548
"anc5",0.5,"B08_1",0.471369263335552
"32",0.5,"D08_1",0.284685721250383
"33",0.5,"E08_1",0.360658062289296
"14",0.5,"F08_1",0.412924890990587
"anc5",4,"B08_10",1.17233620047435
"32",4,"D08_10",1.16613320142734
"33",4,"E08_10",1.15435420925954
"14",4,"F08_10",1.25151022792009
"17",4,"B08_11",1.39950317447152
"2",4,"C08_11",1.39963248898203
"35",4,"D08_11",1.23174642290836
"9",4,"E08_11",1.21127070544904
"31",4,"F08_11",0.96030149926084
"7",4,"B08_12",0.968644892087319
"16",4,"C08_12",1.14161659210158
"20",4,"D08_12",1.1358701165493
"30",4,"E08_12",1.12742033826408
"10",4,"F08_12",1.22230447521944
"anc5",6,"B08_13",1.38691669139674
"32",6,"D08_13",1.37138791783668
"33",6,"E08_13",1.24254725839686
"14",6,"F08_13",1.23092221012773
"17",6,"B08_14",1.57565948904305
"2",6,"C08_14",1.60530314305132
"35",6,"D08_14",1.33380677403072
"9",6,"E08_14",1.29051343508525
"31",6,"F08_14",1.2290688765171
"7",6,"B08_15",1.41646175925745
"16",6,"C08_15",1.17239053256722
"20",6,"D08_15",1.15346515825418
"30",6,"E08_15",1.37529668487141
"10",6,"F08_15",1.44101512061459
"anc5",8,"B08_16",1.5449254638732
"32",8,"D08_16",1.29180830209301
"33",8,"E08_16",1.38309409551849
"14",8,"F08_16",1.63190558669101
"17",8,"B08_17",1.33321352979106
"2",8,"C08_17",1.27811714728541
"35",8,"D08_17",1.29837287864037
"9",8,"E08_17",1.10646295596924
"31",8,"F08_17",1.44308192767329
"7",8,"B08_18",1.25987077818149
"16",8,"C08_18",1.26005350543522
"20",8,"D08_18",1.27286410385726
"30",8,"E08_18",1.34206168704915
"10",8,"F08_18",1.55920948005425
"anc5",10,"B08_19",1.60733515164338
"32",10,"D08_19",1.27468806847983
"33",10,"E08_19",1.4024046855502
"14",10,"F08_19",1.3029425411603
"17",0.5,"B08_2",0.767284975723863
"2",0.5,"C08_2",0.345541327503218
"35",0.5,"D08_2",1.0936806117607
"9",0.5,"E08_2",0.0649841275126227
"31",0.5,"F08_2",0.28165768251241
"17",10,"B08_20",1.39901626330907
"2",10,"C08_20",1.26609784983546
"35",10,"D08_20",1.31099239748822
"9",10,"E08_20",1.61928446858802
"31",10,"F08_20",1.43350463126117
"7",10,"B08_21",1.22933493139238
"16",10,"C08_21",1.41111223209065
"20",10,"D08_21",1.16186281841465
"30",10,"E08_21",1.1730908033227
"10",10,"F08_21",1.2166807845798
"anc5",20,"B08_22",1.45964608829827
"32",20,"D08_22",1.57791711115761
"33",20,"E08_22",1.35905989005653
"14",20,"F08_22",1.30595742268815
"17",20,"B08_23",1.38170405629169
"2",20,"C08_23",1.35565927914699
"35",20,"D08_23",1.28450605990596
"9",20,"E08_23",1.44968912406568
"31",20,"F08_23",1.17963980363431
"7",20,"B08_24",1.25095078212646
"16",20,"C08_24",1.30711894053834
"20",20,"D08_24",1.12343539325789
"30",20,"E08_24",1.24869884951039
"10",20,"F08_24",1.03890579284196
"anc5",35,"B08_25",1.45833957527185
"32",35,"D08_25",1.57499454214977
"33",35,"E08_25",1.63155251599337
"14",35,"F08_25",1.28182409037813
"17",35,"B08_26",1.40025770320243
"2",35,"C08_26",1.32029091122451
"35",35,"D08_26",1.37659584248127
"9",35,"E08_26",1.42625923632654
"31",35,"F08_26",1.32248343464465
"7",35,"B08_27",1.27547767909708
"16",35,"C08_27",1.23606034424403
"20",35,"D08_27",1.16322283471082
"30",35,"E08_27",1.33909194366239
"10",35,"F08_27",1.18559450410078
"anc5",50,"B08_28",1.47276840458934
"32",50,"D08_28",1.32469539242465
"33",50,"E08_28",1.35507738860915
"14",50,"F08_28",1.19731564603664
"17",50,"B08_29",1.34443493307798
"2",50,"C08_29",1.34426004443733
"35",50,"D08_29",1.13376415327383
"9",50,"E08_29",1.24178052345273
"31",50,"F08_29",1.25179999162355
"7",0.5,"B08_3",0.339368855480739
"16",0.5,"C08_3",0.228256307547627
"20",0.5,"D08_3",0.232345723750288
"30",0.5,"E08_3",0.0185581705728957
"10",0.5,"F08_3",0.256089352898277
"7",50,"B08_30",1.51080479832562
"16",50,"C08_30",1.25848638068511
"20",50,"D08_30",1.54085172633926
"30",50,"E08_30",1.40449633732449
"10",50,"F08_30",1.44588677217966
"anc5",1,"B08_4",0.904587539629323
"32",1,"D08_4",0.665934682528593
"33",1,"E08_4",0.354221819328424
"14",1,"F08_4",0.700496624257736
"17",1,"B08_5",1.11772601076096
"2",1,"C08_5",0.664278340546705
"35",1,"D08_5",0.710205372000496
"9",1,"E08_5",0.804558102742768
"31",1,"F08_5",0.553341329914802
"7",1,"B08_6",0.582864309930317
"16",1,"C08_6",0.438179589126613
"20",1,"D08_6",0.0651548808961276
"30",1,"E08_6",0.606002001185393
"10",1,"F08_6",0.464945238103406
"anc5",2,"B08_7",1.18725578273767
"32",2,"D08_7",1.066467412609
"33",2,"E08_7",0.986067516150063
"14",2,"F08_7",0.967455566009831
"17",2,"B08_8",0.520542413905798
"2",2,"C08_8",0.972529471387943
"35",2,"D08_8",1.28732998673923
"9",2,"E08_8",0.643190076131185
"31",2,"F08_8",0.68526437183543
"7",2,"B08_9",0.914437876846239
"16",2,"C08_9",0.812501935126313
"20",2,"D08_9",0.682139842191135
"30",2,"E08_9",1.04106597627915
"10",2,"F08_9",1.16919970722366
"1",0.5,"B09_1",0.535804594522457
"6",0.5,"C09_1",0.534647004766881
"14",0.5,"D09_1",0.514560307751675
"6",0.5,"E09_1",0.327227046108906
"1",4,"B09_10",0.944001469137425
"6",4,"C09_10",1.3945088845112
"14",4,"D09_10",1.18125747695727
"6",4,"E09_10",1.26930090424723
"26",4,"B09_11",1.21074648798854
"21",4,"C09_11",1.27870633636499
"31",4,"D09_11",1.07200003035762
"21",4,"E09_11",1.28529966338005
"2",4,"F09_11",1.15737706523644
"5",4,"B09_12",1.02363565545351
"30",4,"C09_12",1.20217569544908
"3",4,"D09_12",1.5273797527128
"20",4,"E09_12",0.914207935777794
"3",4,"F09_12",1.28569441698425
"1",6,"B09_13",1.23843699259344
"6",6,"C09_13",1.3661341290298
"14",6,"D09_13",1.68555092152213
"6",6,"E09_13",1.44056435946324
"26",6,"B09_14",2.1883417141374
"21",6,"C09_14",1.42589996796932
"31",6,"D09_14",1.22405853638469
"21",6,"E09_14",1.34585196401496
"2",6,"F09_14",1.46039122137646
"5",6,"B09_15",1.37950233201717
"30",6,"C09_15",1.59855318244316
"3",6,"D09_15",1.25214230681948
"20",6,"E09_15",1.17705476589972
"3",6,"F09_15",1.47195509998471
"1",8,"B09_16",1.39207184850797
"6",8,"C09_16",1.47002433440335
"14",8,"D09_16",1.25456019309235
"6",8,"E09_16",1.44157459837383
"26",8,"B09_17",1.40597151881728
"21",8,"C09_17",1.52232855034073
"31",8,"D09_17",1.42906426948206
"21",8,"E09_17",1.48091721150794
"2",8,"F09_17",1.28932763210428
"5",8,"B09_18",1.33428932892265
"30",8,"C09_18",1.28519089789547
"3",8,"D09_18",1.25383513021677
"20",8,"E09_18",1.22033721829514
"3",8,"F09_18",1.35341358359216
"1",10,"B09_19",1.43118410327472
"6",10,"C09_19",1.39305521922311
"14",10,"D09_19",1.42885470906675
"6",10,"E09_19",1.53638875267754
"26",0.5,"B09_2",0.302792756289049
"21",0.5,"C09_2",0.61337051162206
"31",0.5,"D09_2",0.347154705463712
"21",0.5,"E09_2",0.620147184899898
"2",0.5,"F09_2",0.426380606591445
"26",10,"B09_20",1.3346901407829
"21",10,"C09_20",1.51796939614342
"31",10,"D09_20",1.45779188626077
"21",10,"E09_20",1.4386744089192
"2",10,"F09_20",1.38729941279942
"5",10,"B09_21",1.21745639219842
"30",10,"C09_21",1.19214111098105
"3",10,"D09_21",1.25013872398062
"20",10,"E09_21",1.37958980202345
"3",10,"F09_21",1.26850603748923
"1",20,"B09_22",1.43556583720595
"6",20,"C09_22",1.42424890914518
"14",20,"D09_22",1.23244202056404
"6",20,"E09_22",1.34886266694475
"26",20,"B09_23",1.36645510834087
"21",20,"C09_23",1.45058334407849
"31",20,"D09_23",1.27569191594169
"21",20,"E09_23",1.2723909791701
"2",20,"F09_23",1.5665637276049
"5",20,"B09_24",1.25583298254904
"30",20,"C09_24",1.29744628119951
"3",20,"D09_24",1.27571997404793
"20",20,"E09_24",1.39932936222972
"3",20,"F09_24",1.14331460314277
"1",35,"B09_25",1.3043184609921
"6",35,"C09_25",1.46414339750796
"14",35,"D09_25",1.49941536117672
"6",35,"E09_25",1.5064621195734
"26",35,"B09_26",1.27105941499684
"21",35,"C09_26",1.42198961330928
"31",35,"D09_26",1.37194278932722
"21",35,"E09_26",1.43041875918064
"2",35,"F09_26",1.41162141604965
"5",35,"B09_27",1.28397589924879
"30",35,"C09_27",1.23974875026994
"3",35,"D09_27",1.27367301364065
"20",35,"E09_27",1.33792137069379
"3",35,"F09_27",1.38456117247655
"1",50,"B09_28",1.40606843008002
"6",50,"C09_28",1.33178475596737
"14",50,"D09_28",1.27209411461713
"6",50,"E09_28",1.24075728576816
"26",50,"B09_29",1.29296087444567
"21",50,"C09_29",1.42905952680364
"31",50,"D09_29",1.14244785107605
"21",50,"E09_29",1.43183268667408
"2",50,"F09_29",1.5887674572594
"5",0.5,"B09_3",0.328264497345391
"30",0.5,"C09_3",0.119209175189379
"3",0.5,"D09_3",0.871452000271395
"20",0.5,"E09_3",0.0290948543392665
"3",0.5,"F09_3",0.331529694666385
"5",50,"B09_30",1.36653205884767
"30",50,"C09_30",1.46567737303746
"3",50,"D09_30",1.35793654845338
"20",50,"E09_30",1.46311311687916
"3",50,"F09_30",1.3907773433582
"1",1,"B09_4",0.487198992993783
"6",1,"C09_4",0.708565986925528
"14",1,"D09_4",0.649821543053836
"6",1,"E09_4",0.683460418353462
"26",1,"B09_5",0.470963633394399
"21",1,"C09_5",0.78380836778641
"31",1,"D09_5",0.710081207444302
"21",1,"E09_5",0.848683265615876
"2",1,"F09_5",0.673403909728014
"5",1,"B09_6",0.461449838532062
"30",1,"C09_6",0.260556160626711
"3",1,"D09_6",0.924786939760203
"20",1,"E09_6",0.146349298244532
"3",1,"F09_6",0.613876311875488
"1",2,"B09_7",1.162650445656
"6",2,"C09_7",0.993925901298046
"14",2,"D09_7",1.17950067715309
"6",2,"E09_7",0.95280248671937
"26",2,"B09_8",0.719778703314778
"21",2,"C09_8",1.0164830992592
"31",2,"D09_8",0.940640322697871
"21",2,"E09_8",0.982808864998496
"2",2,"F09_8",1.08417558084619
"5",2,"B09_9",0.821532183516019
"30",2,"C09_9",0.94784209583286
"3",2,"D09_9",1.09763304704016
"20",2,"E09_9",0.717102290144547
"3",2,"F09_9",1.10777079129224
"23",0.5,"C10_1",0.252609973052274
"19",0.5,"D10_1",0.45846236476366
"8",0.5,"E10_1",0.673657663744362
"23",0.5,"F10_1",0.437999742726989
"23",4,"C10_10",1.2336191154694
"19",4,"D10_10",1.34462850305532
"8",4,"E10_10",1.2243910779754
"23",4,"F10_10",1.08285649178725
"2",4,"B10_11",1.10427603822681
"anc2",4,"C10_11",1.07237412588704
"4",4,"D10_11",1.17540884651558
"22",4,"E10_11",-0.04423591159963
"anc2",4,"F10_11",1.18019560839278
"29",4,"B10_12",1.46188815564657
"3",4,"C10_12",1.30872206642235
"7",4,"D10_12",1.48977273675436
"5",4,"E10_12",1.29178279680953
"23",6,"C10_13",1.21468981623031
"19",6,"D10_13",1.24965740469564
"8",6,"E10_13",1.30042623083217
"23",6,"F10_13",1.25194862040636
"2",6,"B10_14",1.37507587171894
"anc2",6,"C10_14",1.21964982412987
"4",6,"D10_14",1.59223476973307
"22",6,"E10_14",0.426668605767617
"anc2",6,"F10_14",1.2347189867366
"29",6,"B10_15",1.4462558300405
"3",6,"C10_15",1.49602037367152
"7",6,"D10_15",1.18517396519191
"5",6,"E10_15",1.24381213491755
"23",8,"C10_16",1.64068805937763
"19",8,"D10_16",1.44334930823802
"8",8,"E10_16",1.42925744446847
"23",8,"F10_16",1.57041744973658
"2",8,"B10_17",1.25926869261576
"anc2",8,"C10_17",1.3091102311847
"4",8,"D10_17",1.48813752131598
"22",8,"E10_17",1.41509301912882
"anc2",8,"F10_17",1.24566657961682
"29",8,"B10_18",1.25866645349196
"3",8,"C10_18",1.32406402879644
"7",8,"D10_18",1.30216122712518
"5",8,"E10_18",1.29885683768623
"23",10,"C10_19",1.59206878248404
"19",10,"D10_19",1.49845570418654
"8",10,"E10_19",1.38137173497623
"23",10,"F10_19",1.48530219973805
"2",0.5,"B10_2",0.240316225777727
"anc2",0.5,"C10_2",0.18211963733447
"4",0.5,"D10_2",0.314928454129974
"22",0.5,"E10_2",1.09067402452762
"anc2",0.5,"F10_2",0.383640553826654
"2",10,"B10_20",1.31249112795124
"anc2",10,"C10_20",1.30490081596144
"4",10,"D10_20",1.52525818120326
"22",10,"E10_20",1.27712460750268
"anc2",10,"F10_20",1.36645328201961
"29",10,"B10_21",1.43052455329259
"3",10,"C10_21",1.41083909301811
"7",10,"D10_21",1.18490110218058
"5",10,"E10_21",1.12618340198001
"23",20,"C10_22",1.47547734675271
"19",20,"D10_22",1.32154159313021
"8",20,"E10_22",1.40819426218631
"23",20,"F10_22",1.630597733574
"2",20,"B10_23",1.22082498418868
"22",20,"C10_23",1.32667756259483
"4",20,"D10_23",1.23952319786352
"anc2",20,"E10_23",1.51456519659571
"22",20,"F10_23",1.44273055626426
"29",20,"B10_24",1.28270007233605
"3",20,"C10_24",1.26212109482574
"7",20,"D10_24",1.25835891536107
"5",20,"E10_24",1.36967826070858
"23",35,"C10_25",1.66619604606205
"19",35,"D10_25",1.29957988096078
"8",35,"E10_25",1.48969193703447
"23",35,"F10_25",1.2930616329881
"2",35,"B10_26",1.30694080636216
"anc2",35,"C10_26",1.37266213938193
"4",35,"D10_26",1.3399676511166
"22",35,"E10_26",1.24627185149425
"anc2",35,"F10_26",1.40368484770465
"29",35,"B10_27",1.33387979020849
"3",35,"C10_27",1.27025387478018
"7",35,"D10_27",1.226345623382
"5",35,"E10_27",1.41842485351353
"23",50,"C10_28",1.53516347181723
"19",50,"D10_28",1.23481472190361
"8",50,"E10_28",1.60895108789464
"23",50,"F10_28",1.40555826228856
"2",50,"B10_29",1.37804834192682
"anc2",50,"C10_29",1.30903116735023
"4",50,"D10_29",1.18443244338687
"22",50,"E10_29",1.30225386544749
"anc2",50,"F10_29",1.31917742919356
"29",0.5,"B10_3",0.409687715626427
"3",0.5,"C10_3",0.445609214494262
"7",0.5,"D10_3",0.300942154438603
"5",0.5,"E10_3",0.171910116025949
"29",50,"B10_30",1.48656341775214
"3",50,"C10_30",1.73833203793963
"7",50,"D10_30",1.40126165929789
"5",50,"E10_30",1.44672493392207
"23",1,"C10_4",0.377940455268373
"19",1,"D10_4",0.453453465870042
"8",1,"E10_4",0.751712818783981
"23",1,"F10_4",0.337146601275501
"2",1,"B10_5",0.720442874590091
"anc2",1,"C10_5",0.584973116461516
"4",1,"D10_5",0.797963767690107
"22",1,"E10_5",-0.603045222712372
"anc2",1,"F10_5",0.638935733856551
"29",1,"B10_6",0.920402975684882
"3",1,"C10_6",0.632922831744825
"7",1,"D10_6",0.540570881586874
"5",1,"E10_6",0.533459503177473
"23",2,"C10_7",0.716327482934077
"19",2,"D10_7",0.819147195389328
"8",2,"E10_7",0.99820034884489
"23",2,"F10_7",0.633808614699112
"2",2,"B10_8",1.05167982747684
"anc2",2,"C10_8",0.909412890769454
"4",2,"D10_8",0.902919425387476
"22",2,"E10_8",0.718038526295356
"anc2",2,"F10_8",0.759503863470283
"29",2,"B10_9",1.41056023504158
"3",2,"C10_9",0.986696842695707
"7",2,"D10_9",1.08982529342323
"5",2,"E10_9",0.867477124373278
"24",0.5,"B11_1",0.316612927474361
"anc5",0.5,"C11_1",0.753348107192076
"11",0.5,"D11_1",0.562729665317892
"24",0.5,"E11_1",0.485514381101692
"1",0.5,"F11_1",0.359318102033041
"24",4,"B11_10",1.24826668471756
"anc5",4,"C11_10",1.10367842862989
"11",4,"D11_10",1.1587657126417
"24",4,"E11_10",1.01393218761542
"1",4,"F11_10",1.00611589453683
"18",4,"B11_11",1.01477834931206
"17",4,"C11_11",1.35573863508322
"27",4,"D11_11",1.1021607901281
"18",4,"E11_11",1.10877164606745
"26",4,"F11_11",1.09371507035581
"anc4",4,"B11_12",1.15624907397006
"15",4,"C11_12",1.18431058247379
"10",4,"D11_12",1.09260898717444
"16",4,"E11_12",1.24727001345864
"24",6,"B11_13",1.38078791626722
"anc5",6,"C11_13",1.38405986930043
"11",6,"D11_13",1.39704795629022
"24",6,"E11_13",1.35380669883015
"1",6,"F11_13",1.15590250223032
"18",6,"B11_14",1.29797210857604
"17",6,"C11_14",1.52580523106871
"27",6,"D11_14",1.254150522465
"18",6,"E11_14",1.24634359900939
"26",6,"F11_14",1.25970481245775
"anc4",6,"B11_15",1.18709733470158
"15",6,"C11_15",1.31525391682791
"10",6,"D11_15",1.35641007999813
"16",6,"E11_15",1.23238100083717
"24",8,"B11_16",1.52213122533023
"anc5",8,"C11_16",1.38982125324321
"11",8,"D11_16",1.40898465770026
"24",8,"E11_16",1.2972989206073
"1",8,"F11_16",1.35639385496026
"18",8,"B11_17",1.31827122366432
"17",8,"C11_17",1.39035134285125
"27",8,"D11_17",1.62875970030718
"18",8,"E11_17",1.24779948014678
"26",8,"F11_17",1.33036066463699
"anc4",8,"B11_18",1.37480185115771
"15",8,"C11_18",1.47642827045853
"10",8,"D11_18",1.38056765073151
"16",8,"E11_18",1.23822337494445
"24",10,"B11_19",1.32586627412323
"anc5",10,"C11_19",1.27299378893975
"11",10,"D11_19",1.35855171364093
"24",10,"E11_19",1.30793125281963
"1",10,"F11_19",1.39599857118138
"18",0.5,"B11_2",0.2769394936171
"17",0.5,"C11_2",0.724307003496321
"27",0.5,"D11_2",0.261850980522844
"18",0.5,"E11_2",0.174641500978461
"26",0.5,"F11_2",0.223343745065563
"18",10,"B11_20",1.2718756993708
"17",10,"C11_20",1.3414756179352
"27",10,"D11_20",1.53627026040784
"18",10,"E11_20",1.45939660854344
"26",10,"F11_20",1.43869479138005
"anc4",10,"B11_21",1.27626070154245
"15",10,"C11_21",1.48481780397977
"10",10,"D11_21",1.07226656656616
"16",10,"E11_21",1.45304471249384
"24",20,"B11_22",1.16477123318331
"anc5",20,"C11_22",1.37562207404543
"11",20,"D11_22",1.43726148080472
"24",20,"E11_22",1.28720594302718
"1",20,"F11_22",1.16124747284801
"18",20,"B11_23",1.29486057849292
"17",20,"C11_23",1.27631776359863
"27",20,"D11_23",1.33447442636505
"18",20,"E11_23",1.28477832627021
"26",20,"F11_23",1.44858633202591
"anc4",20,"B11_24",1.19149020402809
"15",20,"C11_24",1.23861112159689
"10",20,"D11_24",1.11202825179391
"16",20,"E11_24",1.30074047855209
"24",35,"B11_25",1.44983182296519
"anc5",35,"C11_25",1.56723456616942
"11",35,"D11_25",1.31290874560887
"24",35,"E11_25",1.569163000443
"1",35,"F11_25",1.34799256260702
"18",35,"B11_26",1.27109746202594
"17",35,"C11_26",1.40382837532671
"27",35,"D11_26",1.23219394680829
"18",35,"E11_26",1.31057851427146
"26",35,"F11_26",1.30729034474001
