"well_plate","slope","n_pts","phos","population","well","rep"
"C10_13",1.34319319761764,5,6,"23","C10",2
"C10_14",1.45311950133329,7,6,"anc2","C10",3
"C10_15",1.54340178477865,5,6,"3","C10",2
"C10_16",1.66768832440633,6,8,"23","C10",2
"C10_17",1.46489822256025,6,8,"anc2","C10",3
"C10_18",1.48497296578259,6,8,"3","C10",2
"C10_19",1.73664135674171,5,10,"23","C10",2
"C10_2",0.390870050738061,5,0.5,"anc2","C10",3
"C10_20",1.44203373045267,6,10,"anc2","C10",3
"C10_21",1.5263990565917,6,10,"3","C10",2
"C10_22",1.60058405008959,5,20,"23","C10",2
"C10_23",1.49030014178621,5,20,"22","C10",3
"C10_24",1.45280713022079,7,20,"3","C10",2
"C10_25",1.75153361653186,6,35,"23","C10",2
"C10_26",1.53668227622693,6,35,"anc2","C10",3
"C10_27",1.47041602126417,6,35,"3","C10",2
"C10_28",1.70795163190821,5,50,"23","C10",2
"C10_29",1.56225647925407,5,50,"anc2","C10",3
"C10_3",0.551697681048701,5,0.5,"3","C10",2
"C10_30",1.89744300396586,7,50,"3","C10",2
"C10_4",0.419340469301745,6,1,"23","C10",2
"C10_5",0.744089976138222,7,1,"anc2","C10",3
"C10_6",0.769568175513118,5,1,"3","C10",2
"C10_7",0.965463485025421,5,2,"23","C10",2
"C10_8",1.07913874457644,5,2,"anc2","C10",3
"C10_9",1.11088351945985,5,2,"3","C10",2
"C11_1",0.916155215299578,5,0.5,"anc5","C11",2
"C11_10",1.42625151416376,7,4,"anc5","C11",2
"C11_11",1.57523768794733,6,4,"17","C11",2
"C11_12",1.35678875634082,6,4,"15","C11",2
"C11_13",1.54068719165686,7,6,"anc5","C11",2
"C11_14",1.7196855515275,6,6,"17","C11",2
"C11_15",1.54112854530264,5,6,"15","C11",2
"C11_16",1.54898202373082,6,8,"anc5","C11",2
"C11_17",1.54172493149029,6,8,"17","C11",2
"C11_18",1.62612610091001,5,8,"15","C11",2
"C11_19",1.47131809028113,6,10,"anc5","C11",2
"C11_2",0.804429221965836,5,0.5,"17","C11",2
"C11_20",1.55793755360235,6,10,"17","C11",2
"C11_21",1.66496396515961,5,10,"15","C11",2
"C11_22",1.46541510196678,6,20,"anc5","C11",2
"C11_23",1.49583723178003,6,20,"17","C11",2
"C11_24",1.42877230264921,6,20,"15","C11",2
"C11_25",1.73458433747665,6,35,"anc5","C11",2
"C11_26",1.57013288026373,6,35,"17","C11",2
"C11_27",1.43378523765473,7,35,"15","C11",2
"C11_28",1.55442362248455,6,50,"anc5","C11",2
"C11_29",1.40867207197909,6,50,"17","C11",2
"C11_3",0.0959523704725081,6,0.5,"15","C11",2
"C11_30",1.76277856008102,5,50,"15","C11",2
"C11_4",0.918612979603843,7,1,"anc5","C11",2
"C11_5",1.29810309615425,5,1,"17","C11",2
"C11_6",0.447106133709074,5,1,"15","C11",2
"C11_7",2.49550717912361,3,2,"anc5","C11",2
"C11_8",1.261355271079,5,2,"17","C11",2
"C11_9",0.917173417051865,5,2,"15","C11",2
"D02_1",0.527913280344479,4,0.5,"24","D02",2
"D02_10",1.65337239456087,5,4,"24","D02",2
"D02_11",1.31900402705748,6,4,"18","D02",2
"D02_12",1.59808521535722,6,4,"29","D02",2
"D02_13",1.51506819239865,5,6,"24","D02",2
"D02_14",1.43276910649405,6,6,"18","D02",2
"D02_15",1.36122049026331,7,6,"29","D02",2
"D02_16",1.70352531479861,6,8,"24","D02",2
"D02_17",1.60653777580887,6,8,"18","D02",2
"D02_18",1.37562702893178,6,8,"29","D02",2
"D02_19",1.61851584651158,7,10,"24","D02",2
"D02_2",0.346864652129466,5,0.5,"18","D02",2
"D02_20",1.74108269808117,5,10,"18","D02",2
"D02_21",1.4570579480715,7,10,"29","D02",2
"D02_22",1.70080208819145,6,20,"24","D02",2
"D02_23",1.50337859339115,5,20,"18","D02",2
"D02_24",1.41086159312684,6,20,"29","D02",2
"D02_25",1.71178702768124,6,35,"24","D02",2
"D02_26",1.44342343877267,6,35,"18","D02",2
"D02_27",1.52869000976806,6,35,"29","D02",2
"D02_28",1.80698302355849,5,50,"24","D02",2
"D02_29",1.47674170846437,6,50,"18","D02",2
"D02_3",0.857537095209827,5,0.5,"29","D02",2
"D02_30",1.42547331507251,7,50,"29","D02",2
"D02_4",0.780447731920441,5,1,"24","D02",2
"D02_5",0.688850828076816,5,1,"18","D02",2
"D02_6",0.953561859034917,5,1,"29","D02",2
"D02_7",1.20302506688765,5,2,"24","D02",2
"D02_8",1.05792395795699,5,2,"18","D02",2
"D02_9",1.36642616886046,5,2,"29","D02",2
"D03_1",0.810401701384979,5,0.5,"8","D03",2
"D03_10",1.37165651363869,7,4,"8","D03",2
"D03_11",0.0123484761292173,6,4,"22","D03",4
"D03_12",1.10099270205893,6,4,"20","D03",2
"D03_13",1.4547123904674,7,6,"8","D03",2
"D03_14",0.0260759044321273,5,6,"22","D03",4
"D03_15",1.33819040910932,6,6,"20","D03",2
"D03_16",1.5366869630676,7,8,"8","D03",2
"D03_17",1.47056891004569,7,8,"22","D03",4
"D03_18",1.37447664239144,5,8,"20","D03",2
"D03_19",1.55440659823881,6,10,"8","D03",2
"D03_2",-0.0307640480100664,3,0.5,"22","D03",4
"D03_20",1.48732759818365,6,10,"22","D03",4
"D03_21",1.44823302589784,5,10,"20","D03",2
"D03_22",1.6562739082125,6,20,"8","D03",2
"D03_23",1.68570658299827,5,20,"anc2","D03",4
"D03_24",1.43399181284315,6,20,"20","D03",2
"D03_25",1.70619691038469,6,35,"8","D03",2
"D03_26",1.50615106424465,6,35,"22","D03",4
"D03_27",1.49578470509974,6,35,"20","D03",2
"D03_28",1.70996971682891,7,50,"8","D03",2
"D03_29",1.33194325811568,6,50,"22","D03",4
"D03_3",0.423909910193545,5,0.5,"20","D03",2
"D03_30",1.43828151824345,6,50,"20","D03",2
"D03_4",1.01310563542999,6,1,"8","D03",2
"D03_5",0.175462402412696,6,1,"22","D03",4
"D03_6",0.232396408360354,5,1,"20","D03",2
"D03_7",1.18579772793923,7,2,"8","D03",2
"D03_8",0.865720523941168,5,2,"22","D03",4
"D03_9",0.997374319499924,5,2,"20","D03",2
"D04_1",0.285099212005713,5,0.5,"19","D04",2
"D04_10",1.1840864035202,6,4,"19","D04",2
"D04_11",1.38898400454813,5,4,"4","D04",2
"D04_12",1.21691507735148,6,4,"anc4","D04",2
"D04_13",1.44989726720983,5,6,"19","D04",2
"D04_14",1.3196009046768,6,6,"4","D04",2
"D04_15",1.27398800144228,7,6,"anc4","D04",2
"D04_16",1.62596160333134,5,8,"19","D04",2
"D04_17",1.5727539950165,6,8,"4","D04",2
"D04_18",1.50084075835134,5,8,"anc4","D04",2
"D04_19",1.66222902106685,5,10,"19","D04",2
"D04_2",0.433802728035822,5,0.5,"4","D04",2
"D04_20",1.47942527424541,5,10,"4","D04",2
"D04_21",1.36887317553293,5,10,"anc4","D04",2
"D04_22",1.50771416202473,5,20,"19","D04",2
"D04_23",1.53396202239507,5,20,"4","D04",2
"D04_24",1.46104629168649,5,20,"anc4","D04",2
"D04_25",1.60361128198073,6,35,"19","D04",2
"D04_26",1.67286281286877,5,35,"4","D04",2
"D04_27",1.48832640247999,5,35,"anc4","D04",2
"D04_28",1.43596963724365,6,50,"19","D04",2
"D04_29",1.41743288087799,5,50,"4","D04",2
"D04_3",0.478077783842262,5,0.5,"anc4","D04",2
"D04_30",1.45571778579231,5,50,"anc4","D04",2
"D04_4",0.832940512892465,3,1,"19","D04",2
"D04_5",0.758796785668403,7,1,"4","D04",2
"D04_6",0.780839659128036,5,1,"anc4","D04",2
"D04_7",1.19246825982243,5,2,"19","D04",2
"D04_8",1.08660154655908,5,2,"4","D04",2
"D04_9",1.13988652394312,5,2,"anc4","D04",2
"D05_1",0.266122687526749,5,0.5,"33","D05",2
"D05_10",1.20992755591794,5,4,"33","D05",2
"D05_11",1.34438347378348,5,4,"9","D05",2
"D05_12",1.44098884789864,5,4,"10","D05",2
"D05_13",1.4273206099757,5,6,"33","D05",2
"D05_14",1.73544674978924,5,6,"9","D05",2
"D05_15",1.37529334843121,5,6,"10","D05",2
"D05_16",1.46316062918708,5,8,"33","D05",2
"D05_17",1.26009240416033,7,8,"9","D05",2
"D05_18",1.49400699855651,5,8,"10","D05",2
"D05_19",1.40821188860338,5,10,"33","D05",2
"D05_2",0.162163860165645,5,0.5,"9","D05",2
"D05_20",1.70326154428724,5,10,"9","D05",2
"D05_21",1.41754289286611,5,10,"10","D05",2
"D05_22",1.49172324877131,5,20,"33","D05",2
"D05_23",1.60501903056507,5,20,"9","D05",2
"D05_24",1.51260751119299,5,20,"10","D05",2
"D05_25",1.66382545202445,5,35,"33","D05",2
"D05_26",1.73010419841078,5,35,"9","D05",2
"D05_27",1.45936058090587,5,35,"10","D05",2
"D05_28",1.44837945229163,4,50,"33","D05",2
"D05_29",1.30794235911875,5,50,"9","D05",2
"D05_3",0.327733233656672,5,0.5,"10","D05",2
"D05_30",1.53971478825211,5,50,"10","D05",2
"D05_4",0.351634391289603,5,1,"33","D05",2
"D05_5",0.560220539528832,5,1,"9","D05",2
"D05_6",0.629863669634006,4,1,"10","D05",2
"D05_7",1.17419913607531,5,2,"33","D05",2
"D05_8",0.85440797009529,5,2,"9","D05",2
"D05_9",1.03965863874826,6,2,"10","D05",2
"D06_1",0.44442006775828,5,0.5,"14","D06",2
"D06_10",1.4557179053628,5,4,"14","D06",2
"D06_11",1.22365241650306,5,4,"31","D06",2
"D06_12",1.16108941151788,6,4,"5","D06",3
"D06_13",1.5416668596541,5,6,"14","D06",2
"D06_14",1.43019487320183,5,6,"31","D06",2
"D06_15",1.27870410316697,7,6,"5","D06",3
"D06_16",1.47917593565144,7,8,"14","D06",2
"D06_17",1.48375947177836,5,8,"31","D06",2
"D06_18",1.52311166724619,5,8,"5","D06",3
"D06_19",1.72239953238209,5,10,"14","D06",2
"D06_2",0.34018788827851,5,0.5,"31","D06",2
"D06_20",1.50136783907062,5,10,"31","D06",2
"D06_21",1.24537202078151,5,10,"5","D06",3
"D06_22",1.60201169237732,5,20,"14","D06",2
"D06_23",1.5701775884476,5,20,"31","D06",2
"D06_24",1.51815812521898,6,20,"5","D06",3
"D06_25",1.67258976581507,6,35,"14","D06",2
"D06_26",1.70689809528462,5,35,"31","D06",2
"D06_27",1.45229322628429,5,35,"5","D06",3
"D06_28",1.45268136437372,6,50,"14","D06",2
"D06_29",1.4506431056682,5,50,"31","D06",2
"D06_3",0.341331496689385,5,0.5,"5","D06",3
"D06_30",1.63508643926675,5,50,"5","D06",3
"D06_4",0.817854133136317,3,1,"14","D06",2
"D06_5",0.731233407748945,5,1,"31","D06",2
"D06_6",0.660116986024773,5,1,"5","D06",3
"D06_7",1.12354044263178,5,2,"14","D06",2
"D06_8",0.891852881405571,5,2,"31","D06",2
"D06_9",1.07799096009702,6,2,"5","D06",3
"D07_1",0.418812158132727,3,0.5,"32","D07",2
"D07_10",1.31131090943627,5,4,"32","D07",2
"D07_11",1.58270278175377,4,4,"35","D07",2
"D07_12",1.12648105320882,7,4,"anc3","D07",3
"D07_13",1.38905647469239,5,6,"32","D07",2
"D07_14",1.50116341338521,6,6,"35","D07",2
"D07_15",1.14247592995655,7,6,"anc3","D07",3
"D07_16",1.51592881260065,6,8,"32","D07",2
"D07_17",1.39548470241396,6,8,"35","D07",2
"D07_18",1.35247699115792,6,8,"anc3","D07",3
"D07_19",1.53627076144633,5,10,"32","D07",2
"D07_2",0.937135956591726,4,0.5,"35","D07",2
"D07_20",1.52660872285203,5,10,"35","D07",2
"D07_21",1.27183149209644,5,10,"anc3","D07",3
"D07_22",1.52297547658168,5,20,"32","D07",2
"D07_23",1.45260276517294,6,20,"35","D07",2
"D07_24",1.35410926940687,6,20,"anc3","D07",3
"D07_25",1.73566377764508,5,35,"32","D07",2
"D07_26",1.47795684366833,6,35,"35","D07",2
"D07_27",1.31952768520219,5,35,"anc3","D07",3
"D07_28",1.38741902924497,5,50,"32","D07",2
"D07_29",1.26609692128823,7,50,"35","D07",2
"D07_3",0.448543545249711,5,0.5,"anc3","D07",3
"D07_30",1.39648064303531,5,50,"anc3","D07",3
"D07_4",0.567368372171783,3,1,"32","D07",2
"D07_5",1.10107081475289,4,1,"35","D07",2
"D07_6",0.854164641736719,5,1,"anc3","D07",3
"D07_7",1.19899526333491,5,2,"32","D07",2
"D07_8",1.60719507706059,5,2,"35","D07",2
"D07_9",0.875771564605759,7,2,"anc3","D07",3
"D08_1",0.335129535410178,5,0.5,"32","D08",3
"D08_10",1.3695838370787,5,4,"32","D08",3
"D08_11",1.40515479636779,7,4,"35","D08",3
"D08_12",1.15233657746637,5,4,"20","D08",3
"D08_13",1.49310898942037,5,6,"32","D08",3
"D08_14",1.44739755131183,6,6,"35","D08",3
"D08_15",1.19419263653128,5,6,"20","D08",3
"D08_16",1.4719276319586,6,8,"32","D08",3
"D08_17",1.39340184199908,5,8,"35","D08",3
"D08_18",1.36848448048537,5,8,"20","D08",3
"D08_19",1.45805529685626,5,10,"32","D08",3
"D08_2",1.21476298620892,4,0.5,"35","D08",3
"D08_20",1.42677865140962,6,10,"35","D08",3
"D08_21",1.27712819554496,5,10,"20","D08",3
"D08_22",1.72087099483637,5,20,"32","D08",3
"D08_23",1.48613413433243,6,20,"35","D08",3
"D08_24",1.29054382538855,6,20,"20","D08",3
"D08_25",1.73187205673445,5,35,"32","D08",3
"D08_26",1.50071100921086,6,35,"35","D08",3
"D08_27",1.35506112988194,5,35,"20","D08",3
"D08_28",1.44889544520225,5,50,"32","D08",3
"D08_29",1.33101980835852,7,50,"35","D08",3
"D08_3",0.332798882634265,5,0.5,"20","D08",3
"D08_30",1.65957408287499,5,50,"20","D08",3
"D08_4",0.681681739451748,3,1,"32","D08",3
"D08_5",1.21682183927459,5,1,"35","D08",3
"D08_6",0.146595218907409,5,1,"20","D08",3
"D08_7",1.2440063634833,5,2,"32","D08",3
"D08_8",1.39273497084249,5,2,"35","D08",3
"D08_9",0.82002755430215,7,2,"20","D08",3
"D09_1",0.554283063230892,4,0.5,"14","D09",3
"D09_10",1.39238938455673,5,4,"14","D09",3
"D09_11",1.23079459257366,5,4,"31","D09",3
"D09_12",1.5784955877902,5,4,"3","D09",3
"D09_13",1.72495492171687,5,6,"14","D09",3
"D09_14",1.3664342201052,5,6,"31","D09",3
"D09_15",1.33479576552931,5,6,"3","D09",3
"D09_16",1.50787933776405,7,8,"14","D09",3
"D09_17",1.50643651516459,5,8,"31","D09",3
"D09_18",1.40867837141015,6,8,"3","D09",3
"D09_19",1.6298597463937,5,10,"14","D09",3
"D09_2",0.484127204354206,5,0.5,"31","D09",3
"D09_20",1.60906571999436,5,10,"31","D09",3
"D09_21",1.42122759519725,6,10,"3","D09",3
"D09_22",1.3575529152033,5,20,"14","D09",3
"D09_23",1.47060995191377,5,20,"31","D09",3
"D09_24",1.36493308499489,6,20,"3","D09",3
"D09_25",1.70735256115182,6,35,"14","D09",3
"D09_26",1.51967933562244,5,35,"31","D09",3
"D09_27",1.49706192505184,5,35,"3","D09",3
"D09_28",1.45446761020359,7,50,"14","D09",3
"D09_29",1.33925913734499,5,50,"31","D09",3
"D09_3",0.918702581224262,5,0.5,"3","D09",3
"D09_30",1.51655588423629,6,50,"3","D09",3
"D09_4",0.743286044473103,5,1,"14","D09",3
"D09_5",0.867672854686994,5,1,"31","D09",3
"D09_6",0.978239448920293,4,1,"3","D09",3
"D09_7",1.2807553776972,5,2,"14","D09",3
"D09_8",1.05134059467937,5,2,"31","D09",3
"D09_9",1.1824220577022,5,2,"3","D09",3
"D10_1",0.509673699090685,4,0.5,"19","D10",3
"D10_10",1.47611280104258,5,4,"19","D10",3
"D10_11",1.32373295792464,6,4,"4","D10",3
"D10_12",1.53921737368133,5,4,"7","D10",3
"D10_13",1.33277848822141,5,6,"19","D10",3
"D10_14",1.65670552284014,5,6,"4","D10",3
"D10_15",1.26822259388752,5,6,"7","D10",3
"D10_16",1.5864755447873,6,8,"19","D10",3
"D10_17",1.55034135327838,5,8,"4","D10",3
"D10_18",1.45008120481586,7,8,"7","D10",3
"D10_19",1.62121188125697,5,10,"19","D10",3
"D10_2",0.454552367119068,5,0.5,"4","D10",3
"D10_20",1.58740809307381,5,10,"4","D10",3
"D10_21",1.35246622996907,6,10,"7","D10",3
"D10_22",1.45652017191808,6,20,"19","D10",3
"D10_23",1.42611081178011,6,20,"4","D10",3
"D10_24",1.39724163490888,7,20,"7","D10",3
"D10_25",1.43204460056174,6,35,"19","D10",3
"D10_26",1.49735105280381,5,35,"4","D10",3
"D10_27",1.37419110046557,6,35,"7","D10",3
"D10_28",1.41065070715889,6,50,"19","D10",3
"D10_29",1.33350470778584,5,50,"4","D10",3
"D10_3",0.409884450911926,5,0.5,"7","D10",3
"D10_30",1.58130351390935,6,50,"7","D10",3
"D10_4",0.529954557343028,5,1,"19","D10",3
"D10_5",0.981553675556305,5,1,"4","D10",3
"D10_6",0.629541540860029,5,1,"7","D10",3
"D10_7",0.939353392109555,5,2,"19","D10",3
"D10_8",1.03286985953605,5,2,"4","D10",3
"D10_9",1.14382419629205,4,2,"7","D10",3
"D11_1",0.601564709016796,5,0.5,"11","D11",3
"D11_10",1.30591069031274,6,4,"11","D11",3
"D11_11",1.23217117879698,6,4,"27","D11",3
"D11_12",1.23674409568261,6,4,"10","D11",3
"D11_13",1.55585478453022,5,6,"11","D11",3
"D11_14",1.4066593893849,5,6,"27","D11",3
"D11_15",1.40503556716955,5,6,"10","D11",3
"D11_16",1.51991025832095,6,8,"11","D11",3
"D11_17",1.71226919180585,5,8,"27","D11",3
"D11_18",1.53270212213089,5,8,"10","D11",3
"D11_19",1.54292061822156,5,10,"11","D11",3
"D11_2",0.312091659549803,5,0.5,"27","D11",3
"D11_20",1.68354490861033,6,10,"27","D11",3
"D11_21",1.243641132995,5,10,"10","D11",3
"D11_22",1.58782639783332,5,20,"11","D11",3
"D11_23",1.51871308388171,7,20,"27","D11",3
"D11_24",1.30423865333784,6,20,"10","D11",3
"D11_25",1.45800876039404,5,35,"11","D11",3
"D11_26",1.36450906615785,7,35,"27","D11",3
"D11_27",1.28100870351326,5,35,"10","D11",3
"D11_28",1.42057713737783,5,50,"11","D11",3
"D11_29",1.63167058614248,5,50,"27","D11",3
"D11_3",0.406400046702195,5,0.5,"10","D11",3
"D11_30",1.94114907594244,7,50,"10","D11",3
"D11_4",0.859943640425223,5,1,"11","D11",3
"D11_5",0.630647752279775,5,1,"27","D11",3
"D11_6",0.653002180824711,4,1,"10","D11",3
"D11_7",1.00374658769053,7,2,"11","D11",3
"D11_8",0.84272901871308,7,2,"27","D11",3
"D11_9",1.04946242765005,5,2,"10","D11",3
"E02_1",0.505874935798012,4,0.5,"1","E02",3
"E02_10",1.3843305848948,5,4,"1","E02",3
"E02_11",1.21912307668452,5,4,"26","E02",3
"E02_12",1.20265954239223,6,4,"anc4","E02",3
"E02_13",1.44389778592669,5,6,"1","E02",3
"E02_14",1.30154797054,6,6,"26","E02",3
"E02_15",1.30156427543983,6,6,"anc4","E02",3
"E02_16",1.48721283724365,5,8,"1","E02",3
"E02_17",1.55222548731944,5,8,"26","E02",3
"E02_18",1.47174209901624,5,8,"anc4","E02",3
"E02_19",1.49528540521638,5,10,"1","E02",3
"E02_2",0.389287642087231,5,0.5,"26","E02",3
"E02_20",1.34041799759632,5,10,"26","E02",3
"E02_21",1.32718964207707,5,10,"anc4","E02",3
"E02_22",1.45329110221458,6,20,"1","E02",3
"E02_23",1.56230020424718,5,20,"26","E02",3
"E02_24",1.33436220688864,5,20,"anc4","E02",3
"E02_25",1.66459997590167,6,35,"1","E02",3
"E02_26",1.53486725513196,6,35,"26","E02",3
"E02_27",1.72274075641171,5,35,"anc4","E02",3
"E02_28",1.56787454927082,6,50,"1","E02",3
"E02_29",1.62058099713136,5,50,"26","E02",3
"E02_3",0.428138514169817,5,0.5,"anc4","E02",3
"E02_30",1.42555745850355,5,50,"anc4","E02",3
"E02_4",0.697063770239259,5,1,"1","E02",3
"E02_5",0.645408621600178,5,1,"26","E02",3
"E02_6",0.608194462073462,5,1,"anc4","E02",3
"E02_7",1.06700793290474,5,2,"1","E02",3
"E02_8",0.912924261449463,5,2,"26","E02",3
"E02_9",0.998649963901645,6,2,"anc4","E02",3
"E03_1",0.561732640081749,6,0.5,"25","E03",3
"E03_10",1.2915723747393,6,4,"25","E03",3
"E03_11",1.3869361113025,7,4,"28","E03",3
"E03_12",1.41614090092231,6,4,"30","E03",3
"E03_13",1.47027383623669,4,6,"25","E03",3
"E03_14",1.55869630407547,7,6,"28","E03",3
"E03_15",1.45763476535296,5,6,"30","E03",3
"E03_16",1.48888127218489,5,8,"25","E03",3
"E03_17",1.54264142782952,6,8,"28","E03",3
"E03_18",1.35595692040557,6,8,"30","E03",3
"E03_19",1.57035352588669,5,10,"25","E03",3
"E03_2",0.669445336658655,5,0.5,"28","E03",3
"E03_20",1.42789173506225,6,10,"28","E03",3
"E03_21",1.5185195852067,5,10,"30","E03",3
"E03_22",1.69071308134173,5,20,"25","E03",3
"E03_23",1.48132549780748,7,20,"28","E03",3
"E03_24",1.6012117677933,5,20,"30","E03",3
"E03_25",1.67635489718809,5,35,"25","E03",3
"E03_26",1.62838773677401,6,35,"28","E03",3
"E03_27",1.61092224906121,5,35,"30","E03",3
"E03_28",1.57482112582755,5,50,"25","E03",3
"E03_29",1.29177140476987,7,50,"28","E03",3
"E03_3",0.334030045778158,3,0.5,"30","E03",3
"E03_30",1.52198239651117,4,50,"30","E03",3
"E03_4",1.00910812668401,5,1,"25","E03",3
"E03_5",1.03452158850715,5,1,"28","E03",3
"E03_6",0.688804214837924,5,1,"30","E03",3
"E03_7",1.03872541783558,7,2,"25","E03",3
"E03_8",1.34522135534743,5,2,"28","E03",3
"E03_9",1.31371830089354,4,2,"30","E03",3
"E04_11",1.50451359270123,5,4,"2","E04",3
"E04_12",1.33235368392945,6,4,"16","E04",3
"E04_14",1.71721964181259,5,6,"2","E04",3
"E04_15",1.47904298176733,6,6,"16","E04",3
"E04_17",1.25521816662833,5,8,"2","E04",3
"E04_18",1.54734136324011,5,8,"16","E04",3
"E04_2",0.512592351171082,4,0.5,"2","E04",3
"E04_20",1.43032098301804,6,10,"2","E04",3
"E04_21",1.50082271352285,5,10,"16","E04",3
"E04_23",1.55412374797082,5,20,"2","E04",3
"E04_24",1.45718080942452,6,20,"16","E04",3
"E04_26",1.59499480366349,6,35,"2","E04",3
"E04_27",1.66313480789487,5,35,"16","E04",3
"E04_29",1.90889157757793,4,50,"2","E04",3
"E04_3",0.456429797141745,5,0.5,"16","E04",3
"E04_30",1.55671557123805,5,50,"16","E04",3
"E04_5",1.61302215881997,3,1,"2","E04",3
"E04_6",0.631839423037958,5,1,"16","E04",3
"E04_8",1.03417025939584,5,2,"2","E04",3
"E04_9",1.26228495407748,4,2,"16","E04",3
"E05_1",0.349341006448052,3,0.5,"23","E05",3
"E05_10",1.186230148946,5,4,"23","E05",3
"E05_11",1.20743350033182,7,4,"anc2","E05",5
"E05_12",1.34534163496278,6,4,"cc1690","E05",3
"E05_13",1.36793201573041,5,6,"23","E05",3
"E05_14",1.46626476098389,7,6,"anc2","E05",5
"E05_15",1.41069727371475,6,6,"cc1690","E05",3
"E05_16",1.40872070301959,6,8,"23","E05",3
"E05_17",1.50347710679815,5,8,"anc2","E05",5
"E05_18",1.57054285805128,5,8,"cc1690","E05",3
"E05_19",1.57169131548263,6,10,"23","E05",3
"E05_2",0.473983044186053,5,0.5,"anc2","E05",5
"E05_20",1.4613953376589,5,10,"anc2","E05",5
"E05_21",1.48533736593353,5,10,"cc1690","E05",3
"E05_22",1.58946142386311,5,20,"23","E05",3
"E05_23",1.49542141016418,7,20,"22","E05",5
"E05_24",1.50276730784011,5,20,"cc1690","E05",3
"E05_25",1.50542765593025,6,35,"23","E05",3
"E05_26",1.53543034122454,5,35,"anc2","E05",5
"E05_27",1.64726916591455,5,35,"cc1690","E05",3
"E05_28",1.58573015107066,5,50,"23","E05",3
"E05_29",1.56847342470486,5,50,"anc2","E05",5
"E05_3",0.530405356756368,5,0.5,"cc1690","E05",3
"E05_30",1.52344050676891,5,50,"cc1690","E05",3
"E05_4",0.316139383487182,5,1,"23","E05",3
"E05_5",0.928350734701278,5,1,"anc2","E05",5
"E05_6",0.570003148534531,5,1,"cc1690","E05",3
"E05_7",1.01651844621702,5,2,"23","E05",3
"E05_8",1.19801420401331,4,2,"anc2","E05",5
"E05_9",1.10922115328361,6,2,"cc1690","E05",3
"E06_1",0.41860073833527,4,0.5,"24","E06",3
"E06_10",1.47768502837341,5,4,"24","E06",3
"E06_11",1.16974470000845,6,4,"18","E06",3
"E06_12",1.36546840170777,6,4,"29","E06",3
"E06_13",1.31837545791882,6,6,"24","E06",3
"E06_14",1.38000332183476,5,6,"18","E06",3
"E06_15",1.41908880663179,7,6,"29","E06",3
"E06_16",1.54124922046485,6,8,"24","E06",3
"E06_17",1.51465456413791,5,8,"18","E06",3
"E06_18",1.39183706718544,7,8,"29","E06",3
"E06_19",1.54164919549465,6,10,"24","E06",3
"E06_2",0.41404962572872,5,0.5,"18","E06",3
"E06_20",1.62653377464735,5,10,"18","E06",3
"E06_21",1.41875035074744,6,10,"29","E06",3
"E06_22",1.57515342162216,6,20,"24","E06",3
"E06_23",1.50021516830522,5,20,"18","E06",3
"E06_24",1.46948374362411,6,20,"29","E06",3
"E06_25",1.69489202111305,6,35,"24","E06",3
"E06_26",1.59780814812263,5,35,"18","E06",3
"E06_27",1.33870875649676,6,35,"29","E06",3
"E06_28",1.573141630032,3,50,"24","E06",3
"E06_29",1.59956225215453,5,50,"18","E06",3
"E06_3",0.4022014308632,6,0.5,"29","E06",3
"E06_30",1.36213893322232,6,50,"29","E06",3
"E06_4",0.833427670279178,3,1,"24","E06",3
"E06_5",0.781622066519943,5,1,"18","E06",3
"E06_6",0.808444226410126,4,1,"29","E06",3
"E06_7",1.07353318826929,6,2,"24","E06",3
"E06_8",0.994651084513173,5,2,"18","E06",3
"E06_9",1.03866184083093,5,2,"29","E06",3
"E07_1",0.746369099843823,5,0.5,"anc5","E07",3
"E07_10",1.35385432286777,6,4,"anc5","E07",3
"E07_11",1.44954077208115,6,4,"17","E07",3
"E07_12",1.2812643348192,5,4,"15","E07",3
"E07_13",1.37218210095015,7,6,"anc5","E07",3
"E07_14",1.50838837306998,6,6,"17","E07",3
"E07_15",1.42321666077916,5,6,"15","E07",3
"E07_16",1.51121246757926,6,8,"anc5","E07",3
"E07_17",1.49219525854096,6,8,"17","E07",3
"E07_18",1.40445453167389,5,8,"15","E07",3
"E07_19",1.57959579606209,5,10,"anc5","E07",3
"E07_2",0.574669914590065,5,0.5,"17","E07",3
"E07_20",1.58051190059068,5,10,"17","E07",3
"E07_21",1.41613090701886,5,10,"15","E07",3
"E07_22",1.63011869811068,5,20,"anc5","E07",3
"E07_23",1.57804929977098,6,20,"17","E07",3
"E07_24",1.59109461160375,6,20,"15","E07",3
"E07_25",1.53477723723185,6,35,"anc5","E07",3
"E07_26",1.58348936968169,6,35,"17","E07",3
"E07_27",1.64321492285828,6,35,"15","E07",3
"E07_28",1.77511586726453,5,50,"anc5","E07",3
"E07_29",1.47424165013235,6,50,"17","E07",3
"E07_3",0.366909004985002,5,0.5,"15","E07",3
"E07_30",1.6999997076945,5,50,"15","E07",3
"E07_4",0.857631645509066,5,1,"anc5","E07",3
"E07_5",1.05411981194793,5,1,"17","E07",3
"E07_6",0.481675690610983,5,1,"15","E07",3
"E07_7",1.15774897627396,7,2,"anc5","E07",3
"E07_8",1.3005394832319,5,2,"17","E07",3
"E07_9",1.08877846501394,5,2,"15","E07",3
"E08_1",0.401354062697161,4,0.5,"33","E08",3
